Date,GOOGL,QCOM,VIX,AvgVIX,zscore
2023-01-31,98.02977752685547,123.64997100830078,19.399999618530273,20.202999973297118,-1.506214130874865
2023-02-01,99.60675811767578,128.52320861816406,17.8700008392334,19.951500034332277,-1.4058235688691416
2023-02-02,106.85681915283203,126.10053253173828,18.729999542236328,19.7875,-0.909336829568226
2023-02-03,103.92108917236328,125.33004760742188,18.329999923706055,19.58100004196167,-1.107911163995394
2023-02-06,102.05650329589844,123.39006042480469,19.43000030517578,19.49600009918213,-1.2319907613633105
2023-02-07,106.75765228271484,126.82453918457031,18.65999984741211,19.33050012588501,-0.9171003180154801
2023-02-08,98.5554428100586,122.68462371826172,19.6299991607666,19.28300008773804,-1.4691047728719238
2023-02-09,94.23118591308594,121.16229248046875,20.709999084472656,19.264000034332277,-1.7610544422038146
2023-02-10,93.79478454589844,119.73282623291016,20.530000686645508,19.34900007247925,-1.788721889753229
2023-02-13,93.83447265625,121.45005798339844,20.34000015258789,19.448500061035155,-1.7884399743809656
2023-02-14,93.90388488769531,122.8424072265625,18.90999984741211,19.426000022888182,-1.785679199512046
2023-02-15,96.1453628540039,123.52001953125,18.229999542236328,19.320499992370607,-1.6341901920619386
2023-02-16,94.72708129882812,120.81885528564453,20.170000076293945,19.30299997329712,-1.7268451696658822
2023-02-17,93.57659149169922,118.55397033691406,20.020000457763672,19.311499977111815,-1.8019017693656876
2023-02-21,91.03758239746094,114.82245635986328,22.8700008392334,19.46450004577637,-1.9693270167913235
2023-02-22,90.89872741699219,115.05451965332031,22.290000915527344,19.619000053405763,-1.979097205383586
2023-02-23,90.14493560791016,117.14305114746094,21.139999389648438,19.72200002670288,-2.033302499092107
2023-02-24,88.39938354492188,115.4165267944336,21.670000076293945,19.869000053405763,-2.149587092469172
2023-02-27,89.13331604003906,114.56256866455078,20.950000762939453,19.99100008010864,-2.0984702849598698
2023-02-28,89.3217544555664,114.66465759277344,20.700000762939453,20.029000091552735,-2.0857982998016302
2023-03-01,89.61930847167969,115.50517272949219,20.579999923706055,20.088000106811524,-2.0667448159716995
2023-03-02,91.24585723876953,115.59856414794922,19.59000015258789,20.17400007247925,-1.9562547436928415
2023-03-03,92.88233184814453,115.43048095703125,18.489999771118164,20.16200008392334,-1.8447215488140019
2023-03-06,94.3501968383789,114.31912231445312,18.610000610351562,20.176000118255615,-1.7433276818103567
2023-03-07,93.09061431884766,111.31196594238281,19.59000015258789,20.184000110626222,-1.824758810816711
2023-03-08,93.47740936279297,113.18909454345703,19.110000610351562,20.206500148773195,-1.8010952425742768
2023-03-09,91.56322479248047,109.47216033935547,22.610000610351562,20.35550022125244,-1.9260467152454341
2023-03-10,89.88706970214844,107.57635498046875,24.799999237060547,20.560000228881837,-2.037373333036667
2023-03-13,90.36315155029297,106.86658477783203,26.520000457763672,20.859500217437745,-2.0039959077045757
2023-03-14,93.19969177246094,108.84644317626953,23.729999542236328,21.029000186920165,-1.8138698479536273
2023-03-15,95.3221664428711,107.85650634765625,26.139999389648438,21.390500164031984,-1.6681269154269827
2023-03-16,99.49765014648438,112.54470825195312,22.989999771118164,21.628500175476074,-1.3907517641350582
2023-03-17,100.7869873046875,112.75016784667969,25.510000228881836,21.89550018310547,-1.3033531972251717
2023-03-20,100.39026641845703,113.76811218261719,24.149999618530273,22.102000141143797,-1.3317670890220563
2023-03-21,104.0599365234375,115.61724090576172,21.3799991607666,22.027500057220458,-1.0847958672539249
2023-03-22,102.52266693115234,113.90821075439453,22.260000228881836,22.026000022888184,-1.1869398015564745
2023-03-23,104.734375,115.94412231445312,22.610000610351562,22.09950008392334,-1.0393874623215795
2023-03-24,104.57569122314453,116.51380920410156,21.739999771118164,22.10300006866455,-1.0509814647316804
2023-03-27,101.62010955810547,115.43048095703125,20.600000381469727,22.085500049591065,-1.2504655358248087
2023-03-28,100.20182800292969,113.3198471069336,19.969999313354492,22.048999977111816,-1.3439517771878828
2023-03-29,100.55889129638672,116.82199096679688,19.1200008392334,21.976000022888183,-1.3245977272159384
2023-03-30,100.06297302246094,118.97930145263672,19.020000457763672,21.947500038146973,-1.361361866321552
2023-03-31,102.87969970703125,119.14741516113281,18.700000762939453,21.958000087738036,-1.1700330110933306
2023-04-03,103.50452423095703,116.49510955810547,18.549999237060547,21.955000019073488,-1.1238051786651635
2023-04-04,103.86157989501953,114.21640014648438,19.0,21.925500011444093,-1.0963141937503582
2023-04-05,103.61363983154297,114.907470703125,19.079999923706055,21.923999977111816,-1.1141493801380293
2023-04-06,107.53125,114.87012481689453,18.399999618530273,21.71349992752075,-0.8476602540830063
2023-04-10,105.56748962402344,116.07485961914062,18.969999313354492,21.42199993133545,-0.98291139366374
2023-04-11,104.48641204833984,115.40245056152344,19.100000381469727,21.050999927520753,-1.055488928006858
2023-04-12,103.78223419189453,112.32057189941406,19.09000015258789,20.81899995803833,-1.0990418184150663
2023-04-13,106.54936981201172,113.12373352050781,17.799999237060547,20.401999950408936,-0.9119795791837979
2023-04-14,107.97756958007812,112.21783447265625,17.06999969482422,20.10599994659424,-0.8135725592768679
2023-04-17,105.1013412475586,111.48938751220703,16.950000762939453,19.67799997329712,-1.008159363322589
2023-04-18,103.64337921142578,110.53681945800781,16.829999923706055,19.311999988555907,-1.1059744315358169
2023-04-19,103.32601928710938,110.70491027832031,16.459999084472656,19.06599998474121,-1.1277946850239797
2023-04-20,104.42691802978516,110.79830169677734,17.170000076293945,18.811499977111815,-1.053054055922175
2023-04-21,104.54592895507812,109.97647094726562,16.770000457763672,18.51949996948242,-1.0438032711540774
2023-04-24,105.1013412475586,109.59355926513672,16.889999389648438,18.276999950408936,-1.0054906889794688
2023-04-25,102.99872589111328,106.51170349121094,18.760000228881836,18.18499994277954,-1.1441513061197262
2023-04-26,102.85987091064453,106.61441802978516,18.84000015258789,18.12849998474121,-1.1537394161381507
2023-04-27,106.70804595947266,106.39029693603516,17.030000686645508,18.023999977111817,-0.891709655315247
2023-04-28,106.46009826660156,109.07992553710938,15.779999732971191,17.86199994087219,-0.9123586431547958
2023-05-01,106.32125091552734,108.18338012695312,16.079999923706055,17.73099989891052,-0.9205396198587397
2023-05-02,104.4566650390625,108.43553924560547,17.780000686645508,17.692499971389772,-1.0477050055092199
2023-05-03,104.54592895507812,105.3723373413086,18.34000015258789,17.659499979019166,-1.0373222340424613
2023-05-04,103.83183288574219,99.53543853759766,20.09000015258789,17.709999990463256,-1.0776715407056914
2023-05-05,104.7046127319336,101.59002685546875,17.190000534057617,17.649500036239623,-1.0212059621817873
2023-05-08,106.88658142089844,101.15107727050781,16.979999542236328,17.550000047683717,-0.8721924437462312
2023-05-09,106.47002410888672,98.77896118164062,17.709999084472656,17.480499982833862,-0.8971833707966191
2023-05-10,110.83394622802734,99.4233627319336,16.940000534057617,17.37300000190735,-0.6013002476878587
2023-05-11,115.61445617675781,97.18199157714844,16.93000030517578,17.32950005531311,-0.2730228223886505
2023-05-12,116.54674530029297,96.77108764648438,17.030000686645508,17.327500104904175,-0.2090394542150992
2023-05-15,115.55494689941406,99.25526428222656,17.1200008392334,17.33600010871887,-0.2799885017750871
2023-05-16,118.53034973144531,96.92982482910156,17.989999771118164,17.39400010108948,-0.07435802076959439
2023-05-17,119.84943389892578,97.88241577148438,16.8700008392334,17.414500188827514,0.014011935336526966
2023-05-18,121.8231430053711,99.89030456542969,16.049999237060547,17.358500146865843,0.14541741834228564
2023-05-19,121.75370025634766,98.86302185058594,16.809999465942383,17.36050009727478,0.1421406798200274
2023-05-22,124.02494049072266,98.32136535644531,17.209999084472656,17.37650008201599,0.2973701295294556
2023-05-23,121.55534362792969,96.71504211425781,18.530000686645508,17.365000104904176,0.13167406811995455
2023-05-24,119.90895080566406,96.21073913574219,20.030000686645508,17.424500131607054,0.02041282441008148
2023-05-25,122.46780395507812,97.14464569091797,19.139999389648438,17.530000066757204,0.19312573483168746
2023-05-26,123.58854675292969,103.0562515258789,17.950000762939453,17.638500118255614,0.26102591209600967
2023-05-30,122.65624237060547,108.33280181884766,17.459999084472656,17.707500076293947,0.19019234901411253
2023-05-31,121.86280822753906,106.6495132446289,17.940000534057617,17.71550006866455,0.13860040712024896
2023-06-01,122.7058334350586,108.92524719238281,15.649999618530273,17.58100004196167,0.19273107650422627
2023-06-02,123.6480484008789,108.7277603149414,14.600000381469727,17.306500053405763,0.25708908309534734
2023-06-05,124.97708129882812,106.01005554199219,14.729999542236328,17.183500003814697,0.3513021665133315
2023-06-06,126.26641845703125,109.42366027832031,13.960000038146973,17.03250002861023,0.4341847680969144
2023-06-07,121.4958267211914,108.3139877319336,13.9399995803833,16.84400005340576,0.11129899754009791
2023-06-08,121.13877868652344,109.41424560546875,13.649999618530273,16.679500007629393,0.085467386087452
2023-06-09,121.22805786132812,112.00972747802734,13.829999923706055,16.52449998855591,0.08788571413004753
2023-06-12,122.6264877319336,114.85910034179688,15.010000228881836,16.423499965667723,0.178981952455335
2023-06-13,122.81493377685547,117.01258850097656,14.609999656677246,16.297999906539918,0.18876679168888036
2023-06-14,122.65624237060547,116.04399108886719,13.880000114440918,16.092499923706054,0.1793376458037117
2023-06-15,124.0645980834961,116.24147033691406,14.5,15.973999881744385,0.27484189480964155
2023-06-16,122.51739501953125,115.36691284179688,13.539999961853027,15.84849991798401,0.17084773479193255
2023-06-20,122.09091186523438,112.67740631103516,13.880000114440918,15.701999950408936,0.14562852810681562
2023-06-21,119.56182098388672,108.85942077636719,13.199999809265137,15.50149998664856,-0.021000459720599503
2023-06-22,122.14051818847656,109.4612808227539,12.90999984741211,15.220499944686889,0.15352945164712198
2023-06-23,121.33715057373047,106.66830444335938,13.4399995803833,14.890999889373779,0.10282399352131866
2023-06-26,117.36992645263672,109.67756652832031,14.25,14.646499919891358,-0.17122281223392122
2023-06-27,117.36001586914062,112.64920043945312,13.739999771118164,14.435999870300293,-0.1760798695667247
2023-06-28,119.19485473632812,110.5333251953125,13.430000305175781,14.23449993133545,-0.048314105652467264
2023-06-29,118.12371063232422,111.0223159790039,13.539999961853027,14.01449990272522,-0.1218509165307501
2023-06-30,118.71878051757812,111.94389343261719,13.59000015258789,13.9114999294281,-0.08267749479220562
2023-07-03,118.91715240478516,112.93131256103516,13.569999694824219,13.859999895095825,-0.07057617503344803
2023-07-05,120.75199127197266,110.14775085449219,14.180000305175781,13.832499933242797,0.05812946185412035
2023-07-06,119.12542724609375,108.35161590576172,15.4399995803833,13.906499910354615,-0.04996477072577199
2023-07-07,118.50059509277344,109.02869415283203,14.829999923706055,13.950999927520751,-0.09341268103962572
2023-07-10,115.49543762207031,110.13834381103516,15.069999694824219,14.021999931335449,-0.2993553601579137
2023-07-11,116.17977142333984,109.90325927734375,14.84000015258789,14.07249994277954,-0.252482919644066
2023-07-12,117.95509338378906,111.60535430908203,13.539999961853027,13.9989999294281,-0.13413928830423616
2023-07-13,123.51911163330078,115.78070068359375,13.609999656677246,13.948999929428101,0.2383919821294471
2023-07-14,124.39190673828125,115.25406646728516,13.34000015258789,13.92199993133545,0.298492072248427
2023-07-17,123.62821960449219,116.04399108886719,13.479999542236328,13.870999908447265,0.2454417897747041
2023-07-18,122.7455062866211,115.53618621826172,13.300000190734863,13.858999919891357,0.18612329685049825
2023-07-19,121.02967834472656,117.00318908691406,13.760000228881836,13.852999925613403,0.06736485178072515
2023-07-20,118.22289276123047,113.52375030517578,13.989999771118164,13.892499923706055,-0.11862670225235222
2023-07-21,119.0361557006836,117.28530883789062,13.600000381469727,13.926999950408936,-0.06861169402664431
2023-07-24,120.5337905883789,116.70225524902344,13.90999984741211,13.950499963760375,0.03406315098238216
2023-07-25,121.20820617675781,117.61444854736328,13.859999656677246,13.930999946594238,0.07864608139289352
2023-07-26,128.21034240722656,116.62703704833984,13.1899995803833,13.903499937057495,0.5562511027314241
2023-07-27,128.3392791748047,118.34794616699219,14.40999984741211,13.952499914169312,0.5625976402676737
2023-07-28,131.4932098388672,121.76155853271484,13.329999923706055,13.941999912261963,0.7722911822960394
2023-07-31,131.63206481933594,124.29121398925781,13.630000114440918,13.943999910354615,0.7781738204298534
2023-08-01,130.4716796875,124.20657348632812,13.930000305175781,13.961999940872193,0.6993752054165919
2023-08-02,127.32762908935547,121.5640869140625,16.09000015258789,14.057499933242799,0.4892681264030339
2023-08-03,127.39705657958984,111.6241683959961,15.920000076293945,14.08149995803833,0.5079818757388633
2023-08-04,127.05986022949219,114.25726318359375,17.100000381469727,14.194999980926514,0.48134266943708515
2023-08-07,130.45179748535156,112.22601318359375,15.770000457763672,14.230000019073486,0.7148875271330652
2023-08-08,130.3228759765625,110.64616394042969,15.989999771118164,14.2875,0.7083434635415223
2023-08-09,128.5971221923828,109.62113189697266,15.960000038146973,14.408500003814698,0.5924178905589844
2023-08-10,128.6269073486328,108.7183837890625,15.850000381469727,14.520500040054321,0.5957143371371993
2023-08-11,128.4979705810547,107.77798461914062,14.84000015258789,14.595500040054322,0.5882691099501623
2023-08-14,130.2534637451172,107.22312927246094,14.819999694824219,14.662500047683716,0.7084411955550167
2023-08-15,128.71615600585938,105.02263641357422,16.459999084472656,14.820499992370605,0.6069864773941049
2023-08-16,127.6449966430664,103.58383178710938,16.780000686645508,14.971500015258789,0.5361623018837216
2023-08-17,128.85501098632812,103.51802062988281,17.889999389648438,15.166499996185303,0.6185479823602059
2023-08-18,126.41517639160156,103.53681945800781,17.299999237060547,15.351499938964844,0.4525884388323759
2023-08-21,127.31770324707031,104.08224487304688,17.1299991607666,15.512499904632568,0.5132014930920595
2023-08-22,128.0219268798828,102.94436645507812,16.969999313354492,15.667999887466431,0.5626974638702429
2023-08-23,131.284912109375,104.54303741455078,15.979999542236328,15.807499885559082,0.7823626172669206
2023-08-24,128.71615600585938,102.04161071777344,17.200000762939453,15.94699993133545,0.6111827366295384
2023-08-25,128.81533813476562,103.74370574951172,15.680000305175781,16.064499950408937,0.6155321458035179
2023-08-28,129.93605041503906,105.02263641357422,15.079999923706055,16.136999940872194,0.6899514613900378
2023-08-29,133.46688842773438,106.99745178222656,14.449999809265137,16.16299991607666,0.9273037929362264
2023-08-30,134.76617431640625,107.27208709716797,13.880000114440918,16.05249991416931,1.0152815970918303
2023-08-31,135.0537872314453,108.46537017822266,13.569999694824219,15.934999895095824,1.0331624109450634
2023-09-01,134.54795837402344,109.27983093261719,13.09000015258789,15.734499883651733,0.9976145240580522
2023-09-05,134.6570587158203,110.37841033935547,14.010000228881836,15.646499872207642,1.003488013105649
2023-09-06,133.35781860351562,108.60741424560547,14.449999809265137,15.56949987411499,0.9176196836932586
2023-09-07,134.15122985839844,100.765869140625,14.399999618530273,15.491499853134155,0.9826177599288468
2023-09-08,135.26206970214844,100.5196304321289,13.84000015258789,15.390999841690064,1.058512565477553
2023-09-11,135.79763793945312,104.44042205810547,13.800000190734863,15.338999843597412,1.0894174194783066
2023-09-12,134.23057556152344,105.34012603759766,14.229999542236328,15.309499835968017,0.9815750779590179
2023-09-13,135.58937072753906,106.67545318603516,13.479999542236328,15.160499858856202,1.0721070169588425
2023-09-14,136.96795654296875,108.0013198852539,12.819999694824219,14.962499809265136,1.163998234520978
2023-09-15,136.27371215820312,107.14897918701172,13.789999961853027,14.757499837875367,1.1179824963511582
2023-09-18,137.0770721435547,106.77960968017578,14.0,14.59249987602234,1.1731389313236196
2023-09-19,136.908447265625,104.85712432861328,14.109999656677246,14.44149990081787,1.1643769565631028
2023-09-20,132.64370727539062,103.4365463256836,15.140000343322754,14.349999952316285,0.8763317967923702
2023-09-21,129.37075805664062,102.2432632446289,17.540000915527344,14.428000020980836,0.655418346019022
2023-09-22,129.18231201171875,101.97809600830078,17.200000762939453,14.428000020980836,0.6429754001736696
2023-09-25,130.03526306152344,104.58248901367188,16.899999618530273,14.48899998664856,0.6973184868558436
2023-09-26,127.51608276367188,103.91007232666016,18.940000534057617,14.682000017166137,0.5269356381099246
2023-09-27,129.4699249267578,103.40814208984375,18.219999313354492,14.870499992370606,0.6605229331267065
2023-09-28,131.2254180908203,105.21701049804688,17.34000015258789,15.043499994277955,0.7773677083865294
2023-09-29,129.7873077392578,105.17910766601562,17.520000457763672,15.241000032424926,0.6796152185249066
2023-10-02,133.07017517089844,105.21701049804688,17.610000610351562,15.467000055313111,0.9028295848189195
