Date,PEP,KDP,VIX,AvgVIX,zscore
2022-01-31,151.7125701904297,33.8814697265625,24.829999923706055,23.18100004196167,-0.4469005182295396
2022-02-01,150.68084716796875,34.05109786987305,21.959999084472656,23.448999977111818,-0.5635368283633748
2022-02-02,153.41751098632812,34.613555908203125,22.09000015258789,23.707999992370606,-0.16997268317679531
2022-02-03,153.33004760742188,34.5956916809082,24.350000381469727,23.939000034332274,-0.1825416355153954
2022-02-04,150.81201171875,34.140384674072266,23.219999313354492,24.119499969482423,-0.5394909873362411
2022-02-07,150.21749877929688,34.43500518798828,22.860000610351562,24.324499988555907,-0.5903298950990417
2022-02-08,150.40106201171875,34.684974670410156,21.440000534057617,24.426500034332275,-0.5462827445629924
2022-02-09,150.3311309814453,34.533203125,19.959999084472656,24.503999996185303,-0.5677647896457204
2022-02-10,147.2097930908203,34.17608642578125,23.90999984741211,24.818499946594237,-0.9930006050783486
2022-02-11,147.3934326171875,33.952884674072266,27.360000610351562,25.171000003814697,-0.9882894717790468
2022-02-14,145.74966430664062,34.015380859375,28.329999923706055,25.62799997329712,-1.1913934033955074
2022-02-15,145.10269165039062,33.863616943359375,25.700000762939453,25.773499965667725,-1.2859983597955273
2022-02-16,145.39996337890625,33.85468292236328,24.290000915527344,25.795499992370605,-1.2490705504313175
2022-02-17,145.79339599609375,33.85468292236328,28.110000610351562,25.92150001525879,-1.1992142026779642
2022-02-18,146.63275146484375,34.35464859008789,27.75,25.866499996185304,-1.0512761418396093
2022-02-22,147.1923065185547,34.43500518798828,28.809999465942383,25.811999988555907,-0.9736866143525351
2022-02-23,145.74090576171875,33.979671478271484,31.020000457763672,25.805000019073486,-1.1954726468489758
2022-02-24,143.2053680419922,32.72084426879883,30.31999969482422,25.723000049591064,-1.621455103231055
2022-02-25,147.2185516357422,34.19394302368164,27.59000015258789,25.57800006866455,-0.9904058770375809
2022-02-28,143.1616668701172,34.52427291870117,30.149999618530273,25.70250005722046,-1.477032180050133
