Date,KO,INTC,VIX,AvgVIX,zscore
2020-05-29,38.90522766113281,56.0985221862793,27.510000228881836,30.89700002670288,-1.032711193425885
2020-06-01,39.163604736328125,55.14468002319336,28.229999542236328,30.449000072479247,-1.065429068496259
2020-06-02,39.08859634399414,55.376441955566406,26.84000015258789,29.992500019073486,-1.060078489496541
2020-06-03,39.92202377319336,55.207069396972656,25.65999984741211,29.594999980926513,-0.8984999517708054
2020-06-04,39.93869400024414,56.13417434692383,25.809999465942383,29.179500007629393,-0.8097790220819057
2020-06-05,40.91383361816406,57.35544204711914,24.520000457763672,28.8335000038147,-0.490315376429528
2020-06-08,41.54725646972656,56.75818634033203,25.809999465942383,28.725,-0.41055829645158
2020-06-09,40.83881759643555,56.196571350097656,27.56999969482422,28.725,-0.6127308110145974
2020-06-10,40.52210235595703,56.93647003173828,27.56999969482422,28.451499938964844,-0.6120683983615033
2020-06-11,37.9550895690918,53.219154357910156,40.790000915527344,28.727000045776368,-1.4991988975755934
2020-06-12,38.35038375854492,52.88932418823242,36.09000015258789,28.901000022888184,-1.4454848094355086
2020-06-15,38.9390869140625,53.575721740722656,34.400001525878906,29.026500129699706,-1.2572969525505642
2020-06-16,39.33436965942383,53.84316635131836,33.66999816894531,29.245000076293945,-1.1487106681030705
2020-06-17,39.174583435058594,53.923397064208984,33.470001220703125,29.392000102996825,-1.175301005339283
2020-06-18,39.51940155029297,53.557899475097656,32.939998626708984,29.639500045776366,-1.1355922270318726
2020-06-19,38.70360565185547,53.1478385925293,35.119998931884766,29.91899995803833,-1.3466587516055222
2020-06-22,38.46813201904297,53.566810607910156,31.770000457763672,30.09949998855591,-1.358214099248024
2020-06-23,38.38401794433594,53.41526794433594,31.3700008392334,30.267500019073488,-1.3900149895565534
2020-06-24,37.551414489746094,52.67537307739258,33.84000015258789,30.57849998474121,-1.634957354036858
2020-06-25,37.78689193725586,52.15834045410156,32.220001220703125,30.760000038146973,-1.6324105153092234
2020-06-26,36.64311218261719,51.25797653198242,34.72999954223633,31.121000003814697,-1.9582344991836358
2020-06-29,37.30752182006836,51.944393157958984,31.780000686645508,31.298500061035156,-1.7539539637302435
2020-06-30,37.57665252685547,53.33504104614258,30.43000030517578,31.47800006866455,-1.5689861677193075
2020-07-01,37.69438552856445,52.42577362060547,28.6200008392334,31.626000118255615,-1.6275017321038872
2020-07-02,37.744834899902344,52.71104049682617,27.68000030517578,31.719500160217287,-1.5905701442619953
2020-07-06,38.039207458496094,53.07652282714844,27.940000534057617,31.890500164031984,-1.4944244546397043
2020-07-07,38.02238082885742,51.980045318603516,29.43000030517578,32.07150020599365,-1.5987397328503876
2020-07-08,37.904640197753906,52.247474670410156,28.079999923706055,32.097000217437746,-1.5991946719211612
2020-07-09,36.92905807495117,52.078102111816406,29.260000228881836,32.18150024414062,-1.8221094884995614
2020-07-10,37.97191619873047,53.067604064941406,27.290000915527344,31.506500244140625,-1.5095461908424777
2020-07-13,38.0560188293457,52.22073745727539,32.189998626708984,31.31150016784668,-1.5694765984679284
2020-07-14,38.577457427978516,52.57731246948242,29.520000457763672,31.067500114440918,-1.4258878412968763
2020-07-15,39.023189544677734,52.62188720703125,27.760000228881836,30.772000217437743,-1.327055039854957
2020-07-16,38.81293869018555,52.71994400024414,28.0,30.49850015640259,-1.3627335385277992
2020-07-17,39.37642288208008,53.48658752441406,25.68000030517578,30.13550024032593,-1.1725332105311825
2020-07-20,38.7877082824707,54.511749267578125,24.459999084472656,29.602500247955323,-1.2034739658892664
2020-07-21,39.696014404296875,54.110599517822266,24.84000015258789,29.256000232696532,-1.0472749759038888
2020-07-22,40.77251052856445,54.42259979248047,24.31999969482422,28.903500175476076,-0.789807613478208
2020-07-23,40.60430145263672,53.84316635131836,26.079999923706055,28.515500164031984,-0.8787948269348844
2020-07-24,40.78091812133789,45.09809875488281,25.84000015258789,28.19650011062622,-1.6447092951053786
2020-07-27,40.77251052856445,44.1888427734375,24.739999771118164,27.697000122070314,-1.7300341807524957
2020-07-28,40.520198822021484,43.89466094970703,25.440000534057617,27.380000114440918,-1.8106893715576162
2020-07-29,40.385643005371094,42.85166931152344,24.100000381469727,27.063500118255615,-1.9351132167795262
2020-07-30,40.10810470581055,42.78035354614258,24.760000228881836,26.870500087738037,-2.000654335621854
2020-07-31,39.72965621948242,42.548580169677734,24.459999084472656,26.70950002670288,-2.1023853113729163
2020-08-03,38.9390869140625,43.05670166015625,24.280000686645508,26.526500034332276,-2.223732067536827
2020-08-04,39.26708984375,43.79660415649414,23.760000228881836,26.243000030517578,-2.086038600754192
2020-08-05,39.71282958984375,43.60939407348633,22.989999771118164,25.988500022888182,-2.0084994113190464
2020-08-06,39.93148422241211,43.59144973754883,22.649999618530273,25.657999992370605,-1.963674410507599
2020-08-07,40.200618743896484,43.10679244995117,22.209999084472656,25.403999900817873,-1.9509994925974379
2020-08-10,40.133338928222656,44.17482376098633,22.1299991607666,24.90099992752075,-1.8671739935990217
2020-08-11,40.30995178222656,43.25039291381836,24.030000686645508,24.626499938964844,-1.9145681633533371
2020-08-12,40.73046112060547,44.14788818359375,22.280000686645508,24.352499961853027,-1.7427342156817265
2020-08-13,40.68840408325195,43.58247375488281,22.1299991607666,24.058999919891356,-1.8036206271193023
2020-08-14,40.74728012084961,43.87864303588867,22.049999237060547,23.877499866485596,-1.7638963469296016
2020-08-17,40.545433044433594,43.91454315185547,21.350000381469727,23.72199993133545,-1.8034993221602553
2020-08-18,40.72205352783203,43.66324996948242,21.510000228881836,23.555499935150145,-1.7890473380984688
2020-08-19,39.83898162841797,43.37604904174805,22.540000915527344,23.466499996185302,-2.003125184271632
2020-08-20,39.82215118408203,44.129947662353516,22.719999313354492,23.298499965667723,-1.9374379408845863
2020-08-21,39.76329040527344,44.228668212890625,22.540000915527344,23.133500003814696,-1.9408784691971823
2020-08-24,40.34358596801758,44.10301971435547,22.3700008392334,23.01500005722046,-1.8290843342612502
2020-08-25,40.29312515258789,44.36329650878906,22.030000686645508,22.844500064849854,-1.815896522205498
2020-08-26,40.503387451171875,44.470985412597656,23.270000457763672,22.803000068664552,-1.7613127024128843
2020-08-27,40.562255859375,44.33636474609375,24.469999313354492,22.788500022888183,-1.7611688761711153
2020-08-28,41.907894134521484,45.26078796386719,22.959999084472656,22.713500022888184,-1.3902307129282043
2020-08-31,41.655574798583984,45.72749328613281,26.40999984741211,22.819999980926514,-1.400981008279126
2020-09-01,41.31076431274414,45.583892822265625,26.1200008392334,22.938000011444093,-1.4874615556469288
2020-09-02,43.05166244506836,46.89423370361328,26.56999969482422,23.117000007629393,-0.9970572593164034
2020-09-03,42.45454406738281,45.224884033203125,33.599998474121094,23.664499950408935,-1.277342456982304
2020-09-04,42.92551040649414,44.94667053222656,30.75,24.091499996185302,-1.2028024576062355
2020-09-08,41.89106369018555,43.89659881591797,31.459999084472656,24.557999992370604,-1.5191428124909723
2020-09-09,42.21065139770508,44.5338249206543,28.809999465942383,24.79699993133545,-1.3926713419925403
2020-09-10,42.05085372924805,43.94146728515625,29.709999084472656,25.168499851226805,-1.481058175381841
2020-09-11,42.942325592041016,44.228668212890625,26.8700008392334,25.405499935150146,-1.2651949709765928
2020-09-14,42.99319839477539,44.3453483581543,25.850000381469727,25.595499992370605,-1.2436622937445667
2020-09-15,43.281455993652344,44.87486267089844,25.59000015258789,25.807499980926515,-1.133745858863598
2020-09-16,43.06102752685547,45.20694351196289,26.040000915527344,26.03400001525879,-1.1500865809991192
2020-09-17,42.8575553894043,45.16206359863281,26.459999084472656,26.229999923706053,-1.197456618814819
2020-09-18,42.77276611328125,44.7761344909668,25.829999923706055,26.385499954223633,-1.250935276628726
2020-09-21,41.619720458984375,44.62356185913086,27.780000686645508,26.64749994277954,-1.5100253328175435
2020-09-22,42.10297775268555,44.829994201660156,26.860000610351562,26.87199993133545,-1.3883461264771553
2020-09-23,40.87364196777344,43.815826416015625,28.579999923706055,27.199499893188477,-1.742810226273713
2020-09-24,41.28907012939453,44.1209716796875,28.510000228881836,27.461499881744384,-1.6264784150475278
2020-09-25,41.3060302734375,44.82101821899414,26.3799991607666,27.55699987411499,-1.558556859974835
2020-09-28,41.780818939208984,46.158287048339844,26.190000534057617,27.71849994659424,-1.334781988252126
2020-09-29,41.4755973815918,45.9428825378418,26.270000457763672,27.711499977111817,-1.419445161127205
2020-09-30,41.85712432861328,46.472408294677734,26.3700008392334,27.723999977111816,-1.2897038742867721
2020-10-01,41.696022033691406,46.88526153564453,26.700000762939453,27.73050003051758,-1.2860142345070853
2020-10-02,41.8486328125,45.781333923339844,27.6299991607666,27.432000064849852,-1.3550011588625197
2020-10-05,41.86559295654297,46.391639709472656,27.959999084472656,27.292500019073486,-1.2953245367254276
2020-10-06,41.49254608154297,46.10443115234375,29.479999542236328,27.19350004196167,-1.4010005426913723
2020-10-07,42.01820373535156,47.27118682861328,28.059999465942383,27.15600004196167,-1.18207969277213
2020-10-08,42.78125,47.89942932128906,26.360000610351562,26.988500118255615,-0.9621793254160158
2020-10-09,43.07798767089844,47.40580368041992,25.0,26.895000076293947,-0.944461503075756
2020-10-12,43.31537628173828,48.35716247558594,25.06999969482422,26.85600004196167,-0.8065999770411798
2020-10-13,42.577762603759766,48.312286376953125,26.06999969482422,26.880000019073485,-0.9674980160495653
2020-10-14,42.49298095703125,48.06098175048828,26.399999618530273,26.897999954223632,-1.0086064262175225
2020-10-15,42.38277053833008,48.330230712890625,26.969999313354492,26.923499965667723,-1.0072936902880678
2020-10-16,42.41667175292969,48.608463287353516,27.40999984741211,27.002499961853026,-0.9745255833817662
2020-10-19,42.06907272338867,48.98540496826172,29.18000030517578,27.07249994277954,-1.013774001061253
2020-10-20,42.603214263916016,47.95328903198242,29.350000381469727,27.196999931335448,-0.9950713152743869
2020-10-21,42.38277053833008,48.01610565185547,28.649999618530273,27.20049991607666,-1.0361539346032618
2020-10-22,42.967769622802734,48.37510681152344,28.110000610351562,27.180499935150145,-0.8788329023201176
2020-10-23,42.83210754394531,43.259368896484375,27.549999237060547,27.238999938964845,-1.3776754968242066
2020-10-26,42.221683502197266,41.93107986450195,32.459999084472656,27.552499866485597,-1.629453777015343
2020-10-27,42.30646514892578,40.96177291870117,33.349998474121094,27.906499767303465,-1.7004890718846482
2020-10-28,40.66168212890625,39.71426010131836,40.279998779296875,28.60199966430664,-2.1646923895551238
2020-10-29,40.712554931640625,39.58860778808594,37.59000015258789,29.146499633789062,-2.165424010289812
2020-10-30,40.7464599609375,39.74117660522461,38.02000045776367,29.665999698638917,-2.1442004520315123
2020-11-02,41.22124481201172,39.90272903442383,37.130001068115234,30.124499797821045,-2.028445351577789
2020-11-03,41.84015655517578,40.25275802612305,35.54999923706055,30.427999782562257,-1.8647407196923758
2020-11-04,41.687538146972656,41.015621185302734,29.56999969482422,30.50349979400635,-1.8270907182507277
2020-11-05,41.91645812988281,41.29587936401367,27.579999923706055,30.56449975967407,-1.7526865230502258
2020-11-06,41.92494201660156,41.03370666503906,24.860000610351562,30.55749979019165,-1.7749704477859316
2020-11-09,44.570159912109375,41.223548889160156,25.75,30.59149980545044,-1.195304627175886
2020-11-10,45.765586853027344,41.07890701293945,24.799999237060547,30.527999782562254,-0.9545132879149075
2020-11-11,45.42646789550781,41.90156173706055,23.450000762939453,30.380499839782715,-0.9510094287924553
2020-11-12,44.94319152832031,40.63593673706055,25.350000381469727,30.299499893188475,-1.1700060290938816
2020-11-13,45.316246032714844,41.09698486328125,23.100000381469727,30.083999919891358,-1.0483568887411596
2020-11-16,45.655372619628906,41.75693130493164,22.450000762939453,29.74749994277954,-0.9156451237307157
2020-11-17,45.51123809814453,41.160274505615234,22.709999084472656,29.415499877929687,-1.0010978416285403
2020-11-18,44.604061126708984,40.735382080078125,23.84000015258789,29.174999904632568,-1.2329494742033853
2020-11-19,45.04494094848633,41.24163818359375,23.110000610351562,28.924999904632568,-1.0927310149968668
2020-11-20,44.65493392944336,41.03370666503906,23.700000762939453,28.732499980926512,-1.194728211568832
2020-11-23,44.663421630859375,41.6394157409668,22.65999984741211,28.242500019073486,-1.137274675475687
2020-11-24,45.121246337890625,42.498226165771484,21.639999389648438,27.657000064849854,-0.9610637566771981
2020-11-25,44.8753776550293,42.53438949584961,21.25,26.70550012588501,-1.0099990586437397
2020-11-27,44.68037414550781,42.895999908447266,20.84000015258789,25.86800012588501,-1.0182228397172193
2020-11-30,44.090789794921875,43.70962905883789,20.56999969482422,24.995500087738037,-1.068783014934373
2020-12-01,44.46675109863281,44.803497314453125,20.770000457763672,24.17750005722046,-0.8883756949517634
2020-12-02,44.52656555175781,45.110862731933594,21.170000076293945,23.458500099182128,-0.8474233153796179
2020-12-03,45.099056243896484,46.096248626708984,21.280000686645508,23.044000148773193,-0.6352117553218499
2020-12-04,46.01335144042969,47.000274658203125,20.790000915527344,22.704500198364258,-0.3578267830934588
2020-12-07,45.27850341796875,45.382080078125,21.299999237060547,22.526500129699706,-0.66268565697852
2020-12-08,45.44084930419922,45.825035095214844,20.68000030517578,22.273000144958495,-0.5874835839050202
2020-12-09,45.56901931762695,45.26454162597656,22.270000457763672,22.146500205993654,-0.611737216478953
2020-12-10,45.32976531982422,45.43631362915039,22.520000457763672,22.100000190734864,-0.6468075609358737
2020-12-11,45.58610916137695,44.957176208496094,23.309999465942383,21.998000144958496,-0.63634408199168
2020-12-14,45.51775360107422,45.626155853271484,24.719999313354492,22.079000091552736,-0.5894101029422028
2020-12-15,46.00480270385742,45.80696487426758,22.889999389648438,22.101000022888183,-0.4692791149695472
2020-12-16,45.33831787109375,46.213775634765625,22.5,22.09050006866455,-0.5735604386391816
2020-12-17,45.51775360107422,45.788883209228516,21.93000030517578,21.995000076293945,-0.5744595248692252
2020-12-18,45.91935729980469,42.90503692626953,21.56999969482422,21.91800003051758,-0.7540546567157426
2020-12-21,45.124698638916016,41.910614013671875,25.15999984741211,21.99099998474121,-1.0143168668600047
2020-12-22,45.08197784423828,41.73884201049805,24.229999542236328,22.069499969482422,-1.0391784523755114
2020-12-23,45.355403900146484,42.1004638671875,23.309999465942383,22.15299997329712,-0.947839488350262
2020-12-24,45.663021087646484,42.55247497558594,21.530000686645508,22.167000007629394,-0.840928905294092
2020-12-28,46.278236389160156,42.55247497558594,21.700000762939453,22.210000038146973,-0.7101688467656855
2020-12-29,46.252601623535156,44.64980697631836,23.079999923706055,22.335500049591065,-0.5229249449572879
2020-12-30,46.517486572265625,44.07123565673828,22.770000457763672,22.435500049591063,-0.5197815994089108
2020-12-31,46.859275817871094,45.038536071777344,22.75,22.514500045776366,-0.3582657528614563
2021-01-04,45.08197784423828,44.90293884277344,26.969999313354492,22.798999977111816,-0.7484770122692112
2021-01-05,44.58638381958008,45.75273132324219,25.34000015258789,23.026499938964843,-0.7757376413089736
2021-01-06,43.16795349121094,46.19568634033203,25.06999969482422,23.214999961853028,-1.036519393463469
2021-01-07,42.689453125,47.18107604980469,22.3700008392334,23.299499988555908,-1.0476888779712283
2021-01-08,43.646461486816406,46.69291305541992,21.559999465942383,23.263999938964844,-0.8891328829213583
2021-01-11,42.894535064697266,46.59346389770508,24.079999923706055,23.34199991226196,-1.058086904268887
2021-01-12,42.817626953125,48.13031005859375,23.329999923706055,23.342999935150146,-0.9332354668890022
2021-01-13,42.86034393310547,51.48423767089844,22.209999084472656,23.217499923706054,-0.6160141016839129
2021-01-14,42.0656852722168,53.563499450683594,23.25,23.235499954223634,-0.5938814883215225
2021-01-15,41.612815856933594,52.05378723144531,24.34000015258789,23.32749996185303,-0.8288408030463597
2021-01-19,41.450462341308594,52.424434661865234,23.239999771118164,23.392999935150147,-0.8292947616120122
2021-01-20,41.595733642578125,53.039161682128906,21.579999923706055,23.39349994659424,-0.7419402266778391
2021-01-21,41.82643127441406,56.465415954589844,21.31999969482422,23.201499938964844,-0.3781197691179684
2021-01-22,41.433380126953125,51.22207260131836,21.90999984741211,23.085499954223632,-0.9433925073872804
2021-01-25,41.681175231933594,50.119163513183594,23.190000534057617,23.079500007629395,-0.9920550380144754
2021-01-26,42.1169548034668,49.911231994628906,23.020000457763672,23.153999996185302,-0.9185366018477222
2021-01-27,41.467552185058594,48.446720123291016,37.209999084472656,23.929499912261964,-1.1911150032487394
2021-01-28,41.9973258972168,50.688690185546875,30.209999084472656,24.285999870300294,-0.8725339750375343
2021-01-29,41.142860412597656,50.18244552612305,33.09000015258789,24.801999855041505,-1.1006563574612176
2021-02-01,41.42483901977539,51.24919891357422,30.239999771118164,25.176499843597412,-0.9427156345140691
2021-02-02,41.83498764038086,52.4334716796875,25.559999465942383,25.105999851226805,-0.7467361043884696
2021-02-03,41.672630310058594,52.14418029785156,22.90999984741211,24.984499835968016,-0.8078227612217638
2021-02-04,41.877708435058594,53.47024917602539,21.770000457763672,24.81949987411499,-0.6424021272578747
2021-02-05,42.42456817626953,52.91545486450195,20.8700008392334,24.74449987411499,-0.5771423387939258
2021-02-08,42.655277252197266,53.80677032470703,21.239999771118164,24.72849988937378,-0.44621698720519326
2021-02-09,42.467288970947266,53.46114730834961,21.6299991607666,24.605999851226805,-0.5179268076341926
2021-02-10,42.3818473815918,53.533912658691406,21.989999771118164,24.538999843597413,-0.5294015507773843
2021-02-11,42.97996520996094,55.17103576660156,21.25,24.49099988937378,-0.2518647421660359
2021-02-12,43.3132209777832,56.21697235107422,19.969999313354492,24.326999855041503,-0.08493793232793614
2021-02-16,42.95433044433594,56.8172607421875,21.459999084472656,24.18299980163574,-0.10606630451489386
2021-02-17,42.834716796875,56.253360748291016,21.5,24.095999813079835,-0.18329773627774526
2021-02-18,43.38157272338867,56.03507995605469,22.489999771118164,24.14149980545044,-0.0871215743772963
2021-02-19,42.817626953125,57.30838394165039,22.049999237060547,24.177999782562257,-0.08999980229403144
2021-02-22,43.2619514465332,55.21651077270508,23.450000762939453,24.254999828338622,-0.18775236301247233
2021-02-23,43.1850471496582,55.589412689208984,23.110000610351562,24.25099983215332,-0.16983750834982048
2021-02-24,43.330299377441406,57.472103118896484,21.34000015258789,24.16699981689453,0.034007128366688365
2021-02-25,42.8688850402832,54.9345703125,28.889999389648438,23.75099983215332,-0.29719938520840866
2021-02-26,41.860618591308594,55.28017807006836,27.950000762939453,23.63799991607666,-0.47974722161177197
2021-03-01,42.63818359375,57.19015121459961,23.350000381469727,23.15099992752075,-0.1390019685278619
2021-03-02,42.809078216552734,55.69856262207031,24.100000381469727,22.84399995803833,-0.23971913725222058
2021-03-03,42.70654296875,54.47980880737305,26.670000076293945,22.89949998855591,-0.3734853687437705
2021-03-04,42.67236328125,53.0518684387207,28.56999969482422,23.182499980926515,-0.5119420827239554
2021-03-05,43.3986701965332,55.24380111694336,24.65999984741211,23.326999950408936,-0.1561863705979877
2021-03-08,44.124961853027344,54.434329986572266,25.469999313354492,23.55699987411499,-0.07618791794116526
2021-03-09,43.45848083496094,56.99915313720703,24.030000686645508,23.69649991989136,0.017798987286918297
2021-03-10,43.95407485961914,56.61717224121094,22.559999465942383,23.742999935150145,0.08803981210242713
2021-03-11,43.47557067871094,57.58124542236328,21.90999984741211,23.738999938964845,0.07491106047184123
2021-03-12,43.389404296875,57.20835494995117,20.690000534057617,23.710999965667725,0.02233763248270184
2021-03-15,43.966670989990234,58.017822265625,20.030000686645508,23.714000034332276,0.21940177897275848
2021-03-16,44.13037109375,58.918235778808594,19.790000915527344,23.63050012588501,0.3369206879170879
2021-03-17,44.14759826660156,59.82774353027344,19.229999542236328,23.517000102996825,0.42414325000297337
2021-03-18,43.57033157348633,57.96324157714844,21.579999923706055,23.47150011062622,0.130147781645459
2021-03-19,43.777122497558594,57.99052429199219,20.950000762939453,23.416500186920167,0.17660646337496108
2021-03-22,43.940826416015625,59.69131851196289,18.8799991607666,23.188000106811522,0.3676611715840457
