Date,CVX,XLU,VIX,AvgVIX,zscore
2022-04-05,139.1072998046875,33.36347961425781,21.030000686645508,24.070499992370607,-0.35686099892161555
2022-04-06,140.34202575683594,34.02730178833008,22.100000381469727,23.55299997329712,-0.340447884756251
2022-04-07,142.2920684814453,33.94322204589844,21.549999237060547,23.11899995803833,-0.1657908501203373
2022-04-08,144.70188903808594,34.05828094482422,21.15999984741211,22.639499950408936,0.021288740862637608
2022-04-11,140.98065185546875,33.593605041503906,24.3700008392334,22.26949996948242,-0.2299051126017267
2022-04-12,143.91847229003906,33.72195053100586,24.260000228881836,21.99099998474121,-0.0002697962439937396
2022-04-13,146.1835479736328,33.65555953979492,21.81999969482422,21.748499965667726,0.19849625071689678
2022-04-14,146.11546325683594,33.67327117919922,22.700000762939453,21.6,0.1904575603315474
2022-04-18,148.07398986816406,33.4918212890625,22.170000076293945,21.51499996185303,0.3786146626147779
2022-04-19,146.31980895996094,33.708675384521484,21.3700008392334,21.40699996948242,0.2029529032845916
2022-04-20,146.9158935546875,33.98305130004883,20.31999969482422,21.27599992752075,0.21693060406445247
2022-04-21,140.1461944580078,33.4210205078125,22.68000030517578,21.23149995803833,-0.2772519043070911
2022-04-22,137.05508422851562,32.858978271484375,28.209999084472656,21.558499908447267,-0.4627885146202778
2022-04-25,134.1087646484375,32.633277893066406,27.020000457763672,21.86899995803833,-0.6803506935791191
2022-04-26,133.2913055419922,32.3057975769043,33.52000045776367,22.563500022888185,-0.7059278243655156
2022-04-27,133.04434204101562,32.15091323852539,31.600000381469727,23.198500061035155,-0.7063068350042551
2022-04-28,137.77037048339844,32.50936508178711,29.989999771118164,23.73150005340576,-0.35685696221093516
2022-04-29,133.41050720214844,31.53577423095703,33.400001525878906,24.37350015640259,-0.5947943612800267
2022-05-02,136.0332489013672,31.21271324157715,32.34000015258789,25.00900020599365,-0.3323089730433461
2022-05-03,138.36647033691406,31.332202911376953,29.25,25.54300022125244,-0.15223819447656312
2022-05-04,142.70932006835938,32.03142166137695,25.420000076293945,25.762500190734862,0.12030676185286276
2022-05-05,141.57676696777344,31.703941345214844,31.200000762939453,26.21750020980835,0.06829232080671045
2022-05-06,145.3490447998047,31.956192016601562,30.190000534057617,26.6495002746582,0.3516677996913466
2022-05-09,135.6074676513672,31.71721839904785,34.75,27.3290002822876,-0.43429315988180706
2022-05-10,136.9103240966797,31.332202911376953,32.9900016784668,27.76000032424927,-0.27441313481983215
2022-05-11,138.93698120117188,31.557899475097656,32.560001373291016,28.175000381469726,-0.13401283386767562
2022-05-12,140.25689697265625,31.239267349243164,31.770000457763672,28.6725004196167,0.018579966931958337
2022-05-13,142.9477081298828,31.61101531982422,28.8700008392334,28.981000423431396,0.19552287483689273
2022-05-16,147.3246307373047,31.7083683013916,27.469999313354492,29.246000385284425,0.5499735287149567
2022-05-17,148.1932373046875,32.03583908081055,26.100000381469727,29.48250036239624,0.5798433340078903
2022-05-18,144.2868194580078,31.726062774658203,30.959999084472656,30.01450033187866,0.2927683242487343
2022-05-19,143.25657653808594,31.659687042236328,29.350000381469727,30.34800033569336,0.21504547137290556
2022-05-20,144.08079528808594,31.74819564819336,29.43000030517578,30.409000396728516,0.27257544020385505
2022-05-23,147.42910766601562,32.1287841796875,28.479999542236328,30.48200035095215,0.50352354149206
2022-05-24,148.2189483642578,32.77047348022461,29.450000762939453,30.278500366210938,0.4855163299657098
2022-05-25,150.59716796875,32.74835205078125,28.3700008392334,30.117000389099122,0.6879612788611921
2022-05-26,151.61021423339844,32.841278076171875,27.5,29.992500400543214,0.7607542620248818
2022-05-27,153.06114196777344,33.35463333129883,25.719999313354492,29.608500289916993,0.8150691232818332
2022-05-31,149.95321655273438,32.89439010620117,26.190000534057617,29.301000308990478,0.6147517539228642
2022-06-01,151.37843322753906,32.841278076171875,25.690000534057617,29.12300033569336,0.7413071558338071
2022-06-02,151.1036834716797,33.06255340576172,24.719999313354492,29.088000297546387,0.6891933402916992
2022-06-03,152.4773406982422,32.90323257446289,24.790000915527344,28.76750030517578,0.825371834883487
2022-06-06,151.8162841796875,33.04927062988281,25.06999969482422,28.51150026321411,0.750727141673914
2022-06-07,154.70957946777344,33.24842071533203,24.020000457763672,27.975000286102294,0.9673274469155773
2022-06-08,155.5080108642578,32.59788513183594,23.959999084472656,27.523500156402587,1.1197571844515006
2022-06-09,152.40866088867188,31.814573287963867,26.09000015258789,27.200000095367432,0.9625899889627939
2022-06-10,150.58853149414062,31.5711669921875,27.75,26.999000072479248,0.8418439010629558
2022-06-13,143.6601104736328,30.119625091552734,34.02000045776367,27.256500053405762,0.45116934451443663
2022-06-14,143.84896850585938,29.35844612121582,32.689998626708984,27.517500019073488,0.5669855930614127
2022-06-15,141.02435302734375,29.54874038696289,29.6200008392334,27.69350004196167,0.3049995061825505
2022-06-16,133.48634338378906,28.977859497070312,32.95000076293945,27.79300012588501,-0.25248417051352556
2022-06-17,127.39067840576172,28.707908630371094,31.1299991607666,27.882000064849855,-0.728473965367245
2022-06-21,132.72225952148438,29.25436782836914,30.190000534057617,27.920000076293945,-0.3529086563800107
2022-06-22,126.9528579711914,29.562162399291992,28.950000762939453,27.943500137329103,-0.877402998640821
2022-06-23,122.28235626220703,30.258060455322266,29.049999237060547,27.923500061035156,-1.3606685357788084
2022-06-24,124.29135131835938,30.784440994262695,27.229999542236328,27.866499996185304,-1.2612408833328
2022-06-27,126.69528198242188,31.034252166748047,26.950000762939453,27.839000034332276,-1.0923533501154978
2022-06-28,128.73004150390625,30.918262481689453,28.360000610351562,27.971000099182127,-0.9063973907631692
2022-06-29,126.18872833251953,30.940580368041992,28.15999984741211,28.069500064849855,-1.122552170207741
2022-06-30,124.2999496459961,31.284061431884766,28.709999084472656,28.220499992370605,-1.326137808078861
2022-07-01,125.78522491455078,32.051326751708984,26.700000762939453,28.319500064849855,-1.3022887217909274
2022-07-05,122.4798355102539,30.95841407775879,27.540000915527344,28.457000064849854,-1.4360813711841633
2022-07-06,120.86577606201172,31.27959632873535,26.729999542236328,28.54000005722046,-1.6136886134222699
2022-07-07,123.21819305419922,31.248371124267578,26.079999923706055,28.643000030517577,-1.4122129223383408
2022-07-08,122.57427978515625,31.145771026611328,24.639999389648438,28.677000045776367,-1.4527640067014096
2022-07-11,121.49251556396484,31.34204864501953,26.170000076293945,28.68100004196167,-1.5693055934134919
2022-07-12,119.26888275146484,31.19038200378418,27.290000915527344,28.65800008773804,-1.7359555574980774
2022-07-13,118.47042846679688,31.061016082763672,26.81999969482422,28.298000049591064,-1.7859577594471983
2022-07-14,116.7104263305664,31.061016082763672,26.399999618530273,27.98350009918213,-1.9336271006552443
2022-07-15,118.17852020263672,31.119007110595703,24.229999542236328,27.714000034332276,-1.8180660517881242
2022-07-18,119.83552551269531,30.686304092407227,25.299999237060547,27.33149995803833,-1.6222087896930844
2022-07-19,124.15399169921875,30.882583618164062,24.5,27.0,-1.2856554571576508
2022-07-20,125.7938232421875,30.472179412841797,23.8799991607666,26.68449993133545,-1.0941677702975972
2022-07-21,124.83226013183594,30.552478790283203,23.110000610351562,26.392499923706055,-1.1853919666186288
2022-07-22,123.79341888427734,30.971797943115234,23.030000686645508,26.091499996185302,-1.3276256621383873
2022-07-25,127.47654724121094,31.359895706176758,23.360000610351562,25.898000049591065,-1.069571753657993
2022-07-26,126.48064422607422,31.54724884033203,24.690000534057617,25.785000038146972,-1.1777372237226313
2022-07-27,128.14620971679688,31.57402229309082,23.239999771118164,25.528999996185302,-1.0415077229509953
2022-07-28,129.11639404296875,32.707069396972656,22.329999923706055,25.2375,-1.1089167401697362
2022-07-29,140.61228942871094,32.98810958862305,21.329999923706055,24.86850004196167,-0.18128820758192443
2022-08-01,137.80479431152344,33.023799896240234,22.84000015258789,24.675500011444093,-0.4215327186429357
2022-08-02,136.62864685058594,32.95689010620117,23.93000030517578,24.494999980926515,-0.5114272492342
2022-08-03,133.38331604003906,33.162086486816406,21.950000762939453,24.25600004196167,-0.8106697765221995
2022-08-04,129.76025390625,33.23345947265625,21.440000534057617,24.024000072479247,-1.1240291867849133
2022-08-05,131.90664672851562,33.113014221191406,21.149999618530273,23.84950008392334,-0.9281216880315712
2022-08-08,131.70916748046875,33.162086486816406,21.290000915527344,23.60550012588501,-0.9511357508451844
2022-08-09,133.42628479003906,33.53233337402344,21.770000457763672,23.329500102996825,-0.855691465656468
2022-08-10,133.77830505371094,33.67953872680664,19.739999771118164,22.975500106811523,-0.845489354178614
2022-08-11,137.0407257080078,33.67508316040039,20.200000762939453,22.665500164031982,-0.5711775147515962
2022-08-12,137.2382049560547,34.22377395629883,19.530000686645508,22.43050022125244,-0.6266715005027472
2022-08-15,134.6282196044922,34.50926971435547,19.950000762939453,22.163000297546386,-0.883152911509611
2022-08-16,134.2848358154297,34.60740661621094,19.690000534057617,21.922500324249267,-0.9248527659342519
2022-08-17,135.39231872558594,34.549407958984375,19.899999618530273,21.723500347137453,-0.8243143667466317
2022-08-18,137.76611328125,34.67878341674805,19.559999465942383,21.546000289916993,-0.6421377482060677
2022-08-19,136.61386108398438,34.66093444824219,20.600000381469727,21.424500274658204,-0.7364708677740599
2022-08-22,135.92945861816406,34.18807601928711,23.799999237060547,21.44650020599365,-0.7317907181892837
2022-08-23,140.3391571044922,33.98288345336914,24.110000610351562,21.41750020980835,-0.3348548288928702
2022-08-24,141.37876892089844,34.08993911743164,22.81999969482422,21.396500205993654,-0.2616886538982982
2022-08-25,142.6176300048828,34.29960250854492,21.780000686645508,21.369000244140626,-0.18528101045301287
2022-08-26,141.56935119628906,33.773223876953125,25.559999465942383,21.580500221252443,-0.20410200251133273
2022-08-29,142.62631225585938,33.875823974609375,26.209999084472656,21.74900016784668,-0.1288949970791872
2022-08-30,139.15223693847656,33.38066864013672,26.209999084472656,21.863000106811523,-0.3553481863776243
2022-08-31,136.93438720703125,33.162086486816406,25.8700008392334,22.059000110626222,-0.5127244905376391
2022-09-01,134.751220703125,33.639404296875,25.559999465942383,22.26500005722046,-0.7585877661468197
2022-09-02,136.7524871826172,33.2780647277832,25.469999313354492,22.48100004196167,-0.5432186007366983
2022-09-06,136.12002563476562,33.36281967163086,26.90999984741211,22.761999988555907,-0.6074153887811238
2022-09-07,134.37869262695312,34.40666198730469,24.639999389648438,22.905499935150146,-0.8906128272874864
2022-09-08,135.1064453125,34.37990188598633,23.610000610351562,23.098999977111816,-0.8260376671448232
2022-09-09,138.589111328125,34.518184661865234,22.790000915527344,23.228499984741212,-0.5519933359566381
2022-09-12,140.78099060058594,34.848289489746094,23.8700008392334,23.445499992370607,-0.4114430160724368
2022-09-13,138.10397338867188,33.92042922973633,27.270000457763672,23.811499977111815,-0.5141907854090212
2022-09-14,141.44808959960938,34.19701385498047,26.15999984741211,24.13499994277954,-0.26993525620378417
2022-09-15,139.15223693847656,33.34498596191406,26.270000457763672,24.45349998474121,-0.3506617518768282
2022-09-16,135.53961181640625,33.220069885253906,26.299999237060547,24.79049997329712,-0.6373655674133882
2022-09-19,135.92945861816406,33.665138244628906,25.760000228881836,25.048499965667723,-0.6631099534317813
2022-09-20,135.39230346679688,33.17560958862305,27.15999984741211,25.216499996185302,-0.643885914688698
2022-09-21,134.2920379638672,32.722015380859375,27.989999771118164,25.41049995422363,-0.6766279870786259
2022-09-22,134.18809509277344,32.605247497558594,27.350000381469727,25.636999988555907,-0.6700132253909047
2022-09-23,125.42070007324219,32.227996826171875,29.920000076293945,26.04399995803833,-1.3560766366767454
2022-09-26,122.11992645263672,31.451040267944336,32.2599983215332,26.37899990081787,-1.5309785470834307
2022-09-27,122.17192077636719,30.921085357666016,32.599998474121094,26.698499870300292,-1.4570137007379886
2022-09-28,126.29571533203125,31.253433227539062,30.18000030517578,26.89699993133545,-1.1546646154643652
2022-09-29,125.42070007324219,30.00042152404785,31.84000015258789,27.195499897003174,-1.0635149157247632
2022-09-30,124.46769714355469,29.421070098876953,31.6200008392334,27.498499965667726,-1.0673847260969176
2022-10-03,131.45045471191406,30.283357620239258,30.100000381469727,27.730000019073486,-0.5947606249488748
2022-10-04,136.56187438964844,30.925586700439453,29.06999969482422,27.83800001144409,-0.2502455778875153
2022-10-05,137.3416290283203,30.238452911376953,28.549999237060547,28.033500003814698,-0.0945761985436031
2022-10-06,139.84535217285156,29.241426467895508,30.520000457763672,28.378999996185303,0.2464393803594768
2022-10-07,138.64112854003906,28.635133743286133,31.360000610351562,28.807499980926515,0.22502978946030439
2022-10-10,136.1374053955078,28.684534072875977,32.45000076293945,29.236499977111816,0.00847201291964758
2022-10-11,136.16334533691406,28.581235885620117,33.630001068115234,29.554500007629393,0.024215262126550827
2022-10-12,136.57057189941406,27.629127502441406,33.56999969482422,29.925,0.18342925256533743
2022-10-13,143.18942260742188,28.320756912231445,31.940000534057617,30.2085000038147,0.6479341228213105
2022-10-14,138.73641967773438,27.912067413330078,32.02000045776367,30.494500064849852,0.32798992414730976
2022-10-17,139.75003051757812,28.49590492248535,31.3700008392334,30.77500009536743,0.3363557298201651
2022-10-18,140.97158813476562,29.01687240600586,30.5,30.942000102996825,0.37042600284327054
2022-10-19,145.54588317871094,28.63962173461914,30.760000228881836,31.08050012588501,0.8037695182417107
2022-10-20,146.37757873535156,27.916555404663086,29.979999542236328,31.21200008392334,0.9685161435072176
2022-10-21,150.04222106933594,28.43303108215332,29.690000534057617,31.200500106811525,1.2081583273207999
2022-10-24,149.99026489257812,28.671058654785156,29.850000381469727,31.08000020980835,1.1725373672118362
2022-10-25,151.5496368408203,29.245920181274414,28.459999084472656,30.87300024032593,1.227873003813163
2022-10-26,153.4209442138672,29.232440948486328,27.280000686645508,30.728000259399415,1.3866514947509425
2022-10-27,154.1226806640625,29.465978622436523,27.389999389648438,30.50550022125244,1.4148572437068871
2022-10-28,155.92466735839844,30.27437973022461,25.75,30.212000179290772,1.4598767212099375
2022-10-31,156.72171020507812,29.99143409729004,25.8799991607666,30.001000118255615,1.5639120145548402
2022-11-01,157.86532592773438,30.108200073242188,25.809999465942383,29.838000106811524,1.6445291049142174
2022-11-02,154.6425018310547,29.816287994384766,25.860000610351562,29.703500175476073,1.412463392416566
2022-11-03,156.92098999023438,29.94652557373047,25.299999237060547,29.442500114440918,1.586530296819314
2022-11-04,158.9049072265625,30.130661010742188,24.549999237060547,29.102000045776368,1.728803086241781
2022-11-07,160.80223083496094,29.555805206298828,24.350000381469727,28.69700002670288,1.9634935936057347
2022-11-08,160.5682830810547,29.762388229370117,25.540000915527344,28.292500019073486,1.9167328203433829
2022-11-09,154.14866638183594,29.52885627746582,26.09000015258789,27.91850004196167,1.408779396789417
2022-11-10,157.06826782226562,30.921085357666016,23.530000686645508,27.498000049591063,1.4708921652582907
2022-11-11,161.53860473632812,30.575275421142578,22.520000457763672,27.023000049591065,1.8913839757258528
2022-11-14,161.6165771484375,30.211498260498047,23.729999542236328,26.64099998474121,1.9457032724782812
2022-11-15,162.9160614013672,30.543842315673828,24.540000915527344,26.34300003051758,2.0110849408322182
2022-11-16,160.26507568359375,30.817800521850586,24.110000610351562,26.010500049591066,1.7526787793776328
2022-11-17,160.7190399169922,30.27886390686035,23.93000030517578,25.708000087738036,1.8615497048602025
2022-11-18,159.75869750976562,30.921085357666016,23.1200008392334,25.379500102996825,1.6966271069047874
2022-11-21,158.2308807373047,31.06032371520996,22.360000610351562,25.005000114440918,1.5501517340780695
2022-11-22,162.29052734375,31.325286865234375,21.290000915527344,24.646500205993654,1.8559686847914418
2022-11-23,160.85003662109375,31.675600051879883,20.350000381469727,24.300000190734863,1.6890984154764799
2022-11-25,160.37857055664062,31.859729766845703,20.5,23.955500221252443,1.6253580959876976
2022-11-28,155.71649169921875,31.531879425048828,22.209999084472656,23.778500175476076,1.2772546898952448
2022-11-29,158.0475311279297,31.29833984375,21.889999389648438,23.579000186920165,1.5035079826294644
2022-11-30,160.03807067871094,32.07979965209961,20.579999923706055,23.31750020980835,1.5678859710823199
2022-12-01,159.3221893310547,32.05284118652344,19.84000015258789,23.016500186920165,1.5113620541966875
2022-12-02,158.0475311279297,31.900150299072266,19.059999465942383,22.704500198364258,1.4244683639337037
2022-12-05,154.14500427246094,31.72049903869629,20.75,22.514500236511232,1.1206296646846214
2022-12-06,150.17263793945312,31.91811180114746,22.170000076293945,22.405500221252442,0.7613827298203428
2022-12-07,150.61788940429688,31.769906997680664,22.68000030517578,22.262500190734862,0.8182053189688071
2022-12-08,151.50840759277344,31.97649574279785,22.290000915527344,22.072500228881836,0.8657897847490997
2022-12-09,146.6717529296875,31.810325622558594,22.829999923706055,22.037500190734864,0.48180445828766766
2022-12-12,148.19960021972656,32.537879943847656,25.0,22.16150016784668,0.5144409616280315
2022-12-13,151.4996795654297,32.636680603027344,22.549999237060547,22.10250015258789,0.778351174766668
2022-12-14,150.45204162597656,32.59626007080078,21.139999389648438,21.932500076293945,0.6957599661782201
2022-12-15,149.32582092285156,32.201053619384766,22.829999923706055,21.86850004196167,0.6531717386430155
2022-12-16,147.3003387451172,31.653135299682617,22.6200008392334,21.803000068664552,0.5551894629301976
2022-12-19,148.3130645751953,31.527265548706055,22.420000076293945,21.768000030517577,0.6566914103010314
2022-12-20,150.74884033203125,31.536319732666016,21.479999542236328,21.723999977111816,0.8598709963540434
2022-12-21,152.52114868164062,31.975515365600586,20.06999969482422,21.66299991607666,0.950890491624301
2022-12-22,150.2337646484375,31.780820846557617,21.969999313354492,21.743999862670897,0.7845427397160079
2022-12-23,154.87838745117188,32.10682678222656,20.8700008392334,21.76249990463257,1.131423769283656
2022-12-27,156.8252410888672,32.3060417175293,21.649999618530273,21.73449993133545,1.268606327055937
2022-12-28,154.51170349121094,31.99814796447754,22.139999389648438,21.74699993133545,1.114931394262838
2022-12-29,155.68157958984375,32.22907638549805,21.440000534057617,21.789999961853027,1.1827581226340875
2022-12-30,156.70303344726562,31.92118263244629,21.670000076293945,21.88149995803833,1.3088987542474182
2023-01-03,151.90127563476562,31.92118263244629,22.899999618530273,22.073499965667725,0.906017190517536
2023-01-04,150.2861328125,32.210968017578125,22.010000228881836,22.136499977111818,0.7324426013533172
2023-01-05,152.9926300048828,31.51367950439453,22.459999084472656,22.15099992752075,1.051105016880552
2023-01-06,154.14500427246094,32.1475715637207,21.1299991607666,22.073499870300292,1.0645394967009325
2023-01-09,152.94021606445312,32.36491012573242,21.969999313354492,22.05749979019165,0.9349097681592605
2023-01-10,153.69102478027344,32.373966217041016,20.579999923706055,21.944999790191652,0.996715427061782
2023-01-11,152.95765686035156,32.63658142089844,21.09000015258789,21.749499797821045,0.9006927721923473
2023-01-12,154.59901428222656,32.41471862792969,18.829999923706055,21.56349983215332,1.067546134414953
2023-01-13,155.01805114746094,32.2969970703125,18.350000381469727,21.423999881744386,1.1181656819995995
2023-01-17,157.57608032226562,32.2517204284668,19.360000610351562,21.25049991607666,1.3387383034533362
2023-01-18,154.72994995117188,31.477460861206055,20.34000015258789,21.136499881744385,1.2016280820369871
2023-01-19,156.27523803710938,31.160511016845703,20.520000457763672,21.041499900817872,1.3729093362271525
2023-01-20,157.9340362548828,31.346155166625977,19.850000381469727,20.95999994277954,1.4877055375350592
2023-01-23,157.72450256347656,31.355205535888672,19.809999465942383,20.946999931335448,1.4689364033588057
2023-01-24,157.87294006347656,31.51367950439453,19.200000762939453,20.808500003814697,1.4605773444466192
2023-01-25,156.34510803222656,31.088069915771484,19.079999923706055,20.71899995803833,1.3882857871703882
2023-01-26,163.94932556152344,31.192209243774414,18.729999542236328,20.572999954223633,2.0126246561416874
2023-01-27,156.66812133789062,31.192209243774414,18.510000228881836,20.391499996185303,1.4017102664535237
2023-01-30,152.0846405029297,31.05183982849121,19.940000534057617,20.316499996185303,1.0355783950082085
2023-01-31,151.92747497558594,31.28276252746582,19.399999618530273,20.202999973297118,0.9920631903412425
2023-02-01,149.6051788330078,31.337095260620117,17.8700008392334,19.951500034332277,0.7900798672511253
2023-02-02,147.5535125732422,31.405014038085938,18.729999542236328,19.7875,0.6090188429194499
2023-02-03,147.9376678466797,30.748476028442383,18.329999923706055,19.58100004196167,0.7274779357268678
2023-02-06,148.1035614013672,31.011091232299805,19.43000030517578,19.49600009918213,0.7069059560559056
2023-02-07,151.98863220214844,30.997507095336914,18.65999984741211,19.33050012588501,1.0346588825618765
2023-02-08,148.4178466796875,30.476802825927734,19.6299991607666,19.28300008773804,0.8034469285511666
2023-02-09,147.05587768554688,30.06024932861328,20.709999084472656,19.264000034332277,0.7438823721238121
2023-02-10,150.13772583007812,30.657920837402344,20.530000686645508,19.34900007247925,0.9239624459633364
2023-02-13,149.2996063232422,30.843568801879883,20.34000015258789,19.448500061035155,0.8292594258613801
2023-02-14,150.4433135986328,30.712251663208008,18.90999984741211,19.426000022888182,0.942466540943885
2023-02-15,148.85792541503906,30.91147232055664,18.229999542236328,19.320499992370607,0.7832828985485043
2023-02-16,146.70884704589844,30.676036834716797,20.170000076293945,19.30299997329712,0.633890169409477
2023-02-17,143.43243408203125,31.006567001342773,20.020000457763672,19.311499977111815,0.315578870040463
2023-02-21,141.8030242919922,30.427000045776367,22.8700008392334,19.46450004577637,0.25498484721122205
2023-02-22,141.23052978515625,30.309276580810547,22.290000915527344,19.619000053405763,0.22241225508277668
2023-02-23,142.62210083007812,30.150806427001953,21.139999389648438,19.72200002670288,0.35998204665590117
2023-02-24,143.04489135742188,30.15985870361328,21.670000076293945,19.869000053405763,0.39426651849661787
2023-02-27,143.40599060058594,29.956111907958984,20.950000762939453,19.99100008010864,0.45132317473663636
2023-02-28,141.60044860839844,29.430875778198242,20.700000762939453,20.029000091552735,0.368815528490827
2023-03-01,142.72779846191406,28.94640350341797,20.579999923706055,20.088000106811524,0.5270323321273657
2023-03-02,143.17698669433594,29.4942626953125,19.59000015258789,20.17400007247925,0.49276668828840353
2023-03-03,145.29083251953125,29.99685287475586,18.489999771118164,20.16200008392334,0.604116167949493
2023-03-06,146.3565673828125,30.14175033569336,18.610000610351562,20.176000118255615,0.6745041378223613
2023-03-07,144.4717254638672,29.64821434020996,19.59000015258789,20.184000110626222,0.5811796136236481
2023-03-08,143.5557403564453,29.874610900878906,19.110000610351562,20.206500148773195,0.4745916673278987
2023-03-09,141.37144470214844,29.634632110595703,22.610000610351562,20.35550022125244,0.3228408059239049
2023-03-10,140.63156127929688,29.168262481689453,24.799999237060547,20.560000228881837,0.32201372485265933
2023-03-13,139.78607177734375,29.616525650024414,26.520000457763672,20.859500217437745,0.1922014050797637
2023-03-14,141.5915985107422,30.005908966064453,23.729999542236328,21.029000186920165,0.2925501905549337
2023-03-15,135.46148681640625,30.413414001464844,26.139999389648438,21.390500164031984,-0.27530440418050095
2023-03-16,135.89306640625,30.617172241210938,22.989999771118164,21.628500175476074,-0.26585448447858645
2023-03-17,134.1755828857422,30.322864532470703,25.510000228881836,21.89550018310547,-0.3713030741592564
2023-03-20,136.14852905273438,30.560047149658203,24.149999618530273,22.102000141143797,-0.23691781530698838
2023-03-21,140.3145294189453,29.94428253173828,21.3799991607666,22.027500057220458,0.19349414221826428
2023-03-22,137.46083068847656,29.35588836669922,22.260000228881836,22.026000022888184,0.03133802043695717
2023-03-23,136.09567260742188,29.054845809936523,22.610000610351562,22.09950008392334,-0.04366490083074944
2023-03-24,137.45204162597656,29.962526321411133,21.739999771118164,22.10300006866455,-0.04907305277126543
2023-03-27,138.85244750976562,29.999011993408203,20.600000381469727,22.085500049591065,0.06363321137083035
