Date,JPM,UPS,VIX,AvgVIX,zscore
2022-01-31,133.30429077148438,165.72381591796875,24.829999923706055,23.18100004196167,0.639387180273373
2022-02-01,135.591796875,189.06497192382812,21.959999084472656,23.448999977111818,1.589915620465667
2022-02-02,134.50636291503906,190.22872924804688,22.09000015258789,23.707999992370606,1.5776735915940572
2022-02-03,133.3939971923828,187.4258270263672,24.350000381469727,23.939000034332274,1.4218842044362117
2022-02-04,136.85670471191406,184.22950744628906,23.219999313354492,24.119499969482423,1.4794463398662574
2022-02-07,137.31419372558594,184.4507598876953,22.860000610351562,24.324499988555907,1.5101231238147446
2022-02-08,139.89773559570312,184.56556701660156,21.440000534057617,24.426500034332275,1.6426833123475966
2022-02-09,140.4808349609375,184.45899963378906,19.959999084472656,24.503999996185303,1.6678523397058387
2022-02-10,139.89773559570312,180.8611297607422,23.90999984741211,24.818499946594237,1.509875814112344
2022-02-11,138.07666015625,174.96844482421875,27.360000610351562,25.171000003814697,1.2080804084276222
2022-02-14,136.79385375976562,175.37826538085938,28.329999923706055,25.62799997329712,1.1589964146319744
2022-02-15,138.79437255859375,178.0582275390625,25.700000762939453,25.773499965667725,1.3545340075330878
2022-02-16,139.04551696777344,176.46005249023438,24.290000915527344,25.795499992370605,1.3097239363632325
2022-02-17,135.84298706054688,172.69009399414062,28.110000610351562,25.92150001525879,1.0153493743231208
2022-02-18,136.47991943359375,172.8304443359375,27.75,25.866499996185304,1.052047010379184
2022-02-22,136.2377166748047,172.5084686279297,28.809999465942383,25.811999988555907,1.0284624489800973
2022-02-23,133.38504028320312,168.80189514160156,31.020000457763672,25.805000019073486,0.7537537345536915
2022-02-24,129.67117309570312,171.0390625,30.31999969482422,25.723000049591064,0.6493183662626008
2022-02-25,132.73912048339844,173.31747436523438,27.59000015258789,25.57800006866455,0.8835286531686312
2022-02-28,127.20423126220703,173.70545959472656,30.149999618530273,25.70250005722046,0.6222638458678889
2022-03-01,122.4049072265625,169.7099609375,33.31999969482422,26.127000045776366,0.24041670033359094
2022-03-02,124.94361877441406,174.56402587890625,30.739999771118164,26.566000080108644,0.5406548605920343
2022-03-03,124.05552673339844,175.36476135253906,30.479999542236328,26.985500049591064,0.5252092809778549
2022-03-04,120.56594848632812,173.6807098388672,31.979999542236328,27.367000007629393,0.2913454185170916
2022-03-07,115.91014862060547,166.0776824951172,36.45000076293945,28.028500080108643,-0.21269946702739748
2022-03-08,115.09382629394531,167.9185791015625,35.130001068115234,28.642000102996825,-0.18728618145728101
2022-03-09,119.70475769042969,170.70057678222656,32.45000076293945,29.192500114440918,0.14168964032107076
2022-03-10,118.28739166259766,171.03077697753906,30.229999542236328,29.706000137329102,0.08306137058111783
2022-03-11,115.62307739257812,168.3230743408203,30.75,30.048000144958497,-0.1464722256644967
2022-03-14,116.77132415771484,168.65328979492188,31.770000457763672,30.268500137329102,-0.07754706957551782
2022-03-15,118.84354400634766,173.79629516601562,29.829999923706055,30.3435001373291,0.20985761196319555
2022-03-16,124.15420532226562,179.8803253173828,26.670000076293945,30.392000102996825,0.6920023594564241
2022-03-17,125.72407531738281,183.5291290283203,25.670000076293945,30.461000061035158,0.9008635346666597
2022-03-18,125.67919921875,181.43226623535156,23.8700008392334,30.249000072479248,0.8234579908075385
2022-03-21,125.27552032470703,180.42518615722656,23.530000686645508,30.038000106811523,0.7672838022599237
2022-03-22,127.93985748291016,180.30963134765625,22.940000534057617,29.744500160217285,0.8956021485019041
2022-03-23,125.39215087890625,177.1396484375,23.56999969482422,29.37200012207031,0.6552926837519274
2022-03-24,126.20850372314453,177.20567321777344,21.670000076293945,28.9395001411438,0.6982458089654328
