Date,PEP,NEE,VIX,AvgVIX,zscore
2022-01-31,151.71258544921875,69.62189483642578,24.829999923706055,23.18100004196167,-0.6149861843350224
2022-02-01,150.6808624267578,68.8287124633789,21.959999084472656,23.448999977111818,-0.7241996796044775
2022-02-02,153.41748046875,69.27433776855469,22.09000015258789,23.707999992370606,-0.4097770445217433
2022-02-03,153.33004760742188,67.52753448486328,24.350000381469727,23.939000034332274,-0.3939775957235495
2022-02-04,150.81198120117188,67.74142456054688,23.219999313354492,24.119499969482423,-0.6925970630390835
2022-02-07,150.21746826171875,67.44733428955078,22.860000610351562,24.324499988555907,-0.7579605115278818
2022-02-08,150.40109252929688,67.25125122070312,21.440000534057617,24.426500034332275,-0.7334920277423969
2022-02-09,150.33111572265625,68.32073974609375,19.959999084472656,24.503999996185303,-0.7576557266963548
2022-02-10,147.2097930908203,67.24235534667969,23.90999984741211,24.818499946594237,-1.107774334895234
2022-02-11,147.39340209960938,66.8056640625,27.360000610351562,25.171000003814697,-1.0797184431715086
2022-02-14,145.74969482421875,66.77000427246094,28.329999923706055,25.62799997329712,-1.2720322932036858
2022-02-15,145.10267639160156,66.9215087890625,25.700000762939453,25.773499965667725,-1.3502029011480223
2022-02-16,145.39990234375,67.04627227783203,24.290000915527344,25.795499992370605,-1.3171923778090973
2022-02-17,145.79339599609375,67.17994689941406,28.110000610351562,25.92150001525879,-1.27302030223118
2022-02-18,146.6327667236328,66.08377075195312,27.75,25.866499996185304,-1.158190369321776
2022-02-22,147.19232177734375,65.7540283203125,28.809999465942383,25.811999988555907,-1.0876224786371935
2022-02-23,145.74090576171875,64.45282745361328,31.020000457763672,25.805000019073486,-1.2384976944963524
2022-02-24,143.2053680419922,67.23342895507812,30.31999969482422,25.723000049591064,-1.5774550794098314
2022-02-25,147.2185516357422,68.76632690429688,27.59000015258789,25.57800006866455,-1.1294801214621113
2022-02-28,143.1616973876953,70.14191436767578,30.149999618530273,25.70250005722046,-1.6259651072660648
2022-03-01,141.87643432617188,69.39813232421875,33.31999969482422,26.127000045776366,-1.7656617681354116
2022-03-02,143.84365844726562,69.49668884277344,30.739999771118164,26.566000080108644,-1.5363299721245107
2022-03-03,143.68960571289062,70.6079330444336,30.479999542236328,26.985500049591064,-1.5709806460042008
2022-03-04,145.87220764160156,71.88045501708984,31.979999542236328,27.367000007629393,-1.3338921962651848
2022-03-07,142.96800231933594,75.43817901611328,36.45000076293945,28.028500080108643,-1.7276955056324852
2022-03-08,138.937255859375,73.43977355957031,35.130001068115234,28.642000102996825,-2.170786940417959
2022-03-09,138.52359008789062,71.97904205322266,32.45000076293945,29.192500114440918,-2.1975297253466737
2022-03-10,135.98019409179688,71.83563995361328,30.229999542236328,29.706000137329102,-2.4937911586636123
2022-03-11,135.29373168945312,71.0649642944336,30.75,30.048000144958497,-2.562833142753438
2022-03-14,137.19468688964844,71.04703521728516,31.770000457763672,30.268500137329102,-2.3395386230984427
2022-03-15,139.9317169189453,73.46665954589844,29.829999923706055,30.3435001373291,-2.0545141681120938
2022-03-16,140.54776000976562,73.94160461425781,26.670000076293945,30.392000102996825,-1.989322568079361
2022-03-17,141.6390838623047,74.10292053222656,25.670000076293945,30.461000061035158,-1.8636908126676546
2022-03-18,143.26719665527344,73.81614685058594,23.8700008392334,30.249000072479248,-1.668396763825099
2022-03-21,143.06478881835938,73.30534362792969,23.530000686645508,30.038000106811523,-1.684524248960167
2022-03-22,144.6313018798828,74.24630737304688,22.940000534057617,29.744500160217285,-1.514771698470372
2022-03-23,143.8744354248047,73.99539947509766,23.56999969482422,29.37200012207031,-1.599827219218013
2022-03-24,144.74571228027344,75.00802612304688,21.670000076293945,28.9395001411438,-1.5127113510921542
2022-03-25,145.4233856201172,75.22311401367188,20.809999465942383,28.600500106811523,-1.4364127246046194
2022-03-28,145.85462951660156,75.66222381591797,19.6299991607666,28.07450008392334,-1.392367885523509
2022-03-29,148.01959228515625,75.83250427246094,18.899999618530273,27.353500080108642,-1.1409065823357178
2022-03-30,147.8171844482422,76.6211166381836,19.329999923706055,26.78300008773804,-1.176417695027842
2022-03-31,147.3067626953125,75.91315460205078,20.559999465942383,26.28700008392334,-1.2257414524503214
2022-04-01,149.40133666992188,76.80931091308594,19.6299991607666,25.669500064849853,-0.9933664490268121
2022-04-04,149.01405334472656,76.72864532470703,18.56999969482422,24.77550001144409,-1.0376006518936298
2022-04-05,149.17250061035156,77.36493682861328,21.030000686645508,24.070499992370607,-1.0285027153300685
2022-04-06,151.71591186523438,77.50830078125,22.100000381469727,23.55299997329712,-0.7322389227501882
2022-04-07,151.8567352294922,78.03703308105469,21.549999237060547,23.11899995803833,-0.7236042062848372
2022-04-08,152.36715698242188,77.14984130859375,21.15999984741211,22.639499950408936,-0.650485238462761
2022-04-11,151.90072631835938,75.79666137695312,24.3700008392334,22.26949996948242,-0.6850229621399596
2022-04-12,152.5167999267578,75.1783218383789,24.260000228881836,21.99099998474121,-0.6035190488666429
2022-04-13,152.2527618408203,74.87360382080078,21.81999969482422,21.748499965667726,-0.6299514337925742
2022-04-14,151.28468322753906,74.21044158935547,22.700000762939453,21.6,-0.7336374674664803
2022-04-18,149.98216247558594,73.22467803955078,22.170000076293945,21.51499996185303,-0.871749180366801
2022-04-19,152.16473388671875,73.33222961425781,21.3700008392334,21.40699996948242,-0.6172862277835206
2022-04-20,154.42654418945312,73.04546356201172,20.31999969482422,21.27599992752075,-0.34764456602215393
2022-04-21,153.87208557128906,68.26897430419922,22.68000030517578,21.23149995803833,-0.34144390235272554
2022-04-22,151.50466918945312,66.27054595947266,28.209999084472656,21.558499908447267,-0.5893869823432039
2022-04-25,152.90399169921875,66.35120391845703,27.020000457763672,21.86899995803833,-0.4264164996371716
2022-04-26,152.5167999267578,65.92998504638672,33.52000045776367,22.563500022888185,-0.46555986359795437
2022-04-27,153.880859375,65.6611557006836,31.600000381469727,23.198500061035155,-0.3015132051187888
2022-04-28,156.21310424804688,65.85830688476562,29.989999771118164,23.73150005340576,-0.030826584788523983
2022-04-29,151.11746215820312,63.64481735229492,33.400001525878906,24.37350015640259,-0.5956470487685169
2022-05-02,147.64114379882812,62.61423873901367,32.34000015258789,25.00900020599365,-0.9881281916509753
2022-05-03,147.84356689453125,63.41181945800781,29.25,25.54300022125244,-0.9762768303319594
2022-05-04,153.00962829589844,65.47296142578125,25.420000076293945,25.762500190734862,-0.40092191588788445
2022-05-05,149.9557342529297,64.37965393066406,31.200000762939453,26.21750020980835,-0.7429069429628173
