Date,XOM,V,VIX,AvgVIX,zscore
2020-03-17,28.07304573059082,151.24295043945312,75.91000366210938,41.9040002822876,-0.48108738896679176
2020-03-18,25.258880615234375,142.2291259765625,76.44999694824219,45.007500123977664,-0.9043178640234553
2020-03-19,26.25795555114746,145.84042358398438,72.0,47.829500102996825,-0.7608658018394171
2020-03-20,24.96907615661621,140.64852905273438,66.04000091552734,50.27750015258789,-0.9371129054020222
2020-03-23,23.985260009765625,130.0254669189453,61.59000015258789,52.10550012588501,-0.9614908420295858
2020-03-24,27.02822494506836,148.0244140625,61.66999816894531,53.796500015258786,-0.6403388149233378
2020-03-25,28.439115524291992,154.96920776367188,63.95000076293945,55.61600008010864,-0.4682704415341364
2020-03-26,29.60597038269043,161.7703094482422,61.0,56.708000087738036,-0.34345482242182873
2020-03-27,28.179824829101562,154.7584686279297,65.54000091552734,57.97950010299682,-0.5175166628633447
2020-03-30,28.599273681640625,158.5996856689453,57.08000183105469,59.16250028610229,-0.49574543393202464
2020-03-31,28.957725524902344,154.3369903564453,53.540000915527344,59.99850034713745,-0.3523445989927641
2020-04-01,28.62215805053711,146.6641845703125,57.060001373291016,61.252000427246095,-0.29368444458004844
2020-04-02,30.810956954956055,150.76397705078125,50.90999984741211,61.81650047302246,0.08364136014311059
2020-04-03,29.903400421142578,145.45724487304688,46.79999923706055,62.059500503540036,-0.01315706836575813
2020-04-06,30.864343643188477,162.30670166015625,45.2400016784668,61.598500633239745,-0.09641212645818349
2020-04-07,31.451568603515625,161.4925537109375,46.70000076293945,61.568500709533694,0.03647692163912273
2020-04-08,33.44208526611328,167.5751495361328,43.349998474121094,61.041000556945804,0.34068368663727666
2020-04-09,32.89297866821289,166.3778076171875,41.66999816894531,59.35100040435791,0.24881574074404908
2020-04-13,32.61079406738281,161.8756866455078,41.16999816894531,58.51800022125244,0.2658908400738396
2020-04-14,32.3591194152832,167.26864624023438,37.7599983215332,56.27150001525879,0.12551120904777172
2020-04-15,30.871967315673828,158.97325134277344,40.84000015258789,54.51799983978272,-0.039728162551405655
2020-04-16,29.85765266418457,155.58226013183594,40.11000061035156,52.70100002288818,-0.18992326711928437
2020-04-17,32.96162414550781,162.4025115966797,38.150001525878906,51.00850009918213,0.3285254553228548
2020-04-20,31.405824661254883,157.3064727783203,43.83000183105469,49.898000144958495,0.0964096264822065
2020-04-21,31.2380428314209,153.7718505859375,45.40999984741211,49.089000129699706,0.12074879490785136
2020-04-22,32.13033676147461,159.57672119140625,41.97999954223633,48.104500198364256,0.2062043282086279
2020-04-23,33.13702392578125,159.37551879882812,41.380001068115234,46.976000213623045,0.4142612608595195
2020-04-24,33.3505744934082,160.27597045898438,35.93000030517578,45.722500228881835,0.4427978613165602
2020-04-27,33.51072311401367,164.52902221679688,33.290000915527344,44.11000022888184,0.4050238799785269
2020-04-28,34.29624938964844,164.04051208496094,33.56999969482422,42.93450012207031,0.5728554241070152
2020-04-29,36.19524002075195,174.1367950439453,31.229999542236328,41.81900005340576,0.7920643056899053
2020-04-30,35.440223693847656,171.19601440429688,34.150001525878906,40.673500061035156,0.6871562403708077
2020-05-01,32.900604248046875,168.17868041992188,37.189998626708984,39.9875,0.2205810441508735
2020-05-04,34.22760772705078,168.73426818847656,35.970001220703125,39.44600009918213,0.48126352721010707
2020-05-05,34.18947982788086,170.92787170410156,33.61000061035156,38.86450004577637,0.43722842000562423
2020-05-06,33.548858642578125,171.2535400390625,34.119998931884766,38.235499954223634,0.30155942522650914
2020-05-07,33.73952102661133,175.0276336669922,31.440000534057617,37.64000005722046,0.27791272281938184
2020-05-08,35.219051361083984,177.2978973388672,27.979999542236328,36.95550012588501,0.541254615887718
2020-05-11,34.88348388671875,175.83226013183594,27.56999969482422,36.275500202178954,0.497251413001224
2020-05-12,34.300418853759766,171.9145050048828,33.040000915527344,36.03950033187866,0.4434715949895197
2020-05-13,32.597835540771484,169.918701171875,35.279998779296875,35.76150026321411,0.1302281754903905
2020-05-14,32.88548278808594,173.5743865966797,32.61000061035156,35.38650026321411,0.12826361620952798
2020-05-15,32.652252197265625,176.05958557128906,31.889999389648438,35.07350015640259,0.03972779537007469
2020-05-18,35.2488899230957,183.6300506591797,29.299999237060547,34.34700002670288,0.44259231969181
2020-05-19,34.16047286987305,181.6918487548828,30.530000686645508,33.60300006866455,0.2532986864061286
2020-05-20,35.27220916748047,186.0095977783203,27.989999771118164,32.90350008010864,0.40797825704140617
2020-05-21,34.64248275756836,182.9008026123047,29.530000686645508,32.31100006103516,0.33132917350625174
2020-05-22,34.673580169677734,183.13108825683594,28.15999984741211,31.92250003814697,0.33384462346097094
2020-05-26,35.69202423095703,185.39553833007812,28.010000228881836,31.658500003814698,0.5035119303886617
2020-05-27,35.948577880859375,185.0117645263672,27.6200008392334,31.361000061035156,0.5620344575196482
2020-05-28,35.01566696166992,186.39341735839844,28.59000015258789,31.229000091552734,0.3494573001686188
2020-05-29,35.34994888305664,187.33372497558594,27.510000228881836,30.89700002670288,0.4018877408527243
2020-06-01,35.97966766357422,186.47979736328125,28.229999542236328,30.449000072479247,0.5440766576213688
2020-06-02,36.780433654785156,188.40838623046875,26.84000015258789,29.992500019073486,0.6750299232349067
2020-06-03,38.280887603759766,188.89768981933594,25.65999984741211,29.594999980926513,0.9720831932261164
2020-06-04,38.17204666137695,185.79852294921875,25.809999465942383,29.179500007629393,1.0012069161876893
2020-06-05,41.2662239074707,191.5267791748047,24.520000457763672,28.8335000038147,1.5357248293464882
2020-06-08,42.55677032470703,191.5171661376953,25.809999465942383,28.725,1.798341198374636
2020-06-09,41.608299255371094,191.0182342529297,27.56999969482422,28.725,1.6137034843343017
2020-06-10,39.377071380615234,192.36154174804688,27.56999969482422,28.451499938964844,1.1377228765974061
2020-06-11,35.90192413330078,181.23126220703125,40.790000915527344,28.727000045776368,0.6150740755440489
2020-06-12,36.67158508300781,184.4744110107422,36.09000015258789,28.901000022888184,0.7179593928647595
2020-06-15,36.64826965332031,183.99462890625,34.400001525878906,29.026500129699706,0.721153100722632
2020-06-16,37.47235107421875,185.0692901611328,33.66999816894531,29.245000076293945,0.8709715272594578
2020-06-17,36.251773834228516,185.72177124023438,33.470001220703125,29.392000102996825,0.6119520279971458
2020-06-18,36.47722625732422,186.0575714111328,32.939998626708984,29.639500045776366,0.6522481426480489
2020-06-19,35.74644470214844,184.41680908203125,35.119998931884766,29.91899995803833,0.5307670527777321
2020-06-22,36.08851623535156,187.0650634765625,31.770000457763672,30.09949998855591,0.5565331043082717
2020-06-23,36.30619812011719,189.95315551757812,31.3700008392334,30.267500019073488,0.5530353436857328
2020-06-24,34.59583282470703,183.65882873535156,33.84000015258789,30.57849998474121,0.3093046546888203
2020-06-25,35.116722106933594,186.124755859375,32.220001220703125,30.760000038146973,0.3744523250158193
2020-06-26,33.91169357299805,181.60548400878906,34.72999954223633,31.121000003814697,0.20413307153074406
2020-06-29,34.455902099609375,183.6300506591797,31.780000686645508,31.298500061035156,0.2813230315223061
2020-06-30,34.76687240600586,185.3475341796875,30.43000030517578,31.47800006866455,0.31615852063756145
2020-07-01,33.981666564941406,185.93287658691406,28.6200008392334,31.626000118255615,0.14679058728366
2020-07-02,34.269317626953125,187.74630737304688,27.68000030517578,31.719500160217287,0.17529674251083457
2020-07-06,34.510318756103516,189.75164794921875,27.940000534057617,31.890500164031984,0.1911416502137356
2020-07-07,33.616275787353516,186.3358154296875,29.43000030517578,32.07150020599365,0.06581696225687407
2020-07-08,33.53852844238281,187.1706085205078,28.079999923706055,32.097000217437746,0.03619850211704436
2020-07-09,32.15469741821289,184.42640686035156,29.260000228881836,32.18150024414062,-0.19984241095866537
2020-07-10,33.15758514404297,184.75265502929688,27.290000915527344,31.506500244140625,-0.001281926452808761
2020-07-13,33.16535568237305,181.36558532714844,32.189998626708984,31.31150016784668,0.05631874232771108
2020-07-14,34.261539459228516,185.50103759765625,29.520000457763672,31.067500114440918,0.2108505034678733
2020-07-15,34.696903228759766,188.59063720703125,27.760000228881836,30.772000217437743,0.2482896996170417
2020-07-16,34.4248046875,185.66419982910156,28.0,30.49850015640259,0.24135500113990713
2020-07-17,33.83395767211914,187.1898193359375,25.68000030517578,30.13550024032593,0.09596196713946549
2020-07-20,33.04096984863281,190.43289184570312,24.459999084472656,29.602500247955323,-0.1189460626840476
2020-07-21,34.71245574951172,188.5235137939453,24.84000015258789,29.256000232696532,0.252562789631765
2020-07-22,33.90391540527344,190.80711364746094,24.31999969482422,28.903500175476076,0.05036103771709998
2020-07-23,33.973899841308594,189.43502807617188,26.079999923706055,28.515500164031984,0.08728730106860856
2020-07-24,33.76398468017578,187.24737548828125,25.84000015258789,28.19650011062622,0.08077966774035014
2020-07-27,34.261539459228516,188.9360809326172,24.739999771118164,27.697000122070314,0.1540366636725951
2020-07-28,33.85728454589844,188.7729949951172,25.440000534057617,27.380000114440918,0.07452102805366055
2020-07-29,34.23044204711914,190.53846740722656,24.100000381469727,27.063500118255615,0.12120976491767813
2020-07-30,32.55118942260742,186.20152282714844,24.760000228881836,26.870500087738037,-0.14856765458436774
2020-07-31,32.71445846557617,182.68971252441406,24.459999084472656,26.70950002670288,-0.057280236486665526
2020-08-03,32.84661102294922,182.96798706054688,24.280000686645508,26.526500034332276,-0.03500699534086598
2020-08-04,33.795082092285156,184.5032196044922,23.760000228881836,26.243000030517578,0.13249084188011326
2020-08-05,34.09050369262695,188.1588897705078,22.989999771118164,25.988500022888182,0.1321075988185682
2020-08-06,33.927249908447266,190.7208251953125,22.649999618530273,25.657999992370605,0.05653372299434284
2020-08-07,33.771751403808594,188.40838623046875,22.209999084472656,25.403999900817873,0.06315666292427538
2020-08-10,34.603614807128906,188.82093811035156,22.1299991607666,24.90099992752075,0.22550865144172902
2020-08-11,34.96123123168945,189.76129150390625,24.030000686645508,24.626499938964844,0.2826838539245527
2020-08-12,34.95330810546875,190.6920166015625,22.280000686645508,24.352499961853027,0.2656788225479612
2020-08-13,34.09710693359375,189.8655548095703,22.1299991607666,24.058999919891356,0.10522313767914626
2020-08-14,34.24774169921875,188.96226501464844,22.049999237060547,23.877499866485596,0.15079755327915878
2020-08-17,33.803794860839844,191.64332580566406,21.350000381469727,23.72199993133545,0.016169087573889254
2020-08-18,33.637306213378906,191.23973083496094,21.510000228881836,23.555499935150145,-0.011014321104562196
2020-08-19,33.26470184326172,193.14244079589844,22.540000915527344,23.466499996185302,-0.11826040702754592
2020-08-20,32.757328033447266,196.1790008544922,22.719999313354492,23.298499965667723,-0.27166773826824686
2020-08-21,32.511566162109375,196.15980529785156,22.540000915527344,23.133500003814696,-0.32133064541493633
2020-08-24,33.4708251953125,198.350830078125,22.3700008392334,23.01500005722046,-0.16248533310798835
2020-08-25,32.408512115478516,199.97486877441406,22.030000686645508,22.844500064849854,-0.4053878393432156
2020-08-26,31.718795776367188,202.0504913330078,23.270000457763672,22.803000068664552,-0.5799846131877546
2020-08-27,31.504751205444336,202.7904052734375,24.469999313354492,22.788500022888183,-0.6357524771573836
2020-08-28,32.25788116455078,207.28770446777344,22.959999084472656,22.713500022888184,-0.5569720526215839
2020-08-31,31.66330337524414,203.7129364013672,26.40999984741211,22.819999980926514,-0.6187660390728515
2020-09-01,31.258989334106445,205.01983642578125,26.1200008392334,22.938000011444093,-0.7226065068449119
2020-09-02,31.068723678588867,208.02761840820312,26.56999969482422,23.117000007629393,-0.811047836379783
2020-09-03,31.00530242919922,200.80125427246094,33.599998474121094,23.664499950408935,-0.7044254396720697
2020-09-04,30.981521606445312,196.66912841796875,30.75,24.091499996185302,-0.640918502173841
2020-09-08,30.26802635192871,192.30638122558594,31.459999084472656,24.557999992370604,-0.713863869607781
2020-09-09,30.085689544677734,196.0925750732422,28.809999465942383,24.79699993133545,-0.8135672452994173
2020-09-10,29.332561492919922,193.67092895507812,29.709999084472656,25.168499851226805,-0.9266775100735173
2020-09-11,29.253280639648438,192.84449768066406,26.8700008392334,25.405499935150146,-0.929132046906836
2020-09-14,29.063011169433594,196.9766387939453,25.850000381469727,25.595499992370605,-1.036170470621437
2020-09-15,28.753835678100586,197.37062072753906,25.59000015258789,25.807499980926515,-1.1055634959974903
2020-09-16,29.974712371826172,197.12081909179688,26.040000915527344,26.03400001525879,-0.8531432067578629
2020-09-17,29.96677017211914,197.2553253173828,26.459999084472656,26.229999923706053,-0.8569830688377765
2020-09-18,29.48318099975586,194.6991729736328,25.829999923706055,26.385499954223633,-0.9130527677238849
2020-09-21,28.880672454833984,189.74063110351562,27.780000686645508,26.64749994277954,-0.9535727226086611
2020-09-22,28.16718292236328,192.7291717529297,26.860000610351562,26.87199993133545,-1.1481034244003985
2020-09-23,27.263416290283203,187.7418212890625,28.579999923706055,27.199499893188477,-1.2494135120083467
2020-09-24,27.207923889160156,187.885986328125,28.510000228881836,27.461499881744384,-1.2630833716226717
2020-09-25,27.461612701416016,189.5484619140625,26.3799991607666,27.55699987411499,-1.238987370561684
2020-09-28,27.99277114868164,192.49859619140625,26.190000534057617,27.71849994659424,-1.1797598043329545
2020-09-29,27.17622184753418,191.6529541015625,26.270000457763672,27.711499977111817,-1.3318342883241725
2020-09-30,27.215858459472656,192.16224670410156,26.3700008392334,27.723999977111816,-1.3321968590048916
2020-10-01,26.2645320892334,195.41029357910156,26.700000762939453,27.73050003051758,-1.57938834362152
2020-10-02,26.14560890197754,193.59408569335938,27.6299991607666,27.432000064849852,-1.5735345165133285
2020-10-05,26.748123168945312,195.5928497314453,27.959999084472656,27.292500019073486,-1.4840602037067094
2020-10-06,26.470645904541016,192.62353515625,29.479999542236328,27.19350004196167,-1.4913796020692751
2020-10-07,26.55785369873047,194.5646514892578,28.059999465942383,27.15600004196167,-1.5057492839510318
2020-10-08,27.953134536743164,195.05471801757812,26.360000610351562,26.988500118255615,-1.2300976025490082
2020-10-09,27.5408935546875,198.57180786132812,25.0,26.895000076293947,-1.3721055621126648
2020-10-12,27.453689575195312,198.34120178222656,25.06999969482422,26.85600004196167,-1.3860260591831914
2020-10-13,27.128646850585938,196.3424072265625,26.06999969482422,26.880000019073485,-1.4190707055375509
2020-10-14,27.07315444946289,194.30514526367188,26.399999618530273,26.897999954223632,-1.3966608910025922
2020-10-15,27.31098747253418,191.7586669921875,26.969999313354492,26.923499965667723,-1.3061755493924152
2020-10-16,27.03351593017578,192.44093322753906,27.40999984741211,27.002499961853026,-1.3738890416927227
2020-10-19,26.494430541992188,189.2793731689453,29.18000030517578,27.07249994277954,-1.431231830393133
2020-10-20,26.716413497924805,189.9808807373047,29.350000381469727,27.196999931335448,-1.397689909626788
2020-10-21,26.28830909729004,190.68234252929688,28.649999618530273,27.20049991607666,-1.4963549682763368
2020-10-22,27.636028289794922,190.25955200195312,28.110000610351562,27.180499935150145,-1.2152776765308129
2020-10-23,27.081087112426758,190.27877807617188,27.549999237060547,27.238999938964845,-1.328453601371317
2020-10-26,26.438936233520508,185.53164672851562,32.459999084472656,27.552499866485597,-1.3805322061273853
2020-10-27,26.018766403198242,182.63917541503906,33.349998474121094,27.906499767303465,-1.4181418232662188
2020-10-28,25.027803421020508,173.8079833984375,40.279998779296875,28.60199966430664,-1.4736098107717046
2020-10-29,26.1376895904541,177.6517791748047,37.59000015258789,29.146499633789062,-1.3114675576689578
2020-10-30,25.86021614074707,174.61521911621094,38.02000045776367,29.665999698638917,-1.317673974730658
2020-11-02,26.946311950683594,177.52688598632812,37.130001068115234,30.124499797821045,-1.14495301775899
2020-11-03,26.486509323120117,180.98631286621094,35.54999923706055,30.427999782562257,-1.295679834861316
2020-11-04,26.343801498413086,186.39651489257812,29.56999969482422,30.50349979400635,-1.4141841517994063
2020-11-05,26.29623794555664,189.9232177734375,27.579999923706055,30.56449975967407,-1.4821869540955406
2020-11-06,25.987056732177734,190.72079467773438,24.860000610351562,30.55749979019165,-1.5582563951931576
2020-11-09,29.27705955505371,204.3759765625,25.75,30.59149980545044,-1.1150208436512041
2020-11-10,29.926578521728516,204.98135375976562,24.799999237060547,30.527999782562254,-0.9929413257858046
2020-11-11,29.618053436279297,204.3951873779297,23.450000762939453,30.380499839782715,-1.0459909325450862
2020-11-12,28.603178024291992,200.43011474609375,25.350000381469727,30.299499893188475,-1.186805068792503
2020-11-13,29.293304443359375,202.566650390625,23.100000381469727,30.083999919891358,-1.0817918150304382
2020-11-16,30.9820499420166,204.7031707763672,22.450000762939453,29.74749994277954,-0.7736899595566757
2020-11-17,31.396116256713867,202.78797912597656,22.709999084472656,29.415499877929687,-0.6578053510277927
2020-11-18,30.21074867248535,200.01626586914062,23.84000015258789,29.174999904632568,-0.8530298882948681
2020-11-19,30.365005493164062,199.76605224609375,23.110000610351562,28.924999904632568,-0.8175204003502053
2020-11-20,29.991533279418945,196.2147979736328,23.700000762939453,28.732499980926512,-0.8347372318677471
2020-11-23,31.95633888244629,200.33384704589844,22.65999984741211,28.242500019073486,-0.5032832565846082
2020-11-24,34.08349609375,201.7967529296875,21.639999389648438,27.657000064849854,-0.09488073257934086
2020-11-25,33.13357925415039,202.96121215820312,21.25,26.70550012588501,-0.30732410027452806
2020-11-27,32.63019561767578,203.0670928955078,20.84000015258789,25.86800012588501,-0.4114480332919553
2020-11-30,30.95769500732422,202.44154357910156,20.56999969482422,24.995500087738037,-0.7412368589083301
2020-12-01,31.258089065551758,203.2595977783203,20.770000457763672,24.17750005722046,-0.6936761570792485
2020-12-02,32.427223205566406,202.27789306640625,21.170000076293945,23.458500099182128,-0.43967341060653575
2020-12-03,32.646446228027344,200.22799682617188,21.280000686645508,23.044000148773193,-0.36118597958445053
2020-12-04,33.839927673339844,204.6839141845703,20.790000915527344,22.704500198364258,-0.19216719758611486
2020-12-07,33.20664596557617,204.6550750732422,21.299999237060547,22.526500129699706,-0.3204801990192945
2020-12-08,34.294593811035156,204.77056884765625,20.68000030517578,22.273000144958495,-0.10113533856228087
2020-12-09,34.7492561340332,201.70050048828125,22.270000457763672,22.146500205993654,0.042106310472684046
2020-12-10,35.731651306152344,199.80459594726562,22.520000457763672,22.100000190734864,0.27325249730343
2020-12-11,35.561153411865234,198.48611450195312,23.309999465942383,21.998000144958496,0.26038548037619264
2020-12-14,34.278358459472656,199.4580535888672,24.719999313354492,22.079000091552736,-0.016570854604106764
2020-12-15,34.94411087036133,200.5263671875,22.889999389648438,22.101000022888183,0.10115331699771216
2020-12-16,35.47996520996094,200.4397430419922,22.5,22.09050006866455,0.2115622964116954
2020-12-17,35.30134201049805,203.2403106689453,21.93000030517578,21.995000076293945,0.12891590193413302
2020-12-18,34.69242858886719,203.36544799804688,21.56999969482422,21.91800003051758,0.003011968344043776
2020-12-21,34.05915069580078,201.15191650390625,25.15999984741211,21.99099998474121,-0.08916657543775773
2020-12-22,33.482696533203125,198.10107421875,24.229999542236328,22.069499969482422,-0.15594023607033705
2020-12-23,33.913002014160156,197.58143615722656,23.309999465942383,22.15299997329712,-0.059834815950965486
2020-12-24,33.77497482299805,200.85354614257812,21.530000686645508,22.167000007629394,-0.14202429994229715
2020-12-28,33.88865280151367,204.6358184814453,21.700000762939453,22.210000038146973,-0.1814625298821668
2020-12-29,33.50706100463867,206.31039428710938,23.079999923706055,22.335500049591065,-0.2867631605558205
2020-12-30,33.77497482299805,210.15036010742188,22.770000457763672,22.435500049591063,-0.29578879363278143
2020-12-31,33.466453552246094,210.50648498535156,22.75,22.514500045776366,-0.3644226345847612
