Date,MS,XLU,VIX,AvgVIX,zscore
2023-01-31,87.6962661743164,31.28275489807129,19.399999618530273,20.202999973297118,1.1541233780590214
2023-02-01,88.47115325927734,31.33709144592285,17.8700008392334,19.951500034332277,1.2911766155035878
2023-02-02,89.39017486572266,31.40500831604004,18.729999542236328,19.7875,1.4518323606506787
2023-02-03,89.58841705322266,30.748477935791016,18.329999923706055,19.58100004196167,1.8517790278209945
2023-02-06,89.11089324951172,31.011093139648438,19.43000030517578,19.49600009918213,1.6061669074826808
2023-02-07,89.39921569824219,30.99750518798828,18.65999984741211,19.33050012588501,1.6755609212390414
2023-02-08,89.16492462158203,30.476806640625,19.6299991607666,19.28300008773804,1.908572035549012
2023-02-09,88.34500885009766,30.060253143310547,20.709999084472656,19.264000034332277,1.9589735429154536
2023-02-10,88.69640350341797,30.65791893005371,20.530000686645508,19.34900007247925,1.7092539295319216
2023-02-13,89.58841705322266,30.843563079833984,20.34000015258789,19.448500061035155,1.8000287260839287
2023-02-14,90.60658264160156,30.71225357055664,18.90999984741211,19.426000022888182,2.0904330659563426
2023-02-15,90.849853515625,30.911479949951172,18.229999542236328,19.320499992370607,2.0343148457621343
2023-02-16,89.71456146240234,30.676029205322266,20.170000076293945,19.30299997329712,1.918334577808759
2023-02-17,89.66050720214844,31.006563186645508,20.020000457763672,19.311499977111815,1.7268172902730738
2023-02-21,87.95757293701172,30.426998138427734,22.8700008392334,19.46450004577637,1.6760603894442518
2023-02-22,87.6422119140625,30.309274673461914,22.290000915527344,19.619000053405763,1.6723187307643572
2023-02-23,88.24588775634766,30.150802612304688,21.139999389648438,19.72200002670288,1.8883775207910836
2023-02-24,88.02964782714844,30.159862518310547,21.670000076293945,19.869000053405763,1.8369480013135109
2023-02-27,87.12862396240234,29.95610809326172,20.950000762939453,19.99100008010864,1.7540922505557703
2023-02-28,86.94844055175781,29.430879592895508,20.700000762939453,20.029000091552735,2.001203716804054
2023-03-01,86.66912078857422,28.946399688720703,20.579999923706055,20.088000106811524,2.2048201158960565
2023-03-02,86.56999206542969,29.494272232055664,19.59000015258789,20.17400007247925,1.8853233499131186
2023-03-03,88.59730529785156,29.996854782104492,18.489999771118164,20.16200008392334,2.0477302166436866
2023-03-06,88.64234924316406,30.14175033569336,18.610000610351562,20.176000118255615,1.9785564074201192
2023-03-07,86.5519790649414,29.648218154907227,19.59000015258789,20.184000110626222,1.7976645547539507
2023-03-08,86.40782165527344,29.874608993530273,19.110000610351562,20.206500148773195,1.6434522857645097
2023-03-09,83.07405090332031,29.63463020324707,22.610000610351562,20.35550022125244,1.0571917119945293
2023-03-10,81.1368637084961,29.168262481689453,24.799999237060547,20.560000228881837,0.8944548849499284
2023-03-13,79.28075408935547,29.61652183532715,26.520000457763672,20.859500217437745,0.25136455822353004
2023-03-14,81.06475830078125,30.005908966064453,23.729999542236328,21.029000186920165,0.42305890038251787
2023-03-15,76.9381103515625,30.413414001464844,26.139999389648438,21.390500164031984,-0.6860906761274695
2023-03-16,78.39774322509766,30.617172241210938,22.989999771118164,21.628500175476074,-0.48311782498438494
2023-03-17,75.84786224365234,30.322858810424805,25.510000228881836,21.89550018310547,-0.8712447533044122
2023-03-20,77.1633529663086,30.56004524230957,24.149999618530273,22.102000141143797,-0.7174605392519295
2023-03-21,79.97454833984375,29.944284439086914,21.3799991607666,22.027500057220458,0.2221674476031102
2023-03-22,78.88430786132812,29.35589027404785,22.260000228881836,22.026000022888184,0.30796498304624326
2023-03-23,77.34355163574219,29.054847717285156,22.610000610351562,22.09950008392334,0.14049516891286357
2023-03-24,75.6406021118164,29.962528228759766,21.739999771118164,22.10300006866455,-0.7197017262843647
2023-03-27,76.2623291015625,29.99901580810547,20.600000381469727,22.085500049591065,-0.6058685693589738
2023-03-28,76.47857666015625,30.08111000061035,19.969999313354492,22.048999977111816,-0.6040482307502428
2023-03-29,77.70396423339844,30.518993377685547,19.1200008392334,21.976000022888183,-0.5788688959454816
2023-03-30,77.58683013916016,30.651264190673828,19.020000457763672,21.947500038146973,-0.6760452358639121
2023-03-31,79.10956573486328,30.87476348876953,18.700000762939453,21.958000087738036,-0.47024735407016227
2023-04-03,78.53290557861328,30.66495132446289,18.549999237060547,21.955000019073488,-0.4800573783022769
2023-04-04,76.42453002929688,30.820035934448242,19.0,21.925500011444093,-1.0178321088096625
2023-04-05,75.52349090576172,31.61824607849121,19.079999923706055,21.923999977111816,-1.6460125923604192
2023-04-06,75.85686492919922,31.84173583984375,18.399999618530273,21.71349992752075,-1.6959610931415454
2023-04-10,75.6856689453125,31.77787971496582,18.969999313354492,21.42199993133545,-1.6980199811549304
2023-04-11,76.66777801513672,31.805253982543945,19.100000381469727,21.050999927520753,-1.5017329695909813
2023-04-12,77.01016998291016,31.773332595825195,19.09000015258789,20.81899995803833,-1.4107342308429183
2023-04-13,77.20840454101562,31.77787971496582,17.799999237060547,20.401999950408936,-1.3705821078473808
2023-04-14,78.12744903564453,31.42210578918457,17.06999969482422,20.10599994659424,-0.9793267802644198
2023-04-17,80.45207977294922,31.595430374145508,16.950000762939453,19.67799997329712,-0.5737875600747661
2023-04-18,80.9566421508789,31.43123435974121,16.829999923706055,19.311999988555907,-0.375926126806507
2023-04-19,81.49725341796875,31.6729793548584,16.459999084472656,19.06599998474121,-0.3912473052052984
2023-04-20,81.47923278808594,31.663854598999023,17.170000076293945,18.811499977111815,-0.390156160308513
2023-04-21,82.10093688964844,31.755077362060547,16.770000457763672,18.51949996948242,-0.30611767091655717
2023-04-24,81.27200317382812,31.914724349975586,16.889999389648438,18.276999950408936,-0.5712537153626712
2023-04-25,79.34381866455078,31.88279914855957,18.760000228881836,18.18499994277954,-0.9685009816903835
2023-04-26,79.68620300292969,31.134756088256836,18.84000015258789,18.12849998474121,-0.48775306532164947
2023-04-27,81.32608032226562,31.508773803710938,17.030000686645508,18.023999977111817,-0.338685872430777
2023-04-28,81.76683044433594,31.46316146850586,15.779999732971191,17.86199994087219,-0.21908558967495112
2023-05-01,79.912841796875,31.517898559570312,16.079999923706055,17.73099989891052,-0.6475444690618836
2023-05-02,78.42237091064453,31.134756088256836,17.780000686645508,17.692499971389772,-0.7595182316994654
