Date,KLAC,AMD,VIX,AvgVIX,zscore
2020-01-30,160.73170471191406,48.779998779296875,15.489999771118164,13.696000051498412,0.004012405502412097
2020-01-31,154.05775451660156,47.0,18.84000015258789,14.014500045776368,-0.0514887929876075
2020-02-03,157.95245361328125,48.02000045776367,17.969999313354492,14.211999988555908,-0.017830007815120757
2020-02-04,166.197265625,49.45000076293945,16.049999237060547,14.32199993133545,0.10282683660721122
2020-02-05,159.20729064941406,49.84000015258789,15.149999618530273,14.389999914169312,-0.10801596996268988
2020-02-06,159.63487243652344,49.31999969482422,14.960000038146973,14.465499925613404,-0.06150795416826415
2020-02-07,153.46286010742188,49.72999954223633,15.470000267028809,14.611999940872192,-0.25212461866416397
2020-02-10,157.0135955810547,52.2599983215332,15.039999961853027,14.735999917984008,-0.32983376500455536
2020-02-11,160.84320068359375,53.79999923706055,15.180000305175781,14.878999948501587,-0.33311915313542895
2020-02-12,163.5666961669922,53.88999938964844,13.739999771118164,14.946499919891357,-0.2673596552554338
2020-02-13,166.1228790283203,54.529998779296875,14.149999618530273,15.032999897003174,-0.2432734843879701
2020-02-14,163.85482788085938,55.310001373291016,13.680000305175781,15.100999927520752,-0.3559537629261413
2020-02-18,157.30174255371094,56.88999938964844,14.829999923706055,15.237499904632568,-0.6358845907139142
2020-02-19,160.7874298095703,58.900001525878906,14.380000114440918,15.313999891281128,-0.6800834815683264
2020-02-20,156.27574157714844,57.27000045776367,15.5600004196167,15.446499919891357,-0.6886971673609874
2020-02-21,150.5029296875,53.279998779296875,17.079999923706055,15.651499938964843,-0.5707091124538176
2020-02-24,143.59994506835938,49.119998931884766,25.030000686645508,16.174999952316284,-0.47102312438951804
2020-02-25,137.6963653564453,47.56999969482422,27.850000381469727,16.655999994277956,-0.5217799565896887
2020-02-26,137.56561279296875,47.4900016784668,27.559999465942383,17.219999933242796,-0.5198103601721539
2020-02-27,138.23817443847656,44.0099983215332,39.15999984741211,18.35849995613098,-0.26631735834913167
2020-02-28,143.58119201660156,45.47999954223633,40.11000061035156,19.589499998092652,-0.22493098341421586
2020-03-02,148.27978515625,47.459999084472656,33.41999816894531,20.318499898910524,-0.23509619816561744
2020-03-03,143.6746063232422,46.75,36.81999969482422,21.26099991798401,-0.3085008421610563
2020-03-04,150.11996459960938,50.11000061035156,31.989999771118164,22.05799994468689,-0.3660659141125237
2020-03-05,146.36488342285156,48.11000061035156,39.619998931884766,23.281499910354615,-0.3296522675519532
2020-03-06,145.42144775390625,48.59000015258789,41.939998626708984,24.630499839782715,-0.3870607128868442
2020-03-09,135.37042236328125,43.27000045776367,54.459999084472656,26.57999978065491,-0.2918496772027084
2020-03-10,144.38458251953125,45.380001068115234,47.29999923706055,28.192999744415282,-0.19696014323640568
2020-03-11,135.37042236328125,45.70000076293945,53.900001525878906,30.12899980545044,-0.45646681744975287
2020-03-12,117.09937286376953,39.0099983215332,75.47000122070312,33.21549987792969,-0.4853230794295753
2020-03-13,135.790771484375,43.900001525878906,57.83000183105469,35.39949998855591,-0.3234378119272238
2020-03-16,120.96654510498047,38.709999084472656,82.69000244140625,38.850000095367434,-0.36296893559402016
2020-03-17,139.7700653076172,41.880001068115234,75.91000366210938,41.9040002822876,-0.08160626709517167
2020-03-18,123.32051086425781,39.119998931884766,76.44999694824219,45.007500123977664,-0.3286370277484493
2020-03-19,118.9675521850586,39.81999969482422,72.0,47.829500102996825,-0.4909056850821314
2020-03-20,106.50662994384766,39.61000061035156,66.04000091552734,50.27750015258789,-0.8054473304459339
2020-03-23,108.69241333007812,41.63999938964844,61.59000015258789,52.10550012588501,-0.8852974039126449
2020-03-24,127.37450408935547,46.220001220703125,61.66999816894531,53.796500015258786,-0.7026570831938633
2020-03-25,128.4113311767578,44.630001068115234,63.95000076293945,55.61600008010864,-0.567589092084363
2020-03-26,139.89149475097656,47.5,61.0,56.708000087738036,-0.45912184098250564
2020-03-27,132.86703491210938,46.58000183105469,65.54000091552734,57.97950010299682,-0.5821304497093702
2020-03-30,139.66734313964844,47.86000061035156,57.08000183105469,59.16250028610229,-0.4894235979473273
2020-03-31,134.26821899414062,45.47999954223633,53.540000915527344,59.99850034713745,-0.4706435531559406
2020-04-01,122.9375228881836,43.65999984741211,57.060001373291016,61.252000427246095,-0.646298071640168
2020-04-02,123.71281433105469,44.4900016784668,50.90999984741211,61.81650047302246,-0.6820702286534288
2020-04-03,119.50936126708984,42.59000015258789,46.79999923706055,62.059500503540036,-0.6642606458218394
2020-04-06,138.71453857421875,47.52000045776367,45.2400016784668,61.598500633239745,-0.4915294421076709
2020-04-07,137.56561279296875,47.560001373291016,46.70000076293945,61.568500709533694,-0.5245523964408675
2020-04-08,142.32955932617188,48.790000915527344,43.349998474121094,61.041000556945804,-0.48218558069127
2020-04-09,140.22775268554688,48.380001068115234,41.66999816894531,59.35100040435791,-0.5098645470026557
2020-04-13,142.06796264648438,50.939998626708984,41.16999816894531,58.51800022125244,-0.634736258663738
2020-04-14,151.0727996826172,54.93000030517578,37.7599983215332,56.27150001525879,-0.6674508780850292
2020-04-15,143.12353515625,54.9900016784668,40.84000015258789,54.51799983978272,-0.8812482094569407
2020-04-16,146.32748413085938,56.95000076293945,40.11000061035156,52.70100002288818,-0.929493065312117
2020-04-17,150.58700561523438,56.599998474121094,38.150001525878906,51.00850009918213,-0.793399827135357
2020-04-20,146.0005340576172,56.970001220703125,43.83000183105469,49.898000144958495,-0.9394741885029798
2020-04-21,138.7986297607422,52.91999816894531,45.40999984741211,49.089000129699706,-0.8551264546846926
2020-04-22,148.22372436523438,55.91999816894531,41.97999954223633,48.104500198364256,-0.8096866919031319
2020-04-23,148.94293212890625,55.900001525878906,41.380001068115234,46.976000213623045,-0.7893565385786434
2020-04-24,154.0525360107422,56.18000030517578,35.93000030517578,45.722500228881835,-0.673513394375605
2020-04-27,155.1173858642578,56.4900016784668,33.290000915527344,44.11000022888184,-0.6664191308652316
2020-04-28,155.3135528564453,55.5099983215332,33.56999969482422,42.93450012207031,-0.5948544555164434
2020-04-29,164.29966735839844,53.65999984741211,31.229999542236328,41.81900005340576,-0.23244000177144794
2020-04-30,153.27723693847656,52.38999938964844,34.150001525878906,40.673500061035156,-0.43722023568206886
2020-05-01,140.36795043945312,49.880001068115234,37.189998626708984,39.9875,-0.6077810890794824
2020-05-04,141.98388671875,52.560001373291016,35.970001220703125,39.44600009918213,-0.7466994421671577
2020-05-05,145.3747100830078,52.189998626708984,33.61000061035156,38.86450004577637,-0.6321709458405731
2020-05-06,153.01565551757812,52.15999984741211,34.119998931884766,38.235499954223634,-0.4285407610886855
2020-05-07,153.04371643066406,51.95000076293945,31.440000534057617,37.64000005722046,-0.41357429589506034
2020-05-08,160.19894409179688,53.189998626708984,27.979999542236328,36.95550012588501,-0.3087934756503466
2020-05-11,157.65817260742188,55.7400016784668,27.56999969482422,36.275500202178954,-0.5485755088789007
2020-05-12,154.65972900390625,53.7599983215332,33.040000915527344,36.03950033187866,-0.4935534565597089
2020-05-13,153.258544921875,52.18000030517578,35.279998779296875,35.76150026321411,-0.42348729521451817
2020-05-14,165.10299682617188,54.5099983215332,32.61000061035156,35.38650026321411,-0.268827052277945
2020-05-15,157.1528778076172,54.20000076293945,31.889999389648438,35.07350015640259,-0.45758184272190694
2020-05-18,161.73336791992188,54.59000015258789,29.299999237060547,34.34700002670288,-0.36315062959951727
2020-05-19,161.93045043945312,55.470001220703125,30.530000686645508,33.60300006866455,-0.41756532616357206
2020-05-20,166.99899291992188,56.38999938964844,27.989999771118164,32.90350008010864,-0.34616144980041547
2020-05-21,161.84596252441406,54.650001525878906,29.530000686645508,32.31100006103516,-0.3642446578305605
2020-05-22,162.38099670410156,55.16999816894531,28.15999984741211,31.92250003814697,-0.38535484964558014
2020-05-26,165.79754638671875,53.189998626708984,28.010000228881836,31.658500003814698,-0.16108050004852753
