Date,XOM,JPM,VIX,AvgVIX,zscore
2015-01-30,54.180458068847656,40.268802642822266,20.969999313354492,19.119499969482423,0.04678097016705699
2015-02-02,55.51915740966797,41.075950622558594,19.43000030517578,19.201499938964844,0.4624440850166224
2015-02-03,57.1739501953125,42.001583099365234,17.329999923706055,19.071999931335448,0.976841502938134
2015-02-04,56.68434143066406,41.749820709228516,18.329999923706055,18.932499885559082,0.8244648184146657
2015-02-05,57.24213409423828,42.038604736328125,16.850000381469727,18.80949993133545,0.9980457952701554
2015-02-06,57.13597106933594,42.86796951293945,17.290000915527344,18.823499965667725,0.9577965099305082
2015-02-09,57.17345428466797,42.81614303588867,18.549999237060547,18.873499965667726,0.97004194742187
2015-02-10,56.83000564575195,43.290069580078125,17.229999542236328,18.754999923706055,0.8578480026736895
2015-02-11,56.57398223876953,43.223419189453125,16.959999084472656,18.57499990463257,0.7776379557395041
2015-02-12,57.679237365722656,44.11203384399414,15.34000015258789,18.267999935150147,1.119004871347899
2015-02-13,58.303680419921875,44.186073303222656,14.6899995803833,17.88299994468689,1.315359726596359
2015-02-17,58.1038703918457,44.5045051574707,15.800000190734863,17.62549991607666,1.2497396849926612
2015-02-18,56.83000564575195,43.963932037353516,15.449999809265137,17.403499937057497,0.8523523221057665
2015-02-19,55.84963607788086,43.86026382446289,15.289999961853027,17.22549991607666,0.5439745554082763
2015-02-20,56.14936828613281,44.282352447509766,14.300000190734863,17.12049994468689,0.6350722383028841
2015-02-23,55.58114242553711,43.949134826660156,14.5600004196167,17.015499973297118,0.4585628528468611
2015-02-24,55.83714294433594,45.03766632080078,13.6899995803833,16.9239999294281,0.5304317362966665
2015-02-25,55.94955062866211,45.27462387084961,13.84000015258789,16.754999971389772,0.5639542963704819
2015-02-26,55.35633850097656,45.6004638671875,13.90999984741211,16.428499937057495,0.3741889285786703
2015-02-27,55.287628173828125,45.3782958984375,13.34000015258789,16.157499933242796,0.35432855252457407
2015-03-02,54.975425720214844,45.74114227294922,13.039999961853027,15.760999965667725,0.25289603574151825
2015-03-03,54.713157653808594,45.88924789428711,13.859999656677246,15.482499933242797,0.16896488862222056
2015-03-04,54.43840026855469,46.007728576660156,14.229999542236328,15.327499914169312,0.08133602942957623
