Date,CVX,KLAC,VIX,AvgVIX,zscore
2020-01-30,84.41715240478516,160.73170471191406,15.489999771118164,13.696000051498412,2.7518580546794156
2020-01-31,81.18899536132812,154.05775451660156,18.84000015258789,14.014500045776368,2.4105400755580337
2020-02-03,80.53730010986328,157.95245361328125,17.969999313354492,14.211999988555908,2.247237988753895
2020-02-04,80.96923065185547,166.197265625,16.049999237060547,14.32199993133545,2.1605163595035384
2020-02-05,83.56842803955078,159.20729064941406,15.149999618530273,14.389999914169312,2.657974761566346
2020-02-06,82.96977996826172,159.63487243652344,14.960000038146973,14.465499925613404,2.5646915189519923
2020-02-07,82.55301666259766,153.46286010742188,15.470000267028809,14.611999940872192,2.616254911140844
2020-02-10,83.19711303710938,157.0135955810547,15.039999961853027,14.735999917984008,2.644394753453295
2020-02-11,84.27317810058594,160.84320068359375,15.180000305175781,14.878999948501587,2.729267520946577
2020-02-12,84.90213012695312,163.5666961669922,13.739999771118164,14.946499919891357,2.770139082042495
2020-02-13,84.61418151855469,166.1228790283203,14.149999618530273,15.032999897003174,2.682942378094058
2020-02-14,84.39186096191406,163.85482788085938,13.680000305175781,15.100999927520752,2.6920017813100254
2020-02-18,84.5145034790039,157.30174255371094,14.829999923706055,15.237499904632568,2.827541553320623
2020-02-19,84.8978271484375,160.7874298095703,14.380000114440918,15.313999891281128,2.8195723971391944
2020-02-20,84.18485260009766,156.27574157714844,15.5600004196167,15.446499919891357,2.798890295300332
2020-02-21,83.5715560913086,150.5029296875,17.079999923706055,15.651499938964843,2.8151683468613946
2020-02-24,80.27498626708984,143.59994506835938,25.030000686645508,16.174999952316284,2.468194402027859
2020-02-25,77.20842742919922,137.6963653564453,27.850000381469727,16.655999994277956,2.13610601523357
2020-02-26,75.1614990234375,137.56561279296875,27.559999465942383,17.219999933242796,1.8458292795517013
2020-02-27,72.16390991210938,138.23817443847656,39.15999984741211,18.35849995613098,1.4051790449488604
2020-02-28,71.55827331542969,143.58119201660156,40.11000061035156,19.589499998092652,1.2223805276011053
2020-03-02,74.04985046386719,148.27978515625,33.41999816894531,20.318499898910524,1.493968010922638
2020-03-03,72.3632583618164,143.6746063232422,36.81999969482422,21.26099991798401,1.3357799541073734
2020-03-04,75.5371322631836,150.11996459960938,31.989999771118164,22.05799994468689,1.6734539888047697
2020-03-05,74.50984191894531,146.36488342285156,39.619998931884766,23.281499910354615,1.5942121007786274
2020-03-06,73.07621765136719,145.42144775390625,41.939998626708984,24.630499839782715,1.4062486840365755
2020-03-09,61.84494400024414,135.37042236328125,54.459999084472656,26.57999978065491,-0.018390598573552408
2020-03-10,65.1491470336914,144.38458251953125,47.29999923706055,28.192999744415282,0.29165697105855204
2020-03-11,63.65420150756836,135.37042236328125,53.900001525878906,30.12899980545044,0.24026299091543202
2020-03-12,58.46405029296875,117.09937286376953,75.47000122070312,33.21549987792969,-0.17270574132555913
2020-03-13,63.953208923339844,135.790771484375,57.83000183105469,35.39949998855591,0.2754398810250701
2020-03-16,53.43488693237305,120.96654510498047,82.69000244140625,38.850000095367434,-0.9613201394918909
2020-03-17,54.1938591003418,139.7700653076172,75.91000366210938,41.9040002822876,-1.1914266219486263
2020-03-18,42.203590393066406,123.32051086425781,76.44999694824219,45.007500123977664,-2.6093492995427594
2020-03-19,43.99753189086914,118.9675521850586,72.0,47.829500102996825,-2.274498093559167
2020-03-20,45.53082275390625,106.50662994384766,66.04000091552734,50.27750015258789,-1.8309032201284423
2020-03-23,41.56727600097656,108.69241333007812,61.59000015258789,52.10550012588501,-2.436897694865018
2020-03-24,51.019962310791016,127.37450408935547,61.66999816894531,53.796500015258786,-1.4219538615015561
2020-03-25,53.10521697998047,128.4113311767578,63.95000076293945,55.61600008010864,-1.1425143671746842
2020-03-26,58.55604553222656,139.89149475097656,61.0,56.708000087738036,-0.5699899762743326
2020-03-27,52.72957992553711,132.86703491210938,65.54000091552734,57.97950010299682,-1.27645330777244
2020-03-30,55.159812927246094,139.66734313964844,57.08000183105469,59.16250028610229,-1.051482922021706
2020-03-31,55.550819396972656,134.26821899414062,53.540000915527344,59.99850034713745,-0.8983578251732285
2020-04-01,52.560909271240234,122.9375228881836,57.060001373291016,61.252000427246095,-1.1217579924861671
2020-04-02,58.35671615600586,123.71281433105469,50.90999984741211,61.81650047302246,-0.3071438905662024
2020-04-03,57.5824089050293,119.50936126708984,46.79999923706055,62.059500503540036,-0.34214482539919916
2020-04-06,61.63028335571289,138.71453857421875,45.2400016784668,61.598500633239745,-0.10929891520884252
2020-04-07,62.036598205566406,137.56561279296875,46.70000076293945,61.568500709533694,-0.0305220383156882
2020-04-08,65.91580963134766,142.32955932617188,43.349998474121094,61.041000556945804,0.4382664088438246
2020-04-09,64.63550567626953,140.22775268554688,41.66999816894531,59.35100040435791,0.2930815583215584
2020-04-13,65.09550476074219,142.06796264648438,41.16999816894531,58.51800022125244,0.32570543679318475
2020-04-14,64.86551666259766,151.0727996826172,37.7599983215332,56.27150001525879,0.13066875821943286
2020-04-15,63.24021911621094,143.12353515625,40.84000015258789,54.51799983978272,0.041463071336833815
2020-04-16,61.32362365722656,146.32748413085938,40.11000061035156,52.70100002288818,-0.2902317522729862
2020-04-17,66.8281021118164,150.58700561523438,38.150001525878906,51.00850009918213,0.41999037394976557
2020-04-20,64.06818389892578,146.0005340576172,43.83000183105469,49.898000144958495,0.10802147213974043
2020-04-21,62.58858871459961,138.7986297607422,45.40999984741211,49.089000129699706,0.026187253088811837
