Date,MS,GOOGL,VIX,AvgVIX,zscore
2022-01-31,89.15283966064453,134.19436645507812,24.829999923706055,23.18100004196167,2.045487316917586
2022-02-01,90.37875366210938,136.5157012939453,21.959999084472656,23.448999977111818,2.255605614639308
2022-02-02,90.35267639160156,146.7868194580078,22.09000015258789,23.707999992370606,2.2717715721347447
2022-02-03,88.93547821044922,141.9170684814453,24.350000381469727,23.939000034332274,2.0244964297154984
2022-02-04,90.51786804199219,142.11839294433594,23.219999313354492,24.119499969482423,2.290125153237521
2022-02-07,91.44817352294922,138.05995178222656,22.860000610351562,24.324499988555907,2.4379399919935807
2022-02-08,92.46541595458984,138.25631713867188,21.440000534057617,24.426500034332275,2.6088337936810078
2022-02-09,94.5346908569336,140.4313201904297,19.959999084472656,24.503999996185303,2.9600161966975427
2022-02-10,93.52615356445312,137.4836883544922,23.90999984741211,24.818499946594237,2.785080396960154
2022-02-11,90.91780853271484,133.18174743652344,27.360000610351562,25.171000003814697,2.3392910792876234
2022-02-14,89.1789321899414,134.41506958007812,28.329999923706055,25.62799997329712,2.0503020051988283
2022-02-15,89.9266586303711,135.48867797851562,25.700000762939453,25.773499965667725,2.177775943029258
2022-02-16,87.9443130493164,136.6089324951172,24.290000915527344,25.795499992370605,1.847752634254975
2022-02-17,83.59709167480469,131.45257568359375,28.110000610351562,25.92150001525879,1.108799871662864
2022-02-18,82.96238708496094,129.3340606689453,27.75,25.866499996185304,0.9981803962488406
2022-02-22,82.37987518310547,128.74940490722656,28.809999465942383,25.811999988555907,0.8993759038328019
2022-02-23,81.33653259277344,126.54212951660156,31.020000457763672,25.805000019073486,0.7200866690053518
2022-02-24,79.82367706298828,131.60330200195312,30.31999969482422,25.723000049591064,0.47663487778632135
2022-02-25,82.20599365234375,133.35731506347656,27.59000015258789,25.57800006866455,0.8794448012003488
2022-02-28,78.89337921142578,133.9499053955078,30.149999618530273,25.70250005722046,0.32539854850749644
2022-03-01,76.18942260742188,132.9625701904297,33.31999969482422,26.127000045776366,-0.12978887817076404
2022-03-02,76.84152221679688,133.46839904785156,30.739999771118164,26.566000080108644,-0.01947832207177529
2022-03-03,76.31983184814453,132.80189514160156,30.479999542236328,26.985500049591064,-0.10825210025393939
2022-03-04,75.0852279663086,130.8252410888672,31.979999542236328,27.367000007629393,-0.31913773972861126
2022-03-07,72.55513763427734,125.34253692626953,36.45000076293945,28.028500080108643,-0.7541715984991952
2022-03-08,72.43341827392578,126.06258392333984,35.130001068115234,28.642000102996825,-0.773133407797636
2022-03-09,75.98944854736328,132.32630920410156,32.45000076293945,29.192500114440918,-0.16457894570788134
