Date,GOOGL,ASML,VIX,AvgVIX,zscore
2023-05-24,119.90895080566406,649.8131713867188,20.030000686645508,17.424500131607054,-0.014269568195439786
2023-05-25,122.46780395507812,690.441650390625,19.139999389648438,17.530000066757204,-0.014504501191098631
2023-05-26,123.58854675292969,717.19287109375,17.950000762939453,17.638500118255614,-0.0538198907663994
2023-05-30,122.65624237060547,709.718017578125,17.459999084472656,17.707500076293947,-0.08581666541330857
2023-05-31,121.86280822753906,704.5238037109375,17.940000534057617,17.71550006866455,-0.1181576640767436
2023-06-01,122.7058334350586,708.26611328125,15.649999618530273,17.58100004196167,-0.0760173650613238
2023-06-02,123.6480484008789,706.2000732421875,14.600000381469727,17.306500053405763,-0.0015615529163338347
2023-06-05,124.97708129882812,703.8125,14.729999542236328,17.183500003814697,0.10115565042260587
2023-06-06,126.26641845703125,698.3842163085938,13.960000038146973,17.03250002861023,0.21442964172514745
2023-06-07,121.4958267211914,692.1275634765625,13.9399995803833,16.84400005340576,-0.08936223499564677
2023-06-08,121.13877868652344,701.7171630859375,13.649999618530273,16.679500007629393,-0.15613349857847103
2023-06-09,121.22805786132812,697.6336669921875,13.829999923706055,16.52449998855591,-0.13205758641406695
2023-06-12,122.6264877319336,711.5795288085938,15.010000228881836,16.423499965667723,-0.09603218263015692
2023-06-13,122.81493377685547,718.498779296875,14.609999656677246,16.297999906539918,-0.11324307456413606
2023-06-14,122.65624237060547,721.3638305664062,13.880000114440918,16.092499923706054,-0.13680324639741576
2023-06-15,124.0645980834961,719.8824462890625,14.5,15.973999881744385,-0.032546681941197815
2023-06-16,122.51739501953125,703.5006103515625,13.539999961853027,15.84849991798401,-0.06823527438355705
2023-06-20,122.09091186523438,702.0679321289062,13.880000114440918,15.701999950408936,-0.09157018560376363
2023-06-21,119.56182098388672,689.2918090820312,13.199999809265137,15.50149998664856,-0.2112096079530856
2023-06-22,122.14051818847656,699.144287109375,12.90999984741211,15.220499944686889,-0.07532639194049662
2023-06-23,121.33715057373047,680.121337890625,13.4399995803833,14.890999889373779,-0.04781335013571724
2023-06-26,117.36992645263672,682.4114379882812,14.25,14.646499919891358,-0.333252391282427
2023-06-27,117.36001586914062,706.619140625,13.739999771118164,14.435999870300293,-0.4399242449910971
2023-06-28,119.19485473632812,705.7516479492188,13.430000305175781,14.23449993133545,-0.3087480362945644
2023-06-29,118.12371063232422,704.9331665039062,13.539999961853027,14.01449990272522,-0.37952563551402413
2023-06-30,118.71878051757812,706.29736328125,13.59000015258789,13.9114999294281,-0.3441872726175166
2023-07-03,118.91715240478516,715.195068359375,13.569999694824219,13.859999895095825,-0.3693709724971109
2023-07-05,120.75199127197266,697.4486083984375,14.180000305175781,13.832499933242797,-0.16429688880647558
2023-07-06,119.12542724609375,681.505126953125,15.4399995803833,13.906499910354615,-0.20741404175801403
2023-07-07,118.50059509277344,679.0006103515625,14.829999923706055,13.950999927520751,-0.2398261228280227
2023-07-10,115.49543762207031,691.75732421875,15.069999694824219,14.021999931335449,-0.5043004699938264
2023-07-11,116.17977142333984,687.05029296875,14.84000015258789,14.07249994277954,-0.4361847570045596
2023-07-12,117.95509338378906,706.4046020507812,13.539999961853027,13.9989999294281,-0.397673484813443
2023-07-13,123.51911163330078,731.6257934570312,13.609999656677246,13.948999929428101,-0.12182905341685508
2023-07-14,124.39190673828125,734.822265625,13.34000015258789,13.92199993133545,-0.07523233480102341
2023-07-17,123.62821960449219,735.2802124023438,13.479999542236328,13.870999908447265,-0.13025398314555414
2023-07-18,122.7455062866211,737.755615234375,13.300000190734863,13.858999919891357,-0.20237130311215312
2023-07-19,121.02967834472656,697.5557861328125,13.760000228881836,13.852999925613403,-0.14548852429565354
2023-07-20,118.22289276123047,658.9154052734375,13.989999771118164,13.892499923706055,-0.1711696642538708
2023-07-21,119.0361557006836,675.7066040039062,13.600000381469727,13.926999950408936,-0.18822491670175698
2023-07-24,120.5337905883789,667.0527954101562,13.90999984741211,13.950499963760375,-0.046368790926109384
2023-07-25,121.20820617675781,669.8009643554688,13.859999656677246,13.930999946594238,-0.011581262543780379
2023-07-26,128.21034240722656,666.87744140625,13.1899995803833,13.903499937057495,0.48732072366404616
2023-07-27,128.3392791748047,690.0907592773438,14.40999984741211,13.952499914169312,0.3946414546386284
2023-07-28,131.4932098388672,700.0799560546875,13.329999923706055,13.941999912261963,0.5698599751587254
2023-07-31,131.63206481933594,698.1698608398438,13.630000114440918,13.943999910354615,0.587862165114373
2023-08-01,130.4716796875,692.205078125,13.930000305175781,13.961999940872193,0.5334203151674269
2023-08-02,127.32762908935547,667.1524047851562,16.09000015258789,14.057499933242799,0.42483715657414806
2023-08-03,127.39705657958984,665.1500854492188,15.920000076293945,14.08149995803833,0.4384233161457498
2023-08-04,127.05986022949219,662.2494506835938,17.100000381469727,14.194999980926514,0.42771374244349064
2023-08-07,130.45179748535156,677.2711791992188,15.770000457763672,14.230000019073486,0.597422215706701
2023-08-08,130.3228759765625,663.54833984375,15.989999771118164,14.2875,0.6485522416232307
2023-08-09,128.5971221923828,656.8284912109375,15.960000038146973,14.408500003814698,0.5581671103260812
2023-08-10,128.6269073486328,662.0245361328125,15.850000381469727,14.520500040054321,0.5374860309768291
2023-08-11,128.4979705810547,646.367919921875,14.84000015258789,14.595500040054322,0.5970812738757753
2023-08-14,130.2534637451172,651.02685546875,14.819999694824219,14.662500047683716,0.6985538651642578
2023-08-15,128.71615600585938,636.5228271484375,16.459999084472656,14.820499992370605,0.6553309891025036
2023-08-16,127.6449966430664,631.3853149414062,16.780000686645508,14.971500015258789,0.6034614966474859
2023-08-17,128.85501098632812,629.3340454101562,17.889999389648438,15.166499996185303,0.6964438178935671
2023-08-18,126.41517639160156,640.0682373046875,17.299999237060547,15.351499938964844,0.4800701429768243
2023-08-21,127.31770324707031,647.0907592773438,17.1299991607666,15.512499904632568,0.5119800558751588
2023-08-22,128.0219268798828,651.974365234375,16.969999313354492,15.667999887466431,0.5394877537325953
2023-08-23,131.284912109375,661.3507080078125,15.979999542236328,15.807499885559082,0.7249602019598106
2023-08-24,128.71615600585938,632.7330322265625,17.200000762939453,15.94699993133545,0.6719231055903582
2023-08-25,128.81533813476562,635.8487548828125,15.680000305175781,16.064499950408937,0.6651675721627477
2023-08-28,129.93605041503906,643.6430053710938,15.079999923706055,16.136999940872194,0.7088456520272206
2023-08-29,133.46688842773438,651.9645385742188,14.449999809265137,16.16299991607666,0.9175310497613263
2023-08-30,134.76617431640625,653.9667358398438,13.880000114440918,16.05249991416931,0.9989642833553926
2023-08-31,135.0537872314453,645.1471557617188,13.569999694824219,15.934999895095824,1.0575439944815983
2023-09-01,134.54795837402344,647.0907592773438,13.09000015258789,15.734499883651733,1.0139190308799835
2023-09-05,134.6570587158203,648.1065063476562,14.010000228881836,15.646499872207642,1.017045951520039
2023-09-06,133.35781860351562,650.5286865234375,14.449999809265137,15.56949987411499,0.9162455110289355
2023-09-07,134.15122985839844,622.9366455078125,14.399999618530273,15.491499853134155,1.0921265559634261
2023-09-08,135.26206970214844,613.23779296875,13.84000015258789,15.390999841690064,1.2117058964344753
2023-09-11,135.79763793945312,613.091552734375,13.800000190734863,15.338999843597412,1.2495263846466476
2023-09-12,134.23057556152344,604.3889770507812,14.229999542236328,15.309499835968017,1.178838517949182
2023-09-13,135.58937072753906,602.6796875,13.479999542236328,15.160499858856202,1.2806522817249288
2023-09-14,136.96795654296875,607.4168090820312,12.819999694824219,14.962499809265136,1.355616893847086
2023-09-15,136.27371215820312,582.7645263671875,13.789999961853027,14.757499837875367,1.4153512993618962
2023-09-18,137.0770721435547,583.8096923828125,14.0,14.59249987602234,1.466546333321442
2023-09-19,136.908447265625,579.94189453125,14.109999656677246,14.44149990081787,1.4717736737279163
2023-09-20,132.64370727539062,576.1424560546875,15.140000343322754,14.349999952316285,1.1923411110177267
2023-09-21,129.37075805664062,568.5632934570312,17.540000915527344,14.428000020980836,0.9983087006454561
2023-09-22,129.18231201171875,573.42724609375,17.200000762939453,14.428000020980836,0.9639315032816298
2023-09-25,130.03526306152344,572.479736328125,16.899999618530273,14.48899998664856,1.0272933914178468
2023-09-26,127.51608276367188,559.372314453125,18.940000534057617,14.682000017166137,0.9097924426154916
2023-09-27,129.4699249267578,561.1499633789062,18.219999313354492,14.870499992370606,1.0376493963178
2023-09-28,131.2254180908203,567.12744140625,17.34000015258789,15.043499994277955,1.1333492714353235
2023-09-29,129.7873077392578,574.9507446289062,17.520000457763672,15.241000032424926,0.9992614986100344
2023-10-02,133.07017517089844,568.6217651367188,17.610000610351562,15.467000055313111,1.2548737446180134
2023-10-03,131.34442138671875,557.3114013671875,19.780000686645508,15.755500078201294,1.1845863662224954
2023-10-04,134.13140869140625,577.099609375,18.579999923706055,15.96200008392334,1.2914298437833636
2023-10-05,133.9628143310547,568.1432495117188,18.489999771118164,16.166500091552734,1.3189375567230772
2023-10-06,136.45220947265625,583.4481201171875,17.450000762939453,16.347000122070312,1.424750100387853
2023-10-09,137.2853240966797,577.5977172851562,17.700000762939453,16.542000150680543,1.508200279594995
2023-10-10,136.9282684326172,588.1268310546875,17.030000686645508,16.682000207901,1.437315195616569
2023-10-11,139.39785766601562,592.0726318359375,16.09000015258789,16.81250023841858,1.5914839625412343
2023-10-12,137.83084106445312,602.3964233398438,16.690000534057617,17.00600028038025,1.4374998585331875
2023-10-13,136.2340087890625,585.7825317382812,19.31999969482422,17.28250026702881,1.3993818694199756
2023-10-16,137.9597930908203,589.7382202148438,17.209999084472656,17.44300022125244,1.501870900078182
2023-10-17,138.5746612548828,594.4556884765625,17.8799991607666,17.63150019645691,1.523902728184427
2023-10-18,136.82911682128906,569.6668701171875,19.219999313354492,17.835500144958495,1.5112515193661478
2023-10-19,136.62086486816406,574.0424194335938,21.399999618530273,18.028500080108643,1.477637636238999
2023-10-20,134.48846435546875,566.5901489257812,21.709999084472656,18.253999996185303,1.3622288834805782
2023-10-23,135.38107299804688,574.1011352539062,20.3700008392334,18.42750005722046,1.3913117061524605
2023-10-24,137.67213439941406,586.75927734375,18.969999313354492,18.428999996185304,1.4949431721459536
2023-10-25,124.58035278320312,569.7548217773438,20.190000534057617,18.527500057220458,0.6605324159077246
2023-10-26,121.27763366699219,574.5016479492188,20.68000030517578,18.694500064849855,0.4104688575504694
2023-10-27,121.16853332519531,576.2596435546875,21.270000457763672,18.882000064849855,0.39519820287397395
2023-10-30,123.43977355957031,575.1657104492188,19.75,18.989000034332275,0.5576616593329057
2023-10-31,123.06288146972656,584.8644409179688,18.139999389648438,18.90699996948242,0.48903499493575076
2023-11-01,125.41346740722656,595.6260375976562,16.8700008392334,18.82150001525879,0.6051020480897537
2023-11-02,126.44493103027344,618.2655029296875,15.65999984741211,18.680000019073486,0.5775904099611551
2023-11-03,128.04173278808594,629.0563354492188,14.90999984741211,18.55299997329712,0.6412002390199143
2023-11-06,129.18231201171875,624.1896362304688,14.890000343322754,18.412499952316285,0.7416884775472273
2023-11-07,129.89639282226562,623.0831909179688,14.8100004196167,18.301499938964845,0.7961055483846492
2023-11-08,130.75927734375,626.001220703125,14.449999809265137,18.219499921798707,0.8432333039172393
2023-11-09,129.17239379882812,621.0757446289062,15.289999961853027,18.149499893188477,0.7546328765179302
2023-11-10,131.5031280517578,647.5341186523438,14.170000076293945,17.891999912261962,0.8005996610403872
2023-11-13,131.0072021484375,640.9929809570312,14.760000228881836,17.76949996948242,0.7948092604375259
2023-11-14,132.52468872070312,661.370361328125,14.15999984741211,17.5835000038147,0.8109419644984699
2023-11-15,133.5164794921875,663.9066162109375,14.180000305175781,17.33150005340576,0.8686901035934658
2023-11-16,135.8075408935547,666.7168579101562,14.319999694824219,16.97750005722046,1.0154367021496458
2023-11-17,134.20083618164062,671.828369140625,13.800000190734863,16.58200011253357,0.881517274390769
2023-11-20,135.1331329345703,679.87744140625,13.40999984741211,16.234000062942506,0.9109995299559298
2023-11-21,135.84722900390625,670.1931762695312,13.350000381469727,15.953000116348267,1.002972247783288
2023-11-22,137.35476684570312,670.5653076171875,12.850000381469727,15.586000108718872,1.1059993525245906
2023-11-24,135.56951904296875,676.8125610351562,12.460000038146973,15.175000095367432,0.9547127038191986
2023-11-27,135.2918243408203,674.07080078125,12.6899995803833,14.746000051498413,0.9474382860534003
2023-11-28,136.07534790039062,661.9382934570312,12.6899995803833,14.393000030517578,1.0549494600938
2023-11-29,133.8834686279297,673.31689453125,12.979999542236328,14.135000038146973,0.8529680561029925
2023-11-30,131.44363403320312,669.546875,12.920000076293945,13.9375,0.7000953279398477
2023-12-01,130.7790985107422,677.8114013671875,12.630000114440918,13.78600001335144,0.6177789678468433
2023-12-04,128.21034240722656,675.9703979492188,13.079999923706055,13.694500017166138,0.44751081381665575
2023-12-05,129.91624450683594,680.093017578125,12.850000381469727,13.592500019073487,0.5478887397237109
2023-12-06,128.95419311523438,677.6939697265625,12.970000267028809,13.500500011444093,0.4916044620374049
2023-12-07,135.8075408935547,685.1065673828125,13.0600004196167,13.43100004196167,0.9349246406692425
2023-12-08,133.8834686279297,681.9534912109375,12.350000381469727,13.284000062942505,0.8151561372202956
2023-12-11,132.1973876953125,695.4764404296875,12.630000114440918,13.207000064849854,0.6389001005283285
2023-12-12,131.43370056152344,705.5818481445312,12.069999694824219,13.072500038146973,0.5416408644021785
2023-12-13,131.48329162597656,720.0056762695312,12.1899995803833,12.974000024795533,0.4819345563759022
2023-12-14,130.85845947265625,738.0427856445312,12.479999542236328,12.88899998664856,0.3595890994691763
2023-12-15,131.51304626464844,737.3085327148438,12.279999732971191,12.786999988555909,0.4082464778975712
2023-12-18,134.68682861328125,726.6349487304688,12.5600004196167,12.725,0.6753069467148937
2023-12-19,135.52984619140625,729.2396240234375,12.529999732971191,12.680999994277954,0.7224273973168451
2023-12-20,137.20596313476562,714.4437255859375,13.670000076293945,12.696999979019164,0.9035648177932752
2023-12-21,139.2689666748047,739.5703735351562,13.649999618530273,12.736999940872192,0.9367756285430947
2023-12-22,140.33016967773438,736.8873901367188,13.029999732971191,12.765499925613403,1.0221928737695776
2023-12-26,140.35995483398438,746.8263549804688,12.989999771118164,12.780499935150146,0.9807467975118952
2023-12-27,139.2193603515625,748.1483154296875,12.430000305175781,12.767499971389771,0.8957767348438356
2023-12-28,139.08050537109375,742.0967407226562,12.470000267028809,12.742000007629395,0.9126315642005269
2023-12-29,138.54495239257812,741.1859741210938,12.449999809265137,12.718499994277954,0.8794398211914256
