Date,GOOGL,ASML,VIX,AvgVIX,zscore
2023-01-31,98.02977752685547,640.7449951171875,19.399999618530273,20.202999973297118,-1.4934647323743768
2023-02-01,99.60675811767578,657.8970947265625,17.8700008392334,19.951500034332277,-1.4590812181239374
2023-02-02,106.85681915283203,675.3690185546875,18.729999542236328,19.7875,-1.0322611772372166
2023-02-03,103.92108917236328,658.9539184570312,18.329999923706055,19.58100004196167,-1.1641984904194786
2023-02-06,102.05650329589844,643.2337646484375,19.43000030517578,19.49600009918213,-1.2248173546146566
2023-02-07,106.75765228271484,659.5097045898438,18.65999984741211,19.33050012588501,-0.9697118158216488
2023-02-08,98.5554428100586,644.0304565429688,19.6299991607666,19.28300008773804,-1.471356074249908
2023-02-09,94.23118591308594,645.3327026367188,20.709999084472656,19.264000034332277,-1.777256127203462
2023-02-10,93.79478454589844,637.7728881835938,20.530000686645508,19.34900007247925,-1.7744543409460898
2023-02-13,93.83447265625,649.812255859375,20.34000015258789,19.448500061035155,-1.8244087161862572
2023-02-14,93.90388488769531,658.3048095703125,18.90999984741211,19.426000022888182,-1.856771262078582
2023-02-15,96.1453628540039,657.6537475585938,18.229999542236328,19.320499992370607,-1.698312898359577
2023-02-16,94.72708129882812,637.7049560546875,20.170000076293945,19.30299997329712,-1.709434995585088
2023-02-17,93.57659149169922,633.4779663085938,20.020000457763672,19.311499977111815,-1.7707981304523523
2023-02-21,91.03758239746094,611.9549560546875,22.8700008392334,19.46450004577637,-1.8528313129693372
2023-02-22,90.89872741699219,606.5426635742188,22.290000915527344,19.619000053405763,-1.8387753277164562
2023-02-23,90.14493560791016,620.0296020507812,21.139999389648438,19.72200002670288,-1.9501523038478694
2023-02-24,88.39938354492188,600.8775634765625,21.670000076293945,19.869000053405763,-1.9874824507082334
2023-02-27,89.13331604003906,614.1897583007812,20.950000762939453,19.99100008010864,-1.9948135424121851
2023-02-28,89.3217544555664,600.2459106445312,20.700000762939453,20.029000091552735,-1.9206841495576439
2023-03-01,89.61930847167969,597.544677734375,20.579999923706055,20.088000106811524,-1.8882010675347825
2023-03-02,91.24585723876953,606.5036010742188,19.59000015258789,20.17400007247925,-1.8145058517655661
2023-03-03,92.88233184814453,619.3397216796875,18.489999771118164,20.16200008392334,-1.7570963369365646
2023-03-06,94.3501968383789,603.3942260742188,18.610000610351562,20.176000118255615,-1.585383133399262
2023-03-07,93.09061431884766,591.869873046875,19.59000015258789,20.184000110626222,-1.6223710898986061
2023-03-08,93.47740936279297,601.8687744140625,19.110000610351562,20.206500148773195,-1.6392952240162904
2023-03-09,91.56322479248047,587.6237182617188,22.610000610351562,20.35550022125244,-1.7098154611520577
2023-03-10,89.88706970214844,584.193603515625,24.799999237060547,20.560000228881837,-1.8111601477740515
2023-03-13,90.36315155029297,587.66259765625,26.520000457763672,20.859500217437745,-1.7932971975961003
2023-03-14,93.19969177246094,602.7432861328125,23.729999542236328,21.029000186920165,-1.6624036456877056
2023-03-15,95.3221664428711,589.5184936523438,26.139999389648438,21.390500164031984,-1.457157631865938
2023-03-16,99.49765014648438,612.7128295898438,22.989999771118164,21.628500175476074,-1.2688343006794511
2023-03-17,100.7869873046875,615.7542724609375,25.510000228881836,21.89550018310547,-1.1926416535240894
2023-03-20,100.39026641845703,628.0365600585938,24.149999618530273,22.102000141143797,-1.2739559551061506
2023-03-21,104.0599365234375,623.9553833007812,21.3799991607666,22.027500057220458,-1.0013321972684732
2023-03-22,102.52266693115234,622.245361328125,22.260000228881836,22.026000022888184,-1.1005659160684793
2023-03-23,104.734375,645.3619384765625,22.610000610351562,22.09950008392334,-1.048231436223355
2023-03-24,104.57569122314453,629.2026977539062,21.739999771118164,22.10300006866455,-0.9885007486307557
2023-03-27,101.62010955810547,625.8211059570312,20.600000381469727,22.085500049591065,-1.178878261467119
2023-03-28,100.20182800292969,621.6038208007812,19.969999313354492,22.048999977111816,-1.258874530311553
2023-03-29,100.55889129638672,640.4644775390625,19.1200008392334,21.976000022888183,-1.3166603899097322
2023-03-30,100.06297302246094,657.5275268554688,19.020000457763672,21.947500038146973,-1.4257918475659717
2023-03-31,102.87969970703125,661.443359375,18.700000762939453,21.958000087738036,-1.247392890563804
2023-04-03,103.50452423095703,654.91357421875,18.549999237060547,21.955000019073488,-1.175428226046765
2023-04-04,103.86157989501953,649.7538452148438,19.0,21.925500011444093,-1.128050867245004
2023-04-05,103.61363983154297,645.1092529296875,19.079999923706055,21.923999977111816,-1.1249288610287953
2023-04-06,107.53125,638.5210571289062,18.399999618530273,21.71349992752075,-0.8241166109032528
2023-04-10,105.56748962402344,642.9132080078125,18.969999313354492,21.42199993133545,-0.9796741325592385
2023-04-11,104.48641204833984,641.0960693359375,19.100000381469727,21.050999927520753,-1.0467691082833457
2023-04-12,103.78223419189453,636.1306762695312,19.09000015258789,20.81899995803833,-1.073915555777917
2023-04-13,106.54936981201172,646.576416015625,17.799999237060547,20.401999950408936,-0.9275479243090229
2023-04-14,107.97756958007812,647.3441162109375,17.06999969482422,20.10599994659424,-0.8317604711292627
2023-04-17,105.1013412475586,620.9527587890625,16.950000762939453,19.67799997329712,-0.9158899666589928
2023-04-18,103.64337921142578,625.1213989257812,16.829999923706055,19.311999988555907,-1.0353553884395372
2023-04-19,103.32601928710938,605.9498291015625,16.459999084472656,19.06599998474121,-0.9734520305908926
2023-04-20,104.42691802978516,615.6375732421875,17.170000076293945,18.811499977111815,-0.939439358915252
2023-04-21,104.54592895507812,616.51220703125,16.770000457763672,18.51949996948242,-0.935006616840837
2023-04-24,105.1013412475586,609.6226806640625,16.889999389648438,18.276999950408936,-0.8662857057578548
2023-04-25,102.99872589111328,588.6148071289062,18.760000228881836,18.18499994277954,-0.9202788720758249
2023-04-26,102.85987091064453,591.8602294921875,18.84000015258789,18.12849998474121,-0.944127263225206
2023-04-27,106.70804595947266,611.4300537109375,17.030000686645508,18.023999977111817,-0.7626578732599893
2023-04-28,106.46009826660156,618.8345336914062,15.779999732971191,17.86199994087219,-0.8122884887503878
2023-05-01,106.32125091552734,619.0274658203125,16.079999923706055,17.73099989891052,-0.8227722304006894
2023-05-02,104.4566650390625,617.9067993164062,17.780000686645508,17.692499971389772,-0.9473091690605642
2023-05-03,104.54592895507812,618.5791625976562,18.34000015258789,17.659499979019166,-0.944055963372777
2023-05-04,103.83183288574219,618.8812255859375,20.09000015258789,17.709999990463256,-0.9949524239966292
2023-05-05,104.7046127319336,633.762451171875,17.190000534057617,17.649500036239623,-0.9995138309138266
2023-05-08,106.88658142089844,638.3135986328125,16.979999542236328,17.550000047683717,-0.8679625362720003
2023-05-09,106.47002410888672,626.677490234375,17.709999084472656,17.480499982833862,-0.845936696435406
2023-05-10,110.83394622802734,640.4088745117188,16.940000534057617,17.37300000190735,-0.6031018012927191
2023-05-11,115.61445617675781,633.6357421875,16.93000030517578,17.32950005531311,-0.24157562698261123
2023-05-12,116.54674530029297,631.0240478515625,17.030000686645508,17.327500104904175,-0.16541995565436643
2023-05-15,115.55494689941406,638.9957275390625,17.1200008392334,17.33600010871887,-0.26917345527387726
2023-05-16,118.53034973144531,635.4484252929688,17.989999771118164,17.39400010108948,-0.04708449776806739
2023-05-17,119.84943389892578,653.4286499023438,16.8700008392334,17.414500188827514,-0.03423029369488549
2023-05-18,121.8231430053711,678.2112426757812,16.049999237060547,17.358500146865843,-0.00571217427050449
2023-05-19,121.75370025634766,676.330322265625,16.809999465942383,17.36050009727478,-0.0022981654871762898
2023-05-22,124.02494049072266,680.8522338867188,17.209999084472656,17.37650008201599,0.135578538442484
2023-05-23,121.55534362792969,664.0999755859375,18.530000686645508,17.365000104904176,0.037477245374224574
