Date,LRCX,CVX,VIX,AvgVIX,zscore
2020-01-30,28.930837631225586,84.41715240478516,15.489999771118164,13.696000051498412,-2.6862963525567896
2020-01-31,27.745498657226562,81.18899536132812,18.84000015258789,14.014500045776368,-2.472565191739304
2020-02-03,28.69729995727539,80.53730010986328,17.969999313354492,14.211999988555908,-2.2907550302656485
2020-02-04,30.275264739990234,80.96923065185547,16.049999237060547,14.32199993133545,-2.1541158061754593
2020-02-05,30.295724868774414,83.56842803955078,15.149999618530273,14.389999914169312,-2.4349291451922244
2020-02-06,30.100351333618164,82.96977996826172,14.960000038146973,14.465499925613404,-2.3924481026140754
2020-02-07,29.34486198425293,82.55301666259766,15.470000267028809,14.611999940872192,-2.434990668144437
2020-02-10,29.75703239440918,83.19711303710938,15.039999961853027,14.735999917984008,-2.4571849254710068
2020-02-11,30.30038833618164,84.27317810058594,15.180000305175781,14.878999948501587,-2.5111721973721655
2020-02-12,31.13309669494629,84.90213012695312,13.739999771118164,14.946499919891357,-2.482759108019481
2020-02-13,31.780654907226562,84.61418151855469,14.149999618530273,15.032999897003174,-2.375999643440408
2020-02-14,31.568517684936523,84.39186096191406,13.680000305175781,15.100999927520752,-2.376472877090344
2020-02-18,30.269676208496094,84.5145034790039,14.829999923706055,15.237499904632568,-2.5410411529129315
2020-02-19,31.06144905090332,84.8978271484375,14.380000114440918,15.313999891281128,-2.4906312012031138
2020-02-20,30.56275177001953,84.18485260009766,15.5600004196167,15.446499919891357,-2.471005433110177
2020-02-21,29.475116729736328,83.5715560913086,17.079999923706055,15.651499938964843,-2.5308017818397746
2020-02-24,27.954835891723633,80.27498626708984,25.030000686645508,16.174999952316284,-2.348609267608078
2020-02-25,27.188188552856445,77.20842742919922,27.850000381469727,16.655999994277956,-2.103742662929978
2020-02-26,27.5957088470459,75.1614990234375,27.559999465942383,17.219999933242796,-1.8332780027001037
2020-02-27,26.581567764282227,72.16390991210938,39.15999984741211,18.35849995613098,-1.624738188314187
2020-02-28,27.300765991210938,71.55827331542969,40.11000061035156,19.589499998092652,-1.4750250336323245
2020-03-02,27.9427490234375,74.04985046386719,33.41999816894531,20.318499898910524,-1.671757486181886
2020-03-03,27.117481231689453,72.3632583618164,36.81999969482422,21.26099991798401,-1.5840693345569428
2020-03-04,28.492612838745117,75.5371322631836,31.989999771118164,22.05799994468689,-1.7697912057401584
2020-03-05,27.831098556518555,74.50984191894531,39.619998931884766,23.281499910354615,-1.734873684613115
2020-03-06,27.391952514648438,73.07621765136719,41.939998626708984,24.630499839782715,-1.629796907413684
2020-03-09,24.897546768188477,61.84494400024414,54.459999084472656,26.57999978065491,-0.6964833505732471
2020-03-10,26.755552291870117,65.1491470336914,47.29999923706055,28.192999744415282,-0.8401910230455744
2020-03-11,25.737693786621094,63.65420150756836,53.900001525878906,30.12899980545044,-0.7958043176344376
2020-03-12,22.129594802856445,58.46405029296875,75.47000122070312,33.21549987792969,-0.6503520728698742
2020-03-13,24.35604476928711,63.953208923339844,57.83000183105469,35.39949998855591,-0.9892285216054817
2020-03-16,19.867795944213867,53.43488693237305,82.69000244140625,38.850000095367434,-0.36570952308890925
2020-03-17,21.334104537963867,54.1938591003418,75.91000366210938,41.9040002822876,-0.2777016317362248
2020-03-18,18.062814712524414,42.203590393066406,76.44999694824219,45.007500123977664,0.647866490390155
2020-03-19,18.143754959106445,43.99753189086914,72.0,47.829500102996825,0.4618305513558197
2020-03-20,17.481319427490234,45.53082275390625,66.04000091552734,50.27750015258789,0.21765302252898053
2020-03-23,17.942790985107422,41.56727600097656,61.59000015258789,52.10550012588501,0.7032233765073593
2020-03-24,21.587507247924805,51.019962310791016,61.66999816894531,53.796500015258786,0.09760999187279144
2020-03-25,21.859882354736328,53.10521697998047,63.95000076293945,55.61600008010864,-0.09787987886939524
2020-03-26,24.36737823486328,58.55604553222656,61.0,56.708000087738036,-0.3998618709014275
2020-03-27,22.57777976989746,52.72957992553711,65.54000091552734,57.97950010299682,0.02662226960089031
2020-03-30,23.895647048950195,55.159812927246094,57.08000183105469,59.16250028610229,-0.08474277856688447
2020-03-31,22.463594436645508,55.550819396972656,53.540000915527344,59.99850034713745,-0.2940585067941447
2020-04-01,20.903308868408203,52.560909271240234,57.060001373291016,61.252000427246095,-0.14993524721019091
2020-04-02,20.644973754882812,58.35671615600586,50.90999984741211,61.81650047302246,-0.8114909640597726
2020-04-03,20.418468475341797,57.5824089050293,46.79999923706055,62.059500503540036,-0.7534952272306077
2020-04-06,23.469772338867188,61.63028335571289,45.2400016784668,61.598500633239745,-0.8393106464514991
2020-04-07,23.98175048828125,62.036598205566406,46.70000076293945,61.568500709533694,-0.8239782418224133
2020-04-08,24.96734619140625,65.91580963134766,43.349998474121094,61.041000556945804,-1.1318982396247834
2020-04-09,24.1745662689209,64.63550567626953,41.66999816894531,59.35100040435791,-1.084695057766476
2020-04-13,24.221364974975586,65.09550476074219,41.16999816894531,58.51800022125244,-1.1293660872564995
2020-04-14,25.506471633911133,64.86551666259766,37.7599983215332,56.27150001525879,-0.9547009381058087
2020-04-15,24.598567962646484,63.24021911621094,40.84000015258789,54.51799983978272,-0.8833112558350964
2020-04-16,25.33799171447754,61.32362365722656,40.11000061035156,52.70100002288818,-0.5884081716409157
2020-04-17,26.11579132080078,66.8281021118164,38.150001525878906,51.00850009918213,-1.0975996990600216
2020-04-20,24.965471267700195,64.06818389892578,43.83000183105469,49.898000144958495,-0.9308086823040889
2020-04-21,22.80335807800293,62.58858871459961,45.40999984741211,49.089000129699706,-1.0213038896006001
2020-04-22,25.438148498535156,64.73517608642578,41.97999954223633,48.104500198364256,-0.9484535951542162
2020-04-23,24.706207275390625,66.54444885253906,41.380001068115234,46.976000213623045,-1.230792263731951
2020-04-24,24.959856033325195,66.70542907714844,35.93000030517578,45.722500228881835,-1.2188030999270572
2020-04-27,24.748321533203125,68.7753677368164,33.290000915527344,44.11000022888184,-1.468958980416391
2020-04-28,24.508712768554688,68.92870330810547,33.56999969482422,42.93450012207031,-1.513559903848054
2020-04-29,26.206584930419922,72.53959655761719,31.229999542236328,41.81900005340576,-1.7093250365897874
2020-04-30,23.893770217895508,70.5309829711914,34.150001525878906,40.673500061035156,-1.759725161407026
2020-05-01,21.997468948364258,68.56838989257812,37.189998626708984,39.9875,-1.7666506650674858
2020-05-04,21.95067024230957,70.10165405273438,35.970001220703125,39.44600009918213,-1.9391553805351471
2020-05-05,22.726604461669922,71.21329498291016,33.61000061035156,38.86450004577637,-1.9699430112115774
2020-05-06,22.890399932861328,69.03604125976562,34.119998931884766,38.235499954223634,-1.7136522126929261
2020-05-07,23.17774200439453,71.02164459228516,31.440000534057617,37.64000005722046,-1.8965421922430235
