Date,WFC,NEE,VIX,AvgVIX,zscore
2020-05-05,22.550886154174805,49.51919937133789,33.61000061035156,38.86450004577637,-0.49095494271806517
2020-05-06,21.942564010620117,47.918052673339844,34.119998931884766,38.235499954223634,-0.6213082726792618
2020-05-07,22.056209564208984,48.30973434448242,31.440000534057617,37.64000005722046,-0.5958210311110858
2020-05-08,22.23105239868164,49.43956756591797,27.979999542236328,36.95550012588501,-0.5501445340894191
2020-05-11,21.66282081604004,48.933841705322266,27.56999969482422,36.275500202178954,-0.659769678469232
2020-05-12,21.01590919494629,49.05219650268555,33.040000915527344,36.03950033187866,-0.7760634084763088
2020-05-13,19.695859909057617,49.523502349853516,35.279998779296875,35.76150026321411,-1.0105478400049897
2020-05-14,21.03339385986328,49.97758865356445,32.61000061035156,35.38650026321411,-0.7615345110932145
2020-05-15,20.421445846557617,49.034976959228516,31.889999389648438,35.07350015640259,-0.8844733015322931
2020-05-18,22.21356964111328,50.67055130004883,29.299999237060547,34.34700002670288,-0.538233139543601
2020-05-19,20.937225341796875,49.605281829833984,30.530000686645508,33.60300006866455,-0.7836031825848141
2020-05-20,21.435529708862305,50.09809875488281,27.989999771118164,32.90350008010864,-0.686863827962031
2020-05-21,21.383075714111328,49.26094055175781,29.530000686645508,32.31100006103516,-0.7066756598083789
2020-05-22,21.129552841186523,50.326229095458984,28.15999984741211,31.92250003814697,-0.7397577557047494
2020-05-26,22.956647872924805,50.42522430419922,28.010000228881836,31.658500003814698,-0.40599288885719004
2020-05-27,24.43404769897461,51.8929328918457,27.6200008392334,31.361000061035156,-0.11909414354354793
2020-05-28,23.795883178710938,54.094505310058594,28.59000015258789,31.229000091552734,-0.20825287633053108
2020-05-29,23.14022445678711,54.99837112426758,27.510000228881836,30.89700002670288,-0.3165072968561493
2020-06-01,23.68223762512207,55.320796966552734,28.229999542236328,30.449000072479247,-0.21390168169619955
2020-06-02,23.953243255615234,55.526371002197266,26.84000015258789,29.992500019073486,-0.162055123314754
2020-06-03,25.20335578918457,56.17122268676758,25.65999984741211,29.594999980926513,0.07338559127385642
2020-06-04,26.41849708557129,54.50716018676758,25.809999465942383,29.179500007629393,0.2741509017142809
2020-06-05,27.686100006103516,55.04598617553711,24.520000457763672,28.8335000038147,0.511475044368009
2020-06-08,29.128538131713867,56.36598205566406,25.809999465942383,28.725,0.7901992340662709
2020-06-09,28.525341033935547,55.97431182861328,27.56999969482422,28.725,0.6756084566536225
2020-06-10,25.972652435302734,55.56748580932617,27.56999969482422,28.451499938964844,0.20600331033406158
2020-06-11,23.419981002807617,53.73680877685547,40.790000915527344,28.727000045776368,-0.28105695824979654
2020-06-12,24.451536178588867,53.42953109741211,36.09000015258789,28.901000022888184,-0.09707037866146381
2020-06-15,24.661346435546875,53.78874206542969,34.400001525878906,29.026500129699706,-0.054478253564432436
2020-06-16,24.932355880737305,53.702186584472656,33.66999816894531,29.245000076293945,-0.006212884868851632
2020-06-17,23.996952056884766,53.88179016113281,33.470001220703125,29.392000102996825,-0.1742643272929122
2020-06-18,24.08437156677246,53.86663818359375,32.939998626708984,29.639500045776366,-0.15853881369380768
2020-06-19,24.128080368041992,52.412479400634766,35.119998931884766,29.91899995803833,-0.16841319806354058
2020-06-22,23.909530639648438,53.45766067504883,31.770000457763672,30.09949998855591,-0.19537634438665447
2020-06-23,23.80461883544922,52.628875732421875,31.3700008392334,30.267500019073488,-0.22463339799575574
2020-06-24,22.83425521850586,52.295623779296875,33.84000015258789,30.57849998474121,-0.4053361700141498
2020-06-25,23.927017211914062,51.75248718261719,32.220001220703125,30.760000038146973,-0.21310122159144704
2020-06-26,22.152376174926758,51.11627960205078,34.72999954223633,31.121000003814697,-0.5439058093989069
2020-06-29,22.467092514038086,51.55341339111328,31.780000686645508,31.298500061035156,-0.4812642085427713
2020-06-30,22.379669189453125,51.97105026245117,30.43000030517578,31.47800006866455,-0.4920554334445895
2020-07-01,21.93382453918457,53.28886795043945,28.6200008392334,31.626000118255615,-0.5570458405712588
2020-07-02,22.152376174926758,53.31916046142578,27.68000030517578,31.719500160217287,-0.5168956537653356
2020-07-06,22.283504486083984,53.440345764160156,27.940000534057617,31.890500164031984,-0.49154299497313575
2020-07-07,21.383075714111328,53.38840866088867,29.43000030517578,32.07150020599365,-0.6560675865093734
2020-07-08,21.46175193786621,54.80579376220703,28.079999923706055,32.097000217437746,-0.6243686965203264
2020-07-09,21.01590919494629,54.52880859375,29.260000228881836,32.18150024414062,-0.7089130928817016
2020-07-10,22.26601791381836,56.1755485534668,27.290000915527344,31.506500244140625,-0.46118863238454183
2020-07-13,22.21356964111328,55.4484748840332,32.189998626708984,31.31150016784668,-0.479649644635327
2020-07-14,21.199493408203125,56.81390380859375,29.520000457763672,31.067500114440918,-0.6474805708867805
2020-07-15,22.161117553710938,56.045711517333984,27.760000228881836,30.772000217437743,-0.4818736017880174
2020-07-16,22.25728416442871,58.07548522949219,28.0,30.49850015640259,-0.43948259934714784
2020-07-17,21.811431884765625,59.59022521972656,25.68000030517578,30.13550024032593,-0.502059874135228
2020-07-20,21.47923469543457,59.36302185058594,24.459999084472656,29.602500247955323,-0.565309161566842
2020-07-21,22.90419578552246,59.79580307006836,24.84000015258789,29.256000232696532,-0.3006443754340215
2020-07-22,22.956647872924805,60.68085861206055,24.31999969482422,28.903500175476076,-0.28024560770149437
2020-07-23,23.035322189331055,60.799869537353516,26.079999923706055,28.515500164031984,-0.2644668039775303
2020-07-24,22.956647872924805,60.64406204223633,25.84000015258789,28.19650011062622,-0.28069678102460177
2020-07-27,22.283504486083984,60.07712173461914,24.739999771118164,27.697000122070314,-0.4101675764595335
2020-07-28,22.3184757232666,60.59861755371094,25.440000534057617,27.380000114440918,-0.3974082228450912
2020-07-29,22.537025451660156,60.901573181152344,24.100000381469727,27.063500118255615,-0.3539151823247905
2020-07-30,21.549175262451172,61.096309661865234,24.760000228881836,26.870500087738037,-0.5313268816298221
2020-07-31,21.208232879638672,60.741451263427734,24.459999084472656,26.70950002670288,-0.5977331038855853
2020-08-03,21.23446273803711,60.068458557128906,24.280000686645508,26.526500034332276,-0.6012107430322388
2020-08-04,21.173261642456055,61.682743072509766,23.760000228881836,26.243000030517578,-0.5925567977807601
2020-08-05,21.330615997314453,61.407920837402344,22.989999771118164,25.988500022888182,-0.5672862776565575
2020-08-06,21.277952194213867,61.198020935058594,22.649999618530273,25.657999992370605,-0.5794453025040299
2020-08-07,22.006532669067383,62.273502349853516,22.209999084472656,25.403999900817873,-0.43364898868720836
2020-08-10,21.681739807128906,61.37763595581055,22.1299991607666,24.90099992752075,-0.5037492780619937
2020-08-11,22.225982666015625,60.111732482910156,24.030000686645508,24.626499938964844,-0.42021279754668855
2020-08-12,22.111867904663086,61.58319091796875,22.280000686645508,24.352499961853027,-0.42294094343314265
2020-08-13,21.96263885498047,61.542083740234375,22.1299991607666,24.058999919891356,-0.4506062715031206
2020-08-14,22.208425521850586,60.69816589355469,22.049999237060547,23.877499866485596,-0.4162179590164383
2020-08-17,21.479846954345703,61.23697280883789,21.350000381469727,23.72199993133545,-0.5422206722873218
2020-08-18,21.102394104003906,61.24996566772461,21.510000228881836,23.555499935150145,-0.6107618645023913
2020-08-19,21.128726959228516,61.096309661865234,22.540000915527344,23.466499996185302,-0.6078530204983802
2020-08-20,20.84783172607422,61.046539306640625,22.719999313354492,23.298499965667723,-0.6595892398073082
2020-08-21,20.751272201538086,61.111473083496094,22.540000915527344,23.133500003814696,-0.676367945977601
2020-08-24,21.49740219116211,61.15906524658203,22.3700008392334,23.01500005722046,-0.5399806763269427
2020-08-25,21.602739334106445,60.87343978881836,22.030000686645508,22.844500064849854,-0.5243103128226162
2020-08-26,21.102394104003906,60.37356948852539,23.270000457763672,22.803000068664552,-0.6215076100546746
2020-08-27,21.585186004638672,60.65193557739258,24.469999313354492,22.788500022888183,-0.5302211354749418
2020-08-28,21.67296600341797,60.79766845703125,22.959999084472656,22.713500022888184,-0.5124573535037029
2020-08-31,21.198945999145508,60.71503448486328,26.40999984741211,22.819999980926514,-0.5997473203026048
2020-09-01,21.111167907714844,60.27134704589844,26.1200008392334,22.938000011444093,-0.6211640616415705
2020-09-02,21.567626953125,62.691951751708984,26.56999969482422,23.117000007629393,-0.5084038478739323
2020-09-03,21.52373695373535,61.02384567260742,33.599998474121094,23.664499950408935,-0.5368454307722955
2020-09-04,21.760746002197266,60.31267166137695,30.75,24.091499996185302,-0.5024271294413601
2020-09-08,21.04094696044922,60.44097137451172,31.459999084472656,24.557999992370604,-0.6318652209056448
2020-09-09,20.92683219909668,61.41096496582031,28.809999465942383,24.79699993133545,-0.6407419714326129
2020-09-10,21.023387908935547,60.223514556884766,29.709999084472656,25.168499851226805,-0.6377274587730595
2020-09-11,21.304292678833008,60.493194580078125,26.8700008392334,25.405499935150146,-0.5832931280018907
2020-09-14,21.77829360961914,61.313106536865234,25.850000381469727,25.595499992370605,-0.48696665541733974
2020-09-15,21.83974838256836,64.31002044677734,25.59000015258789,25.807499980926515,-0.4390351988465947
2020-09-16,22.568321228027344,60.971656799316406,26.040000915527344,26.03400001525879,-0.34735969712825404
2020-09-17,22.04163932800293,60.79112243652344,26.459999084472656,26.229999923706053,-0.4454350833990025
2020-09-18,22.05919647216797,60.225685119628906,25.829999923706055,26.385499954223633,-0.4491724827865633
2020-09-21,21.102394104003906,60.069114685058594,27.780000686645508,26.64749994277954,-0.6252406179429717
2020-09-22,20.760047912597656,60.4736213684082,26.860000610351562,26.87199993133545,-0.6825915549309999
2020-09-23,20.040250778198242,59.44055938720703,28.579999923706055,27.199499893188477,-0.8262690889096153
2020-09-24,20.47037696838379,60.360511779785156,28.510000228881836,27.461499881744384,-0.7367016691264973
2020-09-25,20.751272201538086,61.29136657714844,26.3799991607666,27.55699987411499,-0.674162220125321
2020-09-28,20.90927505493164,61.79593276977539,26.190000534057617,27.71849994659424,-0.6392173606354401
2020-09-29,20.417707443237305,61.574073791503906,26.270000457763672,27.711499977111817,-0.7314082596173885
2020-09-30,20.63715934753418,60.36487579345703,26.3700008392334,27.723999977111816,-0.7062919637315541
2020-10-01,20.681041717529297,61.49580001831055,26.700000762939453,27.73050003051758,-0.6844383106418233
2020-10-02,21.058504104614258,61.149993896484375,27.6299991607666,27.432000064849852,-0.6199761017504346
2020-10-05,21.46229362487793,62.61582946777344,27.959999084472656,27.292500019073486,-0.5285090101400833
2020-10-06,21.22528839111328,63.13126754760742,29.479999542236328,27.19350004196167,-0.5653265916916543
2020-10-07,21.77829360961914,64.61885833740234,28.059999465942383,27.15600004196167,-0.4464338820544628
2020-10-08,22.208425521850586,65.47138977050781,26.360000610351562,26.988500118255615,-0.35769208856742934
2020-10-09,22.208425521850586,65.87811279296875,25.0,26.895000076293947,-0.35270514063982145
2020-10-12,22.5419921875,66.47833251953125,25.06999969482422,26.85600004196167,-0.2846329328900994
2020-10-13,21.71685218811035,65.5649185180664,26.06999969482422,26.880000019073485,-0.4460169694305741
2020-10-14,20.4089298248291,65.3843994140625,26.399999618530273,26.897999954223632,-0.6862863830288317
2020-10-15,20.145587921142578,64.9102783203125,26.969999313354492,26.923499965667723,-0.7400307929360393
2020-10-16,20.066587448120117,66.463134765625,27.40999984741211,27.002499961853026,-0.735369714131901
2020-10-19,19.785688400268555,65.14734649658203,29.18000030517578,27.07249994277954,-0.8026296374293476
2020-10-20,20.022695541381836,65.46051788330078,29.350000381469727,27.196999931335448,-0.755651889791771
2020-10-21,19.926136016845703,64.74064636230469,28.649999618530273,27.20049991607666,-0.7820533193820836
2020-10-22,20.4089298248291,65.73889923095703,28.110000610351562,27.180499935150145,-0.6819397588409442
2020-10-23,20.43526268005371,65.91288757324219,27.549999237060547,27.238999938964845,-0.6750135732734154
2020-10-26,19.926136016845703,65.82154083251953,32.459999084472656,27.552499866485597,-0.7688001614821812
2020-10-27,19.153667449951172,65.92376708984375,33.349998474121094,27.906499767303465,-0.9081443703497489
2020-10-28,18.59187889099121,64.77544403076172,40.279998779296875,28.60199966430664,-1.0244758837531838
2020-10-29,18.556766510009766,64.38398742675781,37.59000015258789,29.146499633789062,-1.035666478857969
2020-10-30,18.828886032104492,63.68803024291992,38.02000045776367,29.665999698638917,-0.9946711136654173
2020-11-02,19.223892211914062,65.35829162597656,37.130001068115234,30.124499797821045,-0.9022961613619687
2020-11-03,19.390674591064453,66.13256072998047,35.54999923706055,30.427999782562257,-0.862446428275811
2020-11-04,19.206336975097656,63.783729553222656,29.56999969482422,30.50349979400635,-0.9247975626686308
2020-11-05,19.691347122192383,65.02772521972656,27.579999923706055,30.56449975967407,-0.821267481331321
2020-11-06,19.320974349975586,65.87158966064453,24.860000610351562,30.55749979019165,-0.878332467371354
2020-11-09,21.358015060424805,65.68888854980469,25.75,30.59149980545044,-0.5098091757428088
2020-11-10,21.331554412841797,66.1064453125,24.799999237060547,30.527999782562254,-0.509505516276647
2020-11-11,21.331554412841797,67.4548568725586,23.450000762939453,30.380499839782715,-0.49297225441625614
2020-11-12,20.996461868286133,66.697998046875,25.350000381469727,30.299499893188475,-0.5632427856655926
2020-11-13,21.22573471069336,67.15039825439453,23.100000381469727,30.083999919891358,-0.515965639443055
2020-11-16,21.957658767700195,67.63754272460938,22.450000762939453,29.74749994277954,-0.37677452595725597
2020-11-17,22.08112144470215,66.64579010009766,22.709999084472656,29.415499877929687,-0.3664631474352229
2020-11-18,22.098752975463867,65.93247985839844,23.84000015258789,29.174999904632568,-0.372000120108041
2020-11-19,23.068769454956055,65.35829162597656,23.110000610351562,28.924999904632568,-0.2024869159010036
2020-11-20,22.4691219329834,65.72366333007812,23.700000762939453,28.732499980926512,-0.307149323326016
2020-11-23,23.192224502563477,64.87115478515625,22.65999984741211,28.242500019073486,-0.18598968679013933
2020-11-24,25.229265213012695,65.22781372070312,21.639999389648438,27.657000064849854,0.18914685345484225
2020-11-25,25.211627960205078,66.39900207519531,21.25,26.70550012588501,0.20029695985272905
2020-11-27,25.09698486328125,65.66482543945312,20.84000015258789,25.86800012588501,0.17042872536587095
2020-11-30,24.11815071105957,64.31883239746094,20.56999969482422,24.995500087738037,-0.02423328538712964
2020-12-01,24.74424934387207,64.80828857421875,20.770000457763672,24.17750005722046,0.09572480075765483
2020-12-02,25.458541870117188,64.94811248779297,21.170000076293945,23.458500099182128,0.22744818772384962
2020-12-03,25.714269638061523,64.10906982421875,21.280000686645508,23.044000148773193,0.2637056641535321
2020-12-04,26.058185577392578,63.38363265991211,20.790000915527344,22.704500198364258,0.3174072913352663
2020-12-07,25.87299919128418,64.0391616821289,21.299999237060547,22.526500129699706,0.2917389958700697
2020-12-08,25.520265579223633,64.39750671386719,20.68000030517578,22.273000144958495,0.23193143468608515
2020-12-09,25.617265701293945,64.38875579833984,22.270000457763672,22.146500205993654,0.24947920859079495
2020-12-10,26.005273818969727,64.04788208007812,22.520000457763672,22.100000190734864,0.31592133213354207
2020-12-11,25.64372444152832,64.50239562988281,23.309999465942383,21.998000144958496,0.25568835614887503
2020-12-14,25.255714416503906,64.28387451171875,24.719999313354492,22.079000091552736,0.18238698451013396
2020-12-15,26.216915130615234,65.4725341796875,22.889999389648438,22.101000022888183,0.3719104090604679
2020-12-16,26.146366119384766,65.06175994873047,22.5,22.09050006866455,0.35403310497956175
2020-12-17,25.987638473510742,65.6036376953125,21.93000030517578,21.995000076293945,0.33178707545201197
2020-12-18,25.58199691772461,65.12293243408203,21.56999969482422,21.91800003051758,0.25206185934064
2020-12-21,26.058185577392578,65.02678680419922,25.15999984741211,21.99099998474121,0.33755447677122036
2020-12-22,25.537900924682617,65.29773712158203,24.229999542236328,22.069499969482422,0.24617924218967596
2020-12-23,26.763648986816406,64.96561431884766,23.309999465942383,22.15299997329712,0.46520639433606487
2020-12-24,26.313915252685547,65.5337142944336,21.530000686645508,22.167000007629394,0.3903156274353414
2020-12-28,26.393281936645508,65.97946166992188,21.700000762939453,22.210000038146973,0.4102266591086195
2020-12-29,26.26100730895996,65.83963775634766,23.079999923706055,22.335500049591065,0.38443682494254033
2020-12-30,26.23455238342285,66.34656524658203,22.770000457763672,22.435500049591063,0.38583732607097887
2020-12-31,26.613739013671875,67.43034362792969,22.75,22.514500045776366,0.4681419125245156
