Date,LRCX,XOM,VIX,AvgVIX,zscore
2022-01-31,56.300331115722656,65.4640884399414,24.829999923706055,23.18100004196167,2.2357583111529844
2022-02-01,56.25737762451172,69.66116333007812,21.959999084472656,23.448999977111818,1.8662215352085647
2022-02-02,58.38563919067383,69.48019409179688,22.09000015258789,23.707999992370606,1.9594134509547667
2022-02-03,56.18962860107422,68.67005920410156,24.350000381469727,23.939000034332274,1.9506545202870254
2022-02-04,55.26484298706055,70.1610107421875,23.219999313354492,24.119499969482423,1.7863362098425113
2022-02-07,54.52997970581055,71.00562286376953,22.860000610351562,24.324499988555907,1.6855857365917473
2022-02-08,54.99952697753906,69.16991424560547,21.440000534057617,24.426500034332275,1.863590379202171
2022-02-09,57.97240447998047,68.83880615234375,19.959999084472656,24.503999996185303,2.000632831700871
2022-02-10,56.77275085449219,68.17655181884766,23.90999984741211,24.818499946594237,2.015108920165122
2022-02-11,53.44389343261719,69.89315032958984,27.360000610351562,25.171000003814697,1.7436606615310644
2022-02-14,53.27783966064453,68.8213882446289,28.329999923706055,25.62799997329712,1.831593608063514
2022-02-15,56.67253875732422,67.95870208740234,25.700000762939453,25.773499965667725,2.0305677932232347
2022-02-16,56.44826126098633,68.27240753173828,24.290000915527344,25.795499992370605,1.9949152340424128
2022-02-17,55.41181564331055,68.1678466796875,28.110000610351562,25.92150001525879,1.9664256546208294
2022-02-18,54.39826583862305,67.40973663330078,27.75,25.866499996185304,1.996067497095207
2022-02-22,53.41813659667969,66.62549591064453,28.809999465942383,25.811999988555907,2.0292145918675994
2022-02-23,51.764198303222656,66.89562225341797,31.020000457763672,25.805000019073486,1.9454393342413079
2022-02-24,53.719703674316406,66.05039978027344,30.31999969482422,25.723000049591064,2.0905925721132874
2022-02-25,54.70462417602539,67.82799530029297,27.59000015258789,25.57800006866455,1.9705277388625626
2022-02-28,53.573692321777344,68.33340454101562,30.149999618530273,25.70250005722046,1.8851264354223018
2022-03-01,51.59049987792969,68.98693084716797,33.31999969482422,26.127000045776366,1.7557741034001006
2022-03-02,52.874141693115234,70.1720199584961,30.739999771118164,26.566000080108644,1.698510292299787
2022-03-03,51.871097564697266,70.61640930175781,30.479999542236328,26.985500049591064,1.6231053832033722
2022-03-04,50.17898178100586,73.27410888671875,31.979999542236328,27.367000007629393,1.328613904610181
2022-03-07,46.68312454223633,75.91436767578125,36.45000076293945,28.028500080108643,0.9701166970860571
2022-03-08,46.799556732177734,76.48948669433594,35.130001068115234,28.642000102996825,0.9239237622356326
2022-03-09,49.370635986328125,72.14131927490234,32.45000076293945,29.192500114440918,1.3985611860031086
2022-03-10,47.43898010253906,74.38076782226562,30.229999542236328,29.706000137329102,1.1320364853270957
2022-03-11,46.13340759277344,73.99736022949219,30.75,30.048000144958497,1.118216522471294
