Date,XOM,TXN,VIX,AvgVIX,zscore
2022-01-31,65.4640884399414,158.5897979736328,24.829999923706055,23.18100004196167,-2.5520027571466484
2022-02-01,69.66116333007812,160.18020629882812,21.959999084472656,23.448999977111818,-2.288931054732785
2022-02-02,69.48019409179688,165.96754455566406,22.09000015258789,23.707999992370606,-2.5702109309693837
2022-02-03,68.67005920410156,155.1439208984375,24.350000381469727,23.939000034332274,-2.1362104585920076
2022-02-04,70.1610107421875,151.45948791503906,23.219999313354492,24.119499969482423,-1.846875597234373
2022-02-07,71.00562286376953,150.16064453125,22.860000610351562,24.324499988555907,-1.7193102302779544
2022-02-08,69.16991424560547,152.5286102294922,21.440000534057617,24.426500034332275,-1.9755919552753232
2022-02-09,68.83880615234375,156.13352966308594,19.959999084472656,24.503999996185303,-2.1683033024596705
2022-02-10,68.17655181884766,150.78797912597656,23.90999984741211,24.818499946594237,-1.9749702890464491
2022-02-11,69.89315032958984,145.25689697265625,27.360000610351562,25.171000003814697,-1.5824264968913828
2022-02-14,68.8213882446289,143.55166625976562,28.329999923706055,25.62799997329712,-1.5897201769771003
2022-02-15,67.95870208740234,146.82081604003906,25.700000762939453,25.773499965667725,-1.8095582398459888
2022-02-16,68.27240753173828,148.64979553222656,24.290000915527344,25.795499992370605,-1.8687250669896334
2022-02-17,68.1678466796875,145.4778289794922,28.110000610351562,25.92150001525879,-1.7308889595230168
2022-02-18,67.40973663330078,147.324462890625,27.75,25.866499996185304,-1.8767726196645602
2022-02-22,66.62549591064453,147.28025817871094,28.809999465942383,25.811999988555907,-1.9375896499844252
2022-02-23,66.89562225341797,146.35255432128906,31.020000457763672,25.805000019073486,-1.8731759297762587
2022-02-24,66.05039978027344,149.84259033203125,30.31999969482422,25.723000049591064,-2.101796396053172
2022-02-25,67.82799530029297,150.92935180664062,27.59000015258789,25.57800006866455,-2.009422900869061
2022-02-28,68.33340454101562,150.196044921875,30.149999618530273,25.70250005722046,-1.935112920087272
2022-03-01,68.98693084716797,147.81040954589844,33.31999969482422,26.127000045776366,-1.7727653063649718
2022-03-02,70.1720199584961,150.29318237304688,30.739999771118164,26.566000080108644,-1.7922307047606205
2022-03-03,70.61640930175781,151.08840942382812,30.479999542236328,26.985500049591064,-1.7932712730140528
2022-03-04,73.27410888671875,150.1871337890625,31.979999542236328,27.367000007629393,-1.5387184526274345
2022-03-07,75.91436767578125,145.68984985351562,36.45000076293945,28.028500080108643,-1.1198002794975261
2022-03-08,76.48948669433594,147.85459899902344,35.130001068115234,28.642000102996825,-1.1734933225387405
2022-03-09,72.14131927490234,152.37841796875,32.45000076293945,29.192500114440918,-1.730518787367651
2022-03-10,74.38076782226562,152.63465881347656,30.229999542236328,29.706000137329102,-1.5628450129694937
2022-03-11,73.99736022949219,150.52294921875,30.75,30.048000144958497,-1.4962317674868235
2022-03-14,71.34834289550781,147.30674743652344,31.770000457763672,30.268500137329102,-1.5602876753865642
2022-03-15,67.2877426147461,152.2547149658203,29.829999923706055,30.3435001373291,-2.113817173771803
2022-03-16,67.03504180908203,155.7977752685547,26.670000076293945,30.392000102996825,-2.297392909412374
2022-03-17,68.8213882446289,157.6885986328125,25.670000076293945,30.461000061035158,-2.241382444059958
2022-03-18,68.5512466430664,159.1287841796875,23.8700008392334,30.249000072479248,-2.329420969107538
2022-03-21,71.6271743774414,159.44686889648438,23.530000686645508,30.038000106811523,-2.097556499432016
2022-03-22,71.31350708007812,161.11680603027344,22.940000534057617,29.744500160217285,-2.1996742182398363
2022-03-23,72.43756866455078,158.22755432128906,23.56999969482422,29.37200012207031,-1.976399591651319
2022-03-24,72.65542602539062,162.7602081298828,21.670000076293945,28.9395001411438,-2.167878139031129
2022-03-25,74.24134063720703,163.3698272705078,20.809999465942383,28.600500106811523,-2.068872771524873
2022-03-28,72.15874481201172,164.0590362548828,19.6299991607666,28.07450008392334,-2.2675571091302573
2022-03-29,71.77532958984375,168.76837158203125,18.899999618530273,27.353500080108642,-2.51537036897025
2022-03-30,73.00399017333984,165.6229248046875,19.329999923706055,26.78300008773804,-2.271902743047773
2022-03-31,71.96703338623047,162.11520385742188,20.559999465942383,26.28700008392334,-2.193318490935311
2022-04-01,72.42887878417969,160.8782501220703,19.6299991607666,25.669500064849853,-2.0992837035860084
2022-04-04,72.4637222290039,161.4348907470703,18.56999969482422,24.77550001144409,-2.1221502501555203
2022-04-05,72.08904266357422,156.54879760742188,21.030000686645508,24.070499992370607,-1.9269482705815775
2022-04-06,72.89070892333984,156.6106414794922,22.100000381469727,23.55299997329712,-1.8655477344866462
2022-04-07,74.11064147949219,156.91989135742188,21.549999237060547,23.11899995803833,-1.782028855713377
2022-04-08,75.67037963867188,153.8362579345703,21.15999984741211,22.639499950408936,-1.514875659622675
2022-04-11,73.06497955322266,151.91896057128906,24.3700008392334,22.26949996948242,-1.635310637235568
2022-04-12,74.58988189697266,152.8555145263672,24.260000228881836,21.99099998474121,-1.5562657644662938
2022-04-13,75.64425659179688,154.71983337402344,21.81999969482422,21.748499965667726,-1.5576990320808035
2022-04-14,76.5330581665039,153.43865966796875,22.700000762939453,21.6,-1.4274065127563298
2022-04-18,77.16044616699219,156.00096130371094,22.170000076293945,21.51499996185303,-1.4952360972931915
2022-04-19,76.47208404541016,158.20986938476562,21.3700008392334,21.40699996948242,-1.6522292053233099
2022-04-20,76.64633178710938,158.5279541015625,20.31999969482422,21.27599992752075,-1.6529263073541254
2022-04-21,75.8359603881836,156.59295654296875,22.68000030517578,21.23149995803833,-1.6286788179799163
2022-04-22,74.18031311035156,153.12942504882812,28.209999084472656,21.558499908447267,-1.6017178624723825
2022-04-25,71.67948913574219,153.65957641601562,27.020000457763672,21.86899995803833,-1.826590031656001
2022-04-26,71.70563507080078,148.82650756835938,33.52000045776367,22.563500022888185,-1.601707235453571
2022-04-27,73.75337219238281,149.66586303710938,31.600000381469727,23.198500061035155,-1.476278106793905
2022-04-28,75.98409271240234,155.3736572265625,29.989999771118164,23.73150005340576,-1.5606010658371992
2022-04-29,74.28490447998047,150.4257049560547,33.400001525878906,24.37350015640259,-1.468703282070685
2022-05-02,75.29571533203125,153.7390594482422,32.34000015258789,25.00900020599365,-1.540423456273158
2022-05-03,76.84674835205078,152.44908142089844,29.25,25.54300022125244,-1.3566490827098652
2022-05-04,79.90528869628906,155.7093963623047,25.420000076293945,25.762500190734862,-1.2618045054853844
2022-05-05,78.6940689086914,150.45225524902344,31.200000762939453,26.21750020980835,-1.1165449044051308
2022-05-06,79.89657592773438,148.95777893066406,30.190000534057617,26.6495002746582,-0.9512772759741482
2022-05-09,73.59651184082031,146.72496032714844,34.75,27.3290002822876,-1.3532848793489836
2022-05-10,74.08448791503906,149.66053771972656,32.9900016784668,27.76000032424927,-1.449494625434504
2022-05-11,75.62682342529297,146.50257873535156,32.560001373291016,28.175000381469726,-1.180310059346468
2022-05-12,75.97014617919922,147.5789337158203,31.770000457763672,28.6725004196167,-1.2024098303026367
2022-05-13,78.22370910644531,150.994873046875,28.8700008392334,28.981000423431396,-1.1792556820702536
2022-05-16,80.06353759765625,149.89178466796875,27.469999313354492,29.246000385284425,-0.9809501032664736
2022-05-17,81.084716796875,155.65618896484375,26.100000381469727,29.48250036239624,-1.1648239556819053
2022-05-18,79.79946899414062,151.49302673339844,30.959999084472656,30.01450033187866,-1.0759260267135682
2022-05-19,80.23082733154297,149.10899353027344,29.350000381469727,30.34800033569336,-0.9314584115276032
2022-05-20,80.8646240234375,151.05714416503906,29.43000030517578,30.409000396728516,-0.9704641819972833
2022-05-23,82.65164184570312,151.1638946533203,28.479999542236328,30.48200035095215,-0.8321604970505782
2022-05-24,83.10059356689453,149.3224639892578,29.450000762939453,30.278500366210938,-0.7112948669952126
2022-05-25,84.77317810058594,151.23504638671875,28.3700008392334,30.117000389099122,-0.6654051152945608
2022-05-26,85.07247161865234,154.9000701904297,27.5,29.992500400543214,-0.8103621262221797
2022-05-27,85.90874481201172,158.31597900390625,25.719999313354492,29.608500289916993,-0.9007983969762281
2022-05-31,84.50907897949219,157.23959350585938,26.190000534057617,29.301000308990478,-0.9633601756396353
2022-06-01,86.12882995605469,155.1580810546875,25.690000534057617,29.12300033569336,-0.7375913294470363
2022-06-02,85.97917938232422,157.2040557861328,24.719999313354492,29.088000297546387,-0.8438975594407292
2022-06-03,87.22921752929688,153.29884338378906,24.790000915527344,28.76750030517578,-0.5636940901306301
2022-06-06,87.00914764404297,149.23353576660156,25.06999969482422,28.51150026321411,-0.39393586649538165
2022-06-07,90.99690246582031,151.0927276611328,24.020000457763672,27.975000286102294,-0.16003055061849372
2022-06-08,92.07087707519531,147.1074676513672,23.959999084472656,27.523500156402587,0.10975182620232593
2022-06-09,90.08140563964844,143.7360076904297,26.09000015258789,27.200000095367432,0.10571353501469842
2022-06-10,88.43521881103516,140.35569763183594,27.75,26.999000072479248,0.1295965072025514
2022-06-13,84.37702178955078,136.5750274658203,34.02000045776367,27.256500053405762,-0.021381245328877557
2022-06-14,84.59709930419922,137.06427001953125,32.689998626708984,27.517500019073488,-0.026294985777597948
2022-06-15,83.53195190429688,138.7010955810547,29.6200008392334,27.69350004196167,-0.18711541668035803
2022-06-16,80.45088958740234,134.65353393554688,32.95000076293945,27.79300012588501,-0.24747579616273918
2022-06-17,75.81169128417969,133.61277770996094,31.1299991607666,27.882000064849855,-0.5713194645495302
2022-06-21,80.53012084960938,136.5127410888672,30.190000534057617,27.920000076293945,-0.32682846370613744
2022-06-22,77.34342193603516,135.74769592285156,28.950000762939453,27.943500137329103,-0.5469676490385531
2022-06-23,75.01061248779297,134.44894409179688,29.049999237060547,27.923500061035156,-0.6740679936517294
2022-06-24,76.49832916259766,138.72776794433594,27.229999542236328,27.866499996185304,-0.7520701953732944
