Date,JPM,V,VIX,AvgVIX,zscore
2015-01-30,40.26880645751953,58.75771713256836,20.969999313354492,19.119499969482423,-0.7221481542312416
2015-02-02,41.07594299316406,58.8568229675293,19.43000030517578,19.201499938964844,-0.5954371990350252
2015-02-03,42.001583099365234,59.882568359375,17.329999923706055,19.071999931335448,-0.5572817395928442
2015-02-04,41.74981689453125,61.05813217163086,18.329999923706055,18.932499885559082,-0.7385522558037573
2015-02-05,42.03860855102539,62.65093994140625,16.850000381469727,18.80949993133545,-0.8761844835149365
2015-02-06,42.86797332763672,61.641334533691406,17.290000915527344,18.823499965667725,-0.6154034294386229
2015-02-09,42.81614685058594,61.189537048339844,18.549999237060547,18.873499965667726,-0.5712066052488469
2015-02-10,43.29005813598633,60.979774475097656,17.229999542236328,18.754999923706055,-0.46532697147121255
2015-02-11,43.22343063354492,61.42313766479492,16.959999084472656,18.57499990463257,-0.5288375646139791
2015-02-12,44.11202621459961,62.55928421020508,15.34000015258789,18.267999935150147,-0.5100028334226903
2015-02-13,44.186092376708984,62.263710021972656,14.6899995803833,17.88299994468689,-0.46258052874557337
2015-02-17,44.504493713378906,62.550048828125,15.800000190734863,17.62549991607666,-0.4416432869674925
2015-02-18,43.96393585205078,62.14592361450195,15.449999809265137,17.403499937057497,-0.48682286567227256
2015-02-19,43.860260009765625,62.14131546020508,15.289999961853027,17.22549991607666,-0.5040529763261147
2015-02-20,44.2823486328125,63.04191589355469,14.300000190734863,17.12049994468689,-0.5375104074017835
2015-02-23,43.94911193847656,63.044227600097656,14.5600004196167,17.015499973297118,-0.5949035064892808
2015-02-24,45.03767013549805,62.919517517089844,13.6899995803833,16.9239999294281,-0.39365727862977806
2015-02-25,45.274635314941406,63.044227600097656,13.84000015258789,16.754999971389772,-0.36768997422519595
2015-02-26,45.60044860839844,63.21510314941406,13.90999984741211,16.428499937057495,-0.33191671271939127
2015-02-27,45.37830352783203,62.651641845703125,13.34000015258789,16.157499933242796,-0.3037957980721833
2015-03-02,45.74113845825195,64.26350402832031,13.039999961853027,15.760999965667725,-0.4309746149608023
2015-03-03,45.889259338378906,63.573020935058594,13.859999656677246,15.482499933242797,-0.3244613662572483
2015-03-04,46.00773239135742,63.21510314941406,14.229999542236328,15.327499914169312,-0.2621024879361257
2015-03-05,45.911460876464844,63.30286407470703,14.039999961853027,15.11299991607666,-0.28891561649798264
2015-03-06,45.08950424194336,62.19673156738281,15.199999809265137,15.03049988746643,-0.2998537641997711
2015-03-09,45.54121398925781,62.67707061767578,15.0600004196167,14.918999862670898,-0.2788581975738358
2015-03-10,44.40083312988281,61.2407112121582,16.690000534057617,14.825999927520751,-0.30558120223982993
2015-03-11,44.60817337036133,61.13680648803711,16.8700008392334,14.807999992370606,-0.2578326199192517
2015-03-12,45.444942474365234,62.25216293334961,15.420000076293945,14.73100004196167,-0.24543910324339666
2015-03-13,45.170963287353516,61.20145797729492,16.0,14.764000034332275,-0.16895818583495645
2015-03-16,45.800384521484375,62.12281799316406,15.609999656677246,14.810000038146972,-0.16931485703230018
2015-03-17,45.622676849365234,61.079063415527344,15.65999984741211,14.803000020980836,-0.07714821821840281
2015-03-18,45.72633361816406,61.811092376708984,13.970000267028809,14.729000043869018,-0.14538432786258917
2015-03-19,45.319061279296875,61.7117919921875,14.069999694824219,14.668000030517579,-0.2035300235546687
2015-03-20,45.72633361816406,62.2660026550293,13.020000457763672,14.604000043869018,-0.19883066096291524
2015-03-23,45.274635314941406,61.961204528808594,13.40999984741211,14.54650001525879,-0.2404481540641309
2015-03-24,44.771080017089844,61.97966003417969,13.619999885559082,14.543000030517579,-0.3289329774746045
2015-03-25,44.14165115356445,60.714202880859375,15.4399995803833,14.623000001907348,-0.28815045489964136
2015-03-26,44.089820861816406,60.58488082885742,15.800000190734863,14.717500019073487,-0.28184116087052263
2015-03-27,44.097225189208984,60.538700103759766,15.069999694824219,14.803999996185302,-0.27514628978544775
2015-03-30,45.14133071899414,60.6495361328125,14.510000228881836,14.877500009536742,-0.10919363624983128
2015-03-31,44.859947204589844,60.41862487792969,15.289999961853027,14.949000024795533,-0.13029754950852734
2015-04-01,44.68849182128906,60.206180572509766,15.109999656677246,14.993000030517578,-0.1347278580918332
2015-04-02,45.11338806152344,60.307777404785156,14.670000076293945,15.024500036239624,-0.07383097962206145
2015-04-06,45.07612228393555,60.22465896606445,14.739999771118164,15.001500034332276,-0.0704534743054277
2015-04-07,45.35938262939453,60.77886962890625,14.779999732971191,14.9875,-0.08701152864474077
2015-04-08,45.508460998535156,61.42544174194336,13.979999542236328,14.851999950408935,-0.13742160784588478
2015-04-09,45.82155227661133,61.37003707885742,13.09000015258789,14.66299991607666,-0.07724395327563699
2015-04-10,45.99299621582031,61.277645111083984,12.579999923706055,14.520999908447266,-0.03700111332906143
2015-04-13,46.268802642822266,60.603389739990234,13.9399995803833,14.417999887466431,0.08949269483092448
2015-04-14,46.991878509521484,60.529483795166016,13.670000076293945,14.320999908447266,0.22212120248369993
2015-04-15,47.86400604248047,60.66800308227539,12.84000015258789,14.179999923706054,0.35534194433248684
2015-04-16,47.56586837768555,60.640316009521484,12.600000381469727,14.111499929428101,0.30748980305321816
