Date,META,AMAT,VIX,AvgVIX,zscore
2022-01-31,310.82086181640625,133.10205078125,24.829999923706055,23.18100004196167,-0.2284736800440236
2022-02-01,316.51617431640625,133.5162811279297,21.959999084472656,23.448999977111818,-0.19542767114724444
2022-02-02,320.4850158691406,135.58724975585938,22.09000015258789,23.707999992370606,-0.19937529270597437
2022-02-03,235.90870666503906,131.4934539794922,24.350000381469727,23.939000034332274,-0.7212565123047652
2022-02-04,235.24391174316406,130.58799743652344,23.219999313354492,24.119499969482423,-0.7121411622507885
2022-02-07,223.15879821777344,131.12744140625,22.860000610351562,24.324499988555907,-0.8037312443409266
2022-02-08,218.46559143066406,133.65115356445312,21.440000534057617,24.426500034332275,-0.8743267670379374
2022-02-09,230.1935577392578,138.90084838867188,19.959999084472656,24.503999996185303,-0.8728235755009384
2022-02-10,226.294189453125,134.63365173339844,23.90999984741211,24.818499946594237,-0.8351553830972738
2022-02-11,217.8404998779297,127.62120056152344,27.360000610351562,25.171000003814697,-0.787375575620214
2022-02-14,216.0049285888672,127.01433563232422,28.329999923706055,25.62799997329712,-0.790861598983925
2022-02-15,219.2792205810547,134.70108032226562,25.700000762939453,25.773499965667725,-0.8846013197494405
2022-02-16,214.8539276123047,135.77993774414062,24.290000915527344,25.795499992370605,-0.9314788096679287
2022-02-17,206.0926971435547,131.45492553710938,28.110000610351562,25.92150001525879,-0.9264977072794598
2022-02-18,204.55477905273438,128.4495849609375,27.75,25.866499996185304,-0.8916268830894577
2022-02-22,200.5065155029297,125.69934844970703,28.809999465942383,25.811999988555907,-0.8779464713572902
2022-02-23,196.90478515625,123.3833999633789,31.020000457763672,25.805000019073486,-0.8677567365118494
2022-02-24,205.9835662841797,128.7487335205078,30.31999969482422,25.723000049591064,-0.8862915125621357
2022-02-25,208.84112548828125,130.9682159423828,27.59000015258789,25.57800006866455,-0.9001583102047632
2022-02-28,209.38685607910156,129.5014190673828,30.149999618530273,25.70250005722046,-0.8741903619736443
2022-03-01,201.9055633544922,125.0721206665039,33.31999969482422,26.127000045776366,-0.8587952366417754
2022-03-02,206.4895782470703,128.51712036132812,30.739999771118164,26.566000080108644,-0.8792928582599335
2022-03-03,201.38958740234375,126.06607055664062,30.479999542236328,26.985500049591064,-0.877401013539686
2022-03-04,198.50222778320312,121.3376235961914,31.979999542236328,27.367000007629393,-0.8257655257923837
2022-03-07,186.01028442382812,115.04588317871094,36.45000076293945,28.028500080108643,-0.8167706940847105
2022-03-08,188.8083038330078,119.80327606201172,35.130001068115234,28.642000102996825,-0.8694610212852367
2022-03-09,196.95440673828125,124.11678314208984,32.45000076293945,29.192500114440918,-0.8785143048694379
2022-03-10,193.69004821777344,120.5945816040039,30.229999542236328,29.706000137329102,-0.8477384116283756
2022-03-11,186.14920043945312,119.31112670898438,30.75,30.048000144958497,-0.8803682854875035
2022-03-14,185.1768341064453,115.92401885986328,31.770000457763672,30.268500137329102,-0.8358151389142277
2022-03-15,190.53475952148438,120.05418395996094,29.829999923706055,30.3435001373291,-0.8613406551566806
2022-03-16,202.0444793701172,125.91165924072266,26.670000076293945,30.392000102996825,-0.8705431061523737
2022-03-17,206.22166442871094,127.36878204345703,25.670000076293945,30.461000061035158,-0.8637616444168639
2022-03-18,214.8043212890625,130.4085235595703,23.8700008392334,30.249000072479248,-0.8505222657102133
2022-03-21,209.84329223632812,129.5014190673828,23.530000686645508,30.038000106811523,-0.8710395153932448
2022-03-22,214.96307373046875,130.73663330078125,22.940000534057617,29.744500160217285,-0.8543924756210682
2022-03-23,211.7979278564453,126.8187484741211,23.56999969482422,29.37200012207031,-0.8169428424296162
2022-03-24,217.8603515625,133.73770141601562,21.670000076293945,28.9395001411438,-0.8798147718455391
2022-03-25,220.0928497314453,132.26126098632812,20.809999465942383,28.600500106811523,-0.8420568565922514
2022-03-28,221.8490447998047,132.8402557373047,19.6299991607666,28.07450008392334,-0.8386969502745998
2022-03-29,228.0702362060547,136.48793029785156,18.899999618530273,27.353500080108642,-0.8509604826072131
2022-03-30,226.07586669921875,131.04541015625,19.329999923706055,26.78300008773804,-0.7823527042535938
2022-03-31,220.62864685058594,127.18546295166016,20.559999465942383,26.28700008392334,-0.7615334809072828
2022-04-01,223.0992431640625,122.94914245605469,19.6299991607666,25.669500064849853,-0.6803598026398743
2022-04-04,232.06884765625,124.90807342529297,18.56999969482422,24.77550001144409,-0.6480906701222189
2022-04-05,230.0347900390625,117.4487075805664,21.030000686645508,24.070499992370607,-0.5492309174316087
2022-04-06,221.56130981445312,115.15203857421875,22.100000381469727,23.55299997329712,-0.5729633998851883
2022-04-07,221.21401977539062,118.11455535888672,21.549999237060547,23.11899995803833,-0.6201999367222756
2022-04-08,220.59884643554688,115.75999450683594,21.15999984741211,22.639499950408936,-0.5888091382521412
2022-04-11,214.7745819091797,112.17024230957031,24.3700008392334,22.26949996948242,-0.5746822440482888
2022-04-12,212.4726104736328,110.54903411865234,24.260000228881836,21.99099998474121,-0.5660353149549269
2022-04-13,213.3159942626953,112.76852416992188,21.81999969482422,21.748499965667726,-0.5938063800950202
2022-04-14,208.54342651367188,109.39105224609375,22.700000762939453,21.6,-0.5756324327263243
2022-04-18,209.12887573242188,110.84819030761719,22.170000076293945,21.51499996185303,-0.5936454878648101
2022-04-19,215.61795043945312,112.96150970458984,21.3700008392334,21.40699996948242,-0.5808365652963905
2022-04-20,198.8594512939453,113.762451171875,20.31999969482422,21.27599992752075,-0.7086456150511398
2022-04-21,186.60562133789062,111.63949584960938,22.68000030517578,21.23149995803833,-0.7611036548017317
2022-04-22,182.67645263671875,108.85069274902344,28.209999084472656,21.558499908447267,-0.746017389428358
2022-04-25,185.53404235839844,110.46219635009766,27.020000457763672,21.86899995803833,-0.7506819192564689
2022-04-26,179.54104614257812,105.10651397705078,33.52000045776367,22.563500022888185,-0.7109915870730158
2022-04-27,173.58775329589844,105.0003662109375,31.600000381469727,23.198500061035155,-0.7504814533248025
2022-04-28,204.12808227539062,110.6165771484375,29.989999771118164,23.73150005340576,-0.6246611292128847
2022-04-29,198.90908813476562,106.48644256591797,33.400001525878906,24.37350015640259,-0.5981770116484288
2022-05-02,209.486083984375,109.01470947265625,32.34000015258789,25.00900020599365,-0.563428996057761
2022-05-03,210.37905883789062,109.815673828125,29.25,25.54300022125244,-0.5693876457337742
2022-05-04,221.67042541503906,114.6502456665039,25.420000076293945,25.762500190734862,-0.5646152773300794
2022-05-05,206.65826416015625,109.49720001220703,31.200000762939453,26.21750020980835,-0.5902525868401933
2022-05-06,202.18336486816406,108.56116485595703,30.190000534057617,26.6495002746582,-0.6069761308214807
2022-05-09,194.68223571777344,102.04749298095703,34.75,27.3290002822876,-0.5601699261470625
2022-05-10,196.1110382080078,103.42742919921875,32.9900016784668,27.76000032424927,-0.571192700703569
2022-05-11,187.27041625976562,100.28157806396484,32.560001373291016,28.175000381469726,-0.5846068296814713
2022-05-12,189.75094604492188,103.02212524414062,31.770000457763672,28.6725004196167,-0.6089628876512397
2022-05-13,197.07345581054688,107.94358825683594,28.8700008392334,28.981000423431396,-0.6329032677166514
2022-05-16,198.48239135742188,106.61189270019531,27.469999313354492,29.246000385284425,-0.6030213120812179
2022-05-17,201.04232788085938,112.74922943115234,26.100000381469727,29.48250036239624,-0.678241286618707
2022-05-18,190.74314880371094,107.44178771972656,30.959999084472656,30.01450033187866,-0.6690073202890255
2022-05-19,189.800537109375,106.86279296875,29.350000381469727,30.34800033569336,-0.666750939747441
2022-05-20,192.03302001953125,102.7326431274414,29.43000030517578,30.409000396728516,-0.5888279385050834
2022-05-23,194.70205688476562,106.08116149902344,28.479999542236328,30.48200035095215,-0.621084645777692
2022-05-24,179.86849975585938,102.85807800292969,29.450000762939453,30.278500366210938,-0.6746999467434309
2022-05-25,182.39862060546875,104.98626708984375,28.3700008392334,30.117000389099122,-0.6894453306501906
2022-05-26,190.13790893554688,111.31270599365234,27.5,29.992500400543214,-0.7317736244404689
2022-05-27,193.6106414794922,115.5787124633789,25.719999313354492,29.608500289916993,-0.7723689326927246
2022-05-31,192.13223266601562,113.46023559570312,26.190000534057617,29.301000308990478,-0.7505104236005162
2022-06-01,187.1711883544922,110.72264099121094,25.690000534057617,29.12300033569336,-0.7433224144755675
2022-06-02,197.31158447265625,113.4989242553711,24.719999313354492,29.088000297546387,-0.7153421606819151
2022-06-03,189.29452514648438,111.20630645751953,24.790000915527344,28.76750030517578,-0.7359852189130279
2022-06-06,192.73748779296875,111.2449951171875,25.06999969482422,28.51150026321411,-0.7128035082447244
2022-06-07,194.1265869140625,111.89311981201172,24.020000457763672,27.975000286102294,-0.7130240353191848
2022-06-08,195.10891723632812,108.78792572021484,23.959999084472656,27.523500156402587,-0.6592442301901545
2022-06-09,182.56732177734375,103.7383804321289,26.09000015258789,27.200000095367432,-0.669393385819216
2022-06-10,174.2029571533203,98.55339813232422,27.75,26.999000072479248,-0.6486565911296119
2022-06-13,162.9810028076172,93.1749496459961,34.02000045776367,27.256500053405762,-0.6447179572172964
2022-06-14,162.45513916015625,93.46514892578125,32.689998626708984,27.517500019073488,-0.6527403802681528
2022-06-15,168.03140258789062,94.23900604248047,29.6200008392334,27.69350004196167,-0.6259593120516631
2022-06-16,159.6173858642578,86.66468811035156,32.95000076293945,27.79300012588501,-0.5694015084561167
2022-06-17,162.46505737304688,86.89685821533203,31.1299991607666,27.882000064849855,-0.5532576173324648
2022-06-21,155.82716369628906,92.06248474121094,30.190000534057617,27.920000076293945,-0.6772642699987932
2022-06-22,154.63650512695312,90.87265014648438,28.950000762939453,27.943500137329103,-0.6674748337433487
2022-06-23,157.51393127441406,90.23420715332031,29.049999237060547,27.923500061035156,-0.6379483863974394
2022-06-24,168.83505249023438,94.18099212646484,27.229999542236328,27.866499996185304,-0.6195335283975184
2022-06-27,168.17027282714844,94.4228286743164,26.950000762939453,27.839000034332276,-0.6277829157067512
2022-06-28,159.42886352539062,91.91739654541016,28.360000610351562,27.971000099182127,-0.6502052202911232
2022-06-29,162.66351318359375,88.93795776367188,28.15999984741211,28.069500064849855,-0.582780688478936
2022-06-30,159.9944305419922,88.0093002319336,28.709999084472656,28.220499992370605,-0.5871500758933065
2022-07-01,158.78392028808594,83.45307922363281,26.700000762939453,28.319500064849855,-0.5265457720580269
2022-07-05,166.8804168701172,83.19190216064453,27.540000915527344,28.457000064849854,-0.46670141097825396
2022-07-06,168.4481201171875,83.73362731933594,26.729999542236328,28.54000005722046,-0.464078598168458
2022-07-07,170.84925842285156,87.78682708740234,26.079999923706055,28.643000030517577,-0.5088503469645426
2022-07-08,169.54946899414062,88.21245574951172,24.639999389648438,28.677000045776367,-0.5242650846359364
2022-07-11,161.6117706298828,85.72635650634766,26.170000076293945,28.68100004196167,-0.5414318659485622
2022-07-12,161.99871826171875,85.83277893066406,27.290000915527344,28.65800008773804,-0.5403714644802687
2022-07-13,162.217041015625,86.17134094238281,26.81999969482422,28.298000049591064,-0.5439886519089701
2022-07-14,156.8193359375,88.67676544189453,26.399999618530273,27.98350009918213,-0.6191706382678034
2022-07-15,163.41758728027344,91.38533782958984,24.229999542236328,27.714000034332276,-0.6146174986463792
2022-07-18,165.92787170410156,90.09878540039062,25.299999237060547,27.33149995803833,-0.5778160314858116
2022-07-19,174.4113311767578,95.02257537841797,24.5,27.0,-0.5937774230662323
2022-07-20,181.6643829345703,98.8919677734375,23.8799991607666,26.68449993133545,-0.6022736781344828
2022-07-21,181.74374389648438,100.44940185546875,23.110000610351562,26.392499923706055,-0.6252983650509122
2022-07-22,167.9520263671875,98.35026550292969,23.030000686645508,26.091499996185302,-0.6887331828867825
2022-07-25,165.35240173339844,97.70213317871094,23.360000610351562,25.898000049591065,-0.6968689777315704
2022-07-26,157.9108123779297,95.68037414550781,24.690000534057617,25.785000038146972,-0.7176390613175232
2022-07-27,168.25958251953125,100.08180236816406,23.239999771118164,25.528999996185302,-0.7128177353860319
2022-07-28,159.4685821533203,101.726318359375,22.329999923706055,25.2375,-0.7983938712562403
2022-07-29,157.86119079589844,102.51952362060547,21.329999923706055,24.86850004196167,-0.8214954825347184
2022-08-01,158.68472290039062,102.92581176757812,22.84000015258789,24.675500011444093,-0.82195988815328
2022-08-02,158.94268798828125,101.56185150146484,23.93000030517578,24.494999980926515,-0.7995349103550525
2022-08-03,167.48565673828125,105.4505844116211,21.950000762939453,24.25600004196167,-0.7994194050223663
2022-08-04,169.2418975830078,107.43365478515625,21.440000534057617,24.024000072479247,-0.8173105547509173
2022-08-05,165.80882263183594,106.0406494140625,21.149999618530273,23.84950008392334,-0.8199257626269968
2022-08-08,168.9243621826172,104.3091049194336,21.290000915527344,23.60550012588501,-0.7722109566375293
2022-08-09,167.21778869628906,96.4058837890625,21.770000457763672,23.329500102996825,-0.6643725652755464
2022-08-10,176.95138549804688,101.6198959350586,19.739999771118164,22.975500106811523,-0.6760967278288382
2022-08-11,176.1079864501953,102.08419799804688,20.200000762939453,22.665500164031982,-0.688946275779467
2022-08-12,179.0945587158203,106.77584838867188,19.530000686645508,22.43050022125244,-0.739339949792063
2022-08-15,179.4815216064453,106.19542694091797,19.950000762939453,22.163000297546386,-0.727883724676028
2022-08-16,178.07257080078125,104.94754791259766,19.690000534057617,21.922500324249267,-0.7187226612237055
2022-08-17,173.4885711669922,102.53885650634766,19.899999618530273,21.723500347137453,-0.7139099676435117
2022-08-18,173.30001831054688,104.73475646972656,19.559999465942383,21.546000289916993,-0.748447597173356
2022-08-19,166.65219116210938,101.2136001586914,20.600000381469727,21.424500274658204,-0.741044110385854
2022-08-22,161.78042602539062,97.51832580566406,23.799999237060547,21.44650020599365,-0.7187448419400198
2022-08-23,159.8555145263672,98.60176086425781,24.110000610351562,21.41750020980835,-0.7484311120050107
2022-08-24,161.98880004882812,98.41748046875,22.81999969482422,21.396500205993654,-0.7309155512029933
2022-08-25,167.4658203125,101.8312759399414,21.780000686645508,21.369000244140626,-0.7447763329171752
2022-08-26,160.52032470703125,95.81838989257812,25.559999465942383,21.580500221252443,-0.7017141460719136
2022-08-29,157.93063354492188,93.62657165527344,26.209999084472656,21.74900016784668,-0.6864169265324411
2022-08-30,155.93630981445312,91.66752624511719,26.209999084472656,21.863000106811523,-0.6705329279072247
2022-08-31,161.66134643554688,91.23111724853516,25.8700008392334,22.059000110626222,-0.6244068860157802
2022-09-01,164.07244873046875,89.0393295288086,25.559999465942383,22.26500005722046,-0.5745889084541079
2022-09-02,159.07168579101562,88.48653411865234,25.469999313354492,22.48100004196167,-0.6007430885007132
2022-09-06,157.3055419921875,87.56520080566406,26.90999984741211,22.761999988555907,-0.5989902106216014
2022-09-07,159.14112854003906,89.16539764404297,24.639999389648438,22.905499935150146,-0.6105386467505115
2022-09-08,160.79815673828125,90.95956420898438,23.610000610351562,23.098999977111816,-0.626255524473153
2022-09-09,167.8329315185547,93.59748840332031,22.790000915527344,23.228499984741212,-0.6176197037338244
2022-09-12,167.6444091796875,93.3938217163086,23.8700008392334,23.445499992370607,-0.6158385064047162
2022-09-13,151.9376678466797,87.66218566894531,27.270000457763672,23.811499977111815,-0.6375133564453878
