Date,XLU,UPS,VIX,AvgVIX,zscore
2022-01-31,30.442842483520508,165.72381591796875,24.829999923706055,23.18100004196167,-0.8937896056383983
2022-02-01,30.038408279418945,189.06497192382812,21.959999084472656,23.448999977111818,-2.3513918567403587
2022-02-02,30.48240852355957,190.22872924804688,22.09000015258789,23.707999992370606,-2.086346125441043
2022-02-03,30.346128463745117,187.4258270263672,24.350000381469727,23.939000034332274,-2.045802716602941
2022-02-04,30.10434913635254,184.22950744628906,23.219999313354492,24.119499969482423,-2.0624108551380584
2022-02-07,30.060386657714844,184.4507598876953,22.860000610351562,24.324499988555907,-2.105424730673197
2022-02-08,30.082366943359375,184.56556701660156,21.440000534057617,24.426500034332275,-2.0951542627754907
2022-02-09,30.214248657226562,184.45899963378906,19.959999084472656,24.503999996185303,-1.9938875856992215
2022-02-10,29.449329376220703,180.8611297607422,23.90999984741211,24.818499946594237,-2.371111391522638
2022-02-11,29.466915130615234,174.96844482421875,27.360000610351562,25.171000003814697,-2.06462017869407
2022-02-14,29.21633529663086,175.37826538085938,28.329999923706055,25.62799997329712,-2.2673643109964687
2022-02-15,29.080060958862305,178.0582275390625,25.700000762939453,25.773499965667725,-2.500087025027502
2022-02-16,29.145999908447266,176.46005249023438,24.290000915527344,25.795499992370605,-2.3724564702238826
2022-02-17,29.163583755493164,172.69009399414062,28.110000610351562,25.92150001525879,-2.171765005574451
2022-02-18,29.11083221435547,172.8304443359375,27.75,25.866499996185304,-2.2171414545347994
2022-02-22,29.080060958862305,172.5084686279297,28.809999465942383,25.811999988555907,-2.2234826626676023
2022-02-23,28.587697982788086,168.80189514160156,31.020000457763672,25.805000019073486,-2.396980471943804
2022-02-24,28.816295623779297,171.0390625,30.31999969482422,25.723000049591064,-2.342158239081476
2022-02-25,29.70870590209961,173.31747436523438,27.59000015258789,25.57800006866455,-1.8064109540040405
2022-02-28,29.86256217956543,173.70545959472656,30.149999618530273,25.70250005722046,-1.7138047867853947
2022-03-01,29.60318946838379,169.7099609375,33.31999969482422,26.127000045776366,-1.7033819075067635
2022-03-02,29.963668823242188,174.56402587890625,30.739999771118164,26.566000080108644,-1.683032640018058
2022-03-03,30.49119758605957,175.36476135253906,30.479999542236328,26.985500049591064,-1.3391194413859853
2022-03-04,31.163795471191406,173.6807098388672,31.979999542236328,27.367000007629393,-0.7658122520413647
2022-03-07,31.568235397338867,166.0776824951172,36.45000076293945,28.028500080108643,-0.09260658605748938
2022-03-08,31.080278396606445,167.9185791015625,35.130001068115234,28.642000102996825,-0.539388955674264
