Date,BP,XLF,VIX,AvgVIX,zscore
2020-01-30,26.35729217529297,27.21605682373047,15.489999771118164,13.696000051498412,2.119374243718395
2020-01-31,25.716697692871094,26.64682960510254,18.84000015258789,14.014500045776368,2.0170402134819807
2020-02-03,25.076087951660156,26.833606719970703,17.969999313354492,14.211999988555908,1.777703455874493
2020-02-04,25.980051040649414,27.091535568237305,16.049999237060547,14.32199993133545,2.0209303449713603
2020-02-05,26.812835693359375,27.634077072143555,15.149999618530273,14.389999914169312,2.1897495926994113
2020-02-06,26.25052833557129,27.598499298095703,14.960000038146973,14.465499925613404,2.0158237281054574
2020-02-07,25.88751983642578,27.500667572021484,15.470000267028809,14.611999940872192,1.9171087842286079
2020-02-10,25.759397506713867,27.580713272094727,15.039999961853027,14.735999917984008,1.8615052760580002
2020-02-11,26.015647888183594,27.678552627563477,15.180000305175781,14.878999948501587,1.9259737152144618
2020-02-12,26.456947326660156,27.696338653564453,13.739999771118164,14.946499919891357,2.0643076024449263
2020-02-13,26.196290969848633,27.68744468688965,14.149999618530273,15.032999897003174,1.9823077823086843
2020-02-14,26.065959930419922,27.7230167388916,13.680000305175781,15.100999927520752,1.934054984019638
2020-02-18,26.13113021850586,27.48287582397461,14.829999923706055,15.237499904632568,1.9984765149429113
2020-02-19,26.24697494506836,27.68744468688965,14.380000114440918,15.313999891281128,1.9985658333261362
2020-02-20,26.05147933959961,27.634077072143555,15.5600004196167,15.446499919891357,1.9455270275153427
2020-02-21,25.602563858032227,27.36725425720215,17.079999923706055,15.651499938964843,1.8498788293097252
2020-02-24,24.661291122436523,26.47784423828125,25.030000686645508,16.174999952316284,1.7091166264167037
2020-02-25,23.843109130859375,25.57953453063965,27.850000381469727,16.655999994277956,1.6094513508451873
2020-02-26,23.662099838256836,25.392759323120117,27.559999465942383,17.219999933242796,1.5852345566847474
2020-02-27,22.829435348510742,24.30767250061035,39.15999984741211,18.35849995613098,1.5147701327898508
2020-02-28,22.655658721923828,23.649503707885742,40.11000061035156,19.589499998092652,1.5782960405393875
2020-03-02,23.336271286010742,24.859111785888672,33.41999816894531,20.318499898910524,1.5774214379020903
2020-03-03,23.111812591552734,23.925220489501953,36.81999969482422,21.26099991798401,1.67465441561994
2020-03-04,23.995162963867188,24.7168025970459,31.989999771118164,22.05799994468689,1.8145643798331714
2020-03-05,23.604171752929688,23.524988174438477,39.619998931884766,23.281499910354615,1.9051172519894648
2020-03-06,22.6267032623291,22.724515914916992,41.939998626708984,24.630499839782715,1.7366277475235108
2020-03-09,18.30409812927246,20.28752326965332,54.459999084472656,26.57999978065491,0.7916675222082613
2020-03-10,19.397418975830078,21.479331970214844,47.29999923706055,28.192999744415282,0.9264040744146184
2020-03-11,17.85517692565918,20.3142032623291,53.900001525878906,30.12899980545044,0.6428309566862734
2020-03-12,15.617853164672852,18.117353439331055,75.47000122070312,33.21549987792969,0.32325569513542957
2020-03-13,16.052284240722656,20.500980377197266,57.83000183105469,35.39949998855591,0.030665206998265127
2020-03-16,13.641183853149414,17.690433502197266,82.69000244140625,38.850000095367434,-0.23344300550038258
2020-03-17,13.641183853149414,18.6510009765625,75.91000366210938,41.9040002822876,-0.40751034398050967
2020-03-18,11.664517402648926,17.067846298217773,76.44999694824219,45.007500123977664,-0.7546833309292021
2020-03-19,12.30892276763916,17.4414005279541,72.0,47.829500102996825,-0.6156683780637552
2020-03-20,12.591302871704102,16.818811416625977,66.04000091552734,50.27750015258789,-0.4122672069657488
2020-03-23,13.170552253723145,15.840230941772461,61.59000015258789,52.10550012588501,-0.04912811346798984
2020-03-24,16.016082763671875,17.804563522338867,61.66999816894531,53.796500015258786,0.5076786074226197
2020-03-25,17.587278366088867,18.28891944885254,63.95000076293945,55.61600008010864,0.9239041386695928
2020-03-26,17.681407928466797,19.43701934814453,61.0,56.708000087738036,0.7460477045874281
2020-03-27,16.182619094848633,18.84503173828125,65.54000091552734,57.97950010299682,0.3725525731309196
2020-03-30,17.319381713867188,19.203815460205078,57.08000183105469,59.16250028610229,0.6721790501315631
2020-03-31,17.659683227539062,18.67460823059082,53.540000915527344,59.99850034713745,0.8772378324842669
2020-04-01,17.645206451416016,17.535478591918945,57.060001373291016,61.252000427246095,1.079019202071114
2020-04-02,18.84713363647461,17.974987030029297,50.90999984741211,61.81650047302246,1.3849203426412589
2020-04-03,17.898622512817383,17.6162052154541,46.79999923706055,62.059500503540036,1.1456795177959593
2020-04-06,18.13756561279297,18.88091278076172,45.2400016784668,61.598500633239745,0.9931445292930707
2020-04-07,17.956546783447266,19.069271087646484,46.70000076293945,61.568500709533694,0.9009455967922179
2020-04-08,18.383739471435547,19.903438568115234,43.349998474121094,61.041000556945804,0.8868154657414425
2020-04-09,18.028949737548828,20.9708194732666,41.66999816894531,59.35100040435791,0.579585173328221
2020-04-13,18.036195755004883,20.20840072631836,41.16999816894531,58.51800022125244,0.7200697081527722
2020-04-14,17.695890426635742,20.298097610473633,37.7599983215332,56.27150001525879,0.5946547017033313
2020-04-15,16.537399291992188,19.41907501220703,40.84000015258789,54.51799983978272,0.38233236436175994
2020-04-16,15.820588111877441,19.0782413482666,40.11000061035156,52.70100002288818,0.21416218789408914
2020-04-17,16.964599609375,20.08283042907715,38.150001525878906,51.00850009918213,0.39908556628617314
2020-04-20,16.182619094848633,19.733013153076172,43.83000183105469,49.898000144958495,0.21163877413380874
2020-04-21,15.668534278869629,19.096181869506836,45.40999984741211,49.089000129699706,0.1621363668780571
2020-04-22,16.892187118530273,19.30247688293457,41.97999954223633,48.104500198364256,0.5172678212877979
2020-04-23,16.92839241027832,19.221750259399414,41.380001068115234,46.976000213623045,0.5435102172155689
2020-04-24,16.93562889099121,19.499807357788086,35.93000030517578,45.722500228881835,0.49544391674259064
2020-04-27,17.601760864257812,20.163557052612305,33.290000915527344,44.11000022888184,0.5888409807335637
2020-04-28,17.493154525756836,20.378822326660156,33.56999969482422,42.93450012207031,0.5149941275594305
2020-04-29,18.412700653076172,20.9708194732666,31.229999542236328,41.81900005340576,0.7026821075286216
2020-04-30,17.232494354248047,20.44161033630371,34.150001525878906,40.673500061035156,0.42000337594989734
2020-05-01,16.530160903930664,19.786836624145508,37.189998626708984,39.9875,0.313367290415454
2020-05-04,16.834266662597656,19.60744285583496,35.970001220703125,39.44600009918213,0.44342469590486205
2020-05-05,17.283170700073242,19.544658660888672,33.61000061035156,38.86450004577637,0.5987983067295152
2020-05-06,17.073204040527344,19.12308692932129,34.119998931884766,38.235499954223634,0.6078409595302542
2020-05-07,17.420743942260742,19.571561813354492,31.440000534057617,37.64000005722046,0.6380528873207604
2020-05-08,17.86686134338379,19.993133544921875,27.979999542236328,36.95550012588501,0.7047610174395913
2020-05-11,17.47279930114746,19.60744285583496,27.56999969482422,36.275500202178954,0.6482487289221144
2020-05-12,17.14564323425293,19.096181869506836,33.040000915527344,36.03950033187866,0.6359530446513891
2020-05-13,16.528518676757812,18.531097412109375,35.279998779296875,35.76150026321411,0.5403968104544082
2020-05-14,16.46160316467285,19.006484985351562,32.61000061035156,35.38650026321411,0.4327857000292703
2020-05-15,16.223674774169922,18.88091278076172,31.889999389648438,35.07350015640259,0.3792200144681838
2020-05-18,17.48023223876953,19.849618911743164,29.299999237060547,34.34700002670288,0.6067475587976219
2020-05-19,17.03411865234375,19.365264892578125,30.530000686645508,33.60300006866455,0.5514176206306463
2020-05-20,17.56201934814453,19.795801162719727,27.989999771118164,32.90350008010864,0.6427351327515824
2020-05-21,17.38357162475586,19.733013153076172,29.530000686645508,32.31100006103516,0.5968719255613283
2020-05-22,17.08616065979004,19.661256790161133,28.15999984741211,31.92250003814697,0.5144737043631669
2020-05-26,17.294349670410156,20.683786392211914,28.010000228881836,31.658500003814698,0.39595943570840464
2020-05-27,17.792510986328125,21.58074951171875,27.6200008392334,31.361000061035156,0.3932147369177123
2020-05-28,17.294349670410156,21.239904403686523,28.59000015258789,31.229000091552734,0.29518360816727857
2020-05-29,17.205129623413086,20.997726440429688,27.510000228881836,30.89700002670288,0.3104500271145676
2020-06-01,17.72559356689453,21.239904403686523,28.229999542236328,30.449000072479247,0.4335150085677526
2020-06-02,18.550905227661133,21.410322189331055,26.84000015258789,29.992500019073486,0.6673707871613369
2020-06-03,19.257251739501953,22.208614349365234,25.65999984741211,29.594999980926513,0.7492867423058425
2020-06-04,19.101112365722656,22.692968368530273,25.809999465942383,29.179500007629393,0.611430188884947
2020-06-05,20.6030330657959,23.536104202270508,24.520000457763672,28.8335000038147,0.9404186089903525
2020-06-08,21.10118865966797,23.98458480834961,25.809999465942383,28.725,1.0189429479822505
2020-06-09,20.327924728393555,23.473318099975586,27.56999969482422,28.725,0.8635489405778446
2020-06-10,19.61414337158203,22.59430503845215,27.56999969482422,28.451499938964844,0.7938757666744426
2020-06-11,17.896604537963867,20.74657440185547,40.790000915527344,28.727000045776368,0.577768533913025
2020-06-12,18.40220069885254,21.374448776245117,36.09000015258789,28.901000022888184,0.6261711183841894
2020-06-15,18.112226486206055,21.670446395874023,34.400001525878906,29.026500129699706,0.47951659465861723
2020-06-16,18.25349235534668,22.01128387451172,33.66999816894531,29.245000076293945,0.46306668115580585
2020-06-17,17.621501922607422,21.679412841796875,33.470001220703125,29.392000102996825,0.32048056515491485
2020-06-18,17.614065170288086,21.652496337890625,32.939998626708984,29.639500045776366,0.32297267688464465
2020-06-19,17.599191665649414,21.508987426757812,35.119998931884766,29.91899995803833,0.3442073421228909
2020-06-22,17.74789810180664,21.40247344970703,31.770000457763672,30.09949998855591,0.4112100725232914
2020-06-23,17.970956802368164,21.501768112182617,31.3700008392334,30.267500019073488,0.4647677958802288
2020-06-24,17.205129623413086,20.743518829345703,33.84000015258789,30.57849998474121,0.35651575749131365
2020-06-25,17.47279930114746,21.294147491455078,32.220001220703125,30.760000038146973,0.34259587833137
2020-06-26,16.922588348388672,20.382448196411133,34.72999954223633,31.121000003814697,0.33131484568038216
2020-06-29,17.457927703857422,20.60811996459961,31.780000686645508,31.298500061035156,0.46214259528392126
2020-06-30,17.338958740234375,20.8879451751709,30.43000030517578,31.47800006866455,0.3732725902730652
2020-07-01,17.25717544555664,20.707412719726562,28.6200008392334,31.626000118255615,0.3797535496110058
2020-07-02,17.405879974365234,20.734495162963867,27.68000030517578,31.719500160217287,0.42254625663382284
2020-07-06,17.576887130737305,21.131671905517578,27.940000534057617,31.890500164031984,0.4054271367140545
2020-07-07,17.115909576416016,20.698383331298828,29.43000030517578,32.07150020599365,0.3360755151139243
2020-07-08,17.21999740600586,20.915027618408203,28.079999923706055,32.097000217437746,0.3302053141745527
2020-07-09,16.394689559936523,20.472715377807617,29.260000228881836,32.18150024414062,0.1456215761038899
2020-07-10,16.699527740478516,21.176795959472656,27.290000915527344,31.506500244140625,0.11581686261490859
2020-07-13,16.699527740478516,21.26706886291504,32.189998626708984,31.31150016784668,0.0994582366376204
2020-07-14,17.309221267700195,21.37539291381836,29.520000457763672,31.067500114440918,0.27540173223630793
