Date,MS,CVX,VIX,AvgVIX,zscore
2020-05-04,31.664709091186523,70.10166931152344,35.970001220703125,39.44600009918213,-1.8484186623645935
2020-05-05,31.573259353637695,71.2132797241211,33.61000061035156,38.86450004577637,-1.8837781219219851
2020-05-06,31.00797462463379,69.03602600097656,34.119998931884766,38.235499954223634,-1.871326239025073
2020-05-07,32.26326370239258,71.02161407470703,31.440000534057617,37.64000005722046,-1.8262308603847246
2020-05-08,33.31901550292969,73.19123077392578,27.979999542236328,36.95550012588501,-1.8010605485435427
2020-05-11,33.1112060546875,71.5812759399414,27.56999969482422,36.275500202178954,-1.7758139146155727
2020-05-12,31.939058303833008,69.84100341796875,33.040000915527344,36.03950033187866,-1.8208280890956454
2020-05-13,30.750272750854492,68.00106048583984,35.279998779296875,35.76150026321411,-1.864567155942749
2020-05-14,31.43195152282715,69.03602600097656,32.61000061035156,35.38650026321411,-1.8389728485300787
2020-05-15,30.999670028686523,68.3537368774414,31.889999389648438,35.07350015640259,-1.8545401472087644
2020-05-18,33.48528289794922,71.9942855834961,29.299999237060547,34.34700002670288,-1.7578130860993877
2020-05-19,32.69554138183594,69.71504211425781,30.530000686645508,33.60300006866455,-1.7598854058901294
2020-05-20,34.13370895385742,72.34432220458984,27.989999771118164,32.90350008010864,-1.7172690639632031
2020-05-21,33.50190353393555,71.59754943847656,29.530000686645508,32.31100006103516,-1.746415539603467
2020-05-22,33.36058807373047,70.22844696044922,28.15999984741211,31.92250003814697,-1.7222440969658015
2020-05-26,36.32006072998047,72.57770538330078,28.010000228881836,31.658500003814698,-1.5563886417587935
2020-05-27,38.95534133911133,73.04442596435547,27.6200008392334,31.361000061035156,-1.3672081989147369
2020-05-28,36.91029739379883,70.68738555908203,28.59000015258789,31.229000091552734,-1.4630855322803424
2020-05-29,36.74403762817383,71.33306884765625,27.510000228881836,30.89700002670288,-1.4922579135905
2020-06-01,37.15969467163086,72.18096160888672,28.229999542236328,30.449000072479247,-1.4821873114710173
2020-06-02,37.891258239746094,73.65896606445312,26.84000015258789,29.992500019073486,-1.4640977420853014
2020-06-03,38.99689483642578,75.59593963623047,25.65999984741211,29.594999980926513,-1.4291810458625434
2020-06-04,40.476627349853516,74.89582061767578,25.809999465942383,29.179500007629393,-1.2983886256034156
2020-06-05,41.1749267578125,78.41969299316406,24.520000457763672,28.8335000038147,-1.3350713341555724
2020-06-08,41.690345764160156,80.30998229980469,25.809999465942383,28.725,-1.344001827703948
2020-06-09,41.89817810058594,78.9797592163086,27.56999969482422,28.725,-1.2941797988640251
2020-06-10,40.476627349853516,75.90709686279297,27.56999969482422,28.451499938964844,-1.3242079437752332
2020-06-11,37.0516242980957,69.52056121826172,40.790000915527344,28.727000045776368,-1.42251028987446
2020-06-12,38.47317123413086,71.86981964111328,36.09000015258789,28.901000022888184,-1.3740129067473927
2020-06-15,39.404239654541016,70.96744537353516,34.400001525878906,29.026500129699706,-1.2799248088980475
2020-06-16,40.36855697631836,73.14555358886719,33.66999816894531,29.245000076293945,-1.2619486007829475
2020-06-17,39.7034912109375,71.20858764648438,33.470001220703125,29.392000102996825,-1.2632458294821174
2020-06-18,39.55387496948242,71.51976013183594,32.939998626708984,29.639500045776366,-1.2826076190273195
2020-06-19,39.013519287109375,70.50069427490234,35.119998931884766,29.91899995803833,-1.2978235978517976
2020-06-22,39.38761520385742,71.24748992919922,31.770000457763672,30.09949998855591,-1.288343344556287
2020-06-23,39.811580657958984,71.13081359863281,31.3700008392334,30.267500019073488,-1.2530119149960974
2020-06-24,39.03014373779297,68.1747817993164,33.84000015258789,30.57849998474121,-1.2371711498308122
2020-06-25,40.55976104736328,69.39608764648438,32.220001220703125,30.760000038146973,-1.1516287590263565
2020-06-26,39.113277435302734,67.25688171386719,34.72999954223633,31.121000003814697,-1.2073919813155045
2020-06-29,39.271217346191406,68.1981430053711,31.780000686645508,31.298500061035156,-1.2193714304931618
2020-06-30,40.15242385864258,69.41165924072266,30.43000030517578,31.47800006866455,-1.18310994944659
2020-07-01,39.57881546020508,68.15925598144531,28.6200008392334,31.626000118255615,-1.1949059854216244
2020-07-02,39.72845458984375,68.69599914550781,27.68000030517578,31.719500160217287,-1.1971909395471845
2020-07-06,40.5847053527832,68.89825439453125,27.940000534057617,31.890500164031984,-1.1370148862826261
2020-07-07,39.47905731201172,67.14019775390625,29.43000030517578,32.07150020599365,-1.176500459043727
2020-07-08,40.65951919555664,67.17131805419922,28.079999923706055,32.097000217437746,-1.0872147561420689
2020-07-09,39.49568176269531,64.36309814453125,29.260000228881836,32.18150024414062,-1.104328562980154
2020-07-10,41.399391174316406,66.30006408691406,27.290000915527344,31.506500244140625,-1.0085112749529461
2020-07-13,41.748538970947266,66.43231201171875,32.189998626708984,31.31150016784668,-0.9852445198769558
2020-07-14,41.9813117980957,68.72710418701172,29.520000457763672,31.067500114440918,-1.0260710847721553
2020-07-15,42.687923431396484,69.14717102050781,27.760000228881836,30.772000217437743,-0.9828749312976228
2020-07-16,43.760318756103516,68.73487091064453,28.0,30.49850015640259,-0.8905145618860627
2020-07-17,43.569114685058594,67.82475280761719,25.68000030517578,30.13550024032593,-0.881868608097017
2020-07-20,43.11188888549805,66.33118438720703,24.459999084472656,29.602500247955323,-0.8786262776977366
2020-07-21,43.54417419433594,71.0919189453125,24.84000015258789,29.256000232696532,-0.9671871897335382
2020-07-22,42.39696502685547,70.81962585449219,24.31999969482422,28.903500175476076,-1.0477779166336685
2020-07-23,42.03118133544922,70.79632568359375,26.079999923706055,28.515500164031984,-1.0750957364164746
2020-07-24,41.71529006958008,70.11176300048828,25.84000015258789,28.19650011062622,-1.0817233282515077
2020-07-27,42.66298294067383,70.81962585449219,24.739999771118164,27.697000122070314,-1.0274782694568925
2020-07-28,41.78178405761719,69.31832122802734,25.440000534057617,27.380000114440918,-1.0563915221325417
2020-07-29,42.05613327026367,70.06509399414062,24.100000381469727,27.063500118255615,-1.054522288030957
2020-07-30,40.97626876831055,67.10907745361328,24.760000228881836,26.870500087738037,-1.0614547194749253
2020-07-31,40.91766357421875,65.29660034179688,24.459999084472656,26.70950002670288,-1.019651728515098
2020-08-03,41.40318298339844,65.97337341308594,24.280000686645508,26.526500034332276,-0.9998810478837571
2020-08-04,41.23576354980469,67.28021240234375,23.760000228881836,26.243000030517578,-1.0460221663049065
2020-08-05,41.662681579589844,67.83253479003906,22.989999771118164,25.988500022888182,-1.0275459146953743
2020-08-06,41.39481735229492,68.04255676269531,22.649999618530273,25.657999992370605,-1.0533486119200002
2020-08-07,42.1482048034668,67.52135467529297,22.209999084472656,25.403999900817873,-0.9825510956036293
2020-08-10,42.340736389160156,69.80060577392578,22.1299991607666,24.90099992752075,-1.02605165668175
2020-08-11,43.34526824951172,69.71504211425781,24.030000686645508,24.626499938964844,-0.9472119477768348
2020-08-12,43.847530364990234,70.57072448730469,22.280000686645508,24.352499961853027,-0.9307314510039713
2020-08-13,43.68010711669922,69.87062072753906,22.1299991607666,24.058999919891356,-0.9256327630315637
2020-08-14,43.78056335449219,70.28290557861328,22.049999237060547,23.877499866485596,-0.928493232971656
2020-08-17,42.92671203613281,70.609619140625,21.350000381469727,23.72199993133545,-1.0019915109258861
2020-08-18,42.625362396240234,69.14977264404297,21.510000228881836,23.555499935150145,-0.9877153447416519
2020-08-19,43.002052307128906,68.1712646484375,22.540000915527344,23.466499996185302,-0.9339876940389982
2020-08-20,42.52490234375,66.92448425292969,22.719999313354492,23.298499965667723,-0.9385666117345025
2020-08-21,42.776031494140625,67.13754272460938,22.540000915527344,23.133500003814696,-0.9248428012754841
2020-08-24,43.83915328979492,68.81044006347656,22.3700008392334,23.01500005722046,-0.8864281396635297
2020-08-25,43.5712890625,67.96610260009766,22.030000686645508,22.844500064849854,-0.8853115436901874
2020-08-26,43.28666687011719,66.90078735351562,23.270000457763672,22.803000068664552,-0.8798318601934402
2020-08-27,44.04005432128906,67.00338745117188,24.469999313354492,22.788500022888183,-0.8249608992273698
2020-08-28,44.27444839477539,67.5715560913086,22.959999084472656,22.713500022888184,-0.8215805978984047
2020-08-31,43.747074127197266,66.23005676269531,26.40999984741211,22.819999980926514,-0.8275737894683517
2020-09-01,44.01495361328125,65.55931091308594,26.1200008392334,22.938000011444093,-0.7900069932216737
2020-09-02,44.57581329345703,65.6461181640625,26.56999969482422,23.117000007629393,-0.7494244825168934
2020-09-03,44.15726089477539,64.92799377441406,33.599998474121094,23.664499950408935,-0.7630291979853548
2020-09-04,44.12377166748047,64.65182495117188,30.75,24.091499996185302,-0.7585337561678954
2020-09-08,41.997520446777344,62.316078186035156,31.459999084472656,24.557999992370604,-0.8611516186845648
2020-09-09,42.7425537109375,63.15252685546875,28.809999465942383,24.79699993133545,-0.8256543559099065
2020-09-10,42.09797668457031,61.66899490356445,29.709999084472656,25.168499851226805,-0.8369649162687877
2020-09-11,42.1482048034668,61.30601119995117,26.8700008392334,25.405499935150146,-0.8238645532154163
2020-09-14,42.81789779663086,60.99036407470703,25.850000381469727,25.595499992370605,-0.7647018144076634
2020-09-15,42.18169403076172,60.24860382080078,25.59000015258789,25.807499980926515,-0.7943119014064423
2020-09-16,42.81789779663086,61.99252700805664,26.040000915527344,26.03400001525879,-0.7902884567925611
2020-09-17,42.06449508666992,62.174034118652344,26.459999084472656,26.229999923706053,-0.8524142424991407
2020-09-18,41.92219161987305,61.71633529663086,25.829999923706055,26.385499954223633,-0.8515876231666966
2020-09-21,40.48236846923828,60.209136962890625,27.780000686645508,26.64749994277954,-0.9229786413605815
2020-09-22,39.87128829956055,59.60152053833008,26.860000610351562,26.87199993133545,-0.9540964461146662
2020-09-23,38.8583869934082,56.776519775390625,28.579999923706055,27.199499893188477,-0.9592639801490564
2020-09-24,39.01744079589844,56.65814208984375,28.510000228881836,27.461499881744384,-0.9441043416365129
2020-09-25,39.377384185791016,56.68181228637695,26.3799991607666,27.55699987411499,-0.9172416385939559
2020-09-28,40.49911880493164,58.338951110839844,26.190000534057617,27.71849994659424,-0.8739519347997812
2020-09-29,39.544803619384766,56.73706817626953,26.270000457763672,27.711499977111817,-0.9058767361027199
2020-09-30,40.474002838134766,56.81596374511719,26.3700008392334,27.723999977111816,-0.8369844877285411
2020-10-01,39.56155014038086,55.569175720214844,26.700000762939453,27.73050003051758,-0.874780868032582
2020-10-02,40.155887603759766,56.17679214477539,27.6299991607666,27.432000064849852,-0.8449406878781801
2020-10-05,40.68327331542969,57.36833572387695,27.959999084472656,27.292500019073486,-0.8351180398512201
2020-10-06,39.96336364746094,57.05271530151367,29.479999542236328,27.19350004196167,-0.881995622512918
2020-10-07,40.775352478027344,58.22056579589844,28.059999465942383,27.15600004196167,-0.8498501847850336
2020-10-08,41.01811599731445,59.35691833496094,26.360000610351562,26.988500118255615,-0.8603377582528807
2020-10-09,40.87580490112305,58.39419937133789,25.0,26.895000076293947,-0.8466178399596022
2020-10-12,42.47467803955078,58.79662322998047,25.06999969482422,26.85600004196167,-0.7348833639984561
2020-10-13,42.22355270385742,57.92072677612305,26.06999969482422,26.880000019073485,-0.731683688693523
2020-10-14,42.39934539794922,57.56562805175781,26.399999618530273,26.897999954223632,-0.7092028925019095
2020-10-15,42.968570709228516,58.00753402709961,26.969999313354492,26.923499965667723,-0.6770481806831421
2020-10-16,43.40386199951172,57.51828384399414,27.40999984741211,27.002499961853026,-0.6313401448493144
2020-10-19,42.65047073364258,56.247806549072266,29.18000030517578,27.07249994277954,-0.656393834117415
2020-10-20,43.08576965332031,56.56344985961914,29.350000381469727,27.196999931335448,-0.6312352896302638
2020-10-21,42.17331314086914,55.92427444458008,28.649999618530273,27.20049991607666,-0.6845451735436978
2020-10-22,43.33689880371094,57.92072677612305,28.110000610351562,27.180499935150145,-0.6467250004297771
2020-10-23,43.42060470581055,57.265750885009766,27.549999237060547,27.238999938964845,-0.6236149953044249
2020-10-26,42.12308883666992,55.97951126098633,32.459999084472656,27.552499866485597,-0.6897880305842442
2020-10-27,40.67490005493164,54.85108184814453,33.349998474121094,27.906499767303465,-0.771487932693233
2020-10-28,39.821067810058594,52.77571105957031,40.279998779296875,28.60199966430664,-0.7836561316309356
2020-10-29,40.58003234863281,54.290809631347656,37.59000015258789,29.146499633789062,-0.7644226781590402
2020-10-30,40.60533142089844,54.84318161010742,38.02000045776367,29.665999698638917,-0.776594963835808
2020-11-02,41.64260482788086,56.934322357177734,37.130001068115234,30.124499797821045,-0.7508311232506418
2020-11-03,43.16056442260742,56.61079788208008,35.54999923706055,30.427999782562257,-0.6267366135767409
2020-11-04,43.371395111083984,56.63446807861328,29.56999969482422,30.50349979400635,-0.6112525999798422
2020-11-05,44.0207405090332,56.92643737792969,27.579999923706055,30.56449975967407,-0.5691558823151271
2020-11-06,43.599082946777344,56.145225524902344,24.860000610351562,30.55749979019165,-0.5813868382162013
2020-11-09,47.2421760559082,62.655391693115234,25.75,30.59149980545044,-0.4695986500452519
2020-11-10,47.014488220214844,65.55142211914062,24.799999237060547,30.527999782562254,-0.560913122927543
2020-11-11,47.51203918457031,65.07005310058594,23.450000762939453,30.380499839782715,-0.5106553107717579
2020-11-12,46.84583282470703,63.65754699707031,25.350000381469727,30.299499893188475,-0.5254297816879095
2020-11-13,47.739723205566406,65.51985168457031,23.100000381469727,30.083999919891358,-0.5047648934375925
2020-11-16,49.00469970703125,70.19927978515625,22.450000762939453,29.74749994277954,-0.5277078341736454
2020-11-17,49.595008850097656,69.69483184814453,22.709999084472656,29.415499877929687,-0.4697824705528282
2020-11-18,49.595008850097656,67.48483276367188,23.84000015258789,29.174999904632568,-0.41335805655424435
2020-11-19,49.44321060180664,68.64588928222656,23.110000610351562,28.924999904632568,-0.45458509945115505
2020-11-20,48.75170135498047,68.69393157958984,23.700000762939453,28.732499980926512,-0.5085802906736419
2020-11-23,50.82625198364258,72.88971710205078,22.65999984741211,28.242500019073486,-0.45739709542002616
2020-11-24,53.63446044921875,76.56501770019531,21.639999389648438,27.657000064849854,-0.33694024756862573
2020-11-25,53.53326416015625,73.77851867675781,21.25,26.70550012588501,-0.27351919212421283
2020-11-27,53.83685302734375,73.11392211914062,20.84000015258789,25.86800012588501,-0.23338443729913305
2020-11-30,52.14179992675781,69.80694580078125,20.56999969482422,24.995500087738037,-0.2783009934808807
2020-12-01,53.36459732055664,70.02313232421875,20.770000457763672,24.17750005722046,-0.19050969981201668
2020-12-02,53.9886474609375,71.96086883544922,21.170000076293945,23.458500099182128,-0.19236201944685125
2020-12-03,54.02238082885742,71.90482330322266,21.280000686645508,23.044000148773193,-0.18835692694302542
2020-12-04,54.81509780883789,74.69132995605469,20.790000915527344,22.704500198364258,-0.1990087007170915
2020-12-07,54.19104766845703,72.67352294921875,21.299999237060547,22.526500129699706,-0.19511206765929803
2020-12-08,53.8958854675293,73.29806518554688,20.68000030517578,22.273000144958495,-0.2335811455938141
2020-12-09,54.283817291259766,72.41728973388672,22.270000457763672,22.146500205993654,-0.1814908827122534
2020-12-10,54.342838287353516,74.74739074707031,22.520000457763672,22.100000190734864,-0.23647781713660646
2020-12-11,53.39834213256836,74.0267333984375,23.309999465942383,21.998000144958496,-0.2901522750594043
2020-12-14,52.18396759033203,71.61656188964844,24.719999313354492,22.079000091552736,-0.32128527530534473
2020-12-15,53.929622650146484,71.5605239868164,22.889999389648438,22.101000022888183,-0.1866447905323314
2020-12-16,54.1657600402832,71.0160140991211,22.5,22.09050006866455,-0.15472319548541053
2020-12-17,54.53679656982422,70.79180908203125,21.93000030517578,21.995000076293945,-0.12068537636130865
2020-12-18,54.12357711791992,69.8149185180664,21.56999969482422,21.91800003051758,-0.1272764704847673
2020-12-21,57.201656341552734,68.93413543701172,25.15999984741211,21.99099998474121,0.13009731674719827
2020-12-22,56.19811248779297,67.54890441894531,24.229999542236328,22.069499969482422,0.08888447805823044
2020-12-23,57.52211380004883,68.61384582519531,23.309999465942383,22.15299997329712,0.16272865725859773
2020-12-24,57.42091369628906,68.32559204101562,21.530000686645508,22.167000007629394,0.1623656740740777
2020-12-28,57.387184143066406,67.98127746582031,21.700000762939453,22.210000038146973,0.16858263457129
2020-12-29,57.100467681884766,67.74907684326172,23.079999923706055,22.335500049591065,0.15263190676927538
2020-12-30,57.2100944519043,68.32559204101562,22.770000457763672,22.435500049591063,0.1462782000477706
2020-12-31,57.79197692871094,67.62095642089844,22.75,22.514500045776366,0.2086716062039944
2021-01-04,57.62331771850586,67.82913970947266,26.969999313354492,22.798999977111816,0.19048612098628553
2021-01-05,58.60154342651367,69.66279602050781,25.34000015258789,23.026499938964843,0.21831801476219034
2021-01-06,62.1350212097168,71.90482330322266,25.06999969482422,23.214999961853028,0.4307131764183576
2021-01-07,63.197601318359375,72.24111938476562,22.3700008392334,23.299499988555908,0.5032118298339101
2021-01-08,63.45903015136719,72.92974090576172,21.559999465942383,23.263999938964844,0.5055798023402329
2021-01-11,64.14209747314453,73.34609985351562,24.079999923706055,23.34199991226196,0.5470739729050512
2021-01-12,63.9228401184082,74.73937225341797,23.329999923706055,23.342999935150146,0.4947703700868063
2021-01-13,63.7204475402832,74.66730499267578,22.209999084472656,23.217499923706054,0.48116590874169946
2021-01-14,64.48783874511719,76.46092224121094,23.25,23.235499954223634,0.493931418209535
2021-01-15,63.4505729675293,73.73845672607422,24.34000015258789,23.32749996185303,0.4842867773920517
2021-01-19,63.239749908447266,75.67623138427734,23.239999771118164,23.392999935150147,0.4187248743297056
2021-01-20,63.11324691772461,76.37285614013672,21.579999923706055,23.39349994659424,0.3912856976593585
2021-01-21,62.99517822265625,73.6744155883789,21.31999969482422,23.201499938964844,0.4511709734150495
2021-01-22,62.51449966430664,73.4502182006836,21.90999984741211,23.085499954223632,0.4202147951478399
2021-01-25,61.0387077331543,72.7856216430664,23.190000534057617,23.079500007629395,0.3245662041036161
2021-01-26,60.052066802978516,71.55250549316406,23.020000457763672,23.153999996185302,0.280759507556616
2021-01-27,57.699214935302734,70.62364959716797,37.209999084472656,23.929499912261964,0.1249299817023896
2021-01-28,58.758766174316406,71.2802505493164,30.209999084472656,24.285999870300294,0.18901966606440382
2021-01-29,56.834625244140625,68.22150421142578,33.09000015258789,24.801999855041505,0.12028390867373366
2021-02-01,57.36014938354492,69.19036102294922,30.239999771118164,25.176499843597412,0.1356500106876947
2021-02-02,60.14042663574219,69.71084594726562,25.559999465942383,25.105999851226805,0.33452236933845775
2021-02-03,59.84375,71.23220825195312,22.90999984741211,24.984499835968016,0.27304063641276544
2021-02-04,61.27627182006836,71.26423645019531,21.770000457763672,24.81949987411499,0.38153768275582406
2021-02-05,62.06459045410156,71.47244262695312,20.8700008392334,24.74449987411499,0.436377945552156
2021-02-08,62.92069625854492,73.25003814697266,21.239999771118164,24.72849988937378,0.4563222636194477
2021-02-09,62.92917251586914,72.83367156982422,21.6299991607666,24.605999851226805,0.46759951088534135
2021-02-10,63.00548553466797,74.08277130126953,21.989999771118164,24.538999843597413,0.44153161636452054
2021-02-11,62.4883918762207,73.68241882324219,21.25,24.49099988937378,0.41229411595578386
2021-02-12,63.24281311035156,74.10680389404297,19.969999313354492,24.326999855041503,0.45902833702195167
2021-02-16,64.46342468261719,75.62531280517578,21.459999084472656,24.18299980163574,0.5134026927587337
2021-02-17,63.954803466796875,77.89090728759766,21.5,24.095999813079835,0.4167463081718424
2021-02-18,63.42928695678711,77.14383697509766,22.489999771118164,24.14149980545044,0.3957182641778881
2021-02-19,64.42102813720703,77.79346466064453,22.049999237060547,24.177999782562257,0.45481144620362285
2021-02-22,65.60774230957031,79.89665985107422,23.450000762939453,24.254999828338622,0.49167124352206953
2021-02-23,65.6925048828125,80.903564453125,23.110000610351562,24.25099983215332,0.47243171426889513
2021-02-24,67.70988464355469,83.89188385009766,21.34000015258789,24.16699981689453,0.5500805635726789
2021-02-25,66.4808120727539,83.11234283447266,28.889999389648438,23.75099983215332,0.47619365532697167
2021-02-26,65.15849304199219,81.20403289794922,27.950000762939453,23.63799991607666,0.4240102457359211
2021-03-01,67.09959411621094,82.86872100830078,23.350000381469727,23.15099992752075,0.529632505843817
2021-03-02,68.48124694824219,83.18541717529297,24.100000381469727,22.84399995803833,0.6269797967327142
2021-03-03,69.5577621459961,84.11925506591797,26.670000076293945,22.89949998855591,0.6852857367065972
2021-03-04,68.75249481201172,84.85821533203125,28.56999969482422,23.182499980926515,0.6049696261656847
2021-03-05,68.54905700683594,88.51239776611328,24.65999984741211,23.326999950408936,0.4961489596613652
2021-03-08,68.74402618408203,89.1214370727539,25.469999313354492,23.55699987411499,0.49547728767235744
2021-03-09,68.5321044921875,88.91842651367188,24.030000686645508,23.69649991989136,0.48448883439424556
2021-03-10,70.43083190917969,90.43695068359375,22.559999465942383,23.742999935150145,0.5906093622608402
2021-03-11,70.56646728515625,90.290771484375,21.90999984741211,23.738999938964845,0.6046917685886501
2021-03-12,71.4903793334961,90.59119415283203,20.690000534057617,23.710999965667725,0.6675246552242878
2021-03-15,71.08352661132812,89.52745819091797,20.030000686645508,23.714000034332276,0.6636366882407552
2021-03-16,69.96461486816406,87.40802001953125,19.790000915527344,23.63050012588501,0.6323655548232066
2021-03-17,71.08352661132812,87.72472381591797,19.229999542236328,23.517000102996825,0.7096630560429616
2021-03-18,71.1513442993164,84.54965209960938,21.579999923706055,23.47150011062622,0.7959022663004328
2021-03-19,70.30370330810547,83.94873809814453,20.950000762939453,23.416500186920167,0.746561542792447
