Date,PEP,ADI,VIX,AvgVIX,zscore
2022-01-31,151.7125701904297,152.28567504882812,24.829999923706055,23.18100004196167,-0.2795636727216781
2022-02-01,150.68084716796875,153.58592224121094,21.959999084472656,23.448999977111818,-0.48008242966253983
2022-02-02,153.41751098632812,156.8736572265625,22.09000015258789,23.707999992370606,-0.1980097177619463
2022-02-03,153.33004760742188,150.47462463378906,24.350000381469727,23.939000034332274,0.026365845053811756
2022-02-04,150.81201171875,149.55519104003906,23.219999313354492,24.119499969482423,-0.3112535369603176
2022-02-07,150.21749877929688,149.36013793945312,22.860000610351562,24.324499988555907,-0.3917828924349258
2022-02-08,150.40106201171875,151.50555419921875,21.440000534057617,24.426500034332275,-0.44424087073123436
2022-02-09,150.3311309814453,156.2235107421875,19.959999084472656,24.503999996185303,-0.6295139221959195
2022-02-10,147.2097930908203,150.14952087402344,23.90999984741211,24.818499946594237,-0.8650533446135893
2022-02-11,147.3934326171875,142.9332275390625,27.360000610351562,25.171000003814697,-0.5703520454413401
2022-02-14,145.74966430664062,143.0075225830078,28.329999923706055,25.62799997329712,-0.8157608115337622
2022-02-15,145.10269165039062,150.49317932128906,25.700000762939453,25.773499965667725,-1.1888479955674591
2022-02-16,145.39996337890625,156.34423828125,24.290000915527344,25.795499992370605,-1.3619317716858526
2022-02-17,145.79339599609375,148.99790954589844,28.110000610351562,25.92150001525879,-1.0314387943821468
2022-02-18,146.63275146484375,148.9329071044922,27.75,25.866499996185304,-0.9051223810830965
2022-02-22,147.1923065185547,149.4158477783203,28.809999465942383,25.811999988555907,-0.8404288814403016
2022-02-23,145.74090576171875,145.33868408203125,31.020000457763672,25.805000019073486,-0.9034971601875448
2022-02-24,143.2053680419922,149.1277618408203,30.31999969482422,25.723000049591064,-1.4182997292523567
2022-02-25,147.2185516357422,151.30230712890625,27.59000015258789,25.57800006866455,-0.9065076672393239
2022-02-28,143.1616668701172,149.59437561035156,30.149999618530273,25.70250005722046,-1.4420537421598143
2022-03-01,141.87643432617188,146.47727966308594,33.31999969482422,26.127000045776366,-1.5161931331653766
2022-03-02,143.8436737060547,149.15576171875,30.739999771118164,26.566000080108644,-1.3251110572115599
2022-03-03,143.6896514892578,148.6518096923828,30.479999542236328,26.985500049591064,-1.329160489742991
2022-03-04,145.8722381591797,146.3839569091797,31.979999542236328,27.367000007629393,-0.9228702987133188
2022-03-07,142.96795654296875,136.519287109375,36.45000076293945,28.028500080108643,-0.9858029622981608
2022-03-08,138.93722534179688,138.6098175048828,35.130001068115234,28.642000102996825,-1.6583416247897835
2022-03-09,138.5235595703125,143.3694610595703,32.45000076293945,29.192500114440918,-1.8959027704637623
2022-03-10,135.98016357421875,140.51364135742188,30.229999542236328,29.706000137329102,-2.1654613525933177
2022-03-11,135.2937469482422,137.7511749267578,30.75,30.048000144958497,-2.1643535438191233
2022-03-14,137.19467163085938,135.91259765625,31.770000457763672,30.268500137329102,-1.8155606772648956
2022-03-15,139.93173217773438,140.8496551513672,29.829999923706055,30.3435001373291,-1.5945890664765354
2022-03-16,140.54779052734375,147.98916625976562,26.670000076293945,30.392000102996825,-1.7683914087945565
2022-03-17,141.63905334472656,149.30508422851562,25.670000076293945,30.461000061035158,-1.6560951879037291
2022-03-18,143.26719665527344,152.5435333251953,23.8700008392334,30.249000072479248,-1.5358351429178512
2022-03-21,143.0647430419922,153.26217651367188,23.530000686645508,30.038000106811523,-1.5923699358857237
2022-03-22,144.63131713867188,153.7754364013672,22.940000534057617,29.744500160217285,-1.3801441425749095
2022-03-23,143.87442016601562,148.52113342285156,23.56999969482422,29.37200012207031,-1.2970391617959884
2022-03-24,144.7457275390625,153.95281982421875,21.670000076293945,28.9395001411438,-1.3698325075209368
2022-03-25,145.4233856201172,154.57806396484375,20.809999465942383,28.600500106811523,-1.2929814415930938
2022-03-28,145.8546142578125,156.09933471679688,19.6299991607666,28.07450008392334,-1.2857345765901742
2022-03-29,148.01962280273438,158.824462890625,18.899999618530273,27.353500080108642,-1.0671874489007702
2022-03-30,147.81716918945312,155.37136840820312,19.329999923706055,26.78300008773804,-0.9690271579652909
2022-03-31,147.30674743652344,154.15811157226562,20.559999465942383,26.28700008392334,-0.9993862210843657
2022-04-01,149.40133666992188,154.3261260986328,19.6299991607666,25.669500064849853,-0.6964123261695914
2022-04-04,149.0140838623047,153.5234832763672,18.56999969482422,24.77550001144409,-0.7238153986050163
2022-04-05,149.1724853515625,149.30508422851562,21.030000686645508,24.070499992370607,-0.5440067364572495
2022-04-06,151.7158966064453,149.58505249023438,22.100000381469727,23.55299997329712,-0.17892897670632224
2022-04-07,151.85670471191406,150.49032592773438,21.549999237060547,23.11899995803833,-0.19171189317258464
2022-04-08,152.36717224121094,148.14784240722656,21.15999984741211,22.639499950408936,-0.02949321020118428
2022-04-11,151.90072631835938,144.55474853515625,24.3700008392334,22.26949996948242,0.03488783720194462
2022-04-12,152.5167694091797,145.12400817871094,24.260000228881836,21.99099998474121,0.10471927172318846
2022-04-13,152.25277709960938,147.56919860839844,21.81999969482422,21.748499965667726,-0.024923179795135177
2022-04-14,151.28466796875,146.0572967529297,22.700000762939453,21.6,-0.11177198709368444
2022-04-18,149.98216247558594,149.64105224609375,22.170000076293945,21.51499996185303,-0.4369401154255374
2022-04-19,152.1647491455078,151.48895263671875,21.3700008392334,21.40699996948242,-0.18326900852291378
2022-04-20,154.4265594482422,150.61166381835938,20.31999969482422,21.27599992752075,0.18315174688409855
2022-04-21,153.8720703125,148.11981201171875,22.68000030517578,21.23149995803833,0.19369990048030225
2022-04-22,151.5046844482422,144.89071655273438,28.209999084472656,21.558499908447267,-0.03603429481498494
2022-04-25,152.90402221679688,148.31581115722656,27.020000457763672,21.86899995803833,0.04352824740898663
2022-04-26,152.5167694091797,142.61349487304688,33.52000045776367,22.563500022888185,0.19781334836404948
2022-04-27,153.8809051513672,141.59625244140625,31.600000381469727,23.198500061035155,0.4369087181489118
2022-04-28,156.2130889892578,149.74371337890625,29.989999771118164,23.73150005340576,0.4790650703127954
2022-04-29,151.11746215820312,144.0787811279297,33.400001525878906,24.37350015640259,-0.06308827682399266
2022-05-02,147.64117431640625,147.59719848632812,32.34000015258789,25.00900020599365,-0.7067282357202412
2022-05-03,147.8436279296875,148.26914978027344,29.25,25.54300022125244,-0.7017590365418414
2022-05-04,153.00961303710938,153.7754364013672,25.420000076293945,25.762500190734862,-0.14333652248900297
2022-05-05,149.95578002929688,147.68121337890625,31.200000762939453,26.21750020980835,-0.3681605657055956
2022-05-06,149.97337341308594,145.71197509765625,30.190000534057617,26.6495002746582,-0.2925407390008914
2022-05-09,151.10867309570312,142.0908966064453,34.75,27.3290002822876,0.009328395991582404
2022-05-10,150.92384338378906,144.86273193359375,32.9900016784668,27.76000032424927,-0.12074058393185391
2022-05-11,150.19337463378906,141.8482666015625,32.560001373291016,28.175000381469726,-0.11679122333594727
2022-05-12,149.96453857421875,142.6881866455078,31.770000457763672,28.6725004196167,-0.1817177550794879
2022-05-13,152.88641357421875,148.14784240722656,28.8700008392334,28.981000423431396,0.047157417219051964
2022-05-16,154.4265594482422,146.9345703125,27.469999313354492,29.246000385284425,0.31950458910077667
2022-05-17,153.5376739501953,152.90753173828125,26.100000381469727,29.48250036239624,-0.03320057305080367
2022-05-18,144.02407836914062,149.2490997314453,30.959999084472656,30.01450033187866,-1.3019407750409422
2022-05-19,141.86788940429688,150.20103454589844,29.350000381469727,30.34800033569336,-1.655537663124419
2022-05-20,142.7567901611328,151.60096740722656,29.43000030517578,30.409000396728516,-1.5762296302877388
2022-05-23,145.740234375,150.77032470703125,28.479999542236328,30.48200035095215,-1.1050106855098436
2022-05-24,147.6939697265625,151.0503387451172,29.450000762939453,30.278500366210938,-0.8269828320063453
2022-05-25,148.70606994628906,151.48895263671875,28.3700008392334,30.117000389099122,-0.6938407096040536
2022-05-26,149.70932006835938,153.05686950683594,27.5,29.992500400543214,-0.6038815055889238
2022-05-27,151.1702880859375,157.09800720214844,25.719999313354492,29.608500289916993,-0.5380649987160674
2022-05-31,147.6324005126953,157.8949737548828,26.190000534057617,29.301000308990478,-1.089882340619062
2022-06-01,146.5234832763672,154.4913787841797,25.690000534057617,29.12300033569336,-1.1273701225555017
2022-06-02,147.71096801757812,158.6825714111328,24.719999313354492,29.088000297546387,-1.1074896242713805
2022-06-03,146.08926391601562,154.9320831298828,24.790000915527344,28.76750030517578,-1.2078118320639524
2022-06-06,146.70069885253906,154.96022033691406,25.06999969482422,28.51150026321411,-1.1185949206979686
2022-06-07,147.60462951660156,156.53538513183594,24.020000457763672,27.975000286102294,-1.0435660628095766
2022-06-08,146.8690643310547,154.7164306640625,23.959999084472656,27.523500156402587,-1.0847006037043436
2022-06-09,144.25482177734375,151.528564453125,26.09000015258789,27.200000095367432,-1.3524047391674159
2022-06-10,144.02439880371094,147.13108825683594,27.75,26.999000072479248,-1.2233540270135816
2022-06-13,141.56077575683594,138.5518798828125,34.02000045776367,27.256500053405762,-1.2689035666787354
2022-06-14,138.35275268554688,137.98928833007812,32.689998626708984,27.517500019073488,-1.7216114573970929
2022-06-15,139.8326873779297,140.7178192138672,29.6200008392334,27.69350004196167,-1.6043214027483275
2022-06-16,139.15919494628906,134.51075744628906,32.95000076293945,27.79300012588501,-1.4735743017404712
2022-06-17,139.18577575683594,135.60777282714844,31.1299991607666,27.882000064849855,-1.5103296156275667
2022-06-21,142.42039489746094,139.095703125,30.190000534057617,27.920000076293945,-1.1621721068641693
