Date,CL,UPS,VIX,AvgVIX,zscore
2022-01-31,74.4527816772461,165.72381591796875,24.829999923706055,23.18100004196167,0.9285804228498167
2022-02-01,73.97421264648438,189.06497192382812,21.959999084472656,23.448999977111818,1.3538281885094512
2022-02-02,74.76883697509766,190.22872924804688,22.09000015258789,23.707999992370606,1.557183379491503
2022-02-03,74.70562744140625,187.4258270263672,24.350000381469727,23.939000034332274,1.479261106079288
2022-02-04,73.25178527832031,184.22950744628906,23.219999313354492,24.119499969482423,1.082892374998351
2022-02-07,73.25178527832031,184.4507598876953,22.860000610351562,24.324499988555907,1.0879328964088262
2022-02-08,73.07120513916016,184.56556701660156,21.440000534057617,24.426500034332275,1.050360500309405
2022-02-09,73.02605438232422,184.45899963378906,19.959999084472656,24.503999996185303,1.0378844573460084
2022-02-10,71.98758697509766,180.8611297607422,23.90999984741211,24.818499946594237,0.7248088824176441
2022-02-11,71.81600189208984,174.96844482421875,27.360000610351562,25.171000003814697,0.5523770456651549
2022-02-14,71.57219696044922,175.37826538085938,28.329999923706055,25.62799997329712,0.5074549706280902
2022-02-15,70.95816040039062,178.0582275390625,25.700000762939453,25.773499965667725,0.4318561017574169
2022-02-16,70.74144744873047,176.46005249023438,24.290000915527344,25.795499992370605,0.3472176295671438
2022-02-17,71.47286987304688,172.69009399414062,28.110000610351562,25.92150001525879,0.42410854764556705
2022-02-18,71.83407592773438,172.8304443359375,27.75,25.866499996185304,0.5076919743656791
2022-02-22,71.20197296142578,172.5084686279297,28.809999465942383,25.811999988555907,0.35968300038764056
2022-02-23,71.0123291015625,168.80189514160156,31.020000457763672,25.805000019073486,0.233035683450988
2022-02-24,68.2491455078125,171.0390625,30.31999969482422,25.723000049591064,-0.33094106930049044
2022-02-25,70.56085205078125,173.31747436523438,27.59000015258789,25.57800006866455,0.2354328480813665
2022-02-28,69.48625946044922,173.70545959472656,30.149999618530273,25.70250005722046,0.005122474000225936
2022-03-01,68.66454315185547,169.7099609375,33.31999969482422,26.127000045776366,-0.26877407564997213
2022-03-02,69.26051330566406,174.56402587890625,30.739999771118164,26.566000080108644,-0.02555742043077289
2022-03-03,69.89262390136719,175.36476135253906,30.479999542236328,26.985500049591064,0.13336024454830267
2022-03-04,69.85651397705078,173.6807098388672,31.979999542236328,27.367000007629393,0.08695835382395604
2022-03-07,69.24244689941406,166.0776824951172,36.45000076293945,28.028500080108643,-0.22291197026094545
2022-03-08,67.6080093383789,167.9185791015625,35.130001068115234,28.642000102996825,-0.5447153205494721
2022-03-09,68.21302032470703,170.70057678222656,32.45000076293945,29.192500114440918,-0.3466919903655478
2022-03-10,66.67790222167969,171.03077697753906,30.229999542236328,29.706000137329102,-0.6808082404239498
2022-03-11,66.61470031738281,168.3230743408203,30.75,30.048000144958497,-0.7565600012278899
2022-03-14,66.78627014160156,168.65328979492188,31.770000457763672,30.268500137329102,-0.710854440026898
2022-03-15,68.16786193847656,173.79629516601562,29.829999923706055,30.3435001373291,-0.28621600532419095
2022-03-16,67.8608627319336,179.8803253173828,26.670000076293945,30.392000102996825,-0.2159333777598995
2022-03-17,67.84278869628906,183.5291290283203,25.670000076293945,30.461000061035158,-0.136829540536719
2022-03-18,65.19697570800781,181.43226623535156,23.8700008392334,30.249000072479248,-0.7734224600713425
2022-03-21,66.95784759521484,180.42518615722656,23.530000686645508,30.038000106811523,-0.4044854805354253
2022-03-22,67.27391052246094,180.30963134765625,22.940000534057617,29.744500160217285,-0.33677857700659003
2022-03-23,66.48828887939453,177.1396484375,23.56999969482422,29.37200012207031,-0.5838355929421132
2022-03-24,66.50635528564453,177.20567321777344,21.670000076293945,28.9395001411438,-0.5783107735965609
2022-03-25,67.52674865722656,177.77529907226562,20.809999465942383,28.600500106811523,-0.3382463023032666
2022-03-28,68.07757568359375,181.24244689941406,19.6299991607666,28.07450008392334,-0.13667262048135267
2022-03-29,68.80899810791016,183.6364288330078,18.899999618530273,27.353500080108642,0.08064374787118753
2022-03-30,68.9534912109375,181.77903747558594,19.329999923706055,26.78300008773804,0.07048586835587696
2022-03-31,68.47489929199219,177.04055786132812,20.559999465942383,26.28700008392334,-0.1439751558362583
2022-04-01,69.00767517089844,170.5850067138672,19.6299991607666,25.669500064849853,-0.17247534539293172
2022-04-04,69.16119384765625,169.40452575683594,18.56999969482422,24.77550001144409,-0.16520337916651043
2022-04-05,69.9377670288086,162.80035400390625,21.030000686645508,24.070499992370607,-0.1428325953575356
2022-04-06,71.16585540771484,160.472412109375,22.100000381469727,23.55299997329712,0.07744245313047357
2022-04-07,72.61967468261719,159.07728576660156,21.549999237060547,23.11899995803833,0.36920484253979285
2022-04-08,72.46619415283203,157.6491241455078,21.15999984741211,22.639499950408936,0.30251188033858617
2022-04-11,72.63775634765625,157.5418243408203,24.3700008392334,22.26949996948242,0.3382483732538883
2022-04-12,73.14342498779297,155.10655212402344,24.260000228881836,21.99099998474121,0.39530455344137966
2022-04-13,73.13441467285156,155.9155731201172,21.81999969482422,21.748499965667726,0.41173024531859254
2022-04-14,73.08927154541016,155.21389770507812,22.700000762939453,21.6,0.38569828816279556
2022-04-18,72.24947357177734,154.50393676757812,22.170000076293945,21.51499996185303,0.18262803691101387
