Date,V,LOW,VIX,AvgVIX,zscore
2015-01-30,58.87952423095703,55.221248626708984,20.969999313354492,19.119499969482423,-0.20973300826176997
2015-02-02,58.97884750366211,55.7509651184082,19.43000030517578,19.201499938964844,-0.30915944810619855
2015-02-03,60.00669860839844,56.74519729614258,17.329999923706055,19.071999931335448,-0.4231159827898594
2015-02-04,61.18471908569336,57.592742919921875,18.329999923706055,18.932499885559082,-0.4941975382003744
2015-02-05,62.78079605102539,58.244712829589844,16.850000381469727,18.80949993133545,-0.48930385383645414
2015-02-06,61.76908874511719,58.595115661621094,17.290000915527344,18.823499965667725,-0.648108910441622
2015-02-09,61.316402435302734,57.82093811035156,18.549999237060547,18.873499965667726,-0.5293529248192239
2015-02-10,61.10618209838867,58.48107147216797,17.229999542236328,18.754999923706055,-0.6820992685142954
2015-02-11,61.550453186035156,58.21211242675781,16.959999084472656,18.57499990463257,-0.5888983537647607
2015-02-12,62.688987731933594,58.831485748291016,15.34000015258789,18.267999935150147,-0.6168678491354936
2015-02-13,62.39280319213867,58.71739196777344,14.6899995803833,17.88299994468689,-0.6191812723285008
2015-02-17,62.67971420288086,59.059669494628906,15.800000190734863,17.62549991607666,-0.6641926710855662
2015-02-18,62.27476119995117,59.10041809082031,15.449999809265137,17.403499937057497,-0.7074689417881884
2015-02-19,62.27013397216797,58.912967681884766,15.289999961853027,17.22549991607666,-0.6696495235601325
2015-02-20,63.172611236572266,59.94795608520508,14.300000190734863,17.12049994468689,-0.8027419418016999
2015-02-23,63.174922943115234,60.086524963378906,14.5600004196167,17.015499973297118,-0.8307949252975338
2015-02-24,63.049949645996094,60.83625411987305,13.6899995803833,16.9239999294281,-0.9944476539313853
2015-02-25,63.174922943115234,60.656982421875,13.84000015258789,16.754999971389772,-0.9471046448174001
2015-02-26,63.34614562988281,60.38802719116211,13.90999984741211,16.428499937057495,-0.8774825126696439
2015-02-27,62.78152084350586,60.3798828125,13.34000015258789,16.157499933242796,-0.9245778872817731
2015-03-02,64.3967056274414,61.19485092163086,13.039999961853027,15.760999965667725,-0.9512676830403496
2015-03-03,63.704830169677734,61.12967300415039,13.859999656677246,15.482499933242797,-0.9977227984007537
2015-03-04,63.34614562988281,60.32282638549805,14.229999542236328,15.327499914169312,-0.8641888177475902
2015-03-05,63.434085845947266,60.76293182373047,14.039999961853027,15.11299991607666,-0.9463275321125146
2015-03-06,62.32566452026367,59.90724563598633,15.199999809265137,15.03049988746643,-0.86757625232556
2015-03-09,62.80699920654297,60.518455505371094,15.0600004196167,14.918999862670898,-0.9506311843949936
2015-03-10,61.367679595947266,59.54049301147461,16.690000534057617,14.825999927520751,-0.8755225717711153
2015-03-11,61.26354217529297,59.54863357543945,16.8700008392334,14.807999992370606,-0.8861747105167774
2015-03-12,62.381195068359375,61.072601318359375,15.420000076293945,14.73100004196167,-1.1003837636892386
2015-03-13,61.32835006713867,60.43693542480469,16.0,14.764000034332275,-1.061693021519329
2015-03-16,62.251617431640625,61.4800910949707,15.609999656677246,14.810000038146972,-1.1946554054907648
2015-03-17,61.2056770324707,60.771026611328125,15.65999984741211,14.803000020980836,-1.1404033150204413
2015-03-18,61.93922424316406,60.730308532714844,13.970000267028809,14.729000043869018,-1.068758825221089
2015-03-19,61.839725494384766,60.76293182373047,14.069999694824219,14.668000030517579,-1.0840021566371782
2015-03-20,62.395103454589844,61.30894088745117,13.020000457763672,14.604000043869018,-1.1473696823965909
2015-03-23,62.089637756347656,61.42301940917969,13.40999984741211,14.54650001525879,-1.1970062530267949
2015-03-24,62.108150482177734,61.6186408996582,13.619999885559082,14.543000030517579,-1.2352926341091326
2015-03-25,60.840057373046875,60.518455505371094,15.4399995803833,14.623000001907348,-1.1204785956925973
2015-03-26,60.71049880981445,59.37751770019531,15.800000190734863,14.717500019073487,-0.899042002630925
2015-03-27,60.664215087890625,60.037620544433594,15.069999694824219,14.803999996185302,-1.0376260320818684
2015-03-30,60.775291442871094,60.958526611328125,14.510000228881836,14.877500009536742,-1.2157966398575497
2015-03-31,60.54389953613281,60.62437438964844,15.289999961853027,14.949000024795533,-1.1676477668110696
2015-04-01,60.33098602294922,60.62437438964844,15.109999656677246,14.993000030517578,-1.186033063431781
2015-04-02,60.43281173706055,60.9910774230957,14.670000076293945,15.024500036239624,-1.252006844312746
2015-04-06,60.34950256347656,61.170387268066406,14.739999771118164,15.001500034332276,-1.2957598920638458
2015-04-07,60.904876708984375,60.396202087402344,14.779999732971191,14.9875,-1.0899553137884221
2015-04-08,61.55281066894531,60.966644287109375,13.979999542236328,14.851999950408935,-1.1503121712289803
2015-04-09,61.49726486206055,60.51029586791992,13.09000015258789,14.66299991607666,-1.0620644098198901
2015-04-10,61.40468978881836,61.040000915527344,12.579999923706055,14.520999908447266,-1.1780591320782292
2015-04-13,60.72900390625,60.15170669555664,13.9399995803833,14.417999887466431,-1.0552923072885296
2015-04-14,60.65495681762695,60.290252685546875,13.670000076293945,14.320999908447266,-1.0899342831294205
2015-04-15,60.793800354003906,59.82572555541992,12.84000015258789,14.179999923706054,-0.9832332606947252
2015-04-16,60.76602554321289,60.37173843383789,12.600000381469727,14.111499929428101,-1.0969573942053568
2015-04-17,59.7200813293457,59.124881744384766,13.890000343322754,14.102499961853027,-0.9330559832189618
2015-04-20,59.90522766113281,59.37830352783203,13.300000190734863,14.116499948501588,-0.9687381997878532
2015-04-21,60.48833465576172,59.87700271606445,13.25,14.10849995613098,-1.0200653555759371
2015-04-22,62.950443267822266,59.73801040649414,12.710000038146973,14.062999963760376,-0.779120859011662
2015-04-23,62.68203353881836,59.9832878112793,12.479999542236328,13.914999961853027,-0.8523075537077773
2015-04-24,62.45988464355469,59.81160354614258,12.289999961853027,13.739499950408936,-0.8364858863923179
2015-04-27,62.108150482177734,58.732460021972656,13.119999885559082,13.641999959945679,-0.6468335240254588
2015-04-28,61.802703857421875,58.650691986083984,12.40999984741211,13.536999940872192,-0.6565375854071934
2015-04-29,62.330299377441406,57.5878791809082,13.390000343322754,13.44199995994568,-0.39428386402117405
2015-04-30,61.136253356933594,56.296146392822266,14.550000190734863,13.413999986648559,-0.23402147267230375
2015-05-01,60.8770866394043,57.80044174194336,12.699999809265137,13.315499973297118,-0.5631093129615758
2015-05-04,60.701229095458984,58.25008010864258,12.850000381469727,13.221000003814698,-0.6699708845379821
2015-05-05,61.052978515625,57.579708099365234,14.3100004196167,13.197500038146973,-0.5029158192048908
