Date,MS,XLF,VIX,AvgVIX,zscore
2020-06-01,37.159690856933594,21.239904403686523,28.229999542236328,30.449000072479247,-0.1948168907577981
2020-06-02,37.8912467956543,21.410322189331055,26.84000015258789,29.992500019073486,-0.11320590698766561
2020-06-03,38.99688720703125,22.208614349365234,25.65999984741211,29.594999980926513,-0.33464142112152323
2020-06-04,40.476627349853516,22.692968368530273,25.809999465942383,29.179500007629393,-0.2586042934844451
2020-06-05,41.1749267578125,23.536104202270508,24.520000457763672,28.8335000038147,-0.6145791888595598
2020-06-08,41.690345764160156,23.98458480834961,25.809999465942383,28.725,-0.7664812215347417
2020-06-09,41.89817810058594,23.473318099975586,27.56999969482422,28.725,-0.3864335280109625
2020-06-10,40.476627349853516,22.59430503845215,27.56999969482422,28.451499938964844,-0.19569492928368892
2020-06-11,37.05162048339844,20.74657440185547,40.790000915527344,28.727000045776368,0.09163015597720223
2020-06-12,38.47315979003906,21.374448776245117,36.09000015258789,28.901000022888184,0.06101874379165394
2020-06-15,39.40422821044922,21.670446395874023,34.400001525878906,29.026500129699706,0.11444964575111405
2020-06-16,40.36855697631836,22.01128387451172,33.66999816894531,29.245000076293945,0.1479406795874109
2020-06-17,39.7035026550293,21.679412841796875,33.470001220703125,29.392000102996825,0.1865715132941196
2020-06-18,39.553871154785156,21.652496337890625,32.939998626708984,29.639500045776366,0.1648158971804917
2020-06-19,39.01352310180664,21.508987426757812,35.119998931884766,29.91899995803833,0.11577909778780486
2020-06-22,39.38760757446289,21.40247344970703,31.770000457763672,30.09949998855591,0.2809907078249839
2020-06-23,39.811580657958984,21.501768112182617,31.3700008392334,30.267500019073488,0.32795099034399694
2020-06-24,39.0301513671875,20.743518829345703,33.84000015258789,30.57849998474121,0.6081793685890301
2020-06-25,40.55976867675781,21.294147491455078,32.220001220703125,30.760000038146973,0.6549313664722428
2020-06-26,39.11328125,20.382448196411133,34.72999954223633,31.121000003814697,0.8600254050562081
2020-06-29,39.2712287902832,20.60811996459961,31.780000686645508,31.298500061035156,0.7572143304111305
2020-06-30,40.15241622924805,20.8879451751709,30.43000030517578,31.47800006866455,0.8079833604619464
2020-07-01,39.57880401611328,20.707412719726562,28.6200008392334,31.626000118255615,0.7739016260361516
2020-07-02,39.72845458984375,20.734495162963867,27.68000030517578,31.719500160217287,0.7955563973689849
2020-07-06,40.5847053527832,21.131671905517578,27.940000534057617,31.890500164031984,0.765014316933856
2020-07-07,39.47905349731445,20.698383331298828,29.43000030517578,32.07150020599365,0.7537145567767186
2020-07-08,40.659515380859375,20.915027618408203,28.079999923706055,32.097000217437746,0.9226078053266521
2020-07-09,39.49567794799805,20.472715377807617,29.260000228881836,32.18150024414062,0.9019280545538073
2020-07-10,41.399383544921875,21.176795959472656,27.290000915527344,31.506500244140625,0.9481341174444782
2020-07-13,41.748538970947266,21.26706886291504,32.189998626708984,31.31150016784668,0.9813873148668258
2020-07-14,41.981300354003906,21.37539291381836,29.520000457763672,31.067500114440918,0.9728575924964197
2020-07-15,42.687923431396484,21.799646377563477,27.760000228881836,30.772000217437743,0.8861339185539503
2020-07-16,43.76031494140625,21.799646377563477,28.0,30.49850015640259,1.1650548452366924
2020-07-17,43.56911849975586,21.619117736816406,25.68000030517578,30.13550024032593,1.2304341303846837
2020-07-20,43.111900329589844,21.519819259643555,24.459999084472656,29.602500247955323,1.1748294844010012
2020-07-21,43.54417419433594,21.944076538085938,24.84000015258789,29.256000232696532,1.016747221450294
2020-07-22,42.39695739746094,21.944076538085938,24.31999969482422,28.903500175476076,0.7183648031789404
2020-07-23,42.03118133544922,21.96213150024414,26.079999923706055,28.515500164031984,0.6117170727336673
2020-07-24,41.71529006958008,21.907970428466797,25.84000015258789,28.19650011062622,0.564090133343343
2020-07-27,42.66298294067383,21.727434158325195,24.739999771118164,27.697000122070314,0.9256907857064844
2020-07-28,41.78178787231445,21.67327880859375,25.440000534057617,27.380000114440918,0.7310289513500242
2020-07-29,42.056129455566406,22.079477310180664,24.100000381469727,27.063500118255615,0.5433842691688102
2020-07-30,40.976261138916016,21.682302474975586,24.760000228881836,26.870500087738037,0.5157638978148981
2020-07-31,40.917667388916016,21.691329956054688,24.459999084472656,26.70950002670288,0.4947680356731557
2020-08-03,41.40318298339844,21.754518508911133,24.280000686645508,26.526500034332276,0.5807569103104819
2020-08-04,41.23575973510742,21.664249420166016,23.760000228881836,26.243000030517578,0.5947684464821279
2020-08-05,41.662689208984375,21.96213150024414,22.989999771118164,25.988500022888182,0.5158750556815811
2020-08-06,41.394813537597656,21.953105926513672,22.649999618530273,25.657999992370605,0.45195747260006885
2020-08-07,42.14820098876953,22.422502517700195,22.209999084472656,25.403999900817873,0.34861285729057473
2020-08-10,42.34074020385742,22.584976196289062,22.1299991607666,24.90099992752075,0.29509495859466645
2020-08-11,43.34526824951172,22.846755981445312,24.030000686645508,24.626499938964844,0.38945000868957796
2020-08-12,43.8475341796875,22.783565521240234,22.280000686645508,24.352499961853027,0.5603768591791546
2020-08-13,43.68010330200195,22.639137268066406,22.1299991607666,24.058999919891356,0.608919186221016
2020-08-14,43.78056335449219,22.729412078857422,22.049999237060547,23.877499866485596,0.5774873804547055
2020-08-17,42.92671585083008,22.350284576416016,21.350000381469727,23.72199993133545,0.5971460377052938
2020-08-18,42.6253547668457,22.20585823059082,21.510000228881836,23.555499935150145,0.6108529141684063
2020-08-19,43.00205612182617,22.19683265686035,22.540000915527344,23.466499996185302,0.7145849439704435
2020-08-20,42.52490234375,21.98921012878418,22.719999313354492,23.298499965667723,0.7228643959483072
2020-08-21,42.77603530883789,21.944076538085938,22.540000915527344,23.133500003814696,0.816960102879938
2020-08-24,43.83915710449219,22.467628479003906,22.3700008392334,23.01500005722046,0.759644706712428
2020-08-25,43.57128143310547,22.53081703186035,22.030000686645508,22.844500064849854,0.649682207183253
2020-08-26,43.286659240722656,22.422502517700195,23.270000457763672,22.803000068664552,0.6447172442243064
2020-08-27,44.040061950683594,22.80162239074707,24.469999313354492,22.788500022888183,0.5989385199153826
2020-08-28,44.27445602416992,22.89188575744629,22.959999084472656,22.713500022888184,0.6023492376862583
2020-08-31,43.747074127197266,22.621084213256836,26.40999984741211,22.819999980926514,0.6378487167655229
2020-09-01,44.01495361328125,22.684268951416016,26.1200008392334,22.938000011444093,0.6672345168028903
2020-09-02,44.575809478759766,23.00923728942871,26.56999969482422,23.117000007629393,0.6059037240920732
2020-09-03,44.157257080078125,22.657197952270508,33.599998474121094,23.664499950408935,0.7215074878986579
2020-09-04,44.123775482177734,22.828704833984375,30.75,24.091499996185302,0.6034435649107645
2020-09-08,41.99752426147461,22.241958618164062,31.459999084472656,24.557999992370604,0.4245407431520614
2020-09-09,42.7425537109375,22.467628479003906,28.809999465942383,24.79699993133545,0.4744264521116172
2020-09-10,42.097984313964844,22.151695251464844,29.709999084472656,25.168499851226805,0.5082230527402647
2020-09-11,42.14820098876953,22.30514907836914,26.8700008392334,25.405499935150146,0.4234393429691199
2020-09-14,42.817893981933594,22.612060546875,25.850000381469727,25.595499992370605,0.40192962197131477
2020-09-15,42.18170166015625,22.30514907836914,25.59000015258789,25.807499980926515,0.43215261440073777
2020-09-16,42.817893981933594,22.557897567749023,26.040000915527344,26.03400001525879,0.4364648295031907
2020-09-17,42.06449890136719,22.32320785522461,26.459999084472656,26.229999923706053,0.39015448910773753
2020-09-18,41.92218017578125,22.2780704498291,25.829999923706055,26.385499954223633,0.38191881729321997
2020-09-21,40.48237228393555,21.719871520996094,27.780000686645508,26.64749994277954,0.3633524969280294
2020-09-22,39.871280670166016,21.538345336914062,26.860000610351562,26.87199993133545,0.3201562714098776
2020-09-23,38.85838317871094,21.05729103088379,28.579999923706055,27.199499893188477,0.36343743758501434
2020-09-24,39.017433166503906,21.102676391601562,28.510000228881836,27.461499881744384,0.3758666838485096
2020-09-25,39.377384185791016,21.320505142211914,26.3799991607666,27.55699987411499,0.33059602454111964
2020-09-28,40.499114990234375,21.828784942626953,26.190000534057617,27.71849994659424,0.2982621569065717
2020-09-29,39.54481887817383,21.556493759155273,26.270000457763672,27.711499977111817,0.22367429377361317
2020-09-30,40.47399139404297,21.846935272216797,26.3700008392334,27.723999977111816,0.2801547503451555
2020-10-01,39.56155014038086,21.88324546813965,26.700000762939453,27.73050003051758,0.01968369751013931
2020-10-02,40.1558952331543,22.055696487426758,27.6299991607666,27.432000064849852,0.06431075402374573
2020-10-05,40.683265686035156,22.418758392333984,27.959999084472656,27.292500019073486,-0.030018427059722817
2020-10-06,39.96337127685547,22.191843032836914,29.479999542236328,27.19350004196167,-0.07257255155406894
2020-10-07,40.775352478027344,22.563976287841797,28.059999465942383,27.15600004196167,-0.09866067030156281
2020-10-08,41.01811981201172,22.872575759887695,26.360000610351562,26.988500118255615,-0.23228682743127158
2020-10-09,40.875816345214844,22.899805068969727,25.0,26.895000076293947,-0.2866607395498629
2020-10-12,42.47468948364258,23.15394401550293,25.06999969482422,26.85600004196167,-0.03284909830178567
2020-10-13,42.22354507446289,22.709197998046875,26.06999969482422,26.880000019073485,0.1854075245120723
2020-10-14,42.39933776855469,22.491363525390625,26.399999618530273,26.897999954223632,0.37002472302112654
2020-10-15,42.968570709228516,22.663816452026367,26.969999313354492,26.923499965667723,0.40811908241286143
2020-10-16,43.40386962890625,22.68197250366211,27.40999984741211,27.002499961853026,0.5097604439125082
2020-10-19,42.65046691894531,22.337064743041992,29.18000030517578,27.07249994277954,0.5337249618792383
2020-10-20,43.08576583862305,22.518596649169922,29.350000381469727,27.196999931335448,0.5311951878240616
2020-10-21,42.17332077026367,22.40060043334961,28.649999618530273,27.20049991607666,0.3691114523033115
2020-10-22,43.33689498901367,22.845346450805664,28.110000610351562,27.180499935150145,0.3881709268688444
2020-10-23,43.42060470581055,22.917959213256836,27.549999237060547,27.238999938964845,0.36364409829460953
2020-10-26,42.12309646606445,22.40060043334961,32.459999084472656,27.552499866485597,0.35604849037337744
