Date,INTC,XLU,VIX,AvgVIX,zscore
2022-01-31,45.27890396118164,30.44284439086914,24.829999923706055,23.18100004196167,1.6883618355719408
2022-02-01,45.399478912353516,30.038406372070312,21.959999084472656,23.448999977111818,1.7064630177119458
2022-02-02,45.918853759765625,30.482404708862305,22.09000015258789,23.707999992370606,1.7859023916825796
2022-02-03,44.778072357177734,30.34613037109375,24.350000381469727,23.939000034332274,1.6119813675874797
2022-02-04,44.86686325073242,30.104347229003906,23.219999313354492,24.119499969482423,1.625348657178768
2022-02-07,45.02573013305664,30.060386657714844,22.860000610351562,24.324499988555907,1.6495268659288524
2022-02-08,45.61448287963867,30.082368850708008,21.440000534057617,24.426500034332275,1.7392543308370996
2022-02-09,46.6424674987793,30.214248657226562,19.959999084472656,24.503999996185303,1.895984705892274
2022-02-10,45.661216735839844,29.449329376220703,23.90999984741211,24.818499946594237,1.7459501965866002
2022-02-11,44.51173400878906,29.46691131591797,27.360000610351562,25.171000003814697,1.5708066584811426
2022-02-14,44.46500778198242,29.216341018676758,28.329999923706055,25.62799997329712,1.563518278669601
2022-02-15,45.26870346069336,29.08005714416504,25.700000762939453,25.773499965667725,1.6858918837151686
2022-02-16,45.072452545166016,29.1460018157959,24.290000915527344,25.795499992370605,1.6560319585246999
2022-02-17,44.45566940307617,29.163585662841797,28.110000610351562,25.92150001525879,1.5620598743759506
2022-02-18,42.091304779052734,29.11082649230957,27.75,25.866499996185304,1.2017483600620902
2022-02-22,41.76420974731445,29.08005714416504,28.809999465942383,25.811999988555907,1.1518857503577566
2022-02-23,41.72683334350586,28.587697982788086,31.020000457763672,25.805000019073486,1.1458596213329477
2022-02-24,43.661312103271484,28.81629753112793,30.31999969482422,25.723000049591064,1.4407843278915968
2022-02-25,44.58649444580078,29.708698272705078,27.59000015258789,25.57800006866455,1.5823609209787732
2022-02-28,44.5771484375,29.862560272216797,30.149999618530273,25.70250005722046,1.5810401754751928
2022-03-01,43.754764556884766,29.60318946838379,33.31999969482422,26.127000045776366,1.455553077116908
2022-03-02,45.670555114746094,29.963674545288086,30.739999771118164,26.566000080108644,1.7477187322125316
2022-03-03,44.79209518432617,30.491201400756836,30.479999542236328,26.985500049591064,1.61421560131235
2022-03-04,44.92293167114258,31.163801193237305,31.979999542236328,27.367000007629393,1.6346040473754049
2022-03-07,44.5584602355957,31.568248748779297,36.45000076293945,28.028500080108643,1.579338525174451
2022-03-08,44.3902473449707,31.08027458190918,35.130001068115234,28.642000102996825,1.5533788002325466
2022-03-09,44.51173400878906,30.860464096069336,32.45000076293945,29.192500114440918,1.5717429537977265
2022-03-10,43.60523986816406,31.06708526611328,30.229999542236328,29.706000137329102,1.4337524299139937
2022-03-11,42.8295783996582,30.961580276489258,30.75,30.048000144958497,1.3154881566267937
2022-03-14,41.49319839477539,30.926406860351562,31.770000457763672,30.268500137329102,1.1118302258843256
2022-03-15,41.87635803222656,31.322053909301758,29.829999923706055,30.3435001373291,1.1704809750661322
2022-03-16,43.577205657958984,31.264917373657227,26.670000076293945,30.392000102996825,1.4296135646453672
2022-03-17,44.05381774902344,31.39678955078125,25.670000076293945,30.461000061035158,1.5023271447502533
2022-03-18,44.3435173034668,31.128631591796875,23.8700008392334,30.249000072479248,1.5462906813694093
2022-03-21,44.287452697753906,31.33662223815918,23.530000686645508,30.038000106811523,1.5378874386522978
2022-03-22,45.22197723388672,31.380884170532227,22.940000534057617,29.744500160217285,1.680317727719808
2022-03-23,45.109832763671875,31.425125122070312,23.56999969482422,29.37200012207031,1.6632591536022685
2022-03-24,48.240516662597656,31.748197555541992,21.670000076293945,28.9395001411438,2.1405221315176903
2022-03-25,48.436767578125,32.20843505859375,20.809999465942383,28.600500106811523,2.1707355861279587
2022-03-28,48.13771438598633,32.41644287109375,19.6299991607666,28.07450008392334,2.125306351732595
2022-03-29,48.82926559448242,32.71736145019531,18.899999618530273,27.353500080108642,2.230885404245763
2022-03-30,48.06295394897461,32.98731994628906,19.329999923706055,26.78300008773804,2.1142980990725104
2022-03-31,46.31538772583008,32.9519157409668,20.559999465942383,26.28700008392334,1.8479844685698428
2022-04-01,44.96031188964844,33.41216278076172,19.6299991607666,25.669500064849853,1.6418105743781033
2022-04-04,45.97895431518555,33.15549087524414,18.56999969482422,24.77550001144409,1.7968563501964658
2022-04-05,44.97899627685547,33.363487243652344,21.030000686645508,24.070499992370607,1.6446249514019042
2022-04-06,44.42762756347656,34.02730178833008,22.100000381469727,23.55299997329712,1.56105474422192
2022-04-07,44.44632339477539,33.94321823120117,21.549999237060547,23.11899995803833,1.5638470752529383
2022-04-08,43.941673278808594,34.05827331542969,21.15999984741211,22.639499950408936,1.4870270344836574
2022-04-11,43.5211296081543,33.59360885620117,24.3700008392334,22.26949996948242,1.4226334270881442
2022-04-12,43.455718994140625,33.72194290161133,24.260000228881836,21.99099998474121,1.4127525432155157
2022-04-13,43.93232345581055,33.65557098388672,21.81999969482422,21.748499965667726,1.4853317652302505
2022-04-14,42.680057525634766,33.67326736450195,22.700000762939453,21.6,1.2945264523000146
2022-04-18,43.586551666259766,33.49182891845703,22.170000076293945,21.51499996185303,1.4325338958633427
2022-04-19,44.79209518432617,33.70866394042969,21.3700008392334,21.40699996948242,1.6163773386717717
