Date,MNST,ADI,VIX,AvgVIX,zscore
2020-01-30,33.505001068115234,100.57750701904297,15.489999771118164,13.696000051498412,-0.45058124891622203
2020-01-31,33.29999923706055,98.23243713378906,18.84000015258789,14.014500045776368,-0.34846330357540684
2020-02-03,33.709999084472656,98.45622253417969,17.969999313354492,14.211999988555908,-0.24467554519771711
2020-02-04,34.439998626708984,100.65805053710938,16.049999237060547,14.32199993133545,-0.18425398151143912
2020-02-05,34.474998474121094,104.43518829345703,15.149999618530273,14.389999914169312,-0.43456912711824736
2020-02-06,34.724998474121094,103.63858795166016,14.960000038146973,14.465499925613404,-0.30693520426387033
2020-02-07,34.45500183105469,100.48799896240234,15.470000267028809,14.611999940872192,-0.1681635881062308
2020-02-10,34.584999084472656,101.0518798828125,15.039999961853027,14.735999917984008,-0.16925089247522487
2020-02-11,34.57500076293945,104.61419677734375,15.180000305175781,14.878999948501587,-0.4178355224927365
2020-02-12,34.625,106.34165954589844,13.739999771118164,14.946499919891357,-0.5224320487984404
2020-02-13,34.845001220703125,106.40428924560547,14.149999618530273,15.032999897003174,-0.4627785859548869
2020-02-14,34.93000030517578,105.30339050292969,13.680000305175781,15.100999927520752,-0.3621381124685169
2020-02-18,34.79999923706055,106.12684631347656,14.829999923706055,15.237499904632568,-0.4567304116747955
2020-02-19,35.040000915527344,110.88855743408203,14.380000114440918,15.313999891281128,-0.7153360591785068
2020-02-20,35.20000076293945,111.47927856445312,15.5600004196167,15.446499919891357,-0.7095501507737886
2020-02-21,34.869998931884766,109.87714385986328,17.079999923706055,15.651499938964843,-0.6950171231823882
2020-02-24,34.095001220703125,105.0438461303711,25.030000686645508,16.174999952316284,-0.5870425597313568
2020-02-25,33.310001373291016,102.62718963623047,27.850000381469727,16.655999994277956,-0.6486415392976769
2020-02-26,32.939998626708984,102.78827667236328,27.559999465942383,17.219999933242796,-0.7673417490348482
2020-02-27,31.8700008392334,96.93885040283203,39.15999984741211,18.35849995613098,-0.6750704802453521
2020-02-28,31.204999923706055,98.1357421875,40.11000061035156,19.589499998092652,-0.9509862171611706
2020-03-02,32.3849983215332,100.13355255126953,33.41999816894531,20.318499898910524,-0.745642149231781
2020-03-03,31.889999389648438,96.47087860107422,36.81999969482422,21.26099991798401,-0.636981278066946
2020-03-04,34.025001525878906,101.20442962646484,31.989999771118164,22.05799994468689,-0.3426097068574327
2020-03-05,33.564998626708984,97.97374725341797,39.619998931884766,23.281499910354615,-0.25356511514006885
2020-03-06,33.095001220703125,96.29092407226562,41.939998626708984,24.630499839782715,-0.27417578289039435
2020-03-09,30.93000030517578,87.7507095336914,54.459999084472656,26.57999978065491,-0.3147417184746892
2020-03-10,33.064998626708984,92.18728637695312,47.29999923706055,28.192999744415282,0.00010974277136042629
2020-03-11,30.905000686645508,84.9609603881836,53.900001525878906,30.12899980545044,-0.1296145066439596
2020-03-12,28.69499969482422,81.00135040283203,75.47000122070312,33.21549987792969,-0.499169817900495
2020-03-13,31.19499969482422,89.80252838134766,57.83000183105469,35.39949998855591,-0.3791891245778257
2020-03-16,28.719999313354492,74.8819351196289,82.69000244140625,38.850000095367434,-0.06987126041330055
2020-03-17,29.8700008392334,85.88787078857422,75.91000366210938,41.9040002822876,-0.49450045667792936
2020-03-18,27.94499969482422,74.00001525878906,76.44999694824219,45.007500123977664,-0.23440635232802629
2020-03-19,27.15999984741211,81.28032684326172,72.0,47.829500102996825,-0.964762443678328
