Date,KO,MS,VIX,AvgVIX,zscore
2020-05-05,37.838417053222656,31.57326316833496,33.61000061035156,38.86450004577637,-0.19426602858197728
2020-05-06,37.29667663574219,31.00798988342285,34.119998931884766,38.235499954223634,-0.324511739920208
2020-05-07,37.17165756225586,32.26325988769531,31.440000534057617,37.64000005722046,-0.5332705190835609
2020-05-08,38.4301643371582,33.319034576416016,27.979999542236328,36.95550012588501,-0.19750494978876254
2020-05-11,37.95509719848633,33.1111946105957,27.56999969482422,36.275500202178954,-0.3488437514432706
2020-05-12,37.35502243041992,31.939048767089844,33.040000915527344,36.03950033187866,-0.4227018909191092
2020-05-13,36.62158203125,30.750268936157227,35.279998779296875,35.76150026321411,-0.544424658138375
2020-05-14,36.42156219482422,31.43195152282715,32.61000061035156,35.38650026321411,-0.7073379047171149
2020-05-15,36.05484390258789,30.999666213989258,31.889999389648438,35.07350015640259,-0.7891034841616309
2020-05-18,37.480045318603516,33.485286712646484,29.299999237060547,34.34700002670288,-0.5752224353498202
2020-05-19,37.12165069580078,32.6955451965332,30.530000686645508,33.60300006866455,-0.60776945283552
2020-05-20,38.24680709838867,34.13370895385742,27.989999771118164,32.90350008010864,-0.37132055909076106
2020-05-21,37.64672088623047,33.501914978027344,29.530000686645508,32.31100006103516,-0.5148664367035863
2020-05-22,37.53003692626953,33.3605842590332,28.15999984741211,31.92250003814697,-0.5403949205089389
2020-05-26,38.41349792480469,36.320064544677734,28.010000228881836,31.658500003814698,-0.5907655492808357
2020-05-27,38.946895599365234,38.95532989501953,27.6200008392334,31.361000061035156,-0.73059313036289
2020-05-28,39.2469367980957,36.910301208496094,28.59000015258789,31.229000091552734,-0.35435737386558624
2020-05-29,38.90523147583008,36.74403381347656,27.510000228881836,30.89700002670288,-0.4610490426995348
2020-06-01,39.163597106933594,37.159690856933594,28.229999542236328,30.449000072479247,-0.41776941061822254
2020-06-02,39.08858871459961,37.8912467956543,26.84000015258789,29.992500019073486,-0.5402372289653078
2020-06-03,39.92202377319336,38.99688720703125,25.65999984741211,29.594999980926513,-0.37029663646806715
2020-06-04,39.938697814941406,40.476627349853516,25.809999465942383,29.179500007629393,-0.5548705527418465
2020-06-05,40.9138298034668,41.1749267578125,24.520000457763672,28.8335000038147,-0.27926568795612255
2020-06-08,41.547237396240234,41.690345764160156,25.809999465942383,28.725,-0.10821724103925873
2020-06-09,40.83881378173828,41.89817810058594,27.56999969482422,28.725,-0.40066541156941
2020-06-10,40.52210998535156,40.476627349853516,27.56999969482422,28.451499938964844,-0.3361013786216135
2020-06-11,37.95509719848633,37.05162048339844,40.790000915527344,28.727000045776368,-0.8569986651718938
2020-06-12,38.350379943847656,38.47315979003906,36.09000015258789,28.901000022888184,-0.8920955158161804
2020-06-15,38.9390869140625,39.40422821044922,34.400001525878906,29.026500129699706,-0.7914109008581767
2020-06-16,39.33436584472656,40.36855697631836,33.66999816894531,29.245000076293945,-0.7675475898741563
2020-06-17,39.174583435058594,39.7035026550293,33.470001220703125,29.392000102996825,-0.7416981489349423
2020-06-18,39.5193977355957,39.553871154785156,32.939998626708984,29.639500045776366,-0.5931025400350113
2020-06-19,38.703609466552734,39.01352310180664,35.119998931884766,29.91899995803833,-0.8293256579724307
2020-06-22,38.46811294555664,39.38760757446289,31.770000457763672,30.09949998855591,-0.9658743645721208
2020-06-23,38.38401794433594,39.811580657958984,31.3700008392334,30.267500019073488,-1.0520838022945653
2020-06-24,37.551422119140625,39.0301513671875,33.84000015258789,30.57849998474121,-1.2635197652968282
2020-06-25,37.786903381347656,40.55976867675781,32.220001220703125,30.760000038146973,-1.3724769995185093
2020-06-26,36.64311599731445,39.11328125,34.72999954223633,31.121000003814697,-1.614838764186594
2020-06-29,37.307518005371094,39.2712287902832,31.780000686645508,31.298500061035156,-1.3860686615885878
2020-06-30,37.5766487121582,40.15241622924805,30.43000030517578,31.47800006866455,-1.3987868332942444
2020-07-01,37.69438552856445,39.57880401611328,28.6200008392334,31.626000118255615,-1.2806649432345358
2020-07-02,37.74483871459961,39.72845458984375,27.68000030517578,31.719500160217287,-1.2810447435556285
2020-07-06,38.03919982910156,40.5847053527832,27.940000534057617,31.890500164031984,-1.2810861431789253
2020-07-07,38.022377014160156,39.47905349731445,29.43000030517578,32.07150020599365,-1.1448102112456804
2020-07-08,37.904640197753906,40.659515380859375,28.079999923706055,32.097000217437746,-1.3411910641352551
2020-07-09,36.92905807495117,39.49567794799805,29.260000228881836,32.18150024414062,-1.556929221919797
2020-07-10,37.971923828125,41.399383544921875,27.290000915527344,31.506500244140625,-1.4113738474998083
2020-07-13,38.056026458740234,41.748538970947266,32.189998626708984,31.31150016784668,-1.424863729248162
2020-07-14,38.577449798583984,41.981300354003906,29.520000457763672,31.067500114440918,-1.2593560284402916
2020-07-15,39.023193359375,42.687923431396484,27.760000228881836,30.772000217437743,-1.1833358116873722
2020-07-16,38.81294250488281,43.76031494140625,28.0,30.49850015640259,-1.4004710919477072
2020-07-17,39.376407623291016,43.56911849975586,25.68000030517578,30.13550024032593,-1.1645251307664488
2020-07-20,38.78770065307617,43.111900329589844,24.459999084472656,29.602500247955323,-1.3263171845662909
2020-07-21,39.69600296020508,43.54417419433594,24.84000015258789,29.256000232696532,-1.0414657685945354
2020-07-22,40.77250671386719,42.39695739746094,24.31999969482422,28.903500175476076,-0.48985165465025193
2020-07-23,40.60430145263672,42.03118133544922,26.079999923706055,28.515500164031984,-0.5057553745633911
2020-07-24,40.780914306640625,41.71529006958008,25.84000015258789,28.19650011062622,-0.39879155484973244
2020-07-27,40.77250671386719,42.66298294067383,24.739999771118164,27.697000122070314,-0.5241581462135106
2020-07-28,40.520198822021484,41.78178787231445,25.440000534057617,27.380000114440918,-0.5051307346144038
2020-07-29,40.385643005371094,42.056129455566406,24.100000381469727,27.063500118255615,-0.5909656926079828
2020-07-30,40.10810470581055,40.976261138916016,24.760000228881836,26.870500087738037,-0.5557784538332365
2020-07-31,39.72964859008789,40.917667388916016,24.459999084472656,26.70950002670288,-0.690136543225749
2020-08-03,38.9390869140625,41.40318298339844,24.280000686645508,26.526500034332276,-1.0491948874080703
2020-08-04,39.267093658447266,41.23575973510742,23.760000228881836,26.243000030517578,-0.9046073997845182
2020-08-05,39.712825775146484,41.662689208984375,22.989999771118164,25.988500022888182,-0.7925223580908235
2020-08-06,39.93149185180664,41.394813537597656,22.649999618530273,25.657999992370605,-0.6759813905285605
2020-08-07,40.20061492919922,42.14820098876953,22.209999084472656,25.403999900817873,-0.6722214147562636
2020-08-10,40.13332748413086,42.34074020385742,22.1299991607666,24.90099992752075,-0.7222827479322951
2020-08-11,40.30995178222656,43.34526824951172,24.030000686645508,24.626499938964844,-0.7855951047846385
2020-08-12,40.73045349121094,43.8475341796875,22.280000686645508,24.352499961853027,-0.6926863600529785
2020-08-13,40.68840789794922,43.68010330200195,22.1299991607666,24.058999919891356,-0.6868609250319644
2020-08-14,40.74728012084961,43.78056335449219,22.049999237060547,23.877499866485596,-0.6777401568869088
2020-08-17,40.545433044433594,42.92671585083008,21.350000381469727,23.72199993133545,-0.6433175633800634
2020-08-18,40.72205352783203,42.6253547668457,21.510000228881836,23.555499935150145,-0.5382246861600909
2020-08-19,39.83898162841797,43.00205612182617,22.540000915527344,23.466499996185302,-0.9179400987689105
2020-08-20,39.82216262817383,42.52490234375,22.719999313354492,23.298499965667723,-0.8627134645635114
2020-08-21,39.76329040527344,42.77603530883789,22.540000915527344,23.133500003814696,-0.9171754535010097
2020-08-24,40.343597412109375,43.83915710449219,22.3700008392334,23.01500005722046,-0.8366701978308317
2020-08-25,40.293128967285156,43.57128143310547,22.030000686645508,22.844500064849854,-0.8210498829025165
2020-08-26,40.503379821777344,43.286659240722656,23.270000457763672,22.803000068664552,-0.705504852670675
2020-08-27,40.562252044677734,44.040061950683594,24.469999313354492,22.788500022888183,-0.7805871708130317
2020-08-28,41.90788650512695,44.27445602416992,22.959999084472656,22.713500022888184,-0.30622552862664504
2020-08-31,41.65556716918945,43.747074127197266,26.40999984741211,22.819999980926514,-0.332829938829678
2020-09-01,41.31075668334961,44.01495361328125,26.1200008392334,22.938000011444093,-0.4966733053136288
2020-09-02,43.05166244506836,44.575809478759766,26.56999969482422,23.117000007629393,0.08380772230915165
2020-09-03,42.45454025268555,44.157257080078125,33.599998474121094,23.664499950408935,-0.08612620421334384
2020-09-04,42.92551803588867,44.123775482177734,30.75,24.091499996185302,0.09479984342352353
2020-09-08,41.89105987548828,41.99752426147461,31.459999084472656,24.557999992370604,-0.01890348572349455
2020-09-09,42.21065139770508,42.7425537109375,28.809999465942383,24.79699993133545,0.004859100878266981
2020-09-10,42.05085372924805,42.097984313964844,29.709999084472656,25.168499851226805,0.02806109671575134
2020-09-11,42.94233322143555,42.14820098876953,26.8700008392334,25.405499935150146,0.355874118528888
2020-09-14,42.99319839477539,42.817893981933594,25.850000381469727,25.595499992370605,0.28858445334396626
2020-09-15,43.28145980834961,42.18170166015625,25.59000015258789,25.807499980926515,0.4787203231150351
2020-09-16,43.061031341552734,42.817893981933594,26.040000915527344,26.03400001525879,0.3140206003722129
2020-09-17,42.8575439453125,42.06449890136719,26.459999084472656,26.229999923706053,0.33487382003118354
2020-09-18,42.772762298583984,41.92218017578125,25.829999923706055,26.385499954223633,0.3214355482774363
2020-09-21,41.61972427368164,40.48237228393555,27.780000686645508,26.64749994277954,0.07474356928247672
2020-09-22,42.10297775268555,39.871280670166016,26.860000610351562,26.87199993133545,0.33476101907101447
2020-09-23,40.87363815307617,38.85838317871094,28.579999923706055,27.199499893188477,0.004403203913232197
2020-09-24,41.28907012939453,39.017433166503906,28.510000228881836,27.461499881744384,0.13967180747224092
2020-09-25,41.3060302734375,39.377384185791016,26.3799991607666,27.55699987411499,0.09961249586334174
2020-09-28,41.78081512451172,40.499114990234375,26.190000534057617,27.71849994659424,0.13299064035527303
2020-09-29,41.47560501098633,39.54481887817383,26.270000457763672,27.711499977111817,0.1416077268869776
2020-09-30,41.85710906982422,40.47399139404297,26.3700008392334,27.723999977111816,0.16483943477448512
2020-10-01,41.69602966308594,39.56155014038086,26.700000762939453,27.73050003051758,0.22210539260399192
2020-10-02,41.8486328125,40.1558952331543,27.6299991607666,27.432000064849852,0.2026824758423946
2020-10-05,41.865604400634766,40.683265686035156,27.959999084472656,27.292500019073486,0.1410371476683305
2020-10-06,41.492557525634766,39.96337127685547,29.479999542236328,27.19350004196167,0.09398835629823707
2020-10-07,42.018211364746094,40.775352478027344,28.059999465942383,27.15600004196167,0.1863865850376265
2020-10-08,42.78125,41.01811981201172,26.360000610351562,26.988500118255615,0.44120535746193323
2020-10-09,43.07798767089844,40.875816345214844,25.0,26.895000076293947,0.5708280677099011
2020-10-12,43.31537628173828,42.47468948364258,25.06999969482422,26.85600004196167,0.4536548658705056
2020-10-13,42.57777404785156,42.22354507446289,26.06999969482422,26.880000019073485,0.20945459347134282
2020-10-14,42.49298858642578,42.39933776855469,26.399999618530273,26.897999954223632,0.15499143689615308
2020-10-15,42.38277816772461,42.968570709228516,26.969999313354492,26.923499965667723,0.04025656024254607
2020-10-16,42.416683197021484,43.40386962890625,27.40999984741211,27.002499961853026,-0.0031655403732545628
2020-10-19,42.06907272338867,42.65046691894531,29.18000030517578,27.07249994277954,-0.03635492421689442
2020-10-20,42.60320281982422,43.08576583862305,29.350000381469727,27.196999931335448,0.1077984670107976
2020-10-21,42.38277816772461,42.17332077026367,28.649999618530273,27.20049991607666,0.14281150662958222
2020-10-22,42.96776580810547,43.33689498901367,28.110000610351562,27.180499935150145,0.21211763339766096
2020-10-23,42.832115173339844,43.42060470581055,27.549999237060547,27.238999938964845,0.15045590716743523
2020-10-26,42.2216796875,42.12309646606445,32.459999084472656,27.552499866485597,0.08887934108424492
2020-10-27,42.30646514892578,40.67490768432617,33.349998474121094,27.906499767303465,0.30742991993766305
2020-10-28,40.661678314208984,39.82105255126953,40.279998779296875,28.60199966430664,-0.19922321522604325
2020-10-29,40.71255111694336,40.58003616333008,37.59000015258789,29.146499633789062,-0.2780248831977043
2020-10-30,40.746463775634766,40.6053352355957,38.02000045776367,29.665999698638917,-0.268570793033721
2020-11-02,41.221248626708984,41.64260482788086,37.130001068115234,30.124499797821045,-0.22430058221111682
2020-11-03,41.84016418457031,43.16056442260742,35.54999923706055,30.427999782562257,-0.18797341222421596
2020-11-04,41.68754959106445,43.37139129638672,29.56999969482422,30.50349979400635,-0.27238927179759376
2020-11-05,41.91645431518555,44.0207405090332,27.579999923706055,30.56449975967407,-0.27029375457423827
2020-11-06,41.92493438720703,43.59907531738281,24.860000610351562,30.55749979019165,-0.21273619302438815
2020-11-09,44.570152282714844,47.242183685302734,25.75,30.59149980545044,0.30936038012776423
2020-11-10,45.765594482421875,47.01448440551758,24.799999237060547,30.527999782562254,0.7869938758467511
2020-11-11,45.42645263671875,47.51204299926758,23.450000762939453,30.380499839782715,0.5956568710275548
2020-11-12,44.943199157714844,46.845821380615234,25.350000381469727,30.299499893188475,0.5003609555040663
2020-11-13,45.31623840332031,47.73973083496094,23.100000381469727,30.083999919891358,0.5249660120515615
2020-11-16,45.655372619628906,49.00468826293945,22.450000762939453,29.74749994277954,0.4890071663734647
2020-11-17,45.51123809814453,49.59502029418945,22.709999084472656,29.415499877929687,0.3588304294853618
2020-11-18,44.60406494140625,49.59502029418945,23.84000015258789,29.174999904632568,0.01865665123840799
2020-11-19,45.04493713378906,49.44321823120117,23.110000610351562,28.924999904632568,0.20355217336472725
2020-11-20,44.654937744140625,48.75170135498047,23.700000762939453,28.732499980926512,0.14648694158560302
2020-11-23,44.66341781616211,50.82624816894531,22.65999984741211,28.242500019073486,-0.11786547241232441
2020-11-24,45.12123107910156,53.634456634521484,21.639999389648438,27.657000064849854,-0.3083385003021757
2020-11-25,44.87537384033203,53.53327178955078,21.25,26.70550012588501,-0.38748185065174323
2020-11-27,44.68037033081055,53.83686065673828,20.84000015258789,25.86800012588501,-0.4997553288521036
2020-11-30,44.09078598022461,52.14181137084961,20.56999969482422,24.995500087738037,-0.5022464400547914
2020-12-01,44.46675491333008,53.364601135253906,20.770000457763672,24.17750005722046,-0.5189550067723142
2020-12-02,44.52657699584961,53.988643646240234,21.170000076293945,23.458500099182128,-0.5769989322271769
2020-12-03,45.09906768798828,54.02239227294922,21.280000686645508,23.044000148773193,-0.3666773202485524
2020-12-04,46.01335144042969,54.81509017944336,20.790000915527344,22.704500198364258,-0.12606303308144753
2020-12-07,45.27849578857422,54.1910514831543,21.299999237060547,22.526500129699706,-0.32114516663152143
2020-12-08,45.44085693359375,53.89589309692383,20.68000030517578,22.273000144958495,-0.222199183477773
2020-12-09,45.56901931762695,54.283809661865234,22.270000457763672,22.146500205993654,-0.22416605513829646
2020-12-10,45.329769134521484,54.34284210205078,22.520000457763672,22.100000190734864,-0.3214934005089742
2020-12-11,45.58610916137695,53.398345947265625,23.309999465942383,21.998000144958496,-0.1035688082891486
2020-12-14,45.51776123046875,52.18397521972656,24.719999313354492,22.079000091552736,0.027406442085603454
2020-12-15,46.00480270385742,53.92961502075195,22.889999389648438,22.101000022888183,-0.0150783214415385
2020-12-16,45.338314056396484,54.165748596191406,22.5,22.09050006866455,-0.2954513366331822
2020-12-17,45.51776123046875,54.53679656982422,21.93000030517578,21.995000076293945,-0.2760119621102189
2020-12-18,45.91935729980469,54.12358093261719,21.56999969482422,21.91800003051758,-0.07213255181293463
2020-12-21,45.124698638916016,57.201663970947266,25.15999984741211,21.99099998474121,-0.7670631063651554
2020-12-22,45.081974029541016,56.1981315612793,24.229999542236328,22.069499969482422,-0.6536691474239973
2020-12-23,45.355411529541016,57.52210998535156,23.309999465942383,22.15299997329712,-0.7218744033539286
2020-12-24,45.66300964355469,57.42090606689453,21.530000686645508,22.167000007629394,-0.5934793929977225
2020-12-28,46.278236389160156,57.38718795776367,21.700000762939453,22.210000038146973,-0.35843205299554687
2020-12-29,46.25260543823242,57.10045623779297,23.079999923706055,22.335500049591065,-0.33106645567026405
2020-12-30,46.51749038696289,57.210086822509766,22.770000457763672,22.435500049591063,-0.24587721038214844
2020-12-31,46.859275817871094,57.79197311401367,22.75,22.514500045776366,-0.1927534612627864
