Date,PEP,INTC,VIX,AvgVIX,zscore
2022-01-31,151.71258544921875,45.27890396118164,24.829999923706055,23.18100004196167,0.17627588065734462
2022-02-01,150.6808624267578,45.399478912353516,21.959999084472656,23.448999977111818,0.05125176317550573
2022-02-02,153.41748046875,45.918853759765625,22.09000015258789,23.707999992370606,0.44594038646032735
2022-02-03,153.33004760742188,44.778072357177734,24.350000381469727,23.939000034332274,0.3488479110328692
2022-02-04,150.81198120117188,44.86686325073242,23.219999313354492,24.119499969482423,0.028266331478532965
2022-02-07,150.21746826171875,45.02573013305664,22.860000610351562,24.324499988555907,-0.037059241543576586
2022-02-08,150.40109252929688,45.61448287963867,21.440000534057617,24.426500034332275,0.03104967177845575
2022-02-09,150.33111572265625,46.6424674987793,19.959999084472656,24.503999996185303,0.09920813922771418
2022-02-10,147.2097930908203,45.661216735839844,23.90999984741211,24.818499946594237,-0.38018753088870355
2022-02-11,147.39340209960938,44.51173400878906,27.360000610351562,25.171000003814697,-0.442708630920709
2022-02-14,145.74969482421875,44.46500778198242,28.329999923706055,25.62799997329712,-0.6598403980783004
2022-02-15,145.10267639160156,45.26870346069336,25.700000762939453,25.773499965667725,-0.6835309676347705
2022-02-16,145.39990234375,45.072452545166016,24.290000915527344,25.795499992370605,-0.6596509558955929
2022-02-17,145.79339599609375,44.45566940307617,28.110000610351562,25.92150001525879,-0.6548626618919487
2022-02-18,146.6327667236328,42.091304779052734,27.75,25.866499996185304,-0.723457450901781
2022-02-22,147.19232177734375,41.76420974731445,28.809999465942383,25.811999988555907,-0.6753174020326355
2022-02-23,145.74090576171875,41.72683334350586,31.020000457763672,25.805000019073486,-0.86675587978223
2022-02-24,143.2053680419922,43.661312103271484,30.31999969482422,25.723000049591064,-1.0509050198650987
2022-02-25,147.2185516357422,44.58649444580078,27.59000015258789,25.57800006866455,-0.4598144026017244
2022-02-28,143.1616973876953,44.5771484375,30.149999618530273,25.70250005722046,-0.9877556592094854
2022-03-01,141.87643432617188,43.754764556884766,33.31999969482422,26.127000045776366,-1.2165936310326284
2022-03-02,143.84365844726562,45.670555114746094,30.739999771118164,26.566000080108644,-0.8169570155397363
2022-03-03,143.68960571289062,44.79209518432617,30.479999542236328,26.985500049591064,-0.9029941725196059
2022-03-04,145.87220764160156,44.92293167114258,31.979999542236328,27.367000007629393,-0.6095054425102179
2022-03-07,142.96800231933594,44.5584602355957,36.45000076293945,28.028500080108643,-1.0143331682978407
2022-03-08,138.937255859375,44.3902473449707,35.130001068115234,28.642000102996825,-1.5508202043837733
2022-03-09,138.52359008789062,44.51173400878906,32.45000076293945,29.192500114440918,-1.5954515435295369
2022-03-10,135.98019409179688,43.60523986816406,30.229999542236328,29.706000137329102,-1.9941204808206003
2022-03-11,135.29373168945312,42.8295783996582,30.75,30.048000144958497,-2.1416256446214352
2022-03-14,137.19468688964844,41.49319839477539,31.770000457763672,30.268500137329102,-1.995001437371622
2022-03-15,139.9317169189453,41.87635803222656,29.829999923706055,30.3435001373291,-1.6104958155699622
