Date,TXN,ADI,VIX,AvgVIX,zscore
2015-01-30,39.32466506958008,41.48538589477539,20.969999313354492,19.119499969482423,0.6531775383982681
2015-02-02,39.354095458984375,41.636653900146484,19.43000030517578,19.201499938964844,0.624811598702488
2015-02-03,40.05302810668945,42.966148376464844,17.329999923706055,19.071999931335448,0.46410276723236205
2015-02-04,40.18547821044922,42.814884185791016,18.329999923706055,18.932499885559082,0.5250445560424652
2015-02-05,40.69313049316406,43.746334075927734,16.850000381469727,18.80949993133545,0.4160688713430409
2015-02-06,39.99418258666992,43.79410171508789,17.290000915527344,18.823499965667725,0.26458542707919475
2015-02-09,39.927974700927734,43.43585968017578,18.549999237060547,18.873499965667726,0.3324658748424411
2015-02-10,41.0683479309082,44.21604537963867,17.229999542236328,18.754999923706055,0.3851061230449578
2015-02-11,41.200775146484375,44.27973556518555,16.959999084472656,18.57499990463257,0.39731878560155187
2015-02-12,42.26021194458008,45.15544891357422,15.34000015258789,18.267999935150147,0.41201783161739736
2015-02-13,42.6501579284668,45.41816329956055,14.6899995803833,17.88299994468689,0.43093981841541756
2015-02-17,42.81937789916992,46.81934356689453,15.800000190734863,17.62549991607666,0.14738270051697044
2015-02-18,42.62807846069336,46.47700500488281,15.449999809265137,17.403499937057497,0.18648491407576306
2015-02-19,42.7016487121582,46.69197082519531,15.289999961853027,17.22549991607666,0.15256302414424947
2015-02-20,43.05481719970703,47.0740852355957,14.300000190734863,17.12049994468689,0.1370190796196019
2015-02-23,42.870880126953125,46.95466613769531,14.5600004196167,17.015499973297118,0.12707289354673612
2015-02-24,43.37853240966797,47.45621871948242,13.6899995803833,16.9239999294281,0.11554365527567254
2015-02-25,43.48152160644531,47.27989196777344,13.84000015258789,16.754999971389772,0.17623777775260394
2015-02-26,43.71696472167969,47.19173812866211,13.90999984741211,16.428499937057495,0.24360034425287555
2015-02-27,43.26081085205078,46.91921615600586,13.34000015258789,16.157499933242796,0.2135778529419011
2015-03-02,44.099544525146484,47.91305923461914,13.039999961853027,15.760999965667725,0.15708584902655814
2015-03-03,43.091590881347656,47.079532623291016,13.859999656677246,15.482499933242797,0.14318460887534695
2015-03-04,42.907657623291016,46.80701446533203,14.229999542236328,15.327499914169312,0.16794273260487097
2015-03-05,42.92238235473633,46.84708786010742,14.039999961853027,15.11299991607666,0.1618223392170427
2015-03-06,42.40737533569336,46.430301666259766,15.199999809265137,15.03049988746643,0.15265719836676367
2015-03-09,42.981231689453125,46.855106353759766,15.0600004196167,14.918999862670898,0.17184755469459415
2015-03-10,42.010074615478516,45.84523010253906,16.690000534057617,14.825999927520751,0.2053250686164116
2015-03-11,42.06157684326172,45.91736602783203,16.8700008392334,14.807999992370606,0.19933801721332123
2015-03-12,42.098365783691406,46.09368133544922,15.420000076293945,14.73100004196167,0.1667753404304582
2015-03-13,42.0247802734375,46.10972595214844,16.0,14.764000034332275,0.14833015150570453
2015-03-16,42.9150276184082,47.127601623535156,15.609999656677246,14.810000038146972,0.09675716323670015
2015-03-17,42.6501579284668,47.09554672241211,15.65999984741211,14.803000020980836,0.050720983172568145
2015-03-18,42.89295196533203,47.82489776611328,13.970000267028809,14.729000043869018,-0.06574407532039725
2015-03-19,43.062164306640625,48.089393615722656,14.069999694824219,14.668000030517579,-0.09164617879902412
2015-03-20,43.61396026611328,48.94697952270508,13.020000457763672,14.604000043869018,-0.17499539377874773
2015-03-23,43.157806396484375,48.410011291503906,13.40999984741211,14.54650001525879,-0.14507485296094028
2015-03-24,42.99593734741211,48.37793731689453,13.619999885559082,14.543000030517579,-0.17037893481143745
2015-03-25,41.00212097167969,46.133758544921875,15.4399995803833,14.623000001907348,-0.06291662809842717
2015-03-26,41.05362319946289,46.02155303955078,15.800000190734863,14.717500019073487,-0.02711831123137078
2015-03-27,41.759925842285156,47.159671783447266,15.069999694824219,14.803999996185302,-0.142964150179101
2015-03-30,42.67222213745117,51.944549560546875,14.510000228881836,14.877500009536742,-1.043980617312114
2015-03-31,42.076290130615234,50.49386978149414,15.289999961853027,14.949000024795533,-0.8350744808498445
2015-04-01,41.59806823730469,50.14923095703125,15.109999656677246,14.993000030517578,-0.8531909261914502
2015-04-02,41.730499267578125,49.884727478027344,14.670000076293945,15.024500036239624,-0.7665845985721457
2015-04-06,41.79671096801758,50.31753921508789,14.739999771118164,15.001500034332276,-0.8513672746734451
2015-04-07,41.8923454284668,50.68622970581055,14.779999732971191,14.9875,-0.9156943306831741
2015-04-08,41.914432525634766,51.03086853027344,13.979999542236328,14.851999950408935,-0.9893701230629359
2015-04-09,42.510353088378906,51.31938934326172,13.09000015258789,14.66299991607666,-0.9348476006932658
2015-04-10,42.451507568359375,51.487709045410156,12.579999923706055,14.520999908447266,-0.9848432933026577
2015-04-13,42.09099578857422,51.09497833251953,13.9399995803833,14.417999887466431,-0.9683706702378023
2015-04-14,41.75257110595703,50.14923095703125,13.670000076293945,14.320999908447266,-0.8220988802263006
2015-04-15,43.04008865356445,51.2392463684082,12.84000015258789,14.179999923706054,-0.8100776864635425
2015-04-16,42.973876953125,51.38352584838867,12.600000381469727,14.111499929428101,-0.8561064559643433
2015-04-17,42.17929458618164,50.83049011230469,13.890000343322754,14.102499961853027,-0.8906489400893814
2015-04-20,42.797298431396484,51.0709342956543,13.300000190734863,14.116499948501588,-0.8207846826609685
2015-04-21,42.78994369506836,51.59190368652344,13.25,14.10849995613098,-0.9403548438151456
2015-04-22,43.20930480957031,51.6880989074707,12.710000038146973,14.062999963760376,-0.8777678493127298
2015-04-23,40.259037017822266,50.96674346923828,12.479999542236328,13.914999961853027,-1.307965252550376
2015-04-24,40.266395568847656,50.117164611816406,12.289999961853027,13.739499950408936,-1.113907174923393
2015-04-27,40.877052307128906,50.229373931884766,13.119999885559082,13.641999959945679,-1.0164539632504288
2015-04-28,40.78080368041992,50.67020034790039,12.40999984741211,13.536999940872192,-1.1357467560780048
2015-04-29,40.729000091552734,50.3495979309082,13.390000343322754,13.44199995994568,-1.0734995123334377
2015-04-30,40.12939453125,49.564144134521484,14.550000190734863,13.413999986648559,-1.0161219248989206
2015-05-01,40.94367980957031,50.71027755737305,12.699999809265137,13.315499973297118,-1.1120541336295828
2015-05-04,40.936275482177734,50.694244384765625,12.850000381469727,13.221000003814698,-1.109909875353496
2015-05-05,39.98133850097656,49.50804138183594,14.3100004196167,13.197500038146973,-1.033199590925595
2015-05-06,39.75185775756836,49.40383529663086,15.149999618530273,13.25600004196167,-1.0557593435067125
2015-05-07,40.01834487915039,49.72444152832031,15.130000114440918,13.358000040054321,-1.0748046925034171
2015-05-08,40.49211120605469,50.269447326660156,12.859999656677246,13.372000026702882,-1.1030028208071554
2015-05-11,40.29964828491211,50.20533752441406,13.850000381469727,13.367500066757202,-1.1272019093930599
2015-05-12,40.099769592285156,49.756492614746094,13.859999656677246,13.377000045776366,-1.0656839827041933
2015-05-13,40.484710693359375,49.884727478027344,13.760000228881836,13.423000049591064,-1.0172861936320117
2015-05-14,41.165748596191406,50.8144645690918,12.739999771118164,13.430000019073486,-1.0909816344326604
2015-05-15,41.165748596191406,50.63813781738281,12.380000114440918,13.354500007629394,-1.0510129837093967
2015-05-18,41.29899597167969,50.78240966796875,12.729999542236328,13.325999975204468,-1.056901023101136
2015-05-19,41.291595458984375,50.85454177856445,12.850000381469727,13.305999994277954,-1.0747407548656691
2015-05-20,41.1805534362793,53.0426025390625,12.880000114440918,13.314499998092652,-1.5930627674915838
2015-05-21,41.08432388305664,52.48958206176758,12.109999656677246,13.296000003814697,-1.4870726933281657
2015-05-22,40.98808670043945,53.77996826171875,12.130000114440918,13.288000011444092,-1.798936107816393
2015-05-26,40.38848114013672,53.5796012878418,14.0600004196167,13.335000038146973,-1.8741823600716812
2015-05-27,41.432247161865234,55.0632209777832,13.270000457763672,13.378000068664551,-2.0004333160520416
2015-05-28,41.38784408569336,55.079349517822266,13.3100004196167,13.374000072479248,-2.0130248761890486
2015-05-29,41.395225524902344,54.79713439941406,13.84000015258789,13.3385000705719,-1.947568673981463
2015-06-01,41.23977279663086,55.43413543701172,13.970000267028809,13.402000093460083,-2.123243299894324
2015-06-02,40.89926528930664,54.595550537109375,14.239999771118164,13.471500062942505,-2.0016815790756652
2015-06-03,40.63277816772461,54.25690841674805,13.65999984741211,13.439000034332276,-1.9785479670795978
