Date,KBE,MNST,VIX,AvgVIX,zscore
2020-03-16,22.847274780273438,28.719999313354492,82.69000244140625,38.850000095367434,-0.521044165205764
2020-03-17,24.132434844970703,29.8700008392334,75.91000366210938,41.9040002822876,-0.3313599483791457
2020-03-18,21.45291519165039,27.94499969482422,76.44999694824219,45.007500123977664,-0.7783764225716613
2020-03-19,22.83887481689453,27.15999984741211,72.0,47.829500102996825,-0.35304858000089046
2020-03-20,21.32692527770996,26.049999237060547,66.04000091552734,50.27750015258789,-0.602688654555996
2020-03-23,19.553340911865234,25.485000610351562,61.59000015258789,52.10550012588501,-0.975876521467117
2020-03-24,21.852739334106445,26.864999771118164,61.66999816894531,53.796500015258786,-0.5626329184077902
2020-03-25,22.275421142578125,26.829999923706055,63.95000076293945,55.61600008010864,-0.45520099974645056
2020-03-26,24.23667335510254,28.920000076293945,61.0,56.708000087738036,-0.2022477182302593
2020-03-27,23.340585708618164,28.19499969482422,65.54000091552734,57.97950010299682,-0.34288353043425
2020-03-30,23.40821647644043,29.0,57.08000183105469,59.16250028610229,-0.4140571422967944
2020-03-31,22.791091918945312,28.1299991607666,53.540000915527344,59.99850034713745,-0.47050126200585723
2020-04-01,21.269432067871094,26.549999237060547,57.060001373291016,61.252000427246095,-0.6712873416750107
2020-04-02,21.624488830566406,27.530000686645508,50.90999984741211,61.81650047302246,-0.6910778708583526
2020-04-03,20.66922950744629,27.110000610351562,46.79999923706055,62.059500503540036,-0.8794670120648029
2020-04-06,22.283876419067383,29.03499984741211,45.2400016784668,61.598500633239745,-0.6934942020528603
2020-04-07,23.112335205078125,29.204999923706055,46.70000076293945,61.568500709533694,-0.5089366851098258
2020-04-08,24.219768524169922,30.1299991607666,43.349998474121094,61.041000556945804,-0.33829317756661503
2020-04-09,26.028852462768555,30.2549991607666,41.66999816894531,59.35100040435791,0.09156111664353465
2020-04-13,24.710079193115234,29.764999389648438,41.16999816894531,58.51800022125244,-0.17830953228194218
2020-04-14,24.355024337768555,32.20500183105469,37.7599983215332,56.27150001525879,-0.5313314454802681
2020-04-15,22.78264617919922,31.145000457763672,40.84000015258789,54.51799983978272,-0.8012354385049227
2020-04-16,21.99644660949707,30.934999465942383,40.11000061035156,52.70100002288818,-0.9710730129872994
2020-04-17,23.8055362701416,31.094999313354492,38.150001525878906,51.00850009918213,-0.5450326318930614
2020-04-20,23.644914627075195,30.690000534057617,43.83000183105469,49.898000144958495,-0.5402588535802562
2020-04-21,22.84181785583496,29.520000457763672,45.40999984741211,49.089000129699706,-0.6095896043921789
2020-04-22,22.89253807067871,30.059999465942383,41.97999954223633,48.104500198364256,-0.6560210260279856
2020-04-23,23.18842124938965,29.815000534057617,41.380001068115234,46.976000213623045,-0.556780743812889
2020-04-24,23.780176162719727,29.899999618530273,35.93000030517578,45.722500228881835,-0.4209831139203353
2020-04-27,25.242664337158203,30.260000228881836,33.290000915527344,44.11000022888184,-0.10171091921212538
2020-04-28,25.91895294189453,30.06999969482422,33.56999969482422,42.93450012207031,0.08478694722928098
2020-04-29,27.449068069458008,31.06999969482422,31.229999542236328,41.81900005340576,0.3508712620349355
2020-04-30,26.46844482421875,30.905000686645508,34.150001525878906,40.673500061035156,0.1284668472776714
2020-05-01,25.23421287536621,29.760000228881836,37.189998626708984,39.9875,-0.04927796885466267
2020-05-04,24.96368980407715,29.604999542236328,35.970001220703125,39.44600009918213,-0.09869769335407833
2020-05-05,24.57482147216797,30.325000762939453,33.61000061035156,38.86450004577637,-0.272512201986831
2020-05-06,23.949251174926758,30.649999618530273,34.119998931884766,38.235499954223634,-0.4612930357801997
2020-05-07,24.346572875976562,31.045000076293945,31.440000534057617,37.64000005722046,-0.406952034648545
2020-05-08,25.386371612548828,32.88999938964844,27.979999542236328,36.95550012588501,-0.35317727734445203
2020-05-11,24.481830596923828,33.20000076293945,27.56999969482422,36.275500202178954,-0.6087103786587942
2020-05-12,23.256053924560547,33.095001220703125,33.040000915527344,36.03950033187866,-0.8977524391475976
2020-05-13,22.030261993408203,32.584999084472656,35.279998779296875,35.76150026321411,-1.1426491104176848
2020-05-14,22.81646156311035,32.494998931884766,32.61000061035156,35.38650026321411,-0.9401085615526229
2020-05-15,22.537487030029297,33.005001068115234,31.889999389648438,35.07350015640259,-1.0640917094827542
2020-05-18,24.62554359436035,33.310001373291016,29.299999237060547,34.34700002670288,-0.585471555199916
2020-05-19,23.695640563964844,33.57500076293945,30.530000686645508,33.60300006866455,-0.8423162801940901
2020-05-20,24.811519622802734,34.70500183105469,27.989999771118164,32.90350008010864,-0.6919495231808683
2020-05-21,24.71853256225586,34.18000030517578,29.530000686645508,32.31100006103516,-0.6575143025587509
2020-05-22,24.431106567382812,34.35499954223633,28.15999984741211,31.92250003814697,-0.7470507513915274
2020-05-26,26.409263610839844,34.505001068115234,28.010000228881836,31.658500003814698,-0.27847512633694727
2020-05-27,28.269081115722656,35.29999923706055,27.6200008392334,31.361000061035156,0.09077987586586099
2020-05-28,27.203916549682617,35.435001373291016,28.59000015258789,31.229000091552734,-0.18505204952152993
2020-05-29,26.586801528930664,35.95500183105469,27.510000228881836,30.89700002670288,-0.3930171760609962
2020-06-01,26.950300216674805,36.29499816894531,28.229999542236328,30.449000072479247,-0.3409716076258385
2020-06-02,26.992568969726562,36.040000915527344,26.84000015258789,29.992500019073486,-0.3028126842882939
2020-06-03,28.353609085083008,36.255001068115234,25.65999984741211,29.594999980926513,0.007396868200670411
2020-06-04,29.32577896118164,35.459999084472656,25.809999465942383,29.179500007629393,0.33237824329868865
2020-06-05,30.991159439086914,36.1150016784668,24.520000457763672,28.8335000038147,0.6692296233784742
2020-06-08,31.99713897705078,35.20000076293945,25.809999465942383,28.725,1.0155801531442075
2020-06-09,31.210948944091797,35.21500015258789,27.56999969482422,28.725,0.821217737700487
2020-06-10,29.283525466918945,35.220001220703125,27.56999969482422,28.451499938964844,0.34818223013312916
2020-06-11,26.612154006958008,33.900001525878906,40.790000915527344,28.727000045776368,-0.16278769330561232
2020-06-12,27.635051727294922,34.150001525878906,36.09000015258789,28.901000022888184,0.06071400920027607
2020-06-15,27.905563354492188,34.400001525878906,34.400001525878906,29.026500129699706,0.09977510075228828
2020-06-16,28.86082649230957,34.75,33.66999816894531,29.245000076293945,0.2957960166631041
2020-06-17,27.973196029663086,34.77000045776367,33.470001220703125,29.392000102996825,0.0760212381259482
2020-06-18,28.04082679748535,34.85499954223633,32.939998626708984,29.639500045776366,0.08333459844655404
2020-06-19,27.804122924804688,35.040000915527344,35.119998931884766,29.91899995803833,0.005141888908273275
2020-06-22,27.74358558654785,35.1349983215332,31.770000457763672,30.09949998855591,-0.020053908846752882
2020-06-23,27.53896713256836,35.09000015258789,31.3700008392334,30.267500019073488,-0.06530903485536954
2020-06-24,26.09807014465332,34.03499984741211,33.84000015258789,30.57849998474121,-0.30352677808958
2020-06-25,26.950672149658203,34.529998779296875,32.220001220703125,30.760000038146973,-0.14847873283992732
2020-06-26,25.31368064880371,33.95000076293945,34.72999954223633,31.121000003814697,-0.48654702468745425
2020-06-29,26.24301528930664,34.55500030517578,31.780000686645508,31.298500061035156,-0.324679782804152
2020-06-30,26.890987396240234,34.65999984741211,30.43000030517578,31.47800006866455,-0.17728125883405207
2020-07-01,25.893449783325195,34.51499938964844,28.6200008392334,31.626000118255615,-0.4060121090190581
2020-07-02,25.84229278564453,34.630001068115234,27.68000030517578,31.719500160217287,-0.43108905727072355
2020-07-06,26.09807014465332,35.654998779296875,27.940000534057617,31.890500164031984,-0.4801220496634313
2020-07-07,25.168733596801758,35.849998474121094,29.43000030517578,32.07150020599365,-0.729197274964836
2020-07-08,25.228422164916992,35.880001068115234,28.079999923706055,32.097000217437746,-0.717835732840377
2020-07-09,24.230876922607422,35.525001525878906,29.260000228881836,32.18150024414062,-0.9236765583614223
2020-07-10,25.37335968017578,35.82500076293945,27.290000915527344,31.506500244140625,-0.6763100628708526
2020-07-13,25.67177391052246,35.275001525878906,32.189998626708984,31.31150016784668,-0.5432013859643704
2020-07-14,25.25400161743164,35.814998626708984,29.520000457763672,31.067500114440918,-0.7044792790371156
2020-07-15,26.592578887939453,36.095001220703125,27.760000228881836,30.772000217437743,-0.4068621723144955
2020-07-16,26.507320404052734,36.310001373291016,28.0,30.49850015640259,-0.45119957344211353
2020-07-17,25.791135787963867,37.11000061035156,25.68000030517578,30.13550024032593,-0.7139732372457163
2020-07-20,25.424514770507812,36.935001373291016,24.459999084472656,29.602500247955323,-0.7847704676854329
2020-07-21,26.720468521118164,37.5,24.84000015258789,29.256000232696532,-0.5286694040623584
2020-07-22,26.51584815979004,37.8650016784668,24.31999969482422,28.903500175476076,-0.618618875502617
2020-07-23,27.07004165649414,37.46500015258789,26.079999923706055,28.515500164031984,-0.43915941199528874
2020-07-24,26.950672149658203,37.439998626708984,25.84000015258789,28.19650011062622,-0.4656963576291776
2020-07-27,26.34532356262207,38.21500015258789,24.739999771118164,27.697000122070314,-0.698574588530554
2020-07-28,26.225963592529297,38.095001220703125,25.440000534057617,27.380000114440918,-0.7147535767053349
2020-07-29,27.155296325683594,38.654998779296875,24.100000381469727,27.063500118255615,-0.5479811587106457
2020-07-30,26.686365127563477,38.90999984741211,24.760000228881836,26.870500087738037,-0.6907329175988906
2020-07-31,26.490264892578125,39.2400016784668,24.459999084472656,26.70950002670288,-0.774778441697399
2020-08-03,26.422056198120117,38.91999816894531,24.280000686645508,26.526500034332276,-0.7566157608954784
2020-08-04,26.30269432067871,39.005001068115234,23.760000228881836,26.243000030517578,-0.7951423634897877
2020-08-05,26.873937606811523,41.54999923706055,22.989999771118164,25.988500022888182,-0.9325362397126562
2020-08-06,26.71194076538086,41.755001068115234,22.649999618530273,25.657999992370605,-0.9945954395614717
2020-08-07,27.786218643188477,41.595001220703125,22.209999084472656,25.403999900817873,-0.7138044806750802
2020-08-10,28.289260864257812,41.0,22.1299991607666,24.90099992752075,-0.525627468391197
2020-08-11,28.851966857910156,40.29999923706055,24.030000686645508,24.626499938964844,-0.3113784771787094
2020-08-12,28.57061004638672,41.32500076293945,22.280000686645508,24.352499961853027,-0.49208544434501245
2020-08-13,28.076108932495117,41.90999984741211,22.1299991607666,24.058999919891356,-0.6770783539925133
2020-08-14,28.383041381835938,41.65999984741211,22.049999237060547,23.877499866485596,-0.5745842796004719
2020-08-17,27.90557861328125,41.724998474121094,21.350000381469727,23.72199993133545,-0.6987154045191822
2020-08-18,27.19792366027832,41.4900016784668,21.510000228881836,23.555499935150145,-0.8465737002026669
2020-08-19,27.283185958862305,41.334999084472656,22.540000915527344,23.466499996185302,-0.8087756677264639
2020-08-20,26.737518310546875,41.505001068115234,22.719999313354492,23.298499965667723,-0.9610729621912772
2020-08-21,26.54995346069336,41.3650016784668,22.540000915527344,23.133500003814696,-0.9917915167275863
2020-08-24,27.598644256591797,41.845001220703125,22.3700008392334,23.01500005722046,-0.7870390110437399
2020-08-25,27.666852951049805,41.98500061035156,22.030000686645508,22.844500064849854,-0.7855795329616354
2020-08-26,27.129714965820312,41.98500061035156,23.270000457763672,22.803000068664552,-0.9172540270353498
2020-08-27,27.632747650146484,41.66999816894531,24.469999313354492,22.788500022888183,-0.7596018791849213
2020-08-28,27.666852951049805,42.27000045776367,22.959999084472656,22.713500022888184,-0.8166472234777603
2020-08-31,27.18939781188965,41.93000030517578,26.40999984741211,22.819999980926514,-0.896627764185854
2020-09-01,27.232027053833008,42.41999816894531,26.1200008392334,22.938000011444093,-0.9395920145848992
2020-09-02,27.487810134887695,43.26499938964844,26.56999969482422,23.117000007629393,-0.9690022770625224
2020-09-03,27.4963321685791,41.349998474121094,33.599998474121094,23.664499950408935,-0.7581598880279452
2020-09-04,28.033472061157227,41.1349983215332,30.75,24.091499996185302,-0.6030478675158196
2020-09-08,26.839832305908203,40.04999923706055,31.459999084472656,24.557999992370604,-0.7773825960291166
2020-09-09,26.737518310546875,41.369998931884766,28.809999465942383,24.79699993133545,-0.9463564469878185
2020-09-10,26.294172286987305,40.88999938964844,29.709999084472656,25.168499851226805,-1.0027141847912429
2020-09-11,26.447641372680664,40.66999816894531,26.8700008392334,25.405499935150146,-0.9411104107900015
2020-09-14,27.035930633544922,41.44499969482422,25.850000381469727,25.595499992370605,-0.8813791743822106
2020-09-15,26.558475494384766,41.56999969482422,25.59000015258789,25.807499980926515,-1.0120491486522165
2020-09-16,26.797203063964844,40.935001373291016,26.040000915527344,26.03400001525879,-0.8843064064398038
2020-09-17,26.71194076538086,40.35499954223633,26.459999084472656,26.229999923706053,-0.8419819749471763
2020-09-18,26.464689254760742,39.494998931884766,25.829999923706055,26.385499954223633,-0.8088451995887381
2020-09-21,25.27821159362793,39.189998626708984,27.780000686645508,26.64749994277954,-1.0664514818114161
2020-09-22,24.830810546875,39.6150016784668,26.860000610351562,26.87199993133545,-1.2224571508448516
2020-09-23,24.27155876159668,38.89500045776367,28.579999923706055,27.199499893188477,-1.28106566978561
2020-09-24,24.3145809173584,39.0,28.510000228881836,27.461499881744384,-1.2819651268760779
2020-09-25,24.5985050201416,39.39500045776367,26.3799991607666,27.55699987411499,-1.2554225160864312
2020-09-28,25.467500686645508,40.255001068115234,26.190000534057617,27.71849994659424,-1.1361443637716608
2020-09-29,25.1147403717041,39.89500045776367,26.270000457763672,27.711499977111817,-1.1833768620202136
2020-09-30,25.33843994140625,40.099998474121094,26.3700008392334,27.723999977111816,-1.1508856771242704
2020-10-01,25.587949752807617,40.7400016784668,26.700000762939453,27.73050003051758,-1.1594870436163534
2020-10-02,26.28486442565918,39.775001525878906,27.6299991607666,27.432000064849852,-0.8834505641201438
2020-10-05,27.231292724609375,39.334999084472656,27.959999084472656,27.292500019073486,-0.6034778248119674
2020-10-06,27.196880340576172,38.814998626708984,29.479999542236328,27.19350004196167,-0.555228718660804
2020-10-07,27.928207397460938,39.380001068115234,28.059999465942383,27.15600004196167,-0.4375411719435919
2020-10-08,28.3756103515625,39.584999084472656,26.360000610351562,26.988500118255615,-0.3502111360012349
2020-10-09,28.177724838256836,40.474998474121094,25.0,26.895000076293947,-0.49573935802551783
2020-10-12,28.564895629882812,41.38999938964844,25.06999969482422,26.85600004196167,-0.5005717493207514
2020-10-13,27.747526168823242,41.744998931884766,26.06999969482422,26.880000019073485,-0.7396407643334635
2020-10-14,27.35175132751465,41.400001525878906,26.399999618530273,26.897999954223632,-0.7990533744708526
2020-10-15,27.902395248413086,40.69499969482422,26.969999313354492,26.923499965667723,-0.5872161268117301
2020-10-16,27.96262550354004,40.380001068115234,27.40999984741211,27.002499961853026,-0.5381133848965758
2020-10-19,27.704513549804688,40.005001068115234,29.18000030517578,27.07249994277954,-0.5605086218758109
2020-10-20,28.186325073242188,40.099998474121094,29.350000381469727,27.196999931335448,-0.4527525265627177
2020-10-21,28.22073745727539,40.04499816894531,28.649999618530273,27.20049991607666,-0.43832108775307294
2020-10-22,29.382266998291016,40.279998779296875,28.110000610351562,27.180499935150145,-0.1791999787322657
2020-10-23,29.760839462280273,40.19499969482422,27.549999237060547,27.238999938964845,-0.07713067311138888
2020-10-26,29.141359329223633,39.42499923706055,32.459999084472656,27.552499866485597,-0.14505323221622607
2020-10-27,28.11749267578125,40.19499969482422,33.349998474121094,27.906499767303465,-0.47998219851127616
2020-10-28,27.532434463500977,38.685001373291016,40.279998779296875,28.60199966430664,-0.45879974043911104
2020-10-29,28.11749267578125,38.77000045776367,37.59000015258789,29.146499633789062,-0.32464374593065554
2020-10-30,28.521881103515625,38.28499984741211,38.02000045776367,29.665999698638917,-0.17264192564142736
2020-11-02,29.253210067749023,38.959999084472656,37.130001068115234,30.124499797821045,-0.06694460691569723
2020-11-03,30.079187393188477,39.7599983215332,35.54999923706055,30.427999782562257,0.04832870978556915
2020-11-04,28.461650848388672,41.36000061035156,29.56999969482422,30.50349979400635,-0.5226111170331671
2020-11-05,29.476909637451172,41.84000015258789,27.579999923706055,30.56449975967407,-0.3260541639020047
2020-11-06,28.969274520874023,41.630001068115234,24.860000610351562,30.55749979019165,-0.42760440298912433
2020-11-09,32.884056091308594,40.67499923706055,25.75,30.59149980545044,0.6361729814984068
2020-11-10,33.340049743652344,40.790000915527344,24.799999237060547,30.527999782562254,0.7354194047033124
2020-11-11,32.522682189941406,42.25,23.450000762939453,30.380499839782715,0.3758954110187275
2020-11-12,31.86880111694336,41.47999954223633,25.350000381469727,30.299499893188475,0.29953977421876127
2020-11-13,32.63454055786133,42.0099983215332,23.100000381469727,30.083999919891358,0.4294789357078522
2020-11-16,33.9853401184082,41.790000915527344,22.450000762939453,29.74749994277954,0.7845969751087094
2020-11-17,33.87350082397461,42.77000045776367,22.709999084472656,29.415499877929687,0.6503513298904484
2020-11-18,33.28843688964844,42.11000061035156,23.84000015258789,29.174999904632568,0.5788744776352669
2020-11-19,33.4346923828125,41.8650016784668,23.110000610351562,28.924999904632568,0.6414348929714874
2020-11-20,33.1163444519043,41.7599983215332,23.700000762939453,28.732499980926512,0.5748411550501292
2020-11-23,33.701412200927734,42.03499984741211,22.65999984741211,28.242500019073486,0.688287416501567
2020-11-24,35.33615493774414,42.095001220703125,21.639999389648438,27.657000064849854,1.0824890177113085
2020-11-25,34.81992721557617,42.040000915527344,21.25,26.70550012588501,0.9619360402358942
2020-11-27,34.38111877441406,42.07500076293945,20.84000015258789,25.86800012588501,0.8505508241742266
2020-11-30,33.22819519042969,42.38999938964844,20.56999969482422,24.995500087738037,0.5335842461284901
2020-12-01,33.976741790771484,43.34000015258789,20.770000457763672,24.17750005722046,0.6135245333271457
2020-12-02,34.570411682128906,43.130001068115234,21.170000076293945,23.458500099182128,0.7819492052094584
2020-12-03,34.72526931762695,43.2599983215332,21.280000686645508,23.044000148773193,0.8057402113378574
2020-12-04,35.396385192871094,43.720001220703125,20.790000915527344,22.704500198364258,0.9201134817130416
2020-12-07,35.275936126708984,43.584999084472656,21.299999237060547,22.526500129699706,0.9053030033232798
2020-12-08,35.23290252685547,44.099998474121094,20.68000030517578,22.273000144958495,0.8386138821955426
2020-12-09,35.40498352050781,43.95000076293945,22.270000457763672,22.146500205993654,0.8971491487509701
2020-12-10,35.55125045776367,44.01499938964844,22.520000457763672,22.100000190734864,0.9259196910198086
2020-12-11,35.138267517089844,44.0099983215332,23.309999465942383,21.998000144958496,0.8252258413808077
2020-12-14,34.9833984375,44.209999084472656,24.719999313354492,22.079000091552736,0.7654591114788877
2020-12-15,35.731929779052734,44.290000915527344,22.889999389648438,22.101000022888183,0.940233805619934
2020-12-16,35.80077362060547,44.900001525878906,22.5,22.09050006866455,0.8906143867478532
2020-12-17,35.70611572265625,45.06999969482422,21.93000030517578,21.995000076293945,0.8488784483914198
2020-12-18,35.14686965942383,45.064998626708984,21.56999969482422,21.91800003051758,0.7123295239036049
2020-12-21,35.41469192504883,44.48500061035156,25.15999984741211,21.99099998474121,0.8412090106583904
2020-12-22,35.128665924072266,44.1349983215332,24.229999542236328,22.069499969482422,0.8092459107922155
2020-12-23,36.142738342285156,44.470001220703125,23.309999465942383,22.15299997329712,1.0213180472787422
2020-12-24,35.93473434448242,44.904998779296875,21.530000686645508,22.167000007629394,0.9229088923079868
2020-12-28,36.134071350097656,45.404998779296875,21.700000762939453,22.210000038146973,0.9172697977195824
2020-12-29,35.570709228515625,45.52000045776367,23.079999923706055,22.335500049591065,0.7666304196895402
2020-12-30,36.012733459472656,45.72999954223633,22.770000457763672,22.435500049591063,0.8520967466212643
2020-12-31,36.24674606323242,46.2400016784668,22.75,22.514500045776366,0.8538677318325063
