Date,KRE,AVGO,VIX,AvgVIX,zscore
2020-01-30,46.26757049560547,27.060224533081055,15.489999771118164,13.696000051498412,-0.08236421885979761
2020-01-31,45.33887481689453,26.198284149169922,18.84000015258789,14.014500045776368,-0.15939988008800463
2020-02-03,45.94127655029297,26.204296112060547,17.969999313354492,14.211999988555908,-0.1059153973195055
2020-02-04,46.58549880981445,26.751161575317383,16.049999237060547,14.32199993133545,-0.052152480473622025
2020-02-05,47.63134002685547,27.24738121032715,15.149999618530273,14.389999914169312,0.03761567965625545
2020-02-06,47.1377067565918,27.445697784423828,14.960000038146973,14.465499925613404,-0.007503415523934742
2020-02-07,46.67753219604492,27.06279945373535,15.470000267028809,14.611999940872192,-0.04595596491886471
2020-02-10,46.63570785522461,26.97437858581543,15.039999961853027,14.735999917984008,-0.049110070131375944
2020-02-11,46.99546432495117,27.48604965209961,15.180000305175781,14.878999948501587,-0.02039793651382429
2020-02-12,47.120975494384766,27.875812530517578,13.739999771118164,14.946499919891357,-0.011723464606595528
2020-02-13,47.34687042236328,27.813138961791992,14.149999618530273,15.032999897003174,0.008745343449210395
2020-02-14,47.03730010986328,27.280864715576172,13.680000305175781,15.100999927520752,-0.015376869912999672
2020-02-18,46.401432037353516,26.678190231323242,14.829999923706055,15.237499904632568,-0.06804284552110679
2020-02-19,46.78630447387695,27.102291107177734,14.380000114440918,15.313999891281128,-0.03654265525499767
2020-02-20,47.20463943481445,26.54855728149414,15.5600004196167,15.446499919891357,0.004145046208830741
2020-02-21,46.56040954589844,26.14162254333496,17.079999923706055,15.651499938964843,-0.05050784624565395
2020-02-24,45.121337890625,25.03414535522461,25.030000686645508,16.174999952316284,-0.17132936383916467
2020-02-25,43.381072998046875,24.268348693847656,27.850000381469727,16.655999994277956,-0.3210830212876699
2020-02-26,42.66154098510742,24.543075561523438,27.559999465942383,17.219999933242796,-0.38675856407069653
2020-02-27,40.938018798828125,23.51887321472168,39.15999984741211,18.35849995613098,-0.5333824133377661
2020-02-28,39.74994659423828,23.40468978881836,40.11000061035156,19.589499998092652,-0.6382155744121834
2020-03-02,41.54042434692383,24.464950561523438,33.41999816894531,20.318499898910524,-0.4858719623576772
2020-03-03,39.81688690185547,23.544626235961914,36.81999969482422,21.26099991798401,-0.6331573403756892
2020-03-04,40.528053283691406,24.506160736083984,31.989999771118164,22.05799994468689,-0.5760818507528608
2020-03-05,38.40291976928711,23.52659797668457,39.619998931884766,23.281499910354615,-0.7586720941500152
2020-03-06,36.72121810913086,23.132545471191406,41.939998626708984,24.630499839782715,-0.9055850118281903
2020-03-09,31.031904220581055,21.267004013061523,54.459999084472656,26.57999978065491,-1.3992178834570488
2020-03-10,33.223968505859375,22.570220947265625,47.29999923706055,28.192999744415282,-1.2127378293861057
2020-03-11,30.914772033691406,21.116764068603516,53.900001525878906,30.12899980545044,-1.4086701258216638
2020-03-12,28.32110595703125,18.782474517822266,75.47000122070312,33.21549987792969,-1.6242792836080222
2020-03-13,31.492069244384766,20.108013153076172,57.83000183105469,35.39949998855591,-1.350967056998196
2020-03-16,27.19161033630371,16.103925704956055,82.69000244140625,38.850000095367434,-1.7076107454245892
2020-03-17,29.24980926513672,17.12812614440918,75.91000366210938,41.9040002822876,-1.5312512463525914
2020-03-18,26.21271514892578,14.41180419921875,76.44999694824219,45.007500123977664,-1.7838305479629613
2020-03-19,27.60994529724121,16.693723678588867,72.0,47.829500102996825,-1.6741904989866867
2020-03-20,25.7860164642334,16.782779693603516,66.04000091552734,50.27750015258789,-1.8368104206556521
2020-03-23,23.795574188232422,16.891916275024414,61.59000015258789,52.10550012588501,-2.0143524847026093
2020-03-24,26.553258895874023,18.576128005981445,61.66999816894531,53.796500015258786,-1.78003904209712
2020-03-25,26.840871810913086,18.99434471130371,63.95000076293945,55.61600008010864,-1.757142851217467
2020-03-26,29.141754150390625,21.23123550415039,61.0,56.708000087738036,-1.566928190968821
2020-03-27,28.194337844848633,20.1416015625,65.54000091552734,57.97950010299682,-1.644180103653085
2020-03-30,28.15203857421875,20.964069366455078,57.08000183105469,59.16250028610229,-1.6531653506185164
2020-03-31,27.5683536529541,20.701263427734375,53.540000915527344,59.99850034713745,-1.7033548710598563
2020-04-01,25.783475875854492,19.525190353393555,57.060001373291016,61.252000427246095,-1.8544649132070217
2020-04-02,26.26564598083496,20.697771072387695,50.90999984741211,61.81650047302246,-1.8190767313367042
2020-04-03,24.971393585205078,20.453304290771484,46.79999923706055,62.059500503540036,-1.9325158922753178
2020-04-06,27.052345275878906,22.040603637695312,45.2400016784668,61.598500633239745,-1.7577134833130588
2020-04-07,27.82213020324707,22.113073348999023,46.70000076293945,61.568500709533694,-1.689779556291884
2020-04-08,29.302480697631836,22.796707153320312,43.349998474121094,61.041000556945804,-1.5625968222885909
2020-04-09,31.620283126831055,22.2029972076416,41.66999816894531,59.35100040435791,-1.3528895956972689
2020-04-13,29.835405349731445,22.693683624267578,41.16999816894531,58.51800022125244,-1.514592346894482
2020-04-14,29.353235244750977,23.36684226989746,37.7599983215332,56.27150001525879,-1.5617107035006523
2020-04-15,27.373790740966797,22.477153778076172,40.84000015258789,54.51799983978272,-1.7319278238338824
2020-04-16,26.367156982421875,22.551366806030273,40.11000061035156,52.70100002288818,-1.8218377015013807
2020-04-17,28.752635955810547,23.214048385620117,38.150001525878906,51.00850009918213,-1.6141022022261002
2020-04-20,28.684965133666992,22.550491333007812,43.83000183105469,49.898000144958495,-1.6158975905269382
2020-04-21,27.88981056213379,21.62238311767578,45.40999984741211,49.089000129699706,-1.680647765822879
2020-04-22,27.77137565612793,22.69804573059082,41.97999954223633,48.104500198364256,-1.6980066968144785
2020-04-23,28.28738021850586,22.60724639892578,41.380001068115234,46.976000213623045,-1.6515832397229424
2020-04-24,29.074079513549805,23.120628356933594,35.93000030517578,45.722500228881835,-1.5849486079140955
2020-04-27,31.002769470214844,23.438438415527344,33.290000915527344,44.11000022888184,-1.4156065271182225
2020-04-28,31.789474487304688,23.113649368286133,33.56999969482422,42.93450012207031,-1.3436445826307353
2020-04-29,33.60818099975586,24.099374771118164,31.229999542236328,41.81900005340576,-1.1883191857313262
2020-04-30,32.254722595214844,23.7152099609375,34.150001525878906,40.673500061035156,-1.3061309125146314
2020-05-01,30.732078552246094,22.674474716186523,37.189998626708984,39.9875,-1.4348019023136303
2020-05-04,30.42754554748535,22.89798927307129,35.970001220703125,39.44600009918213,-1.4632797997887497
2020-05-05,29.8438663482666,23.125864028930664,33.61000061035156,38.86450004577637,-1.5165872208550106
2020-05-06,29.05716323852539,23.06562042236328,34.119998931884766,38.235499954223634,-1.5861020088347781
2020-05-07,29.44628143310547,23.377321243286133,31.440000534057617,37.64000005722046,-1.553510255061267
2020-05-08,30.90972137451172,24.012943267822266,27.979999542236328,36.95550012588501,-1.427524876044508
2020-05-11,29.590087890625,24.045244216918945,27.56999969482422,36.275500202178954,-1.544978051094806
2020-05-12,28.075895309448242,23.438438415527344,33.040000915527344,36.03950033187866,-1.6756558777985615
2020-05-13,26.561717987060547,22.97569465637207,35.279998779296875,35.76150026321411,-1.8072479021645083
2020-05-14,27.40763282775879,23.276918411254883,32.61000061035156,35.38650026321411,-1.734003715309622
2020-05-15,27.103097915649414,22.736467361450195,31.889999389648438,35.07350015640259,-1.7576265734217138
2020-05-18,29.810029983520508,23.881977081298828,29.299999237060547,34.34700002670288,-1.5243988460570477
2020-05-19,28.515783309936523,23.7440185546875,30.530000686645508,33.60300006866455,-1.6385143874735417
2020-05-20,29.970752716064453,24.331621170043945,27.989999771118164,32.90350008010864,-1.5129764292414762
2020-05-21,29.860782623291016,23.992855072021484,29.530000686645508,32.31100006103516,-1.5205941930227826
2020-05-22,29.54779815673828,24.154386520385742,28.15999984741211,31.92250003814697,-1.5494290735254945
2020-05-26,32.03477478027344,24.62323570251465,28.010000228881836,31.658500003814698,-1.3314437690743188
2020-05-27,34.35258865356445,25.10955810546875,27.6200008392334,31.361000061035156,-1.1285994244670707
2020-05-28,33.109092712402344,24.721025466918945,28.59000015258789,31.229000091552734,-1.2366133560770691
2020-05-29,32.29701614379883,25.43086051940918,27.510000228881836,30.89700002670288,-1.3132766051773628
2020-06-01,32.61000442504883,25.319101333618164,28.229999542236328,30.449000072479247,-1.2847577019838747
2020-06-02,32.50849151611328,26.023696899414062,26.84000015258789,29.992500019073486,-1.2982549014799916
2020-06-03,34.38643264770508,27.025144577026367,25.65999984741211,29.594999980926513,-1.137766497178695
2020-06-04,35.621463775634766,26.969263076782227,25.809999465942383,29.179500007629393,-1.0276802818379993
2020-06-05,37.68549346923828,27.684335708618164,24.520000457763672,28.8335000038147,-0.8488381349881627
2020-06-08,38.928993225097656,27.722755432128906,25.809999465942383,28.725,-0.7385988018244931
2020-06-09,37.98155975341797,27.530670166015625,27.56999969482422,28.725,-0.8215564051958715
2020-06-10,35.45228576660156,27.506221771240234,27.56999969482422,28.451499938964844,-1.0461240686202122
2020-06-11,32.15321350097656,25.64738655090332,40.790000915527344,28.727000045776368,-1.3274293837465565
2020-06-12,33.329036712646484,26.214906692504883,36.09000015258789,28.901000022888184,-1.2265656092848412
2020-06-15,33.81120300292969,26.550174713134766,34.400001525878906,29.026500129699706,-1.1858564168376369
2020-06-16,35.0208625793457,27.129043579101562,33.66999816894531,29.245000076293945,-1.0820584451123654
2020-06-17,33.94654846191406,27.36652183532715,33.470001220703125,29.392000102996825,-1.1790192384664928
2020-06-18,34.09881591796875,27.826658248901367,32.939998626708984,29.639500045776366,-1.168414744664177
2020-06-19,33.73507308959961,26.707271575927734,35.119998931884766,29.91899995803833,-1.1936188639305472
2020-06-22,33.68727111816406,27.657289505004883,31.770000457763672,30.09949998855591,-1.2039036351074972
2020-06-23,33.32881164550781,27.459697723388672,31.3700008392334,30.267500019073488,-1.234496591169213
2020-06-24,31.579160690307617,27.07775115966797,33.84000015258789,30.57849998474121,-1.3875236608956796
2020-06-25,32.62894821166992,27.243579864501953,32.220001220703125,30.760000038146973,-1.2953051521815977
2020-06-26,30.640310287475586,27.116559982299805,34.72999954223633,31.121000003814697,-1.471186063240863
2020-06-29,31.954694747924805,27.325620651245117,31.780000686645508,31.298500061035156,-1.3557331763987888
2020-06-30,32.76551055908203,27.83988380432129,30.43000030517578,31.47800006866455,-1.286961420534548
2020-07-01,31.399919509887695,27.585840225219727,28.6200008392334,31.626000118255615,-1.4066780743730052
2020-07-02,31.246288299560547,27.827529907226562,27.68000030517578,31.719500160217287,-1.4218640315158593
2020-07-06,31.579160690307617,28.120389938354492,27.940000534057617,31.890500164031984,-1.394149913385484
2020-07-07,30.478153228759766,27.6202449798584,29.43000030517578,32.07150020599365,-1.4887945834108411
2020-07-08,30.435476303100586,28.18919563293457,28.079999923706055,32.097000217437746,-1.4962022142669156
2020-07-09,29.180850982666016,28.359439849853516,29.260000228881836,32.18150024414062,-1.608756156837408
2020-07-10,30.623239517211914,28.177724838256836,27.290000915527344,31.506500244140625,-1.4794467719808684
2020-07-13,31.058523178100586,27.46058464050293,32.189998626708984,31.31150016784668,-1.4362147064665758
2020-07-14,30.409879684448242,27.793134689331055,29.520000457763672,31.067500114440918,-1.4959593691204884
2020-07-15,32.21073913574219,27.67845916748047,27.760000228881836,30.772000217437743,-1.3352263161514144
2020-07-16,32.125389099121094,27.463224411010742,28.0,30.49850015640259,-1.3414416919104375
2020-07-17,31.314571380615234,27.584074020385742,25.68000030517578,30.13550024032593,-1.4142499312635324
2020-07-20,30.751272201538086,27.973962783813477,24.459999084472656,29.602500247955323,-1.4667762543444696
2020-07-21,32.51799774169922,27.727859497070312,24.84000015258789,29.256000232696532,-1.3082407003867749
2020-07-22,32.20220184326172,27.680219650268555,24.31999969482422,28.903500175476076,-1.335996032963042
2020-07-23,33.030086517333984,27.315916061401367,26.079999923706055,28.515500164031984,-1.2601241984100295
2020-07-24,32.833778381347656,26.973657608032227,25.84000015258789,28.19650011062622,-1.2753908016241635
2020-07-27,32.04004669189453,27.581430435180664,24.739999771118164,27.697000122070314,-1.3497754964887525
2020-07-28,31.869346618652344,27.111268997192383,25.440000534057617,27.380000114440918,-1.3619539950477144
2020-07-29,32.97035217285156,27.243579864501953,24.100000381469727,27.063500118255615,-1.264971808980492
2020-07-30,32.381439208984375,27.53026580810547,24.760000228881836,26.870500087738037,-1.3191180049868132
2020-07-31,32.074180603027344,27.94044303894043,24.459999084472656,26.70950002670288,-1.3490243609121624
2020-08-03,31.98029899597168,28.335620880126953,24.280000686645508,26.526500034332276,-1.359877094510057
2020-08-04,31.809593200683594,28.967208862304688,23.760000228881836,26.243000030517578,-1.3790580181296317
2020-08-05,32.60334777832031,29.06863784790039,22.989999771118164,25.988500022888182,-1.3091784597278184
2020-08-06,32.407047271728516,29.035127639770508,22.649999618530273,25.657999992370605,-1.3264065639953477
2020-08-07,33.840911865234375,28.750205993652344,22.209999084472656,25.403999900817873,-1.1971986151640075
2020-08-10,34.472496032714844,28.87635040283203,22.1299991607666,24.90099992752075,-1.1418847815207787
2020-08-11,35.1467399597168,28.582611083984375,24.030000686645508,24.626499938964844,-1.0801122029895154
2020-08-12,34.916297912597656,29.4303035736084,22.280000686645508,24.352499961853027,-1.105974025626053
2020-08-13,34.2249755859375,29.058061599731445,22.1299991607666,24.058999919891356,-1.1650315081067706
2020-08-14,34.67732238769531,28.91692543029785,22.049999237060547,23.877499866485596,-1.1239440644266665
2020-08-17,34.05427932739258,29.137453079223633,21.350000381469727,23.72199993133545,-1.1807022257152708
2020-08-18,33.02156066894531,28.989253997802734,21.510000228881836,23.555499935150145,-1.271516226938094
2020-08-19,33.22639465332031,29.039541244506836,22.540000915527344,23.466499996185302,-1.253636555771081
2020-08-20,32.49238967895508,29.006013870239258,22.719999313354492,23.298499965667723,-1.318638964881657
2020-08-21,32.24488067626953,29.11098861694336,22.540000915527344,23.133500003814696,-1.341296993700375
2020-08-24,33.6104621887207,29.462064743041992,22.3700008392334,23.01500005722046,-1.222197855368569
2020-08-25,33.72141647338867,29.650827407836914,22.030000686645508,22.844500064849854,-1.21353933474647
2020-08-26,32.927677154541016,29.96221160888672,23.270000457763672,22.803000068664552,-1.2860410772926407
2020-08-27,33.593387603759766,29.915462493896484,24.469999313354492,22.788500022888183,-1.2265963780929516
2020-08-28,33.56779479980469,30.416492462158203,22.959999084472656,22.713500022888184,-1.2320544502985515
2020-08-31,32.98741149902344,30.62201690673828,26.40999984741211,22.819999980926514,-1.2849269923424043
2020-09-01,33.02156066894531,31.71493148803711,26.1200008392334,22.938000011444093,-1.2888386473441533
2020-09-02,33.269065856933594,33.07954788208008,26.56999969482422,23.117000007629393,-1.275520608114787
2020-09-03,33.29467010498047,31.057771682739258,33.599998474121094,23.664499950408935,-1.2603967639706104
2020-09-04,33.99453353881836,32.01573181152344,30.75,24.091499996185302,-1.204302811975687
2020-09-08,32.620418548583984,30.921052932739258,31.459999084472656,24.557999992370604,-1.319434342478169
2020-09-09,32.41557312011719,31.758155822753906,28.809999465942383,24.79699993133545,-1.3429546356632132
2020-09-10,31.818130493164062,31.497943878173828,29.709999084472656,25.168499851226805,-1.3943829977233448
2020-09-11,31.988832473754883,31.729042053222656,26.8700008392334,25.405499935150146,-1.3806850177628014
2020-09-14,32.78257369995117,31.94957733154297,25.850000381469727,25.595499992370605,-1.3115635984456238
2020-09-15,32.168060302734375,32.36504364013672,25.59000015258789,25.807499980926515,-1.3688027972347694
2020-09-16,32.50946044921875,32.37651443481445,26.040000915527344,26.03400001525879,-1.3385426929792814
2020-09-17,32.33022689819336,32.27770233154297,26.459999084472656,26.229999923706053,-1.3538394069069297
2020-09-18,32.09125518798828,31.731689453125,25.829999923706055,26.385499954223633,-1.3716017041749955
2020-09-21,30.58073616027832,31.314212799072266,27.780000686645508,26.64749994277954,-1.50315637807346
2020-09-22,29.839702606201172,32.186553955078125,26.860000610351562,26.87199993133545,-1.5745403087135825
2020-09-23,29.210678100585938,31.296417236328125,28.579999923706055,27.199499893188477,-1.6247713408569135
2020-09-24,29.305463790893555,31.37920379638672,28.510000228881836,27.461499881744384,-1.6168758740437317
2020-09-25,29.770761489868164,31.76017189025879,26.3799991607666,27.55699987411499,-1.5779558726041931
2020-09-28,30.83062171936035,32.694828033447266,26.190000534057617,27.71849994659424,-1.4897285226262273
2020-09-29,30.40840721130371,32.42422103881836,26.270000457763672,27.711499977111817,-1.5255220076186804
2020-09-30,30.744461059570312,32.4295654296875,26.3700008392334,27.723999977111816,-1.4956979807561464
2020-10-01,30.95125389099121,32.810546875,26.700000762939453,27.73050003051758,-1.479745919724627
2020-10-02,31.830154418945312,31.76285171508789,27.6299991607666,27.432000064849852,-1.3949982471809457
2020-10-05,33.157135009765625,32.58802032470703,27.959999084472656,27.292500019073486,-1.2823417420887233
2020-10-06,33.09681701660156,32.39930725097656,29.479999542236328,27.19350004196167,-1.2865016025170914
2020-10-07,34.036041259765625,32.64498519897461,28.059999465942383,27.15600004196167,-1.2046139755536833
2020-10-08,34.5616569519043,33.23158645629883,26.360000610351562,26.988500118255615,-1.1616416454493537
2020-10-09,34.17390060424805,33.531558990478516,25.0,26.895000076293947,-1.1979997509405023
2020-10-12,34.639217376708984,34.04161071777344,25.06999969482422,26.85600004196167,-1.1598984163774726
2020-10-13,33.57072830200195,33.95793533325195,26.06999969482422,26.880000019073485,-1.2543006429165924
2020-10-14,33.07097244262695,33.85200881958008,26.399999618530273,26.897999954223632,-1.2980301755708976
2020-10-15,33.87232971191406,33.81907272338867,26.969999313354492,26.923499965667723,-1.2266212003240375
2020-10-16,33.958492279052734,33.705142974853516,27.40999984741211,27.002499961853026,-1.218241702388019
2020-10-19,33.73446273803711,33.44878387451172,29.18000030517578,27.07249994277954,-1.236517233769301
2020-10-20,34.50996017456055,33.55739212036133,29.350000381469727,27.196999931335448,-1.1683054271795028
2020-10-21,34.639217376708984,33.117645263671875,28.649999618530273,27.20049991607666,-1.154026365082348
2020-10-22,36.285003662109375,33.235137939453125,28.110000610351562,27.180499935150145,-1.0085468737059842
2020-10-23,36.698612213134766,33.177284240722656,27.549999237060547,27.238999938964845,-0.9714305610688053
2020-10-26,35.9661865234375,32.31563186645508,32.459999084472656,27.552499866485597,-1.031029693390251
2020-10-27,34.725379943847656,32.009422302246094,33.349998474121094,27.906499767303465,-1.1393278638518118
2020-10-28,34.036041259765625,30.906543731689453,40.279998779296875,28.60199966430664,-1.193565708084207
2020-10-29,34.932186126708984,31.60084342956543,37.59000015258789,29.146499633789062,-1.1183567463929975
2020-10-30,35.457801818847656,31.121957778930664,38.02000045776367,29.665999698638917,-1.0686129577346222
2020-11-02,36.448734283447266,31.266159057617188,37.130001068115234,30.124499797821045,-0.9814862039084219
2020-11-03,37.45688247680664,31.489585876464844,35.54999923706055,30.427999782562257,-0.8933333525049316
2020-11-04,34.78569412231445,32.45717239379883,29.56999969482422,30.50349979400635,-1.136814592925396
2020-11-05,36.46596145629883,33.90276336669922,27.579999923706055,30.56449975967407,-0.9967119258800152
2020-11-06,35.63875198364258,33.8804931640625,24.860000610351562,30.55749979019165,-1.0700669881853735
2020-11-09,41.13621520996094,33.42830276489258,25.75,30.59149980545044,-0.578750008658421
2020-11-10,41.63597869873047,32.323646545410156,24.799999237060547,30.527999782562254,-0.5273262162281477
2020-11-11,40.37794876098633,33.46213150024414,23.450000762939453,30.380499839782715,-0.6463360878135312
2020-11-12,39.47319793701172,32.95296859741211,25.350000381469727,30.299499893188475,-0.7234862733281333
2020-11-13,40.64506149291992,33.246707916259766,23.100000381469727,30.083999919891358,-0.6212343582026006
2020-11-16,42.35979080200195,33.89741516113281,22.450000762939453,29.74749994277954,-0.4730180830370255
2020-11-17,42.196083068847656,33.878719329833984,22.709999084472656,29.415499877929687,-0.48744450683854984
2020-11-18,41.46365737915039,33.8804931640625,23.84000015258789,29.174999904632568,-0.5525309471143539
2020-11-19,41.5325927734375,34.210731506347656,23.110000610351562,28.924999904632568,-0.5485048721634347
2020-11-20,41.075904846191406,34.12172317504883,23.700000762939453,28.732499980926512,-0.5885153889920357
2020-11-23,41.825557708740234,34.448402404785156,22.65999984741211,28.242500019073486,-0.5239857429177781
2020-11-24,43.884952545166016,34.91394805908203,21.639999389648438,27.657000064849854,-0.34396958603199573
2020-11-25,43.21284866333008,34.78932571411133,21.25,26.70550012588501,-0.40289322210111433
2020-11-27,42.59244155883789,35.156070709228516,20.84000015258789,25.86800012588501,-0.4603464327241962
2020-11-30,41.01557922363281,35.7462272644043,20.56999969482422,24.995500087738037,-0.604199414599283
2020-12-01,42.06682205200195,36.01237869262695,20.770000457763672,24.17750005722046,-0.5124891816997311
2020-12-02,42.807857513427734,35.93760299682617,21.170000076293945,23.458500099182128,-0.4461738266132767
2020-12-03,43.0405158996582,35.58778762817383,21.280000686645508,23.044000148773193,-0.42327922910070725
2020-12-04,43.867713928222656,36.645267486572266,20.790000915527344,22.704500198364258,-0.3565042219863285
