Date,MNST,V,VIX,AvgVIX,zscore
2018-02-16,32.7400016784668,115.24208068847656,19.459999084472656,19.7594997882843,2.594900720261589
2018-02-20,32.29999923706055,115.39342498779297,20.600000381469727,20.237999820709227,2.385991158653525
2018-02-21,32.5099983215332,113.89907836914062,20.020000457763672,20.683999824523926,2.53497958980584
2018-02-22,32.46500015258789,113.85179901123047,18.719999313354492,21.04649977684021,2.5157896366148678
2018-02-23,32.939998626708984,116.26353454589844,16.489999771118164,21.291999769210815,2.6520758038579415
2018-02-26,32.904998779296875,117.8334732055664,15.800000190734863,21.527999782562254,2.5814700205238497
2018-02-27,32.084999084472656,116.6796646118164,18.59000015258789,21.765499782562255,2.241899702970117
2018-02-28,31.684999465942383,116.27296447753906,19.850000381469727,22.01849980354309,2.070845041423117
2018-03-01,27.110000610351562,113.87073516845703,22.469999313354492,22.464999771118165,0.03645405835078195
2018-03-02,27.079999923706055,114.22064971923828,19.59000015258789,22.77099976539612,0.010441490160973772
2018-03-05,27.8700008392334,115.27047729492188,18.729999542236328,22.841999769210815,0.3397296159086051
2018-03-06,27.834999084472656,114.49492645263672,18.360000610351562,21.893999814987183,0.3504045582338039
2018-03-07,27.774999618530273,115.24208068847656,17.760000228881836,21.28299984931946,0.2967402790230828
2018-03-08,28.415000915527344,115.5920181274414,16.540000915527344,20.723499917984007,0.5808520768748944
2018-03-09,29.030000686645508,117.75782775878906,14.640000343322754,19.782499980926513,0.7904633473903855
2018-03-12,29.21500015258789,117.50247192382812,15.779999732971191,19.118499994277954,0.8849436321222197
2018-03-13,29.344999313354492,116.51887512207031,16.350000381469727,18.655499982833863,0.979202593215619
2018-03-14,29.364999771118164,115.9324951171875,17.229999542236328,18.268499994277953,1.0087809116545632
2018-03-15,29.094999313354492,116.71749114990234,16.59000015258789,18.134999990463257,0.8566016670197929
2018-03-16,29.31999969482422,117.7767562866211,15.800000190734863,17.96850004196167,0.9240398113595573
2018-03-19,29.135000228881836,116.52832794189453,19.020000457763672,17.94650011062622,0.8816723145496005
2018-03-20,29.34000015258789,118.13616180419922,18.200000762939453,17.826500129699706,0.9208424688909413
2018-03-21,29.040000915527344,116.53780364990234,17.860000610351562,17.7185001373291,0.8373714169431102
2018-03-22,28.389999389648438,113.48294067382812,23.34000015258789,17.949500179290773,0.6423684536054531
