Date,BAC,MS,VIX,AvgVIX,zscore
2022-01-31,41.44382095336914,89.15283966064453,24.829999923706055,23.18100004196167,2.005348544046926
2022-02-01,42.16239547729492,90.37875366210938,21.959999084472656,23.448999977111818,2.101646821438723
2022-02-02,42.11748504638672,90.35267639160156,22.09000015258789,23.707999992370606,2.0917135228872543
2022-02-03,41.70430374145508,88.93547821044922,24.350000381469727,23.939000034332274,2.091513125587342
2022-02-04,43.366004943847656,90.51786804199219,23.219999313354492,24.119499969482423,2.41121807721917
2022-02-07,43.57259750366211,91.44817352294922,22.860000610351562,24.324499988555907,2.3941464051573553
2022-02-08,44.35404968261719,92.46541595458984,21.440000534057617,24.426500034332275,2.5233426317139807
2022-02-09,44.264225006103516,94.5346908569336,19.959999084472656,24.503999996185303,2.3391586502314725
2022-02-10,44.0576286315918,93.52615356445312,23.90999984741211,24.818499946594237,2.3622887907325967
2022-02-11,43.04264831542969,90.91780853271484,27.360000610351562,25.171000003814697,2.2941775716040507
2022-02-14,42.593536376953125,89.1789321899414,28.329999923706055,25.62799997329712,2.309329805409405
2022-02-15,42.92588424682617,89.9266586303711,25.700000762939453,25.773499965667725,2.3398702620126106
2022-02-16,42.82707595825195,87.9443130493164,24.290000915527344,25.795499992370605,2.4671155219547316
2022-02-17,41.380950927734375,83.59709167480469,28.110000610351562,25.92150001525879,2.418938599457334
2022-02-18,41.28215026855469,82.96238708496094,27.75,25.866499996185304,2.4418036890302237
2022-02-22,40.92285919189453,82.37987518310547,28.809999465942383,25.811999988555907,2.391295394809906
2022-02-23,40.22224807739258,81.33653259277344,31.020000457763672,25.805000019073486,2.2856370057981628
2022-02-24,39.1623420715332,79.82367706298828,30.31999969482422,25.723000049591064,2.1207169166222553
2022-02-25,40.43781280517578,82.20599365234375,27.59000015258789,25.57800006866455,2.275666054067057
2022-02-28,39.70126724243164,78.89337921142578,30.149999618530273,25.70250005722046,2.336211115417177
2022-03-01,38.14735412597656,76.18942260742188,33.31999969482422,26.127000045776366,2.132065989836303
2022-03-02,38.76712417602539,76.84152221679688,30.739999771118164,26.566000080108644,2.246512061052113
2022-03-03,38.3519287109375,76.31983184814453,30.479999542236328,26.985500049591064,2.1764135838717364
2022-03-04,36.9619026184082,75.0852279663086,31.979999542236328,27.367000007629393,1.9020783318816885
2022-03-07,34.60609436035156,72.55513763427734,36.45000076293945,28.028500080108643,1.4710380721986036
2022-03-08,34.831748962402344,72.43341827392578,35.130001068115234,28.642000102996825,1.540524959600254
2022-03-09,37.04314041137695,75.98944854736328,32.45000076293945,29.192500114440918,1.8536633065869093
2022-03-10,36.709171295166016,74.65049743652344,30.229999542236328,29.706000137329102,1.8684849474026313
2022-03-11,36.40229034423828,74.05928039550781,30.75,30.048000144958497,1.8326001202427475
2022-03-14,37.18755340576172,73.65933227539062,31.770000457763672,30.268500137329102,2.07257982811787
2022-03-15,37.45834732055664,75.05915832519531,29.829999923706055,30.3435001373291,2.0362287060428383
2022-03-16,38.63173294067383,79.78023529052734,26.670000076293945,30.392000102996825,1.98285755698597
2022-03-17,38.83934020996094,81.60604858398438,25.670000076293945,30.461000061035158,1.8966939532143237
2022-03-18,38.72199249267578,82.44071960449219,23.8700008392334,30.249000072479248,1.800811438131271
2022-03-21,38.6678352355957,80.51925659179688,23.530000686645508,30.038000106811523,1.9352250946300895
