Date,MS,CL,VIX,AvgVIX,zscore
2020-01-30,44.35105514526367,59.944278717041016,15.489999771118164,13.696000051498412,3.5412902005162743
2020-01-31,43.06550598144531,63.66329574584961,18.84000015258789,14.014500045776368,1.615818762143908
2020-02-03,43.34568786621094,64.65559387207031,17.969999313354492,14.211999988555908,1.3021363893757523
2020-02-04,44.515869140625,65.06114196777344,16.049999237060547,14.32199993133545,1.512845731349103
2020-02-05,45.31520462036133,65.34589385986328,15.149999618530273,14.389999914169312,1.6536353284230594
2020-02-06,45.33168411254883,65.84638977050781,14.960000038146973,14.465499925613404,1.4553421271936164
2020-02-07,45.34816360473633,65.60476684570312,15.470000267028809,14.611999940872192,1.5589161706784567
2020-02-10,45.61186599731445,66.74376678466797,15.039999961853027,14.735999917984008,1.1802702480475342
2020-02-11,45.966209411621094,65.67379760742188,15.180000305175781,14.878999948501587,1.729252634423412
2020-02-12,46.295833587646484,65.53573608398438,13.739999771118164,14.946499919891357,1.891232717382195
2020-02-13,46.08982849121094,65.89815521240234,14.149999618530273,15.032999897003174,1.6776783548928884
2020-02-14,46.015647888183594,66.17427825927734,13.680000305175781,15.100999927520752,1.541546699922126
2020-02-18,45.751949310302734,65.63926696777344,14.829999923706055,15.237499904632568,1.674512993771858
2020-02-19,46.4029655456543,65.18196105957031,14.380000114440918,15.313999891281128,2.0695290139868985
2020-02-20,44.29336166381836,64.85408020019531,15.5600004196167,15.446499919891357,1.5256378324536795
2020-02-21,43.19736099243164,65.81185913085938,17.079999923706055,15.651499938964843,0.7841908344778967
2020-02-24,40.93943405151367,64.21551513671875,25.030000686645508,16.174999952316284,0.7086476041843284
2020-02-25,39.57973861694336,63.68054962158203,27.850000381469727,16.655999994277956,0.48973951766629054
2020-02-26,38.9287223815918,62.92119598388672,27.559999465942383,17.219999933242796,0.5896168316884542
2020-02-27,37.42068862915039,60.531028747558594,39.15999984741211,18.35849995613098,1.0777159469497817
2020-02-28,37.1075325012207,58.3047981262207,40.11000061035156,19.589499998092652,1.8827317096665523
2020-03-02,38.30241775512695,62.50703430175781,33.41999816894531,20.318499898910524,0.5570158220655306
2020-03-03,36.58837890625,61.93753433227539,36.81999969482422,21.26099991798401,0.2383976922508967
2020-03-04,37.280601501464844,65.03526306152344,31.989999771118164,22.05799994468689,-0.7994177122123411
2020-03-05,35.0968132019043,62.42073440551758,39.619998931884766,23.281499910354615,-0.43699878930203145
2020-03-06,34.4787712097168,62.56743621826172,41.939998626708984,24.630499839782715,-0.6950862787513358
2020-03-09,30.902345657348633,60.39296340942383,54.459999084472656,26.57999978065491,-0.9587546054187588
2020-03-10,32.55046081542969,61.96339797973633,47.29999923706055,28.192999744415282,-1.0684446198334612
2020-03-11,30.38318634033203,59.45243835449219,53.900001525878906,30.12899980545044,-0.7428523008277159
2020-03-12,25.8013973236084,55.12939453125,75.47000122070312,33.21549987792969,-0.45531830300394105
2020-03-13,30.902345657348633,59.625003814697266,57.83000183105469,35.39949998855591,-0.646376269445542
2020-03-16,26.081581115722656,53.79194259643555,82.69000244140625,38.850000095367434,0.17865844918925342
2020-03-17,27.845069885253906,60.574188232421875,75.91000366210938,41.9040002822876,-2.0139695921184124
2020-03-18,25.339927673339844,58.4083366394043,76.44999694824219,45.007500123977664,-1.9372229170586734
2020-03-19,25.480016708374023,57.510948181152344,72.0,47.829500102996825,-1.5272237842592937
2020-03-20,24.449935913085938,53.56759262084961,66.04000091552734,50.27750015258789,-0.2539028561100086
2020-03-23,22.91718101501465,52.1783561706543,61.59000015258789,52.10550012588501,-0.18088278373456063
2020-03-24,27.3753604888916,52.79099655151367,61.66999816894531,53.796500015258786,1.001158596616952
2020-03-25,28.0098876953125,51.67787551879883,63.95000076293945,55.61600008010864,1.6576430250419745
2020-03-26,29.42727279663086,55.06900405883789,61.0,56.708000087738036,0.7332872717891427
2020-03-27,28.026369094848633,56.31154251098633,65.54000091552734,57.97950010299682,-0.2218748699945945
2020-03-30,28.71034812927246,57.450557708740234,57.08000183105469,59.16250028610229,-0.4656025637539426
2020-03-31,28.01813316345215,57.260719299316406,53.540000915527344,59.99850034713745,-0.6106098814215035
2020-04-01,26.05686378479004,56.5617790222168,57.060001373291016,61.252000427246095,-0.9559465472913298
2020-04-02,27.935720443725586,58.82251739501953,50.90999984741211,61.81650047302246,-1.2723507100861433
2020-04-03,27.894519805908203,58.347957611083984,46.79999923706055,62.059500503540036,-1.0925437994871334
2020-04-06,30.498558044433594,60.83304214477539,45.2400016784668,61.598500633239745,-1.267393647181086
2020-04-07,30.440872192382812,59.573238372802734,46.70000076293945,61.568500709533694,-0.7734700982024562
2020-04-08,32.44333267211914,60.591453552246094,43.349998474121094,61.041000556945804,-0.5447791010856327
2020-04-09,33.852500915527344,60.32394790649414,41.66999816894531,59.35100040435791,0.016427996915124754
2020-04-13,32.61640548706055,59.96152877807617,41.16999816894531,58.51800022125244,-0.23298555273928465
2020-04-14,32.84714889526367,63.08515930175781,37.7599983215332,56.27150001525879,-1.4294888606271678
2020-04-15,31.64400291442871,62.68824005126953,40.84000015258789,54.51799983978272,-1.6542910034045688
2020-04-16,31.611042022705078,62.852169036865234,40.11000061035156,52.70100002288818,-1.7315530897706648
2020-04-17,32.21259689331055,63.73766326904297,38.150001525878906,51.00850009918213,-1.8986187977116362
2020-04-20,31.611042022705078,62.643821716308594,43.83000183105469,49.898000144958495,-1.6468048950129264
2020-04-21,30.449111938476562,61.29823684692383,45.40999984741211,49.089000129699706,-1.4724921560696356
2020-04-22,31.15781021118164,61.81909942626953,41.97999954223633,48.104500198364256,-1.4568418075508947
2020-04-23,30.87763214111328,61.83647155761719,41.380001068115234,46.976000213623045,-1.5538557482573656
2020-04-24,31.289663314819336,61.98405838012695,35.93000030517578,45.722500228881835,-1.481611424645902
2020-04-27,32.393898010253906,61.66286087036133,33.290000915527344,44.11000022888184,-0.9964594198173834
2020-04-28,33.06963348388672,61.7322998046875,33.56999969482422,42.93450012207031,-0.8077684570230783
2020-04-29,33.90925598144531,60.90758514404297,31.229999542236328,41.81900005340576,-0.20275414776046932
2020-04-30,32.77867889404297,61.00307846069336,34.150001525878906,40.673500061035156,-0.6045546941968856
2020-05-01,31.922420501708984,59.4925537109375,37.189998626708984,39.9875,-0.2650183620337143
2020-05-04,31.664718627929688,60.31725311279297,35.970001220703125,39.44600009918213,-0.6832082978940601
2020-05-05,31.57326316833496,60.35197448730469,33.61000061035156,38.86450004577637,-0.7266923084674639
2020-05-06,31.00798988342285,58.89352035522461,34.119998931884766,38.235499954223634,-0.3149193867207727
2020-05-07,32.26325988769531,59.72694778442383,31.440000534057617,37.64000005722046,-0.25093931731919905
2020-05-08,33.319034576416016,60.22177505493164,27.979999542236328,36.95550012588501,-0.11327430159462969
2020-05-11,33.1111946105957,60.230445861816406,27.56999969482422,36.275500202178954,-0.18352563422142032
2020-05-12,31.939048767089844,59.666168212890625,33.040000915527344,36.03950033187866,-0.33030020395831045
2020-05-13,30.750268936157227,59.29286575317383,35.279998779296875,35.76150026321411,-0.5600967390985604
2020-05-14,31.43195152282715,58.21638870239258,32.61000061035156,35.38650026321411,0.09662086689298352
2020-05-15,30.999666213989258,59.85715866088867,31.889999389648438,35.07350015640259,-0.7095649903231581
2020-05-18,33.485286712646484,60.95967102050781,29.299999237060547,34.34700002670288,-0.3600507147388374
2020-05-19,32.6955451965332,60.117584228515625,30.530000686645508,33.60300006866455,-0.2710565053194922
2020-05-20,34.13370895385742,61.17668914794922,27.989999771118164,32.90350008010864,-0.24015822219037822
2020-05-21,33.501914978027344,60.99441146850586,29.530000686645508,32.31100006103516,-0.3688435874751635
2020-05-22,33.3605842590332,61.41975784301758,28.15999984741211,31.92250003814697,-0.5872316089489893
2020-05-26,36.320064544677734,60.27385711669922,28.010000228881836,31.658500003814698,0.8289828422641815
2020-05-27,38.95532989501953,61.28086471557617,27.6200008392334,31.361000061035156,1.2653865826785462
2020-05-28,36.910301208496094,62.583072662353516,28.59000015258789,31.229000091552734,0.0791649566360537
2020-05-29,36.74403381347656,62.791404724121094,27.510000228881836,30.89700002670288,-0.05895505005656621
2020-06-01,37.159690856933594,63.13866424560547,28.229999542236328,30.449000072479247,-0.06676635814453423
2020-06-02,37.8912467956543,62.88689041137695,26.84000015258789,29.992500019073486,0.27050284906394767
2020-06-03,38.99688720703125,62.20107650756836,25.65999984741211,29.594999980926513,0.9044189731098519
2020-06-04,40.476627349853516,61.41975784301758,25.809999465942383,29.179500007629393,1.697282927723059
2020-06-05,41.1749267578125,62.852169036865234,24.520000457763672,28.8335000038147,1.338809670201064
2020-06-08,41.690345764160156,63.8157958984375,25.809999465942383,28.725,1.112309602892717
2020-06-09,41.89817810058594,63.61612319946289,27.56999969482422,28.725,1.2602511846551272
2020-06-10,40.476627349853516,64.55370330810547,27.56999969482422,28.451499938964844,0.42250665545898425
2020-06-11,37.05162048339844,63.45984649658203,40.790000915527344,28.727000045776368,-0.23210635332376056
2020-06-12,38.47315979003906,63.19076919555664,36.09000015258789,28.901000022888184,0.3337116089821187
2020-06-15,39.40422821044922,63.277565002441406,34.400001525878906,29.026500129699706,0.5973137942892703
2020-06-16,40.36855697631836,63.83314895629883,33.66999816894531,29.245000076293945,0.6809076340684554
2020-06-17,39.7035026550293,64.07623291015625,33.470001220703125,29.392000102996825,0.3685226505195062
2020-06-18,39.553871154785156,63.902626037597656,32.939998626708984,29.639500045776366,0.3911024031990226
2020-06-19,39.01352310180664,63.685577392578125,35.119998931884766,29.91899995803833,0.30591815869932654
2020-06-22,39.38760757446289,63.45984649658203,31.770000457763672,30.09949998855591,0.5178323975951593
2020-06-23,39.811580657958984,63.3036003112793,31.3700008392334,30.267500019073488,0.7174988557264634
2020-06-24,39.0301513671875,62.53095626831055,33.84000015258789,30.57849998474121,0.7809147865644004
2020-06-25,40.55976867675781,63.06052780151367,32.220001220703125,30.760000038146973,1.0565681935612408
2020-06-26,39.11328125,62.08822250366211,34.72999954223633,31.121000003814697,0.9876907394537294
2020-06-29,39.2712287902832,62.878231048583984,31.780000686645508,31.298500061035156,0.7170507195534861
2020-06-30,40.15241622924805,63.59877014160156,30.43000030517578,31.47800006866455,0.7068552842936251
2020-07-01,39.57880401611328,63.39909744262695,28.6200008392334,31.626000118255615,0.60392409725884
2020-07-02,39.72845458984375,63.61612319946289,27.68000030517578,31.719500160217287,0.5636892277378259
2020-07-06,40.5847053527832,63.76371765136719,27.940000534057617,31.890500164031984,0.7785414603318547
2020-07-07,39.47905349731445,64.21513366699219,29.43000030517578,32.07150020599365,0.23996629081226797
2020-07-08,40.659515380859375,64.66654968261719,28.079999923706055,32.097000217437746,0.43531867100069466
2020-07-09,39.49567794799805,63.65085983276367,29.260000228881836,32.18150024414062,0.47482965403137856
2020-07-10,41.399383544921875,63.96337890625,27.290000915527344,31.506500244140625,0.9588684489100088
2020-07-13,41.748538970947266,63.77238464355469,32.189998626708984,31.31150016784668,1.1486499237350989
2020-07-14,41.981300354003906,64.9791030883789,29.520000457763672,31.067500114440918,0.7325253340689895
2020-07-15,42.687923431396484,64.84017181396484,27.760000228881836,30.772000217437743,1.0158898714831512
2020-07-16,43.76031494140625,65.0919418334961,28.0,30.49850015640259,1.257756450729745
2020-07-17,43.56911849975586,65.66828918457031,25.68000030517578,30.13550024032593,0.9619379123226213
2020-07-20,43.111900329589844,64.79503631591797,24.459999084472656,29.602500247955323,1.1703617238787212
2020-07-21,43.54417419433594,64.65532684326172,24.84000015258789,29.256000232696532,1.3659665017656804
2020-07-22,42.39695739746094,64.74263000488281,24.31999969482422,28.903500175476076,0.9621554500471357
2020-07-23,42.03118133544922,64.82123565673828,26.079999923706055,28.515500164031984,0.812753776547892
2020-07-24,41.71529006958008,64.89981079101562,25.84000015258789,28.19650011062622,0.6793793916916415
2020-07-27,42.66298294067383,65.18798828125,24.739999771118164,27.697000122070314,0.8664038199400578
2020-07-28,41.78178787231445,66.11363220214844,25.440000534057617,27.380000114440918,0.2069887768570837
2020-07-29,42.056129455566406,66.54154205322266,24.100000381469727,27.063500118255615,0.12100429665115754
2020-07-30,40.976261138916016,67.12664031982422,24.760000228881836,26.870500087738037,-0.4636705283150699
2020-07-31,40.917667388916016,67.41477966308594,24.459999084472656,26.70950002670288,-0.5996860207467751
2020-08-03,41.40318298339844,66.86463165283203,24.280000686645508,26.526500034332276,-0.22003703544688508
2020-08-04,41.23575973510742,67.03927612304688,23.760000228881836,26.243000030517578,-0.3448252136947396
2020-08-05,41.662689208984375,66.52408599853516,22.989999771118164,25.988500022888182,0.0017958372698477388
2020-08-06,41.394813537597656,66.24462127685547,22.649999618530273,25.657999992370605,0.029473977345373385
2020-08-07,42.14820098876953,66.57645416259766,22.209999084472656,25.403999900817873,0.13636169357243735
2020-08-10,42.34074020385742,66.93450927734375,22.1299991607666,24.90099992752075,0.052530004009923977
2020-08-11,43.34526824951172,66.33194732666016,24.030000686645508,24.626499938964844,0.620121397891121
2020-08-12,43.8475341796875,67.44969940185547,22.280000686645508,24.352499961853027,0.32670611157547885
2020-08-13,43.68010330200195,67.22267150878906,22.1299991607666,24.058999919891356,0.3653013513244116
2020-08-14,43.78056335449219,67.2837905883789,22.049999237060547,23.877499866485596,0.3726917222813352
2020-08-17,42.92671585083008,67.42350769042969,21.350000381469727,23.72199993133545,0.04174302112749435
2020-08-18,42.6253547668457,67.80775451660156,21.510000228881836,23.555499935150145,-0.21130288264322913
2020-08-19,43.00205612182617,68.06970977783203,22.540000915527344,23.466499996185302,-0.1969217115454724
2020-08-20,42.52490234375,68.33169555664062,22.719999313354492,23.298499965667723,-0.4566722135487816
2020-08-21,42.77603530883789,68.71589660644531,22.540000915527344,23.133500003814696,-0.5323283555630605
2020-08-24,43.83915710449219,69.10012817382812,22.3700008392334,23.01500005722046,-0.3473182918356568
2020-08-25,43.57128143310547,68.62858581542969,22.030000686645508,22.844500064849854,-0.24150987908969104
2020-08-26,43.286659240722656,68.68098449707031,23.270000457763672,22.803000068664552,-0.3541980889602399
2020-08-27,44.040061950683594,69.03902435302734,24.469999313354492,22.788500022888183,-0.2579655267882412
2020-08-28,44.27445602416992,69.30972290039062,22.959999084472656,22.713500022888184,-0.29282674089652994
2020-08-31,43.747074127197266,69.21366119384766,26.40999984741211,22.819999980926514,-0.42306150109600404
2020-09-01,44.01495361328125,68.19196319580078,26.1200008392334,22.938000011444093,0.07852776885734032
2020-09-02,44.575809478759766,69.39705657958984,26.56999969482422,23.117000007629393,-0.2316052710350558
2020-09-03,44.157257080078125,67.82521057128906,33.599998474121094,23.664499950408935,0.2733942489564363
2020-09-04,44.123775482177734,67.42350769042969,30.75,24.091499996185302,0.42604369134192344
2020-09-08,41.99752426147461,66.05250549316406,31.459999084472656,24.557999992370604,0.3011123289949526
2020-09-09,42.7425537109375,67.73787689208984,28.809999465942383,24.79699993133545,-0.14525395817071124
2020-09-10,42.097984313964844,66.72491455078125,29.709999084472656,25.168499851226805,0.05985192790015795
2020-09-11,42.14820098876953,67.02182006835938,26.8700008392334,25.405499935150146,-0.0447971349601824
2020-09-14,42.817893981933594,67.37113189697266,25.850000381469727,25.595499992370605,0.028111741797817287
