Date,XOM,BAC,VIX,AvgVIX,zscore
2015-01-30,54.18047332763672,11.95394229888916,20.969999313354492,19.119499969482423,0.07345905617699625
2015-02-02,55.519168853759766,12.198545455932617,19.43000030517578,19.201499938964844,0.48625394378967235
2015-02-03,57.1739616394043,12.53783130645752,17.329999923706055,19.071999931335448,0.9943417250364323
2015-02-04,56.684326171875,12.458927154541016,18.329999923706055,18.932499885559082,0.8427368631828177
2015-02-05,57.242130279541016,12.60095500946045,16.850000381469727,18.80949993133545,1.0123739349667586
2015-02-06,57.135982513427734,13.011256217956543,17.290000915527344,18.823499965667725,0.9543025377906933
2015-02-09,57.1734504699707,12.90079402923584,18.549999237060547,18.873499965667726,0.9727739223888899
2015-02-10,56.83000946044922,12.956021308898926,17.229999542236328,18.754999923706055,0.859914276864699
2015-02-11,56.57398986816406,12.908681869506836,16.959999084472656,18.57499990463257,0.7810021165774582
2015-02-12,57.67924880981445,13.15328311920166,15.34000015258789,18.267999935150147,1.1193001951490875
2015-02-13,58.303688049316406,13.105940818786621,14.6899995803833,17.88299994468689,1.3213701783770835
2015-02-17,58.10386657714844,13.12171745300293,15.800000190734863,17.62549991607666,1.2566705102823992
2015-02-18,56.83000946044922,12.86133861541748,15.449999809265137,17.403499937057497,0.8654979137405857
2015-02-19,55.84963607788086,12.79032039642334,15.289999961853027,17.22549991607666,0.5568181713198987
2015-02-20,56.14936065673828,12.92446231842041,14.300000190734863,17.12049994468689,0.6445590366230599
2015-02-23,55.58114242553711,12.782435417175293,14.5600004196167,17.015499973297118,0.47159843577884075
2015-02-24,55.837154388427734,12.92446231842041,13.6899995803833,16.9239999294281,0.5449242432107105
2015-02-25,55.94954299926758,13.011256217956543,13.84000015258789,16.754999971389772,0.5756725489398192
2015-02-26,55.35633087158203,12.65618896484375,13.90999984741211,16.428499937057495,0.4072990493788763
2015-02-27,55.28764724731445,12.47470760345459,13.34000015258789,16.157499933242796,0.3960822910671516
2015-03-02,54.97541046142578,12.632514953613281,13.039999961853027,15.760999965667725,0.2871315283599801
2015-03-03,54.71316909790039,12.65618896484375,13.859999656677246,15.482499933242797,0.20204599408868018
2015-03-04,54.43839645385742,12.537461280822754,14.229999542236328,15.327499914169312,0.1213590623518726
2015-03-05,54.163658142089844,12.664104461669922,14.039999961853027,15.11299991607666,0.0262130529556072
2015-03-06,53.47052764892578,12.838231086730957,15.199999809265137,15.03049988746643,-0.20525519694869848
2015-03-09,53.177059173583984,12.798660278320312,15.0600004196167,14.918999862670898,-0.2965766005567962
2015-03-10,52.615055084228516,12.497886657714844,16.690000534057617,14.825999927520751,-0.45819244746181964
2015-03-11,52.465187072753906,12.75117015838623,16.8700008392334,14.807999992370606,-0.520956680218843
2015-03-12,52.590087890625,12.735337257385254,15.420000076293945,14.73100004196167,-0.48016322002970124
2015-03-13,52.37152099609375,12.735337257385254,16.0,14.764000034332275,-0.549914758015283
2015-03-16,52.92728805541992,12.767000198364258,15.609999656677246,14.810000038146972,-0.37441932183959803
2015-03-17,52.50266647338867,12.735337257385254,15.65999984741211,14.803000020980836,-0.5080621308788981
2015-03-18,53.74527359008789,12.648274421691895,13.970000267028809,14.729000043869018,-0.10637302391507227
2015-03-19,52.7087287902832,12.35541820526123,14.069999694824219,14.668000030517579,-0.4198965722967069
2015-03-20,52.78989791870117,12.537461280822754,13.020000457763672,14.604000043869018,-0.40472842423080785
2015-03-23,53.345638275146484,12.442480087280273,13.40999984741211,14.54650001525879,-0.2217730397397104
2015-03-24,52.77741622924805,12.35541820526123,13.619999885559082,14.543000030517579,-0.3979762603557619
2015-03-25,52.98971176147461,12.19711685180664,15.4399995803833,14.623000001907348,-0.3208907478080628
2015-03-26,52.65251541137695,12.20502758026123,15.800000190734863,14.717500019073487,-0.42896717083606134
2015-03-27,52.19042205810547,12.117959976196289,15.069999694824219,14.803999996185302,-0.5713010659788076
2015-03-30,53.47052764892578,12.284178733825684,14.510000228881836,14.877500009536742,-0.17258156848396022
2015-03-31,53.0771369934082,12.18128490447998,15.289999961853027,14.949000024795533,-0.2920569764542201
2015-04-01,52.73994064331055,12.19711685180664,15.109999656677246,14.993000030517578,-0.40060053036084053
2015-04-02,52.64004135131836,12.300008773803711,14.670000076293945,15.024500036239624,-0.43854927393441734
2015-04-06,53.1583137512207,12.276263236999512,14.739999771118164,15.001500034332276,-0.2717520032373515
2015-04-07,53.54547119140625,12.236689567565918,14.779999732971191,14.9875,-0.1458642024075405
2015-04-08,52.49016571044922,12.35541820526123,13.979999542236328,14.851999950408935,-0.4896468928929773
2015-04-09,52.85858154296875,12.434563636779785,13.09000015258789,14.66299991607666,-0.37674123995132247
2015-04-10,53.42681121826172,12.442480087280273,12.579999923706055,14.520999908447266,-0.1958682125825756
2015-04-13,53.289459228515625,12.505799293518066,13.9399995803833,14.417999887466431,-0.24343559842837403
2015-04-14,54.094974517822266,12.521631240844727,13.670000076293945,14.320999908447266,0.012695902839379882
2015-04-15,55.00040817260742,12.379159927368164,12.84000015258789,14.179999923706054,0.3100499574108499
2015-04-16,54.78185272216797,12.497886657714844,12.600000381469727,14.111499929428101,0.23330050747053643
2015-04-17,54.28231430053711,12.315837860107422,13.890000343322754,14.102499961853027,0.08461795889725544
2015-04-20,54.475868225097656,12.323756217956543,13.300000190734863,14.116499948501588,0.14592011300993324
2015-04-21,54.2510871887207,12.268349647521973,13.25,14.10849995613098,0.07745288941880835
2015-04-22,54.6132698059082,12.458308219909668,12.710000038146973,14.062999963760376,0.1818344450602141
2015-04-23,54.6632080078125,12.41873550415039,12.479999542236328,13.914999961853027,0.20010497452269807
2015-04-24,54.30726623535156,12.379159927368164,12.289999961853027,13.739499950408936,0.08884666736278077
2015-04-27,54.33226013183594,12.315837860107422,13.119999885559082,13.641999959945679,0.10055723715132593
2015-04-28,54.825565338134766,12.387073516845703,12.40999984741211,13.536999940872192,0.25378545475522324
2015-04-29,54.86927032470703,12.648274421691895,13.390000343322754,13.44199995994568,0.25232951929760733
2015-04-30,54.55707550048828,12.608696937561035,14.550000190734863,13.413999986648559,0.1550323452410944
2015-05-01,55.4812126159668,12.75117015838623,12.699999809265137,13.315499973297118,0.44155148321585563
2015-05-04,55.643585205078125,13.012368202209473,12.850000381469727,13.221000003814698,0.47796626317757834
2015-05-05,55.33136749267578,12.941132545471191,14.3100004196167,13.197500038146973,0.38252873357482514
2015-05-06,55.069095611572266,12.893640518188477,15.149999618530273,13.25600004196167,0.3016302706339202
2015-05-07,54.70065689086914,12.854066848754883,15.130000114440918,13.358000040054321,0.1863836836095335
2015-05-08,55.568626403808594,13.020281791687012,12.859999656677246,13.372000026702882,0.45357788225146756
2015-05-11,54.63684844970703,13.051942825317383,13.850000381469727,13.367500066757202,0.1543512515404309
2015-05-12,54.78794860839844,13.004450798034668,13.859999656677246,13.377000045776366,0.20537274655002166
2015-05-13,54.49831771850586,13.036110877990723,13.760000228881836,13.423000049591064,0.11107540181252103
2015-05-14,54.756439208984375,13.075688362121582,12.739999771118164,13.430000019073486,0.1911160823800361
2015-05-15,54.995697021484375,12.941132545471191,12.380000114440918,13.354500007629394,0.2754057785080965
2015-05-18,54.68089294433594,13.067771911621094,12.729999542236328,13.325999975204468,0.16747375413495985
2015-05-19,54.76903533935547,13.273560523986816,12.850000381469727,13.305999994277954,0.18346696578951782
2015-05-20,54.85719299316406,13.249822616577148,12.880000114440918,13.314499998092652,0.213000706926997
2015-05-21,54.90755844116211,13.241904258728027,12.109999656677246,13.296000003814697,0.22954086016341985
2015-05-22,54.473148345947266,13.257732391357422,12.130000114440918,13.288000011444092,0.08997358200594964
2015-05-26,53.73649597167969,13.059854507446289,14.0600004196167,13.335000038146973,-0.1334459769900903
2015-05-27,53.58539581298828,13.249822616577148,13.270000457763672,13.378000068664551,-0.19286958515561015
2015-05-28,53.58539581298828,13.194412231445312,13.3100004196167,13.374000072479248,-0.18960191861220055
2015-05-29,53.642051696777344,13.059854507446289,13.84000015258789,13.3385000705719,-0.16358610156156186
2015-06-01,53.59798049926758,13.099431037902832,13.970000267028809,13.402000093460083,-0.17998451122381642
2015-06-02,53.604286193847656,13.233988761901855,14.239999771118164,13.471500062942505,-0.18590731768991123
2015-06-03,53.48465347290039,13.440398216247559,13.65999984741211,13.439000034332276,-0.23625826201175884
2015-06-04,53.025054931640625,13.32131576538086,14.710000038146973,13.41700005531311,-0.3759080019304454
2015-06-05,53.06282424926758,13.646805763244629,14.210000038146973,13.371000051498413,-0.3830494577125125
2015-06-08,53.42169952392578,13.55947494506836,15.289999961853027,13.492500066757202,-0.26337104208391027
2015-06-09,53.25171661376953,13.742067337036133,14.470000267028809,13.523500061035156,-0.3283857658412786
2015-06-10,53.64835739135742,13.964356422424316,13.220000267028809,13.491500091552734,-0.21491413066179474
2015-06-11,53.57279586791992,13.884971618652344,12.850000381469727,13.446000099182129,-0.23434668988432347
2015-06-12,52.899131774902344,13.884971618652344,13.779999732971191,13.49800009727478,-0.44933399010841923
2015-06-15,52.71024703979492,13.869087219238281,15.390000343322754,13.648500108718872,-0.5086762855371906
2015-06-16,53.31467056274414,13.932598114013672,14.8100004196167,13.75250015258789,-0.31953118927878293
2015-06-17,53.346126556396484,13.789702415466309,14.5,13.835000133514404,-0.3010657381848995
2015-06-18,53.818363189697266,13.797645568847656,13.1899995803833,13.850500106811523,-0.15082867017289794
2015-06-19,53.64835739135742,13.630929946899414,13.960000038146973,13.94300012588501,-0.19525127258623148
2015-06-22,53.623172760009766,13.869087219238281,12.739999771118164,13.973500108718872,-0.2173331103132052
2015-06-23,53.560218811035156,14.027865409851074,12.109999656677246,13.8760000705719,-0.24678716879577675
2015-06-24,53.31467056274414,13.884971618652344,13.260000228881836,13.875500059127807,-0.3167225550290522
2015-06-25,52.842464447021484,13.789702415466309,14.010000228881836,13.910500049591064,-0.46180008374675957
2015-06-26,52.79838943481445,13.82145881652832,14.020000457763672,13.919500064849853,-0.4777385413780643
2015-06-29,52.14360809326172,13.408638954162598,18.850000381469727,14.1635000705719,-0.662354912016097
2015-06-30,52.382843017578125,13.511848449707031,18.229999542236328,14.363000059127808,-0.5920940390058755
2015-07-01,51.86028289794922,13.670619010925293,16.09000015258789,14.484500074386597,-0.7682223639716435
2015-07-02,52.345069885253906,13.519783020019531,16.790000915527344,14.588500118255615,-0.6046165462083353
2015-07-06,51.961021423339844,13.44833755493164,17.010000228881836,14.728500127792358,-0.7229651437065182
2015-07-07,52.17508316040039,13.249865531921387,16.09000015258789,14.768500137329102,-0.6429470313320077
2015-07-08,51.60845184326172,12.900559425354004,19.65999984741211,15.028000116348267,-0.8031775090574791
2015-07-09,51.3754997253418,13.083147048950195,19.969999313354492,15.36550006866455,-0.8882873969771459
2015-07-10,51.76585006713867,13.257805824279785,16.829999923706055,15.564500045776366,-0.7740143775617254
2015-07-13,51.89176940917969,13.511848449707031,13.899999618530273,15.570500040054322,-0.7488109998401382
2015-07-14,52.32619094848633,13.599169731140137,13.369999885559082,15.469500017166137,-0.6153230066483122
2015-07-15,52.10582733154297,14.035809516906738,13.229999542236328,15.39049997329712,-0.7113974983003051
2015-07-16,52.200279235839844,14.250154495239258,12.109999656677246,15.270999956130982,-0.6938953115586755
2015-07-17,52.01139450073242,14.369232177734375,11.949999809265137,15.208999967575073,-0.7611966038187125
2015-07-20,51.47623825073242,14.385116577148438,12.25,15.123499965667724,-0.9329184518602948
2015-07-21,51.413265228271484,14.35335922241211,12.220000267028809,15.097499990463257,-0.9511423168451296
2015-07-22,51.495121002197266,14.6470947265625,12.119999885559082,15.098000001907348,-0.9423417753083055
2015-07-23,51.08588790893555,14.432745933532715,12.640000343322754,15.067000007629394,-1.0603002682867817
2015-07-24,50.33035659790039,14.210461616516113,13.739999771118164,15.053499984741212,-1.2883053884723104
2015-07-27,49.90223693847656,14.027865409851074,15.600000381469727,15.132499980926514,-1.4141636924982712
2015-07-28,51.929542541503906,14.19458293914795,13.4399995803833,14.861999940872192,-0.7770186946341897
2015-07-29,52.345069885253906,14.416866302490234,12.5,14.575499963760375,-0.6575194275329573
2015-07-30,52.26324462890625,14.393052101135254,12.130000114440918,14.377499961853028,-0.6822280548973034
2015-07-31,49.87073516845703,14.19458293914795,12.119999885559082,14.143999910354614,-1.4340485755503172
2015-08-03,49.14669418334961,14.107258796691895,12.5600004196167,13.921499919891357,-1.6599630313212155
2015-08-04,48.58635330200195,14.131072044372559,13.0,13.766999912261962,-1.8401896643966191
2015-08-05,48.58635330200195,14.186638832092285,12.510000228881836,13.40949993133545,-1.8434665543284334
2015-08-06,49.16558074951172,14.139008522033691,13.770000457763672,13.099499988555909,-1.6558080846867624
2015-08-07,48.3723030090332,14.091377258300781,13.390000343322754,12.927500009536743,-1.9061589287083052
2015-08-10,49.58113098144531,14.321600914001465,12.229999542236328,12.844000005722046,-1.533960853481151
2015-08-11,49.244327545166016,14.12313461303711,13.710000038146973,12.86100001335144,-1.6297413994487204
2015-08-12,50.07045364379883,13.908787727355957,13.609999656677246,12.880000019073487,-1.3534582155273622
2015-08-13,49.98149490356445,13.988176345825195,13.489999771118164,12.949000024795533,-1.3865294474872905
2015-08-14,49.79719924926758,14.051687240600586,12.829999923706055,12.993000030517578,-1.449089330473905
