Date,SHEL,PEP,VIX,AvgVIX,zscore
2020-01-30,42.153472900390625,118.72425079345703,15.489999771118164,13.696000051498412,2.914000879246742
2020-01-31,40.83029556274414,117.23017120361328,18.84000015258789,14.014500045776368,2.7093681286748934
2020-02-03,40.11783218383789,117.6346206665039,17.969999313354492,14.211999988555908,2.5080027784366052
2020-02-04,40.438838958740234,118.2207260131836,16.049999237060547,14.32199993133545,2.540779988136856
2020-02-05,41.45665740966797,119.11221313476562,15.149999618530273,14.389999914169312,2.71763165810042
2020-02-06,40.822471618652344,119.1369400024414,14.960000038146973,14.465499925613404,2.5636782720488993
2020-02-07,40.54844284057617,119.99542999267578,15.470000267028809,14.611999940872192,2.4332119772013407
2020-02-10,40.235267639160156,120.23482513427734,15.039999961853027,14.735999917984008,2.3400514815753404
2020-02-11,40.705047607421875,120.58149719238281,15.180000305175781,14.878999948501587,2.4265656971082175
2020-02-12,41.221778869628906,120.58149719238281,13.739999771118164,14.946499919891357,2.550486545724323
2020-02-13,40.64780044555664,120.90342712402344,14.149999618530273,15.032999897003174,2.388556058293122
2020-02-14,40.24922180175781,121.3326644897461,13.680000305175781,15.100999927520752,2.2605959782333276
2020-02-18,40.02602005004883,120.18533325195312,14.829999923706055,15.237499904632568,2.293603198545263
2020-02-19,40.03398895263672,120.12748718261719,14.380000114440918,15.313999891281128,2.2998771788924
2020-02-20,39.555686950683594,119.82210540771484,15.5600004196167,15.446499919891357,2.208205014023816
2020-02-21,39.19696807861328,120.3916244506836,17.079999923706055,15.651499938964843,2.0792235627825812
2020-02-24,37.69029235839844,117.74195098876953,25.030000686645508,16.174999952316284,1.9177427580120694
2020-02-25,36.5901985168457,116.47074890136719,27.850000381469727,16.655999994277956,1.7497991718957544
2020-02-26,36.47063446044922,117.19717407226562,27.559999465942383,17.219999933242796,1.6663367933377815
2020-02-27,35.027740478515625,112.56639099121094,39.15999984741211,18.35849995613098,1.6695724466892623
2020-02-28,35.0994873046875,108.98395538330078,40.11000061035156,19.589499998092652,1.9569753059416872
2020-03-02,35.73722839355469,113.565185546875,33.41999816894531,20.318499898910524,1.76438785737876
2020-03-03,35.04369354248047,111.9142837524414,36.81999969482422,21.26099991798401,1.72258191152541
2020-03-04,36.11190414428711,117.53558349609375,31.989999771118164,22.05799994468689,1.554783496009577
2020-03-05,34.86034393310547,114.76415252685547,39.619998931884766,23.281499910354615,1.4636669546647338
2020-03-06,33.377601623535156,114.06607818603516,41.939998626708984,24.630499839782715,1.1607310197133058
2020-03-09,27.645931243896484,108.16581726074219,54.459999084472656,26.57999978065491,0.2311933261623279
2020-03-10,29.463489532470703,111.4732894897461,47.29999923706055,28.192999744415282,0.41761607832056324
2020-03-11,27.494470596313477,107.82508850097656,53.900001525878906,30.12899980545044,0.22056917890740324
2020-03-12,23.381061553955078,95.85006713867188,75.47000122070312,33.21549987792969,0.1372922652085727
2020-03-13,23.97893714904785,105.91374969482422,57.83000183105469,35.39949998855591,-0.47835665129155225
2020-03-16,20.18440055847168,93.98027801513672,82.69000244140625,38.850000095367434,-0.48829637419493077
2020-03-17,20.45543670654297,106.13813018798828,75.91000366210938,41.9040002822876,-1.3402746961504213
2020-03-18,17.234859466552734,100.48717498779297,76.44999694824219,45.007500123977664,-1.6864133125150744
