Date,GOOGL,KLAC,VIX,AvgVIX,zscore
2023-03-01,89.61930847167969,368.07879638671875,20.579999923706055,20.088000106811524,-1.8410822824829522
2023-03-02,91.24585723876953,368.0496520996094,19.59000015258789,20.17400007247925,-1.6267268223047067
2023-03-03,92.88233184814453,371.18231201171875,18.489999771118164,20.16200008392334,-1.4972886782466976
2023-03-06,94.3501968383789,369.3727111816406,18.610000610351562,20.176000118255615,-1.2552158898005925
2023-03-07,93.09061431884766,365.21856689453125,19.59000015258789,20.184000110626222,-1.3073140132345042
2023-03-08,93.47740936279297,376.9028015136719,19.110000610351562,20.206500148773195,-1.5751512780440935
2023-03-09,91.56322479248047,368.20526123046875,22.610000610351562,20.35550022125244,-1.589300835335201
2023-03-10,89.88706970214844,357.54254150390625,24.799999237060547,20.560000228881837,-1.518608582260723
2023-03-13,90.36315155029297,354.925537109375,26.520000457763672,20.859500217437745,-1.3847363638206807
2023-03-14,93.19969177246094,368.7403564453125,23.729999542236328,21.029000186920165,-1.389029625750263
2023-03-15,95.3221664428711,360.2666015625,26.139999389648438,21.390500164031984,-0.8792810790031593
2023-03-16,99.49765014648438,379.3253173828125,22.989999771118164,21.628500175476074,-0.8507732778885977
2023-03-17,100.7869873046875,377.233642578125,25.510000228881836,21.89550018310547,-0.6244486375603734
2023-03-20,100.39026641845703,379.36419677734375,24.149999618530273,22.102000141143797,-0.7346358007258824
2023-03-21,104.0599365234375,374.6165466308594,21.3799991607666,22.027500057220458,-0.12335407603854741
2023-03-22,102.52266693115234,371.50335693359375,22.260000228881836,22.026000022888184,-0.24029785623206468
2023-03-23,104.734375,378.26483154296875,22.610000610351562,22.09950008392334,-0.13428902740087192
2023-03-24,104.57569122314453,364.8974914550781,21.739999771118164,22.10300006866455,0.20939582576208932
2023-03-27,101.62010955810547,363.8759460449219,20.600000381469727,22.085500049591065,-0.15080576122913933
2023-03-28,100.20182800292969,360.9476318359375,19.969999313354492,22.048999977111816,-0.25716823443904313
2023-03-29,100.55889129638672,374.7041015625,19.1200008392334,21.976000022888183,-0.585417821268993
2023-03-30,100.06297302246094,385.2890319824219,19.020000457763672,21.947500038146973,-0.9391751736010259
2023-03-31,102.87969970703125,388.3438720703125,18.700000762939453,21.958000087738036,-0.6526515611513479
2023-04-03,103.50452423095703,388.1687316894531,18.549999237060547,21.955000019073488,-0.5658381003042351
2023-04-04,103.86157989501953,382.19525146484375,19.0,21.925500011444093,-0.3560645145142631
2023-04-05,103.61363983154297,371.2601013183594,19.079999923706055,21.923999977111816,-0.0904231242494836
2023-04-06,107.53125,364.4986572265625,18.399999618530273,21.71349992752075,0.6083273280773173
2023-04-10,105.56748962402344,372.2913513183594,18.969999313354492,21.42199993133545,0.1379895952869794
2023-04-11,104.48641204833984,367.66046142578125,19.100000381469727,21.050999927520753,0.12232918014052589
2023-04-12,103.78223419189453,360.1011657714844,19.09000015258789,20.81899995803833,0.2360104161821261
2023-04-13,106.54936981201172,364.23602294921875,17.799999237060547,20.401999950408936,0.4865714453973174
2023-04-14,107.97756958007812,364.8682861328125,17.06999969482422,20.10599994659424,0.6568481146973464
2023-04-17,105.1013412475586,362.01776123046875,16.950000762939453,19.67799997329712,0.35694056853131145
2023-04-18,103.64337921142578,361.1421813964844,16.829999923706055,19.311999988555907,0.1893913099792614
2023-04-19,103.32601928710938,351.4620666503906,16.459999084472656,19.06599998474121,0.41169401193522714
2023-04-20,104.42691802978516,365.5201416015625,17.170000076293945,18.811499977111815,0.17288307100878436
2023-04-21,104.54592895507812,361.881591796875,16.770000457763672,18.51949996948242,0.28772995052841166
2023-04-24,105.1013412475586,362.2220764160156,16.889999389648438,18.276999950408936,0.35136901314064517
2023-04-25,102.99872589111328,348.04730224609375,18.760000228881836,18.18499994277954,0.46184004783670146
2023-04-26,102.85987091064453,347.6678161621094,18.84000015258789,18.12849998474121,0.45395719088989844
2023-04-27,106.70804595947266,374.2080383300781,17.030000686645508,18.023999977111817,0.2354741057773274
2023-04-28,106.46009826660156,376.05645751953125,15.779999732971191,17.86199994087219,0.1525140491128388
2023-05-01,106.32125091552734,374.0036315917969,16.079999923706055,17.73099989891052,0.19026319092115845
2023-05-02,104.4566650390625,368.18585205078125,17.780000686645508,17.692499971389772,0.10409639734609652
2023-05-03,104.54592895507812,367.9134521484375,18.34000015258789,17.659499979019166,0.12324465313096027
2023-05-04,103.83183288574219,363.1073913574219,20.09000015258789,17.709999990463256,0.1605445577116258
2023-05-05,104.7046127319336,375.2003479003906,17.190000534057617,17.649500036239623,-0.05463004584860029
2023-05-08,106.88658142089844,373.11834716796875,16.979999542236328,17.550000047683717,0.2886304870983419
2023-05-09,106.47002410888672,365.55908203125,17.709999084472656,17.480499982833862,0.440074559426643
2023-05-10,110.83394622802734,375.9007873535156,16.940000534057617,17.37300000190735,0.7310314974748741
2023-05-11,115.61445617675781,376.05645751953125,16.93000030517578,17.32950005531311,1.3544523111248814
2023-05-12,116.54674530029297,377.7452087402344,17.030000686645508,17.327500104904175,1.430807670363444
2023-05-15,115.55494689941406,394.4668884277344,17.1200008392334,17.33600010871887,0.8445972678734481
2023-05-16,118.53034973144531,399.06451416015625,17.989999771118164,17.39400010108948,1.1098836964761725
2023-05-17,119.84943389892578,406.89337158203125,16.8700008392334,17.414500188827514,1.0695869242617235
2023-05-18,121.8231430053711,418.353515625,16.049999237060547,17.358500146865843,1.0162172792532151
2023-05-19,121.75370025634766,413.54107666015625,16.809999465942383,17.36050009727478,1.1383320564803605
2023-05-22,124.02494049072266,410.77850341796875,17.209999084472656,17.37650008201599,1.5118724747617844
2023-05-23,121.55534362792969,404.80438232421875,18.530000686645508,17.365000104904176,1.3505329933032382
2023-05-24,119.90895080566406,399.1523742675781,20.030000686645508,17.424500131607054,1.2884937669188965
2023-05-25,122.46780395507812,423.8980407714844,19.139999389648438,17.530000066757204,0.9496632726413669
2023-05-26,123.58854675292969,450.1958923339844,17.950000762939453,17.638500118255614,0.3796862571929808
2023-05-30,122.65624237060547,447.7945556640625,17.459999084472656,17.707500076293947,0.3227606821819007
2023-05-31,121.86280822753906,432.42974853515625,17.940000534057617,17.71550006866455,0.6375745741231326
2023-06-01,122.7058334350586,441.7423400878906,15.649999618530273,17.58100004196167,0.4943122046614708
2023-06-02,123.6480484008789,447.1405334472656,14.600000381469727,17.306500053405763,0.4708164820612749
2023-06-05,124.97708129882812,447.1307067871094,14.729999542236328,17.183500003814697,0.6455822685278865
2023-06-06,126.26641845703125,450.01043701171875,13.960000038146973,17.03250002861023,0.7363396067193396
2023-06-07,121.4958267211914,452.7046203613281,13.9399995803833,16.84400005340576,0.03650718758671453
2023-06-08,121.13877868652344,462.5638427734375,13.649999618530273,16.679500007629393,-0.27922730907677673
2023-06-09,121.22805786132812,454.549560546875,13.829999923706055,16.52449998855591,-0.048960455262699716
2023-06-12,122.6264877319336,464.096435546875,15.010000228881836,16.423499965667723,-0.12568872009943496
2023-06-13,122.81493377685547,468.45013427734375,14.609999656677246,16.297999906539918,-0.21966916328423347
2023-06-14,122.65624237060547,469.0846862792969,13.880000114440918,16.092499923706054,-0.2578087046690835
2023-06-15,124.0645980834961,461.31439208984375,14.5,15.973999881744385,0.13899531895698422
2023-06-16,122.51739501953125,453.8076477050781,13.539999961853027,15.84849991798401,0.1405569672352371
2023-06-20,122.09091186523438,453.378173828125,13.880000114440918,15.701999950408936,0.09627257791360591
2023-06-21,119.56182098388672,445.5493469238281,13.199999809265137,15.50149998664856,-0.022301539472981496
2023-06-22,122.14051818847656,456.23834228515625,12.90999984741211,15.220499944686889,0.024790613481084533
2023-06-23,121.33715057373047,446.0570068359375,13.4399995803833,14.890999889373779,0.19695003655296062
2023-06-26,117.36992645263672,447.6188049316406,14.25,14.646499919891358,-0.36652327139151714
2023-06-27,117.36001586914062,465.5606689453125,13.739999771118164,14.435999870300293,-0.8570886182378684
2023-06-28,119.19485473632812,463.12030029296875,13.430000305175781,14.23449993133545,-0.5496326506258511
2023-06-29,118.12371063232422,465.853515625,13.539999961853027,14.01449990272522,-0.7648036667865784
2023-06-30,118.71878051757812,473.4577941894531,13.59000015258789,13.9114999294281,-0.894037092220954
2023-07-03,118.91715240478516,473.2626037597656,13.569999694824219,13.859999895095825,-0.8626687617235596
2023-07-05,120.75199127197266,456.7557678222656,14.180000305175781,13.832499933242797,-0.17162847354100608
2023-07-06,119.12542724609375,450.5375671386719,15.4399995803833,13.906499910354615,-0.21562450045257991
2023-07-07,118.50059509277344,444.9637145996094,14.829999923706055,13.950999927520751,-0.1456672947313116
2023-07-10,115.49543762207031,456.51165771484375,15.069999694824219,14.021999931335449,-0.8551406152776574
2023-07-11,116.17977142333984,448.526611328125,14.84000015258789,14.07249994277954,-0.5475422138514031
2023-07-12,117.95509338378906,454.95953369140625,13.539999961853027,13.9989999294281,-0.48987007465606136
2023-07-13,123.51911163330078,464.4772033691406,13.609999656677246,13.948999929428101,-0.018873338314925756
2023-07-14,124.39190673828125,463.4716796875,13.34000015258789,13.92199993133545,0.12314194218044909
2023-07-17,123.62821960449219,478.69000244140625,13.479999542236328,13.870999908447265,-0.3921225091856031
2023-07-18,122.7455062866211,472.520751953125,13.300000190734863,13.858999919891357,-0.33978813215806003
2023-07-19,121.02967834472656,459.371826171875,13.760000228881836,13.852999925613403,-0.20650741680077023
2023-07-20,118.22289276123047,439.3702697753906,13.989999771118164,13.892499923706055,-0.029598770349740778
2023-07-21,119.0361557006836,447.62860107421875,13.600000381469727,13.926999950408936,-0.14801977217079063
2023-07-24,120.5337905883789,449.99090576171875,13.90999984741211,13.950499963760375,-0.015803709195099918
2023-07-25,121.20820617675781,454.9986267089844,13.859999656677246,13.930999946594238,-0.06381268981600946
2023-07-26,128.21034240722656,446.9354553222656,13.1899995803833,13.903499937057495,1.0754236266441402
2023-07-27,128.3392791748047,470.8514404296875,14.40999984741211,13.952499914169312,0.44017771650883286
2023-07-28,131.4932098388672,498.8282470703125,13.329999923706055,13.941999912261963,0.09136772098088468
2023-07-31,131.63206481933594,501.6982116699219,13.630000114440918,13.943999910354615,0.0313366881111864
2023-08-01,130.4716796875,502.0203552246094,13.930000305175781,13.961999940872193,-0.12980287837276835
2023-08-02,127.32762908935547,487.6609802246094,16.09000015258789,14.057499933242799,-0.15103504307309326
2023-08-03,127.39705657958984,490.3551940917969,15.920000076293945,14.08149995803833,-0.21538906649933412
2023-08-04,127.05986022949219,484.63482666015625,17.100000381469727,14.194999980926514,-0.10367081359441761
2023-08-07,130.45179748535156,494.3671875,15.770000457763672,14.230000019073486,0.0762840507709148
2023-08-08,130.3228759765625,486.7531433105469,15.989999771118164,14.2875,0.266987587683261
2023-08-09,128.5971221923828,482.67279052734375,15.960000038146973,14.408500003814698,0.1516703994236249
2023-08-10,128.6269073486328,484.45916748046875,15.850000381469727,14.520500040054321,0.10686764352782718
2023-08-11,128.4979705810547,467.5617980957031,14.84000015258789,14.595500040054322,0.5507200154887149
2023-08-14,130.2534637451172,480.4919738769531,14.819999694824219,14.662500047683716,0.4286124027660973
2023-08-15,128.71615600585938,473.287841796875,16.459999084472656,14.820499992370605,0.42322121567293697
2023-08-16,127.6449966430664,463.959716796875,16.780000686645508,14.971500015258789,0.536953879551392
2023-08-17,128.85501098632812,462.9320373535156,17.889999389648438,15.166499996185303,0.7238491549193921
2023-08-18,126.41517639160156,467.8359069824219,17.299999237060547,15.351499938964844,0.2697809321866315
2023-08-21,127.31770324707031,480.3157958984375,17.1299991607666,15.512499904632568,0.04796059784294483
2023-08-22,128.0219268798828,476.4103088378906,16.969999313354492,15.667999887466431,0.24692327889796337
2023-08-23,131.284912109375,483.84930419921875,15.979999542236328,15.807499885559082,0.47248588253710777
2023-08-24,128.71615600585938,466.30889892578125,17.200000762939453,15.94699993133545,0.6135328984316913
2023-08-25,128.81533813476562,471.5259704589844,15.680000305175781,16.064499950408937,0.48428871475101626
2023-08-28,129.93605041503906,476.1851501464844,15.079999923706055,16.136999940872194,0.5043815952168944
2023-08-29,133.46688842773438,487.3338928222656,14.449999809265137,16.16299991607666,0.6639497872382975
2023-08-30,134.76617431640625,487.74505615234375,13.880000114440918,16.05249991416931,0.8233297350466228
2023-08-31,135.0537872314453,491.23944091796875,13.569999694824219,15.934999895095824,0.7658025768027841
2023-09-01,134.54795837402344,496.2803649902344,13.09000015258789,15.734499883651733,0.5619258007499811
2023-09-05,134.6570587158203,501.69317626953125,14.010000228881836,15.646499872207642,0.428646138894563
2023-09-06,133.35781860351562,502.5937194824219,14.449999809265137,15.56949987411499,0.2335027325508541
2023-09-07,134.15122985839844,486.64874267578125,14.399999618530273,15.491499853134155,0.7724852973084719
2023-09-08,135.26206970214844,487.1871337890625,13.84000015258789,15.390999841690064,0.9036534478883171
2023-09-11,135.79763793945312,483.6927185058594,13.800000190734863,15.338999843597412,1.0692625220353786
2023-09-12,134.23057556152344,475.5097961425781,14.229999542236328,15.309499835968017,1.0866556824190383
2023-09-13,135.58937072753906,473.35638427734375,13.479999542236328,15.160499858856202,1.3237834731228175
2023-09-14,136.96795654296875,469.7347717285156,12.819999694824219,14.962499809265136,1.6035466858922296
2023-09-15,136.27371215820312,444.5987243652344,13.789999961853027,14.757499837875367,2.197839875316356
2023-09-18,137.0770721435547,446.84027099609375,14.0,14.59249987602234,2.2421928392587374
2023-09-19,136.908447265625,447.62322998046875,14.109999656677246,14.44149990081787,2.198702092985205
2023-09-20,132.64370727539062,442.6019592285156,15.140000343322754,14.349999952316285,1.775682321800257
2023-09-21,129.37075805664062,437.4533386230469,17.540000915527344,14.428000020980836,1.4863543003227366
2023-09-22,129.18231201171875,442.2496032714844,17.200000762939453,14.428000020980836,1.3308206036177888
2023-09-25,130.03526306152344,445.74395751953125,16.899999618530273,14.48899998664856,1.347521387960705
2023-09-26,127.51608276367188,435.73065185546875,18.940000534057617,14.682000017166137,1.2898179546414172
2023-09-27,129.4699249267578,436.12213134765625,18.219999313354492,14.870499992370606,1.5356758393347734
2023-09-28,131.2254180908203,448.3867492675781,17.34000015258789,15.043499994277955,1.4317175995046174
2023-09-29,129.7873077392578,448.9446716308594,17.520000457763672,15.241000032424926,1.2276840394432316
2023-10-02,133.07017517089844,450.8729248046875,17.610000610351562,15.467000055313111,1.6061318238028857
2023-10-03,131.34442138671875,442.2691650390625,19.780000686645508,15.755500078201294,1.6141652934477606
2023-10-04,134.13140869140625,451.28399658203125,18.579999923706055,15.96200008392334,1.734258744605524
2023-10-05,133.9628143310547,451.3133850097656,18.489999771118164,16.166500091552734,1.7113214327158377
2023-10-06,136.45220947265625,458.1357421875,17.450000762939453,16.347000122070312,1.8521294646277733
2023-10-09,137.2853240966797,456.8829040527344,17.700000762939453,16.542000150680543,1.9956789436023215
2023-10-10,136.9282684326172,464.0967712402344,17.030000686645508,16.682000207901,1.752080732143398
2023-10-11,139.39785766601562,472.406982421875,16.09000015258789,16.81250023841858,1.849715404029929
2023-10-12,137.83084106445312,490.4954528808594,16.690000534057617,17.00600028038025,1.150709086257204
2023-10-13,136.2340087890625,476.4983825683594,19.31999969482422,17.28250026702881,1.3227419609444222
2023-10-16,137.9597930908203,480.80517578125,17.209999084472656,17.44300022125244,1.4318882582316024
2023-10-17,138.5746612548828,476.048095703125,17.8799991607666,17.63150019645691,1.6423412912357702
2023-10-18,136.82911682128906,469.245361328125,19.219999313354492,17.835500144958495,1.5986634040740673
2023-10-19,136.62086486816406,455.1993408203125,21.399999618530273,18.028500080108643,1.954347329725069
2023-10-20,134.48846435546875,452.6446228027344,21.709999084472656,18.253999996185303,1.7440355450771343
2023-10-23,135.38107299804688,452.7620849609375,20.3700008392334,18.42750005722046,1.8580291146049732
2023-10-24,137.67213439941406,460.2989501953125,18.969999313354492,18.428999996185304,1.9533123372054284
2023-10-25,124.58035278320312,445.20556640625,20.190000534057617,18.527500057220458,0.6459905183973023
2023-10-26,121.27763366699219,448.5335998535156,20.68000030517578,18.694500064849855,0.12160041437546783
2023-10-27,121.16853332519531,448.23016357421875,21.270000457763672,18.882000064849855,0.11555041383702722
2023-10-30,123.43977355957031,449.8060607910156,19.75,18.989000034332275,0.3707832848438783
2023-10-31,123.06288146972656,459.7508850097656,18.139999389648438,18.90699996948242,0.05010901534289088
2023-11-01,125.41346740722656,466.4361572265625,16.8700008392334,18.82150001525879,0.17643006401065975
2023-11-02,126.44493103027344,478.97479248046875,15.65999984741211,18.680000019073486,-0.03006325845567083
2023-11-03,128.04173278808594,489.0370788574219,14.90999984741211,18.55299997329712,-0.09480088768248753
2023-11-06,129.18231201171875,488.29315185546875,14.890000343322754,18.412499952316285,0.07524001311077994
2023-11-07,129.89639282226562,492.46295166015625,14.8100004196167,18.301499938964845,0.05528856937715281
2023-11-08,130.75927734375,500.3326110839844,14.449999809265137,18.219499921798707,-0.04601842126049688
2023-11-09,129.17239379882812,495.6637268066406,15.289999961853027,18.149499893188477,-0.12705347700036665
2023-11-10,131.5031280517578,522.93359375,14.170000076293945,17.891999912261962,-0.5646687283551953
2023-11-13,131.0072021484375,517.0606079101562,14.760000228881836,17.76949996948242,-0.4696293495723728
2023-11-14,132.52468872070312,535.35595703125,14.15999984741211,17.5835000038147,-0.7692916088332261
2023-11-15,133.5164794921875,535.3167724609375,14.180000305175781,17.33150005340576,-0.6380040747379927
2023-11-16,135.8075408935547,535.3069458007812,14.319999694824219,16.97750005722046,-0.33692698618416533
2023-11-17,134.20083618164062,534.47265625,13.800000190734863,16.58200011253357,-0.5251316498061257
2023-11-20,135.1331329345703,547.4383544921875,13.40999984741211,16.234000062942506,-0.7562910263615249
2023-11-21,135.84722900390625,540.509033203125,13.350000381469727,15.953000116348267,-0.47357393800661435
2023-11-22,137.35476684570312,543.924560546875,12.850000381469727,15.586000108718872,-0.3687784131512959
2023-11-24,135.56951904296875,545.367431640625,12.460000038146973,15.175000095367432,-0.6425220567934098
2023-11-27,135.2918243408203,546.6531982421875,12.6899995803833,14.746000051498413,-0.7140445953795214
2023-11-28,136.07534790039062,537.0245971679688,12.6899995803833,14.393000030517578,-0.34860411888789583
2023-11-29,133.8834686279297,534.0113525390625,12.979999542236328,14.135000038146973,-0.5542215246997083
2023-11-30,131.44363403320312,534.5512084960938,12.920000076293945,13.9375,-0.8892856517095028
2023-12-01,130.7790985107422,538.8502197265625,12.630000114440918,13.78600001335144,-1.0937685828332606
2023-12-04,128.21034240722656,529.6142578125,13.079999923706055,13.694500017166138,-1.1791788713312163
2023-12-05,129.91624450683594,527.2976684570312,12.850000381469727,13.592500019073487,-0.8920272827050785
2023-12-06,128.95419311523438,518.8370971679688,12.970000267028809,13.500500011444093,-0.7876267683870514
2023-12-07,135.8075408935547,531.2238159179688,13.0600004196167,13.43100004196167,-0.225582426804097
2023-12-08,133.8834686279297,524.549560546875,12.350000381469727,13.284000062942505,-0.2962040012428478
2023-12-11,132.1973876953125,548.8713989257812,12.630000114440918,13.207000064849854,-1.1808233801026236
2023-12-12,131.43370056152344,550.6774291992188,12.069999694824219,13.072500038146973,-1.330342474505956
2023-12-13,131.48329162597656,560.1490478515625,12.1899995803833,12.974000024795533,-1.582116815193076
2023-12-14,130.85845947265625,571.65234375,12.479999542236328,12.88899998664856,-1.9778434409476096
2023-12-15,131.51304626464844,574.3121948242188,12.279999732971191,12.786999988555909,-1.964430844171393
2023-12-18,134.68682861328125,566.0675048828125,12.5600004196167,12.725,-1.3228953885754153
2023-12-19,135.52984619140625,567.4220581054688,12.529999732971191,12.680999994277954,-1.2491477175316137
2023-12-20,137.20596313476562,552.8858032226562,13.670000076293945,12.696999979019164,-0.6326837070126453
2023-12-21,139.2689666748047,569.71875,13.649999618530273,12.736999940872192,-0.8208424574518334
2023-12-22,140.33016967773438,571.8780517578125,13.029999732971191,12.765499925613403,-0.74039275069667
2023-12-26,140.35995483398438,580.4368896484375,12.989999771118164,12.780499935150146,-0.9698765480109339
2023-12-27,139.2193603515625,580.5350952148438,12.430000305175781,12.767499971389771,-1.1223110070503484
2023-12-28,139.08050537109375,575.4312133789062,12.470000267028809,12.742000007629395,-1.0013623601175958
2023-12-29,138.54495239257812,570.5530395507812,12.449999809265137,12.718499994277954,-0.938653831715816
