Date,KO,GOOGL,VIX,AvgVIX,zscore
2022-01-31,53.774879455566406,134.19436645507812,24.829999923706055,23.18100004196167,-0.43533458535363323
2022-02-01,53.37824249267578,136.5157012939453,21.959999084472656,23.448999977111818,-0.5964381107988002
2022-02-02,53.92470932006836,146.7868194580078,22.09000015258789,23.707999992370606,-0.23409422062180602
2022-02-03,54.3037223815918,141.9170684814453,24.350000381469727,23.939000034332274,-0.10778480064519061
2022-02-04,53.73080062866211,142.11839294433594,23.219999313354492,24.119499969482423,-0.37333925016718883
2022-02-07,54.29491424560547,138.05995178222656,22.860000610351562,24.324499988555907,-0.15210028746400986
2022-02-08,54.64748001098633,138.25631713867188,21.440000534057617,24.426500034332275,0.014655013473944333
2022-02-09,53.80132293701172,140.4313201904297,19.959999084472656,24.503999996185303,-0.357976652673575
2022-02-10,54.10100173950195,137.4836883544922,23.90999984741211,24.818499946594237,-0.24869676542444752
2022-02-11,53.14026641845703,133.18174743652344,27.360000610351562,25.171000003814697,-0.7423617035036741
2022-02-14,53.4840087890625,134.41506958007812,28.329999923706055,25.62799997329712,-0.5689208192645452
2022-02-15,53.68674087524414,135.48867797851562,25.700000762939453,25.773499965667725,-0.4630205351601256
2022-02-16,53.67793273925781,136.6089324951172,24.290000915527344,25.795499992370605,-0.4554596576063187
2022-02-17,54.75324249267578,131.45257568359375,28.110000610351562,25.92150001525879,-0.006847367084362103
2022-02-18,55.12343978881836,129.3340606689453,27.75,25.866499996185304,0.1440181762391
2022-02-22,54.89427947998047,128.74940490722656,28.809999465942383,25.811999988555907,0.030867459099497015
2022-02-23,54.28609085083008,126.54212951660156,31.020000457763672,25.805000019073486,-0.2762661646059177
2022-02-24,53.334171295166016,131.60330200195312,30.31999969482422,25.723000049591064,-0.6682261186002869
2022-02-25,55.39667510986328,133.35731506347656,27.59000015258789,25.57800006866455,0.3135980809454694
2022-02-28,54.8590202331543,133.9499053955078,30.149999618530273,25.70250005722046,0.06859725852651745
2022-03-01,54.62103271484375,132.9625701904297,33.31999969482422,26.127000045776366,-0.052874182995247584
2022-03-02,55.02648162841797,133.46839904785156,30.739999771118164,26.566000080108644,0.1418119856275206
2022-03-03,55.06174087524414,132.80189514160156,30.479999542236328,26.985500049591064,0.15133750402893686
2022-03-04,55.149871826171875,130.8252410888672,31.979999542236328,27.367000007629393,0.17190821394933795
2022-03-07,53.836570739746094,125.34253692626953,36.45000076293945,28.028500080108643,-0.4987718552715364
2022-03-08,51.70356369018555,126.06258392333984,35.130001068115234,28.642000102996825,-1.487747411935754
2022-03-09,51.967994689941406,132.32630920410156,32.45000076293945,29.192500114440918,-1.298929457065816
2022-03-10,51.01607131958008,131.34393310546875,30.229999542236328,29.706000137329102,-1.7538797296670976
