Date,MS,AMD,VIX,AvgVIX,zscore
2020-01-30,44.35104751586914,48.779998779296875,15.489999771118164,13.696000051498412,0.5307170838534786
2020-01-31,43.06549835205078,47.0,18.84000015258789,14.014500045776368,0.5131933827336437
2020-02-03,43.3456916809082,48.02000045776367,17.969999313354492,14.211999988555908,0.4850587385557388
2020-02-04,44.5158576965332,49.45000076293945,16.049999237060547,14.32199993133545,0.5106274219972564
2020-02-05,45.31520462036133,49.84000015258789,15.149999618530273,14.389999914169312,0.5577625448518533
2020-02-06,45.331668853759766,49.31999969482422,14.960000038146973,14.465499925613404,0.5854292197356126
2020-02-07,45.348167419433594,49.72999954223633,15.470000267028809,14.611999940872192,0.5660806570931486
2020-02-10,45.611854553222656,52.2599983215332,15.039999961853027,14.735999917984008,0.46022441780638307
2020-02-11,45.96620559692383,53.79999923706055,15.180000305175781,14.878999948501587,0.41200214940968505
2020-02-12,46.29583740234375,53.88999938964844,13.739999771118164,14.946499919891357,0.43502033781078797
2020-02-13,46.08982467651367,54.529998779296875,14.149999618530273,15.032999897003174,0.38543422057831767
2020-02-14,46.01565170288086,55.310001373291016,13.680000305175781,15.100999927520752,0.3397961977325742
2020-02-18,45.751956939697266,56.88999938964844,14.829999923706055,15.237499904632568,0.23786232222555814
2020-02-19,46.40296936035156,58.900001525878906,14.380000114440918,15.313999891281128,0.19068905454823842
2020-02-20,44.293365478515625,57.27000045776367,15.5600004196167,15.446499919891357,0.09666314395577298
2020-02-21,43.197357177734375,53.279998779296875,17.079999923706055,15.651499938964843,0.20672276518512106
2020-02-24,40.93943405151367,49.119998931884766,25.030000686645508,16.174999952316284,0.22820173966408963
2020-02-25,39.57971954345703,47.56999969482422,27.850000381469727,16.655999994277956,0.19284720740344946
2020-02-26,38.92871856689453,47.4900016784668,27.559999465942383,17.219999933242796,0.1424460407573437
2020-02-27,37.42067337036133,44.0099983215332,39.15999984741211,18.35849995613098,0.19226145263219452
2020-02-28,37.1075439453125,45.47999954223633,40.11000061035156,19.589499998092652,0.0917542903116981
2020-03-02,38.30242156982422,47.459999084472656,33.41999816894531,20.318499898910524,0.09158333676670477
2020-03-03,36.58838653564453,46.75,36.81999969482422,21.26099991798401,-0.015872302317019873
2020-03-04,37.28059768676758,50.11000061035156,31.989999771118164,22.05799994468689,-0.12785196086586106
2020-03-05,35.09681701660156,48.11000061035156,39.619998931884766,23.281499910354615,-0.2093754830271399
2020-03-06,34.47878646850586,48.59000015258789,41.939998626708984,24.630499839782715,-0.28533105689239563
2020-03-09,30.9023494720459,43.27000045776367,54.459999084472656,26.57999978065491,-0.3154780861885889
2020-03-10,32.55046081542969,45.380001068115234,47.29999923706055,28.192999744415282,-0.28431589335924745
2020-03-11,30.383182525634766,45.70000076293945,53.900001525878906,30.12899980545044,-0.4817516927636067
2020-03-12,25.8013973236084,39.0099983215332,75.47000122070312,33.21549987792969,-0.5267163808402089
2020-03-13,30.9023494720459,43.900001525878906,57.83000183105469,35.39949998855591,-0.34732910670874495
2020-03-16,26.081581115722656,38.709999084472656,82.69000244140625,38.850000095367434,-0.48811647961871063
2020-03-17,27.845077514648438,41.880001068115234,75.91000366210938,41.9040002822876,-0.5008947898624034
2020-03-18,25.339929580688477,39.119998931884766,76.44999694824219,45.007500123977664,-0.570871955667617
2020-03-19,25.480012893676758,39.81999969482422,72.0,47.829500102996825,-0.5945462684331226
2020-03-20,24.44993782043457,39.61000061035156,66.04000091552734,50.27750015258789,-0.6700783363595961
2020-03-23,22.91717529296875,41.63999938964844,61.59000015258789,52.10550012588501,-0.9008997991462148
2020-03-24,27.375354766845703,46.220001220703125,61.66999816894531,53.796500015258786,-0.7595972278025054
2020-03-25,28.009885787963867,44.630001068115234,63.95000076293945,55.61600008010864,-0.626143257553687
2020-03-26,29.427268981933594,47.5,61.0,56.708000087738036,-0.6527010215427215
2020-03-27,28.02635955810547,46.58000183105469,65.54000091552734,57.97950010299682,-0.7233518583835853
2020-03-30,28.710344314575195,47.86000061035156,57.08000183105469,59.16250028610229,-0.73086068174488
2020-03-31,28.018125534057617,45.47999954223633,53.540000915527344,59.99850034713745,-0.668427586046489
2020-04-01,26.056861877441406,43.65999984741211,57.060001373291016,61.252000427246095,-0.7404414741298155
2020-04-02,27.935720443725586,44.4900016784668,50.90999984741211,61.81650047302246,-0.6252680195013814
2020-04-03,27.894514083862305,42.59000015258789,46.79999923706055,62.059500503540036,-0.5326557130742168
2020-04-06,30.498552322387695,47.52000045776367,45.2400016784668,61.598500633239745,-0.5641167753096227
2020-04-07,30.440876007080078,47.560001373291016,46.70000076293945,61.568500709533694,-0.5709627900022382
2020-04-08,32.44334411621094,48.790000915527344,43.349998474121094,61.041000556945804,-0.46567412962030685
2020-04-09,33.85248947143555,48.380001068115234,41.66999816894531,59.35100040435791,-0.32709366216583907
2020-04-13,32.616397857666016,50.939998626708984,41.16999816894531,58.51800022125244,-0.559898628592171
2020-04-14,32.84714126586914,54.93000030517578,37.7599983215332,56.27150001525879,-0.7423235717625183
2020-04-15,31.644001007080078,54.9900016784668,40.84000015258789,54.51799983978272,-0.8459801623624088
2020-04-16,31.61103630065918,56.95000076293945,40.11000061035156,52.70100002288818,-0.9478289729479131
2020-04-17,32.21259307861328,56.599998474121094,38.150001525878906,51.00850009918213,-0.8798234445691593
2020-04-20,31.61103630065918,56.970001220703125,43.83000183105469,49.898000144958495,-0.9488401378853779
2020-04-21,30.44911003112793,52.91999816894531,45.40999984741211,49.089000129699706,-0.8412599867994633
2020-04-22,31.157806396484375,55.91999816894531,41.97999954223633,48.104500198364256,-0.9336603423989877
2020-04-23,30.877634048461914,55.900001525878906,41.380001068115234,46.976000213623045,-0.9560812260890602
2020-04-24,31.289653778076172,56.18000030517578,35.93000030517578,45.722500228881835,-0.935778406702407
2020-04-27,32.39390563964844,56.4900016784668,33.290000915527344,44.11000022888184,-0.8590984827013313
2020-04-28,33.06963348388672,55.5099983215332,33.56999969482422,42.93450012207031,-0.7530387315964828
2020-04-29,33.90925598144531,53.65999984741211,31.229999542236328,41.81900005340576,-0.5892874397207386
2020-04-30,32.7786750793457,52.38999938964844,34.150001525878906,40.673500061035156,-0.6196345994925688
2020-05-01,31.922426223754883,49.880001068115234,37.189998626708984,39.9875,-0.5643476663967862
2020-05-04,31.664716720581055,52.560001373291016,35.970001220703125,39.44600009918213,-0.7213938867432981
2020-05-05,31.57327651977539,52.189998626708984,33.61000061035156,38.86450004577637,-0.7103351088611238
2020-05-06,31.007980346679688,52.15999984741211,34.119998931884766,38.235499954223634,-0.7560962798663481
2020-05-07,32.263267517089844,51.95000076293945,31.440000534057617,37.64000005722046,-0.6404950013086712
2020-05-08,33.319026947021484,53.189998626708984,27.979999542236328,36.95550012588501,-0.6148885957703004
2020-05-11,33.11119842529297,55.7400016784668,27.56999969482422,36.275500202178954,-0.7611908012668472
2020-05-12,31.939048767089844,53.7599983215332,33.040000915527344,36.03950033187866,-0.7591188304864676
2020-05-13,30.750274658203125,52.18000030517578,35.279998779296875,35.76150026321411,-0.7786603302526457
2020-05-14,31.431941986083984,54.5099983215332,32.61000061035156,35.38650026321411,-0.8394478744151008
2020-05-15,30.999662399291992,54.20000076293945,31.889999389648438,35.07350015640259,-0.8599284500524278
2020-05-18,33.48529052734375,54.59000015258789,29.299999237060547,34.34700002670288,-0.6717633567536283
2020-05-19,32.695552825927734,55.470001220703125,30.530000686645508,33.60300006866455,-0.782302351668539
2020-05-20,34.13371658325195,56.38999938964844,27.989999771118164,32.90350008010864,-0.7085357963231266
2020-05-21,33.50191116333008,54.650001525878906,29.530000686645508,32.31100006103516,-0.6734068059460828
2020-05-22,33.360595703125,55.16999816894531,28.15999984741211,31.92250003814697,-0.7115150605415668
2020-05-26,36.32005310058594,53.189998626708984,28.010000228881836,31.658500003814698,-0.3639016140738928
2020-05-27,38.9553337097168,52.7400016784668,27.6200008392334,31.361000061035156,-0.12075275682892807
2020-05-28,36.91029739379883,51.7400016784668,28.59000015258789,31.229000091552734,-0.24122966219835945
2020-05-29,36.74404525756836,53.79999923706055,27.510000228881836,30.89700002670288,-0.35928142822456594
2020-06-01,37.15969467163086,53.630001068115234,28.229999542236328,30.449000072479247,-0.3159245087413095
2020-06-02,37.8912467956543,53.540000915527344,26.84000015258789,29.992500019073486,-0.2501919372866957
2020-06-03,38.99689483642578,52.72999954223633,25.65999984741211,29.594999980926513,-0.11677116628704404
2020-06-04,40.47662353515625,52.630001068115234,25.809999465942383,29.179500007629393,0.012039681529587903
2020-06-05,41.17493438720703,53.099998474121094,24.520000457763672,28.8335000038147,0.04668031493528951
2020-06-08,41.69034194946289,52.970001220703125,25.809999465942383,28.725,0.09635804959916265
2020-06-09,41.89817810058594,56.38999938964844,27.56999969482422,28.725,-0.05916499413304447
2020-06-10,40.47662353515625,57.439998626708984,27.56999969482422,28.451499938964844,-0.2311397965608313
2020-06-11,37.05162048339844,52.83000183105469,40.790000915527344,28.727000045776368,-0.2845175219641949
2020-06-12,38.47316360473633,53.5,36.09000015258789,28.901000022888184,-0.19950173981040406
2020-06-15,39.404239654541016,54.68000030517578,34.400001525878906,29.026500129699706,-0.1812897672490998
2020-06-16,40.368560791015625,54.459999084472656,33.66999816894531,29.245000076293945,-0.08951738166802409
2020-06-17,39.70349884033203,54.54999923706055,33.470001220703125,29.392000102996825,-0.14968913256823557
2020-06-18,39.55387496948242,54.040000915527344,32.939998626708984,29.639500045776366,-0.13641870262555106
2020-06-19,39.013526916503906,54.22999954223633,35.119998931884766,29.91899995803833,-0.19121579812503453
2020-06-22,39.38760757446289,54.7599983215332,31.770000457763672,30.09949998855591,-0.1867252368708753
2020-06-23,39.81157684326172,53.9900016784668,31.3700008392334,30.267500019073488,-0.11233832030037659
2020-06-24,39.03014373779297,52.38999938964844,33.84000015258789,30.57849998474121,-0.09680101875560877
2020-06-25,40.559757232666016,51.93000030517578,32.220001220703125,30.760000038146973,0.054382463299156414
2020-06-26,39.11328125,50.099998474121094,34.72999954223633,31.121000003814697,0.025927862409777753
2020-06-29,39.27122497558594,50.279998779296875,31.780000686645508,31.298500061035156,0.030036992188553876
2020-06-30,40.15242004394531,52.61000061035156,30.43000030517578,31.47800006866455,-0.014063497610830223
2020-07-01,39.57881164550781,52.58000183105469,28.6200008392334,31.626000118255615,-0.06051985094468589
2020-07-02,39.728450775146484,52.34000015258789,27.68000030517578,31.719500160217287,-0.03587118745312498
2020-07-06,40.584693908691406,53.400001525878906,27.940000534057617,31.890500164031984,-0.01785097330864989
2020-07-07,39.479061126708984,52.93000030517578,29.43000030517578,32.07150020599365,-0.08655726218123033
2020-07-08,40.65952682495117,53.43000030517578,28.079999923706055,32.097000217437746,-0.013109069103227327
2020-07-09,39.49567413330078,57.2599983215332,29.260000228881836,32.18150024414062,-0.30407995280718964
2020-07-10,41.39939498901367,55.880001068115234,27.290000915527344,31.506500244140625,-0.07509605044075458
2020-07-13,41.748538970947266,53.59000015258789,32.189998626708984,31.31150016784668,0.06987994139012478
2020-07-14,41.981300354003906,54.720001220703125,29.520000457763672,31.067500114440918,0.032217076401626944
2020-07-15,42.68791961669922,55.34000015258789,27.760000228881836,30.772000217437743,0.05996893249764952
2020-07-16,43.76032257080078,54.91999816894531,28.0,30.49850015640259,0.17089205908952496
2020-07-17,43.569129943847656,55.040000915527344,25.68000030517578,30.13550024032593,0.1488349187942505
2020-07-20,43.11189651489258,57.459999084472656,24.459999084472656,29.602500247955323,-0.0117532784109554
2020-07-21,43.5441780090332,57.0,24.84000015258789,29.256000232696532,0.0476562461074565
2020-07-22,42.3969612121582,61.790000915527344,24.31999969482422,28.903500175476076,-0.2904582685256029
2020-07-23,42.031185150146484,59.56999969482422,26.079999923706055,28.515500164031984,-0.20881268047996257
2020-07-24,41.71529769897461,69.4000015258789,25.84000015258789,28.19650011062622,-0.7322078076461007
2020-07-27,42.66297912597656,68.97000122070312,24.739999771118164,27.697000122070314,-0.6312101203181949
2020-07-28,41.78179931640625,67.61000061035156,25.440000534057617,27.380000114440918,-0.6361487931065812
2020-07-29,42.056129455566406,76.08999633789062,24.100000381469727,27.063500118255615,-1.0419294477657992
2020-07-30,40.97626495361328,78.19999694824219,24.760000228881836,26.870500087738037,-1.2389180235489154
2020-07-31,40.91767501831055,77.43000030517578,24.459999084472656,26.70950002670288,-1.2048893284432372
2020-08-03,41.40317916870117,77.66999816894531,24.280000686645508,26.526500034332276,-1.1764184036940069
2020-08-04,41.23575973510742,85.04000091552734,23.760000228881836,26.243000030517578,-1.5630262038083422
2020-08-05,41.66268539428711,85.30999755859375,22.989999771118164,25.988500022888182,-1.540971067180086
2020-08-06,41.39480972290039,86.70999908447266,22.649999618530273,25.657999992370605,-1.6341545088768274
2020-08-07,42.148197174072266,84.8499984741211,22.209999084472656,25.403999900817873,-1.4771096958449144
2020-08-10,42.34074783325195,82.23999786376953,22.1299991607666,24.90099992752075,-1.3290519328779162
2020-08-11,43.34526824951172,76.87999725341797,24.030000686645508,24.626499938964844,-0.9740541217096987
2020-08-12,43.8475341796875,82.61000061035156,22.280000686645508,24.352499961853027,-1.2217400472037723
2020-08-13,43.68012237548828,81.83999633789062,22.1299991607666,24.058999919891356,-1.1968121441150825
2020-08-14,43.78055953979492,81.30000305175781,22.049999237060547,23.877499866485596,-1.1611117214043158
2020-08-17,42.92671203613281,82.41999816894531,21.350000381469727,23.72199993133545,-1.2891458582531539
2020-08-18,42.62535095214844,81.66000366210938,21.510000228881836,23.555499935150145,-1.275926696372232
2020-08-19,43.00205612182617,81.08999633789062,22.540000915527344,23.466499996185302,-1.2156035301786954
2020-08-20,42.52490997314453,82.7699966430664,22.719999313354492,23.298499965667723,-1.3404449638280849
2020-08-21,42.77602767944336,83.80999755859375,22.540000915527344,23.133500003814696,-1.3720224754257062
2020-08-24,43.839149475097656,83.08000183105469,22.3700008392334,23.01500005722046,-1.2462031851219892
2020-08-25,43.5712776184082,86.3499984741211,22.030000686645508,22.844500064849854,-1.4339278186844262
2020-08-26,43.286659240722656,86.0199966430664,23.270000457763672,22.803000068664552,-1.4410475802747245
2020-08-27,44.04006576538086,83.80000305175781,24.469999313354492,22.788500022888183,-1.2658009746218015
2020-08-28,44.27444839477539,85.55000305175781,22.959999084472656,22.713500022888184,-1.3346735903690974
2020-08-31,43.74707794189453,90.81999969482422,26.40999984741211,22.819999980926514,-1.645215236349103
