Date,XOM,KO,VIX,AvgVIX,zscore
2020-01-30,48.712581634521484,48.63010787963867,15.489999771118164,13.696000051498412,2.434233444729384
2020-01-31,46.70513153076172,48.25005340576172,18.84000015258789,14.014500045776368,2.042021367478282
2020-02-03,45.660064697265625,48.398765563964844,17.969999313354492,14.211999988555908,1.7891162952006754
2020-02-04,45.08865737915039,48.61357498168945,16.049999237060547,14.32199993133545,1.632068528522287
2020-02-05,47.16376876831055,48.62184524536133,15.149999618530273,14.389999914169312,2.0915679885683702
2020-02-06,46.524688720703125,48.737510681152344,14.960000038146973,14.465499925613404,1.9334353648984055
2020-02-07,46.216426849365234,48.90274429321289,15.470000267028809,14.611999940872192,1.8417738649217816
2020-02-10,45.728336334228516,49.36542510986328,15.039999961853027,14.735999917984008,1.6683751186215146
2020-02-11,46.16304397583008,49.23323059082031,15.180000305175781,14.878999948501587,1.7834620371461194
2020-02-12,46.7274055480957,49.08450698852539,13.739999771118164,14.946499919891357,1.929655069088224
2020-02-13,46.468101501464844,49.249755859375,14.149999618530273,15.032999897003174,1.8488597637842983
2020-02-14,46.25456237792969,49.53066635131836,13.680000305175781,15.100999927520752,1.761963796275647
2020-02-18,45.66732406616211,49.18365478515625,14.829999923706055,15.237499904632568,1.6803848024791908
2020-02-19,46.018150329589844,49.38194274902344,14.380000114440918,15.313999891281128,1.7303899466687132
2020-02-20,45.652069091796875,49.34063720703125,15.5600004196167,15.446499919891357,1.6549290415458597
2020-02-21,45.095333099365234,49.679378509521484,17.079999923706055,15.651499938964843,1.483715354376959
2020-02-24,42.982810974121094,48.45660400390625,25.030000686645508,16.174999952316284,1.186651053508195
2020-02-25,41.33549118041992,47.7708625793457,27.850000381469727,16.655999994277956,0.9173604758832214
2020-02-26,40.42793655395508,47.589080810546875,27.559999465942383,17.219999933242796,0.7414445051640441
2020-02-27,37.995086669921875,45.38313293457031,39.15999984741211,18.35849995613098,0.5114880352034471
2020-02-28,39.2305793762207,44.19341278076172,40.11000061035156,19.589499998092652,0.9530157782644315
2020-03-02,41.09144973754883,46.20107650756836,33.41999816894531,20.318499898910524,1.0838718870124393
2020-03-03,39.12381362915039,46.316741943359375,36.81999969482422,21.26099991798401,0.6308078847197331
2020-03-04,39.977970123291016,48.6796760559082,31.989999771118164,22.05799994468689,0.488234222271129
2020-03-05,38.21625518798828,46.87856674194336,39.619998931884766,23.281499910354615,0.35035172776036955
2020-03-06,36.37065124511719,45.655784606933594,41.939998626708984,24.630499839782715,0.11254271524761221
2020-03-09,31.924423217773438,42.846710205078125,54.459999084472656,26.57999978065491,-0.47958141327376175
2020-03-10,33.10652160644531,44.333866119384766,47.29999923706055,28.192999744415282,-0.4262333830919386
2020-03-11,32.01593017578125,43.1358757019043,53.900001525878906,30.12899980545044,-0.4999195262053018
2020-03-12,28.355234146118164,38.96356201171875,75.47000122070312,33.21549987792969,-0.7260104069774485
2020-03-13,29.072124481201172,40.397098541259766,57.83000183105469,35.39949998855591,-0.7683977013178634
2020-03-16,26.30370330810547,37.72172927856445,82.69000244140625,38.850000095367434,-1.0068557266140319
2020-03-17,28.07304573059082,39.32195281982422,75.91000366210938,41.9040002822876,-0.8390386092614877
2020-03-18,25.258880615234375,37.38002014160156,76.44999694824219,45.007500123977664,-1.1907611124070339
2020-03-19,26.25795555114746,34.863014221191406,72.0,47.829500102996825,-0.6151212622521568
2020-03-20,24.96907615661621,31.92094612121582,66.04000091552734,50.27750015258789,-0.48763635187462545
