Date,META,LOW,VIX,AvgVIX,zscore
2020-01-30,207.8985137939453,106.78424835205078,15.489999771118164,13.696000051498412,-0.37144837190861646
2020-01-31,200.33786010742188,103.68024444580078,18.84000015258789,14.014500045776368,-0.51608598613367
2020-02-03,202.60009765625,104.5186767578125,17.969999313354492,14.211999988555908,-0.4681375938853819
2020-02-04,208.1962127685547,106.4542007446289,16.049999237060547,14.32199993133545,-0.3423639885398385
2020-02-05,208.47401428222656,108.933837890625,15.149999618530273,14.389999914169312,-0.4593875499695072
2020-02-06,209.20826721191406,108.38082122802734,14.960000038146973,14.465499925613404,-0.401151956812057
2020-02-07,210.67669677734375,108.35406494140625,15.470000267028809,14.611999940872192,-0.3404994285400541
2020-02-10,211.40101623535156,108.11325073242188,15.039999961853027,14.735999917984008,-0.29881054217741043
2020-02-11,205.5767364501953,109.73660278320312,15.180000305175781,14.878999948501587,-0.6178431405712965
2020-02-12,209.1189422607422,111.52046203613281,13.739999771118164,14.946499919891357,-0.5671260482513089
2020-02-13,211.4804229736328,111.28857421875,14.149999618530273,15.032999897003174,-0.45981963403659776
2020-02-14,212.51229858398438,111.86834716796875,13.680000305175781,15.100999927520752,-0.44815440274036267
2020-02-18,216.1041259765625,109.91498565673828,14.829999923706055,15.237499904632568,-0.20216145593022988
2020-02-19,215.79653930664062,110.10230255126953,14.380000114440918,15.313999891281128,-0.2242635066201378
2020-02-20,212.90919494628906,112.89408111572266,15.5600004196167,15.446499919891357,-0.4851814169181033
2020-02-21,208.54344177246094,111.7702407836914,17.079999923706055,15.651499938964843,-0.6032719053869358
2020-02-24,199.1571044921875,109.62955474853516,25.030000686645508,16.174999952316284,-0.8714164956440325
2020-02-25,195.23788452148438,105.71387481689453,27.850000381469727,16.655999994277956,-0.8271020266664608
2020-02-26,195.66453552246094,101.05792999267578,27.559999465942383,17.219999933242796,-0.5690960296206774
2020-02-27,188.27255249023438,95.99164581298828,39.15999984741211,18.35849995613098,-0.6054450345641378
2020-02-28,190.97134399414062,95.05509948730469,40.11000061035156,19.589499998092652,-0.44808215456968525
2020-03-02,194.9104461669922,99.0421142578125,33.41999816894531,20.318499898910524,-0.4952832692372982
2020-03-03,184.44259643554688,96.830078125,36.81999969482422,21.26099991798401,-0.8033899836808497
2020-03-04,190.26687622070312,101.04899597167969,31.989999771118164,22.05799994468689,-0.786494522817615
2020-03-05,183.72821044921875,95.90243530273438,39.619998931884766,23.281499910354615,-0.7842503495657688
2020-03-06,179.67996215820312,93.93123626708984,41.939998626708984,24.630499839782715,-0.8457039370861875
2020-03-09,168.1802215576172,84.0395278930664,54.459999084472656,26.57999978065491,-0.7983001637346604
2020-03-10,176.80252075195312,92.7806167602539,47.29999923706055,28.192999744415282,-0.9023382274330015
2020-03-11,168.91444396972656,88.43683624267578,53.900001525878906,30.12899980545044,-0.9960753765671854
2020-03-12,153.26724243164062,80.20413970947266,75.47000122070312,33.21549987792969,-1.2018685492344243
2020-03-13,168.9541473388672,86.06422424316406,57.83000183105469,35.39949998855591,-0.8717715528988801
2020-03-16,144.8731231689453,64.74665832519531,82.69000244140625,38.850000095367434,-0.7412776690806937
2020-03-17,148.25656127929688,65.81697082519531,75.91000366210938,41.9040002822876,-0.6600671873288474
2020-03-18,145.8157196044922,57.994571685791016,76.44999694824219,45.007500123977664,-0.35404360063843093
2020-03-19,151.9376678466797,62.320526123046875,72.0,47.829500102996825,-0.3306691079198311
2020-03-20,148.56414794921875,59.18978500366211,66.04000091552734,50.27750015258789,-0.3049227408190247
2020-03-23,146.9468536376953,60.47419357299805,61.59000015258789,52.10550012588501,-0.43662413454049664
2020-03-24,159.72653198242188,68.94771575927734,61.66999816894531,53.796500015258786,-0.3590245077410173
2020-03-25,154.99368286132812,74.67401885986328,63.95000076293945,55.61600008010864,-0.8461917695762085
2020-03-26,162.0681610107422,78.58969116210938,61.0,56.708000087738036,-0.7631531978168654
2020-03-27,155.56918334960938,77.58182525634766,65.54000091552734,57.97950010299682,-0.9733426710078422
2020-03-30,164.6578369140625,79.12487030029297,57.08000183105469,59.16250028610229,-0.6863057734251731
2020-03-31,165.50123596191406,76.75228118896484,53.540000915527344,59.99850034713745,-0.5295643390142982
2020-04-01,158.35728454589844,71.73060607910156,57.060001373291016,61.252000427246095,-0.5582092725114809
2020-04-02,156.95828247070312,73.90696716308594,50.90999984741211,61.81650047302246,-0.7272279048466864
2020-04-03,152.97950744628906,73.31826782226562,46.79999923706055,62.059500503540036,-0.857374363547822
2020-04-06,164.26097106933594,79.17839813232422,45.2400016784668,61.598500633239745,-0.7050923170405959
2020-04-07,167.51541137695312,81.13175964355469,46.70000076293945,61.568500709533694,-0.6747559561759316
2020-04-08,172.9229736328125,84.15547180175781,43.349998474121094,61.041000556945804,-0.6128691523552838
2020-04-09,173.82589721679688,85.01174926757812,41.66999816894531,59.35100040435791,-0.6207083149485452
2020-04-13,173.4290008544922,84.91363525390625,41.16999816894531,58.51800022125244,-0.6316538245533372
2020-04-14,176.78269958496094,88.36546325683594,37.7599983215332,56.27150001525879,-0.6748054505738675
2020-04-15,175.592041015625,84.14653015136719,40.84000015258789,54.51799983978272,-0.5046777330885456
2020-04-16,174.8776397705078,82.45185089111328,40.11000061035156,52.70100002288818,-0.44587088063020813
2020-04-17,177.84439086914062,86.60832214355469,38.150001525878906,51.00850009918213,-0.5410816272986114
2020-04-20,176.8521728515625,84.85121154785156,43.83000183105469,49.898000144958495,-0.49025934472804944
2020-04-21,169.47007751464844,83.0927963256836,45.40999984741211,49.089000129699706,-0.6972780548794347
2020-04-22,180.8607177734375,85.1831283569336,41.97999954223633,48.104500198364256,-0.34563162131288866
2020-04-23,183.6885223388672,85.13826751708984,41.380001068115234,46.976000213623045,-0.22917565967117337
