Date,KRE,AMAT,VIX,AvgVIX,zscore
2023-01-31,56.437660217285156,108.3886947631836,19.399999618530273,20.202999973297118,2.205559876922456
2023-02-01,57.23716735839844,115.69951629638672,17.8700008392334,19.951500034332277,2.378968714759079
2023-02-02,58.76350021362305,120.80348205566406,18.729999542236328,19.7875,2.658558485237358
2023-02-03,58.79983139038086,116.64251708984375,18.329999923706055,19.58100004196167,2.640319237295183
2023-02-06,58.236541748046875,114.41622161865234,19.43000030517578,19.49600009918213,2.5351451928512985
2023-02-07,58.86342239379883,117.16748809814453,18.65999984741211,19.33050012588501,2.653783258228731
2023-02-08,58.200199127197266,112.72461700439453,19.6299991607666,19.28300008773804,2.519361041583256
2023-02-09,57.346187591552734,112.85100555419922,20.709999084472656,19.264000034332277,2.3802609046273946
2023-02-10,57.228084564208984,111.57743072509766,20.530000686645508,19.34900007247925,2.353519446080991
2023-02-13,57.69142532348633,113.28849029541016,20.34000015258789,19.448500061035155,2.439332864181625
2023-02-14,57.473384857177734,115.1453628540039,18.90999984741211,19.426000022888182,2.4144253454702116
2023-02-15,58.15477752685547,116.13699340820312,18.229999542236328,19.320499992370607,2.5317602200743936
2023-02-16,57.128143310546875,112.18021392822266,20.170000076293945,19.30299997329712,2.3406592168680387
2023-02-17,57.41886901855469,112.22882080078125,20.020000457763672,19.311499977111815,2.3885448588617466
2023-02-21,56.08333969116211,108.18453979492188,22.8700008392334,19.46450004577637,2.1463570787566355
2023-02-22,55.81077575683594,107.5901107788086,22.290000915527344,19.619000053405763,2.0982723099094316
2023-02-23,56.0288200378418,110.0262680053711,21.139999389648438,19.72200002670288,2.148136230307372
2023-02-24,56.03791809082031,108.46710205078125,21.670000076293945,19.869000053405763,2.1405623596828005
2023-02-27,56.01974105834961,109.20771789550781,20.950000762939453,19.99100008010864,2.141891341784797
2023-02-28,55.928890228271484,113.18350982666016,20.700000762939453,20.029000091552735,2.1501271778778537
2023-03-01,55.592735290527344,114.26515197753906,20.579999923706055,20.088000106811524,2.101373248743924
2023-03-02,54.18451690673828,115.42475891113281,19.59000015258789,20.17400007247925,1.8775341272842676
2023-03-03,54.85682678222656,115.92174530029297,18.489999771118164,20.16200008392334,1.9905063838063717
2023-03-06,54.44799041748047,115.51246643066406,18.610000610351562,20.176000118255615,1.9211848221820036
2023-03-07,52.69453811645508,113.39788818359375,19.59000015258789,20.184000110626222,1.6217843651692694
2023-03-08,52.421974182128906,115.61964416503906,19.110000610351562,20.206500148773195,1.5900703387839354
2023-03-09,48.17007064819336,114.05076599121094,22.610000610351562,20.35550022125244,0.8847486177696533
2023-03-10,46.053199768066406,111.46845245361328,24.799999237060547,20.560000228881837,0.5231234414272753
2023-03-13,40.384002685546875,112.88140869140625,26.520000457763672,20.859500217437745,-0.39693058190208336
2023-03-14,41.22892379760742,117.26649475097656,23.729999542236328,21.029000186920165,-0.23309328328971893
