Date,AVGO,ASML,VIX,AvgVIX,zscore
2020-04-29,24.099374771118164,288.1835021972656,31.229999542236328,41.81900005340576,-0.2561189365027566
2020-04-30,23.7152099609375,273.6846923828125,34.150001525878906,40.673500061035156,0.21665377749359313
2020-05-01,22.67447280883789,264.7936096191406,37.189998626708984,39.9875,0.04283009154795296
2020-05-04,22.897991180419922,268.7030029296875,35.970001220703125,39.44600009918213,-0.015568537921206806
2020-05-05,23.125869750976562,273.6087341308594,33.61000061035156,38.86450004577637,-0.119149163653208
2020-05-06,23.06562614440918,276.9772644042969,34.119998931884766,38.235499954223634,-0.31509421476839994
2020-05-07,23.377321243286133,284.274169921875,31.440000534057617,37.64000005722046,-0.4848617114653999
2020-05-08,24.0129451751709,288.8382263183594,27.979999542236328,36.95550012588501,-0.3372400407812209
2020-05-11,24.04524803161621,288.8287658691406,27.56999969482422,36.275500202178954,-0.31818188809955916
2020-05-12,23.438438415527344,281.4654541015625,33.040000915527344,36.03950033187866,-0.31521106051083597
2020-05-13,22.975696563720703,279.1881408691406,35.279998779296875,35.76150026321411,-0.47272204385769134
2020-05-14,23.27691078186035,287.0827941894531,32.61000061035156,35.38650026321411,-0.677139514118653
2020-05-15,22.73646354675293,277.58453369140625,31.889999389648438,35.07350015640259,-0.5337492800922664
2020-05-18,23.881975173950195,289.3031311035156,29.299999237060547,34.34700002670288,-0.4349284423041613
2020-05-19,23.74402618408203,290.5935974121094,30.530000686645508,33.60300006866455,-0.5761549797722796
2020-05-20,24.33162498474121,308.9923400878906,27.989999771118164,32.90350008010864,-1.1184413523615637
2020-05-21,23.992856979370117,302.682373046875,29.530000686645508,32.31100006103516,-1.01151026349812
2020-05-22,24.154386520385742,303.0333557128906,28.15999984741211,31.92250003814697,-0.9352760589223764
2020-05-26,24.623241424560547,303.5079345703125,28.010000228881836,31.658500003814698,-0.687949776474186
2020-05-27,25.109556198120117,302.2458801269531,27.6200008392334,31.361000061035156,-0.3474369996225617
2020-05-28,24.721025466918945,303.61224365234375,28.59000015258789,31.229000091552734,-0.6366227843397266
2020-05-29,25.430862426757812,312.6645202636719,27.510000228881836,30.89700002670288,-0.6611019425508948
2020-06-01,25.31909942626953,310.02667236328125,28.229999542236328,30.449000072479247,-0.5992033206067195
2020-06-02,26.02369499206543,317.6176452636719,26.84000015258789,29.992500019073486,-0.556750749396675
2020-06-03,27.02513885498047,328.5962219238281,25.65999984741211,29.594999980926513,-0.505484040520252
2020-06-04,26.969266891479492,335.0579833984375,25.809999465942383,29.179500007629393,-0.8469798763156351
2020-06-05,27.684335708618164,338.9579162597656,24.520000457763672,28.8335000038147,-0.6218101088465839
2020-06-08,27.72275161743164,331.3953552246094,25.809999465942383,28.725,-0.23767458743638947
2020-06-09,27.53066635131836,331.4711608886719,27.56999969482422,28.725,-0.351937567205325
2020-06-10,27.506221771240234,330.1333923339844,27.56999969482422,28.451499938964844,-0.3019796454660684
2020-06-11,25.647388458251953,315.87176513671875,40.790000915527344,28.727000045776368,-0.6899170370728356
2020-06-12,26.21490478515625,325.53131103515625,36.09000015258789,28.901000022888184,-0.8254369477672988
2020-06-15,26.550174713134766,332.1165771484375,34.400001525878906,29.026500129699706,-0.9475609900026208
2020-06-16,27.129043579101562,334.0522155761719,33.66999816894531,29.245000076293945,-0.706809485255872
2020-06-17,27.36652374267578,343.8825988769531,33.470001220703125,29.392000102996825,-1.0405962138483196
2020-06-18,27.82665252685547,340.53302001953125,32.939998626708984,29.639500045776366,-0.6152387299379712
2020-06-19,26.707271575927734,342.2315368652344,35.119998931884766,29.91899995803833,-1.3412679141368846
2020-06-22,27.657291412353516,345.6664123535156,31.770000457763672,30.09949998855591,-0.9585130803350083
2020-06-23,27.459697723388672,347.8963317871094,31.3700008392334,30.267500019073488,-1.179063159313518
2020-06-24,27.0777530670166,343.0950927734375,33.84000015258789,30.57849998474121,-1.169221004622959
2020-06-25,27.243587493896484,347.81097412109375,32.220001220703125,30.760000038146973,-1.29944899627183
2020-06-26,27.116567611694336,343.265869140625,34.72999954223633,31.121000003814697,-1.1550400384676285
2020-06-29,27.325618743896484,346.15985107421875,31.780000686645508,31.298500061035156,-1.173164945358824
2020-06-30,27.839887619018555,349.21527099609375,30.43000030517578,31.47800006866455,-1.0232231229498236
2020-07-01,27.58584213256836,348.7977600097656,28.6200008392334,31.626000118255615,-1.1495585963402384
2020-07-02,27.82753562927246,354.1399841308594,27.68000030517578,31.719500160217287,-1.2660766287493874
2020-07-06,28.120386123657227,365.7542419433594,27.940000534057617,31.890500164031984,-1.6533636233859912
2020-07-07,27.620243072509766,362.49005126953125,29.43000030517578,32.07150020599365,-1.7851759077434788
2020-07-08,28.18919563293457,371.8934631347656,28.079999923706055,32.097000217437746,-1.9076078175421252
2020-07-09,28.359437942504883,374.54083251953125,29.260000228881836,32.18150024414062,-1.936280221867716
2020-07-10,28.1777286529541,375.613037109375,27.290000915527344,31.506500244140625,-2.0922632460729007
2020-07-13,27.4605770111084,368.7527160644531,32.189998626708984,31.31150016784668,-2.1769229623993573
2020-07-14,27.793127059936523,376.5429992675781,29.520000457763672,31.067500114440918,-2.3582960579395316
2020-07-15,27.678462982177734,356.23699951171875,27.760000228881836,30.772000217437743,-1.4523183838363969
2020-07-16,27.463232040405273,365.5264892578125,28.0,30.49850015640259,-2.020958749347932
2020-07-17,27.584075927734375,363.9797668457031,25.68000030517578,30.13550024032593,-1.8773175164249216
2020-07-20,27.973960876464844,371.4664611816406,24.459999084472656,29.602500247955323,-2.0111353741937608
2020-07-21,27.727855682373047,364.19805908203125,24.84000015258789,29.256000232696532,-1.804954849049141
2020-07-22,27.680219650268555,372.5292053222656,24.31999969482422,28.903500175476076,-2.231191942606641
2020-07-23,27.31591796875,364.58709716796875,26.079999923706055,28.515500164031984,-2.060839005679465
2020-07-24,26.973665237426758,348.8831481933594,25.84000015258789,28.19650011062622,-1.5062380847764123
2020-07-27,27.58142852783203,362.2623291015625,24.739999771118164,27.697000122070314,-1.7966309572520047
2020-07-28,27.111268997192383,357.1195068359375,25.440000534057617,27.380000114440918,-1.821246308881708
2020-07-29,27.243587493896484,345.9796142578125,24.100000381469727,27.063500118255615,-1.2117843349777107
2020-07-30,27.530269622802734,344.18621826171875,24.760000228881836,26.870500087738037,-0.9608182622292818
2020-07-31,27.940439224243164,335.6368713378906,24.459999084472656,26.70950002670288,-0.3153297883826809
2020-08-03,28.33561897277832,347.86785888671875,24.280000686645508,26.526500034332276,-0.6732007781975196
2020-08-04,28.967206954956055,351.39764404296875,23.760000228881836,26.243000030517578,-0.47839453829793177
2020-08-05,29.06864356994629,349.67071533203125,22.989999771118164,25.988500022888182,-0.3373049765438915
2020-08-06,29.035127639770508,350.3539733886719,22.649999618530273,25.657999992370605,-0.3893155751138159
2020-08-07,28.750207901000977,347.35552978515625,22.209999084472656,25.403999900817873,-0.4098878462120528
2020-08-10,28.876344680786133,346.72918701171875,22.1299991607666,24.90099992752075,-0.3072553949834373
2020-08-11,28.58260726928711,342.8388366699219,24.030000686645508,24.626499938964844,-0.2902119905289452
2020-08-12,29.430307388305664,355.6486511230469,22.280000686645508,24.352499961853027,-0.4151550168386891
2020-08-13,29.058061599731445,355.6012268066406,22.1299991607666,24.058999919891356,-0.6272851882614877
2020-08-14,28.91692543029785,352.12835693359375,22.049999237060547,23.877499866485596,-0.5423331189883257
2020-08-17,29.137449264526367,359.1595153808594,21.350000381469727,23.72199993133545,-0.7518910705289359
2020-08-18,28.989259719848633,357.9354553222656,21.510000228881836,23.555499935150145,-0.7786489065549262
2020-08-19,29.039541244506836,355.7720642089844,22.540000915527344,23.466499996185302,-0.6461300027664862
2020-08-20,29.006019592285156,353.1436462402344,22.719999313354492,23.298499965667723,-0.5396185504277929
2020-08-21,29.110979080200195,353.0961608886719,22.540000915527344,23.133500003814696,-0.4768925679878624
2020-08-24,29.462060928344727,358.6661376953125,22.3700008392334,23.01500005722046,-0.5413090141991024
2020-08-25,29.65083122253418,361.3608703613281,22.030000686645508,22.844500064849854,-0.5615771744037876
2020-08-26,29.96221351623535,366.1907653808594,23.270000457763672,22.803000068664552,-0.6134324585576182
2020-08-27,29.915462493896484,356.986572265625,24.469999313354492,22.788500022888183,-0.19976739926271087
2020-08-28,30.41648292541504,360.0704345703125,22.959999084472656,22.713500022888184,-0.058817705698778186
2020-08-31,30.622013092041016,355.05084228515625,26.40999984741211,22.819999980926514,0.29984127890607637
2020-09-01,31.714927673339844,367.1206359863281,26.1200008392334,22.938000011444093,0.35155681260051574
2020-09-02,33.07953643798828,378.1180114746094,26.56999969482422,23.117000007629393,0.6110936882065805
2020-09-03,31.057769775390625,356.9296569824219,33.599998474121094,23.664499950408935,0.4608853401337505
2020-09-04,32.015724182128906,348.6364440917969,30.75,24.091499996185302,1.40961755781899
2020-09-08,30.921051025390625,329.5924987792969,31.459999084472656,24.557999992370604,1.6907321298627318
2020-09-09,31.758153915405273,340.9980163574219,28.809999465942383,24.79699993133545,1.6269072245974423
2020-09-10,31.497943878173828,338.7491760253906,29.709999084472656,25.168499851226805,1.5846843901146404
2020-09-11,31.729049682617188,340.865234375,26.8700008392334,25.405499935150146,1.6165003134271165
2020-09-14,31.949573516845703,349.1298828125,25.850000381469727,25.595499992370605,1.347896903715418
2020-09-15,32.365047454833984,351.32177734375,25.59000015258789,25.807499980926515,1.4822721282488083
2020-09-16,32.37650680541992,343.8541259765625,26.040000915527344,26.03400001525879,1.8463384384102488
2020-09-17,32.277713775634766,347.99114990234375,26.459999084472656,26.229999923706053,1.5914035661561083
2020-09-18,31.731693267822266,347.61163330078125,25.829999923706055,26.385499954223633,1.2950821475261824
2020-09-21,31.31422233581543,344.08184814453125,27.780000686645508,26.64749994277954,1.2235996976323082
2020-09-22,32.186561584472656,345.99859619140625,26.860000610351562,26.87199993133545,1.6342839402314269
2020-09-23,31.296422958374023,339.2805480957031,28.579999923706055,27.199499893188477,1.4431794769239876
2020-09-24,31.37920379638672,341.7476501464844,28.510000228881836,27.461499881744384,1.3727615297235747
2020-09-25,31.76018714904785,342.05126953125,26.3799991607666,27.55699987411499,1.5776605234212073
2020-09-28,32.69482421875,352.09033203125,26.190000534057617,27.71849994659424,1.6354221424962119
2020-09-29,32.424224853515625,354.88006591796875,26.270000457763672,27.711499977111817,1.3460258529714406
2020-09-30,32.4295768737793,350.3918151855469,26.3700008392334,27.723999977111816,1.5639547748649132
2020-10-01,32.810543060302734,362.48052978515625,26.700000762939453,27.73050003051758,1.2047076890011792
2020-10-02,31.762853622436523,351.0845031738281,27.6299991607666,27.432000064849852,1.1467879283323952
2020-10-05,32.58802032470703,362.5754699707031,27.959999084472656,27.292500019073486,1.0719978685144684
2020-10-06,32.399295806884766,351.18890380859375,29.479999542236328,27.19350004196167,1.5083584306328908
2020-10-07,32.644989013671875,356.5880126953125,28.059999465942383,27.15600004196167,1.3914210937079785
2020-10-08,33.231590270996094,361.4178466796875,26.360000610351562,26.988500118255615,1.498085045772719
2020-10-09,33.53156661987305,369.10369873046875,25.0,26.895000076293947,1.3029496346376799
2020-10-12,34.0416145324707,378.6399841308594,25.06999969482422,26.85600004196167,1.1402302748106297
2020-10-13,33.95793914794922,384.4375915527344,26.06999969482422,26.880000019073485,0.8145127944302232
2020-10-14,33.852012634277344,377.681640625,26.399999618530273,26.897999954223632,1.0769009155321594
2020-10-15,33.81907653808594,366.80755615234375,26.969999313354492,26.923499965667723,1.5784582673974235
2020-10-16,33.70513916015625,367.1206359863281,27.40999984741211,27.002499961853026,1.4978477000903552
2020-10-19,33.44877243041992,365.6118469238281,29.18000030517578,27.07249994277954,1.422413244018801
2020-10-20,33.557376861572266,365.2797546386719,29.350000381469727,27.196999931335448,1.5008623237588754
2020-10-21,33.117645263671875,363.41998291015625,28.649999618530273,27.20049991607666,1.3366172928607705
2020-10-22,33.235145568847656,356.30340576171875,28.110000610351562,27.180499935150145,1.744953976865354
2020-10-23,33.177284240722656,359.20697021484375,27.549999237060547,27.238999938964845,1.5726383033441649
2020-10-26,32.31562423706055,348.7029113769531,32.459999084472656,27.552499866485597,1.5791676044341767
2020-10-27,32.00941467285156,347.64013671875,33.349998474121094,27.906499767303465,1.4536753599844872
2020-10-28,30.90654754638672,344.3095703125,40.279998779296875,28.60199966430664,0.9778928030771288
2020-10-29,31.600854873657227,351.9005432128906,37.59000015258789,29.146499633789062,1.0144197155578882
2020-10-30,31.121957778930664,342.7439270019531,38.02000045776367,29.665999698638917,1.1769065978187152
2020-11-02,31.266162872314453,347.8838806152344,37.130001068115234,30.124499797821045,1.0139211286577297
2020-11-03,31.489572525024414,354.408935546875,35.54999923706055,30.427999782562257,0.8302517803510029
2020-11-04,32.457157135009766,364.8299865722656,29.56999969482422,30.50349979400635,0.888704746535571
2020-11-05,33.902748107910156,379.2993469238281,27.579999923706055,30.56449975967407,1.028685379240157
2020-11-06,33.880496978759766,386.9674072265625,24.860000610351562,30.55749979019165,0.6488100909369422
2020-11-09,33.42831039428711,387.0531311035156,25.75,30.59149980545044,0.38426325039357645
2020-11-10,32.32364273071289,380.3566589355469,24.799999237060547,30.527999782562254,0.06856489728507527
2020-11-11,33.46212387084961,398.21722412109375,23.450000762939453,30.380499839782715,-0.1306710692001711
2020-11-12,32.95296859741211,393.1399841308594,25.350000381469727,30.299499893188475,-0.18088591164657852
2020-11-13,33.24671173095703,399.6841125488281,23.100000381469727,30.083999919891358,-0.32495870298404894
2020-11-16,33.89741134643555,406.2757873535156,22.450000762939453,29.74749994277954,-0.26571326196676187
2020-11-17,33.87871170043945,406.2472229003906,22.709999084472656,29.415499877929687,-0.27511625079994695
2020-11-18,33.880496978759766,403.703857421875,23.84000015258789,29.174999904632568,-0.15234060972828684
2020-11-19,34.21074295043945,403.2751770019531,23.110000610351562,28.924999904632568,0.05838963859159197
2020-11-20,34.121726989746094,403.4942932128906,23.700000762939453,28.732499980926512,-0.0033691720081974797
2020-11-23,34.44841003417969,406.8854064941406,22.65999984741211,28.242500019073486,0.02246072089937824
2020-11-24,34.913944244384766,404.1419982910156,21.639999389648438,27.657000064849854,0.42191498752725737
2020-11-25,34.78932571411133,403.3895568847656,21.25,26.70550012588501,0.38615748378149717
2020-11-27,35.15606689453125,417.0015563964844,20.84000015258789,25.86800012588501,-0.054200238519467085
2020-11-30,35.7462272644043,416.9634704589844,20.56999969482422,24.995500087738037,0.28753422297181536
2020-12-01,36.01238250732422,427.9273986816406,20.770000457763672,24.17750005722046,-0.08399790797946136
2020-12-02,35.9376106262207,429.6039733886719,21.170000076293945,23.458500099182128,-0.20731915685993124
2020-12-03,35.5877799987793,431.413818359375,21.280000686645508,23.044000148773193,-0.4954439038649453
2020-12-04,36.64527130126953,442.3586730957031,20.790000915527344,22.704500198364258,-0.4102816454528774
2020-12-07,37.465087890625,447.4454040527344,21.299999237060547,22.526500129699706,-0.18159127610147482
2020-12-08,37.68939971923828,446.3403625488281,20.68000030517578,22.273000144958495,0.0005011499130361743
2020-12-09,37.04939651489258,431.404296875,22.270000457763672,22.146500205993654,0.3468508993101134
2020-12-10,36.49928665161133,436.081298828125,22.520000457763672,22.100000190734864,-0.193874385225012
2020-12-11,36.123653411865234,431.15667724609375,23.309999465942383,21.998000144958496,-0.1744909267549943
2020-12-14,36.65595626831055,431.49951171875,24.719999313354492,22.079000091552736,0.11568553629668889
2020-12-15,37.21318435668945,447.0357666015625,22.889999389648438,22.101000022888183,-0.30706995640794116
2020-12-16,37.82203674316406,449.1599426269531,22.5,22.09050006866455,-0.05807404621352101
2020-12-17,37.9288444519043,454.65625,21.93000030517578,21.995000076293945,-0.2596572372668081
2020-12-18,39.011512756347656,454.5990905761719,21.56999969482422,21.91800003051758,0.3666572634887204
2020-12-21,38.5015983581543,449.8553771972656,25.15999984741211,21.99099998474121,0.3000397350920978
2020-12-22,38.88044357299805,453.58935546875,24.229999542236328,22.069499969482422,0.3395007067391279
2020-12-23,38.194580078125,452.10333251953125,23.309999465942383,22.15299997329712,0.01560163840919884
2020-12-24,38.73320770263672,460.1714782714844,21.530000686645508,22.167000007629394,-0.06037901344750768
2020-12-28,38.770912170410156,457.45672607421875,21.700000762939453,22.210000038146973,0.0912888455856256
2020-12-29,38.515960693359375,461.0479431152344,23.079999923706055,22.335500049591065,-0.2274607070299566
2020-12-30,39.035743713378906,466.66802978515625,22.770000457763672,22.435500049591063,-0.19710998034515428
2020-12-31,39.30685043334961,464.5819091796875,22.75,22.514500045776366,0.05889753374518366
