Date,AVGO,ASML,VIX,AvgVIX,zscore
2020-01-30,27.060230255126953,277.9232177734375,15.489999771118164,13.696000051498412,1.9403739115831184
2020-01-31,26.198280334472656,264.97021484375,18.84000015258789,14.014500045776368,2.0639637941385454
2020-02-03,26.20429039001465,272.0509033203125,17.969999313354492,14.211999988555908,1.7284826171738337
2020-02-04,26.751161575317383,282.5020446777344,16.049999237060547,14.32199993133545,1.5431792619613303
2020-02-05,27.24738121032715,289.1957702636719,15.149999618530273,14.389999914169312,1.5085647101048743
2020-02-06,27.445695877075195,292.2451477050781,14.960000038146973,14.465499925613404,1.4768174139205736
2020-02-07,27.06279945373535,287.9211730957031,15.470000267028809,14.611999940872192,1.4632653984556785
2020-02-10,26.974374771118164,292.3678894042969,15.039999961853027,14.735999917984008,1.1994777790313562
2020-02-11,27.486047744750977,298.343994140625,15.180000305175781,14.878999948501587,1.20811531606812
2020-02-12,27.875810623168945,299.694091796875,13.739999771118164,14.946499919891357,1.367977537612927
2020-02-13,27.813138961791992,299.5146484375,14.149999618530273,15.032999897003174,1.3404705993971666
2020-02-14,27.280866622924805,298.6177673339844,13.680000305175781,15.100999927520752,1.076833158571919
2020-02-18,26.67818832397461,291.8957214355469,14.829999923706055,15.237499904632568,1.051486968218992
2020-02-19,27.10228729248047,299.6468811035156,14.380000114440918,15.313999891281128,0.9247155771766007
2020-02-20,26.548553466796875,295.9460144042969,15.5600004196167,15.446499919891357,0.782939993396527
2020-02-21,26.14162254333496,288.89361572265625,17.079999923706055,15.651499938964843,0.8861508454935815
2020-02-24,25.034141540527344,274.16558837890625,25.030000686645508,16.174999952316284,0.9532915365140943
2020-02-25,24.268354415893555,268.68048095703125,27.850000381469727,16.655999994277956,0.7747899431464621
2020-02-26,24.54307746887207,270.3137512207031,27.559999465942383,17.219999933242796,0.8548382444401244
2020-02-27,23.51888084411621,261.73187255859375,39.15999984741211,18.35849995613098,0.6757401404833933
2020-02-28,23.40468978881836,261.24102783203125,40.11000061035156,19.589499998092652,0.6334662198015995
2020-03-02,24.464942932128906,271.41839599609375,33.41999816894531,20.318499898910524,0.7569577197920556
2020-03-03,23.544626235961914,268.40673828125,36.81999969482422,21.26099991798401,0.37105198728684236
2020-03-04,24.506160736083984,284.7490234375,31.989999771118164,22.05799994468689,0.14257902540749315
2020-03-05,23.52659797668457,272.1358337402344,39.619998931884766,23.281499910354615,0.18216171544238913
2020-03-06,23.132543563842773,272.003662109375,41.939998626708984,24.630499839782715,-0.03847270970604186
2020-03-09,21.267000198364258,249.15658569335938,54.459999084472656,26.57999978065491,-0.01930128412725379
2020-03-10,22.570220947265625,264.1204528808594,47.29999923706055,28.192999744415282,0.015007815835905604
2020-03-11,21.116764068603516,249.3737335205078,53.900001525878906,30.12899980545044,-0.11622650648442745
2020-03-12,18.782480239868164,227.29127502441406,75.47000122070312,33.21549987792969,-0.4036340836330812
2020-03-13,20.108016967773438,242.5856475830078,57.83000183105469,35.39949998855591,-0.3722926096380862
2020-03-16,16.10392951965332,216.53799438476562,82.69000244140625,38.850000095367434,-1.4316391806959987
2020-03-17,17.12812614440918,225.01600646972656,75.91000366210938,41.9040002822876,-1.2475691274855683
2020-03-18,14.411802291870117,185.97763061523438,76.44999694824219,45.007500123977664,-0.9433618529364189
2020-03-19,16.69371795654297,202.06503295898438,72.0,47.829500102996825,-0.3991414335748286
2020-03-20,16.78277015686035,204.0193328857422,66.04000091552734,50.27750015258789,-0.44140017184579133
2020-03-23,16.89191436767578,220.1161346435547,61.59000015258789,52.10550012588501,-1.1490686116946542
2020-03-24,18.576128005981445,245.6634063720703,61.66999816894531,53.796500015258786,-1.4019341091557065
2020-03-25,18.994342803955078,247.41943359375,63.95000076293945,55.61600008010864,-1.2451158822638406
2020-03-26,21.231233596801758,260.47625732421875,61.0,56.708000087738036,-0.5817585817971492
2020-03-27,20.141605377197266,238.49771118164062,65.54000091552734,57.97950010299682,-0.15726302672838652
2020-03-30,20.964067459106445,253.04627990722656,57.08000183105469,59.16250028610229,-0.3799740228237242
2020-03-31,20.70125961303711,247.01351928710938,53.540000915527344,59.99850034713745,-0.24256207693759596
2020-04-01,19.525192260742188,235.0895233154297,57.060001373291016,61.252000427246095,-0.349149778720121
2020-04-02,20.69776725769043,233.4562225341797,50.90999984741211,61.81650047302246,0.4043954774908598
2020-04-03,20.45330047607422,230.93553161621094,46.79999923706055,62.059500503540036,0.38425330836530447
2020-04-06,22.040599822998047,255.97296142578125,45.2400016784668,61.598500633239745,0.09997405981287404
2020-04-07,22.113067626953125,257.3514099121094,46.70000076293945,61.568500709533694,0.07572851152288643
2020-04-08,22.796709060668945,263.0065002441406,43.349998474121094,61.041000556945804,0.19878026792014752
2020-04-09,22.202999114990234,261.3353271484375,41.66999816894531,59.35100040435791,-0.06317875913584028
2020-04-13,22.693681716918945,258.7769470214844,41.16999816894531,58.51800022125244,0.3419030470134361
2020-04-14,23.36684799194336,272.7779541015625,37.7599983215332,56.27150001525879,0.05941400480659855
2020-04-15,22.477149963378906,266.6979064941406,40.84000015258789,54.51799983978272,-0.16197689014045008
2020-04-16,22.551368713378906,276.0538635253906,40.11000061035156,52.70100002288818,-0.5670862457772091
2020-04-17,23.21404457092285,279.1221618652344,38.150001525878906,51.00850009918213,-0.33228376259154363
2020-04-20,22.550493240356445,275.27972412109375,43.83000183105469,49.898000144958495,-0.5305335054833921
2020-04-21,21.62238311767578,265.37615966796875,45.40999984741211,49.089000129699706,-0.5910219396055767
2020-04-22,22.698047637939453,278.4801940917969,41.97999954223633,48.104500198364256,-0.5987494978701601
2020-04-23,22.607242584228516,273.2215576171875,41.380001068115234,46.976000213623045,-0.3993263247099325
2020-04-24,23.120628356933594,276.9202880859375,35.93000030517578,45.722500228881835,-0.2806875230907899
2020-04-27,23.438438415527344,276.0284423828125,33.290000915527344,44.11000022888184,-0.05494883661214989
2020-04-28,23.1136417388916,276.52178955078125,33.56999969482422,42.93450012207031,-0.26563599289693013
