Date,MS,HD,VIX,AvgVIX,zscore
2020-01-30,44.35104751586914,200.0087127685547,15.489999771118164,13.696000051498412,0.4944128715950081
2020-01-31,43.06549835205078,195.97914123535156,18.84000015258789,14.014500045776368,0.5124906848925249
2020-02-03,43.3456916809082,198.93467712402344,17.969999313354492,14.211999988555908,0.4294046808377242
2020-02-04,44.5158576965332,201.907470703125,16.049999237060547,14.32199993133545,0.4394337021041655
2020-02-05,45.31520462036133,204.5795135498047,15.149999618530273,14.389999914169312,0.4218500169442344
2020-02-06,45.331668853759766,205.20672607421875,14.960000038146973,14.465499925613404,0.39968738150453637
2020-02-07,45.348167419433594,203.8835906982422,15.470000267028809,14.611999940872192,0.4518384938356848
2020-02-10,45.611854553222656,206.7274627685547,15.039999961853027,14.735999917984008,0.37126780248394425
2020-02-11,45.96620559692383,207.61245727539062,15.180000305175781,14.878999948501587,0.3748850925718385
2020-02-12,46.29583740234375,207.56947326660156,13.739999771118164,14.946499919891357,0.41125469751940685
2020-02-13,46.08982467651367,208.23109436035156,14.149999618530273,15.032999897003174,0.364339630759849
2020-02-14,46.01565170288086,210.5250701904297,13.680000305175781,15.100999927520752,0.2691216615472337
2020-02-18,45.751956939697266,209.5885772705078,14.829999923706055,15.237499904632568,0.2770185693856592
2020-02-19,46.40296936035156,209.3307647705078,14.380000114440918,15.313999891281128,0.3554358271917744
2020-02-20,44.293365478515625,212.23483276367188,15.5600004196167,15.446499919891357,0.022508238006421655
2020-02-21,43.197357177734375,210.79141235351562,17.079999923706055,15.651499938964843,-0.037977694937296906
2020-02-24,40.93943405151367,205.94561767578125,25.030000686645508,16.174999952316284,-0.09125581975729467
2020-02-25,39.57971954345703,203.9523468017578,27.850000381469727,16.655999994277956,-0.15857750002188972
2020-02-26,38.92871856689453,202.14805603027344,27.559999465942383,17.219999933242796,-0.15842543459063685
2020-02-27,37.42067337036133,193.08367919921875,39.15999984741211,18.35849995613098,0.028039860250784126
2020-02-28,37.1075439453125,187.16390991210938,40.11000061035156,19.589499998092652,0.22059567346537776
2020-03-02,38.30242156982422,197.56004333496094,33.41999816894531,20.318499898910524,-0.04960793610729755
2020-03-03,36.58838653564453,195.84164428710938,36.81999969482422,21.26099991798401,-0.1647357134919025
2020-03-04,37.28059768676758,207.13128662109375,31.989999771118164,22.05799994468689,-0.5219466566695026
2020-03-05,35.09681701660156,201.74420166015625,39.619998931884766,23.281499910354615,-0.5467890323818918
2020-03-06,34.47878646850586,196.33140563964844,41.939998626708984,24.630499839782715,-0.4056754962967994
2020-03-09,30.9023494720459,180.8231658935547,54.459999084472656,26.57999978065491,-0.19163029646912982
2020-03-10,32.55046081542969,193.91708374023438,47.29999923706055,28.192999744415282,-0.5168668164718407
2020-03-11,30.383182525634766,184.134765625,53.900001525878906,30.12899980545044,-0.372507798638808
2020-03-12,25.8013973236084,164.84681701660156,75.47000122070312,33.21549987792969,-0.12038123450204925
2020-03-13,30.9023494720459,177.8899688720703,57.83000183105469,35.39949998855591,-0.07987266958600894
2020-03-16,26.081581115722656,142.6787109375,82.69000244140625,38.850000095367434,0.7537666727709247
2020-03-17,27.845077514648438,150.18630981445312,75.91000366210938,41.9040002822876,0.6535318995254306
2020-03-18,25.339929580688477,134.60888671875,76.44999694824219,45.007500123977664,0.983090131094486
2020-03-19,25.480012893676758,139.3660125732422,72.0,47.829500102996825,0.8165990326972477
2020-03-20,24.44993782043457,131.5989532470703,66.04000091552734,50.27750015258789,1.003996920903719
2020-03-23,22.91717529296875,140.45584106445312,61.59000015258789,52.10550012588501,0.5050404428612448
2020-03-24,27.375354766845703,159.76966857910156,61.66999816894531,53.796500015258786,0.23890406833153863
2020-03-25,28.009885787963867,157.20953369140625,63.95000076293945,55.61600008010864,0.4033054493196797
2020-03-26,29.427268981933594,168.84280395507812,61.0,56.708000087738036,0.10941018284327082
2020-03-27,28.02635955810547,164.81222534179688,65.54000091552734,57.97950010299682,0.11537135687491767
2020-03-30,28.710344314575195,169.61257934570312,57.08000183105469,59.16250028610229,0.00454175922985345
2020-03-31,28.018125534057617,161.49090576171875,53.540000915527344,59.99850034713745,0.24104924305102157
2020-04-01,26.056861877441406,154.5022430419922,57.060001373291016,61.252000427246095,0.3006741720109421
2020-04-02,27.935720443725586,156.82029724121094,50.90999984741211,61.81650047302246,0.4103212518577635
2020-04-03,27.894514083862305,154.56283569335938,46.79999923706055,62.059500503540036,0.49199097213220205
2020-04-06,30.498552322387695,165.48690795898438,45.2400016784668,61.598500633239745,0.35014952378993136
2020-04-07,30.440876007080078,166.3171844482422,46.70000076293945,61.568500709533694,0.31243808815679835
2020-04-08,32.44334411621094,168.50550842285156,43.349998474121094,61.041000556945804,0.44005221542058404
2020-04-09,33.85248947143555,174.3091278076172,41.66999816894531,59.35100040435791,0.3674042675098559
2020-04-13,32.616397857666016,171.9392547607422,41.16999816894531,58.51800022125244,0.3274571000490181
2020-04-14,32.84714126586914,179.18731689453125,37.7599983215332,56.27150001525879,0.07561139510256162
2020-04-15,31.644001007080078,171.67112731933594,40.84000015258789,54.51799983978272,0.2352157770019717
2020-04-16,31.61103630065918,172.85606384277344,40.11000061035156,52.70100002288818,0.18659520804044688
2020-04-17,32.21259307861328,181.13345336914062,38.150001525878906,51.00850009918213,-0.06539786468894776
2020-04-20,31.61103630065918,178.21864318847656,43.83000183105469,49.898000144958495,-0.017724221325717666
2020-04-21,30.44911003112793,173.51341247558594,45.40999984741211,49.089000129699706,0.03912246428906978
2020-04-22,31.157806396484375,176.5925750732422,41.97999954223633,48.104500198364256,-0.003524330805177448
2020-04-23,30.877634048461914,174.99241638183594,41.380001068115234,46.976000213623045,0.027922709453971108
2020-04-24,31.289653778076172,183.52066040039062,35.93000030517578,45.722500228881835,-0.2535988569099119
2020-04-27,32.39390563964844,188.34693908691406,33.290000915527344,44.11000022888184,-0.3211344887971307
2020-04-28,33.06963348388672,188.23451232910156,33.56999969482422,42.93450012207031,-0.24565241063235208
2020-04-29,33.90925598144531,191.84991455078125,31.229999542236328,41.81900005340576,-0.29493533262461336
2020-04-30,32.7786750793457,190.13734436035156,34.150001525878906,40.673500061035156,-0.34880916511488197
2020-05-01,31.922426223754883,189.0475311279297,37.189998626708984,39.9875,-0.39750545924437986
2020-05-04,31.664716720581055,191.87588500976562,35.970001220703125,39.44600009918213,-0.5324221937020005
2020-05-05,31.57327651977539,195.13661193847656,33.61000061035156,38.86450004577637,-0.6662936821303693
2020-05-06,31.007980346679688,193.67489624023438,34.119998931884766,38.235499954223634,-0.6701637131660432
2020-05-07,32.263267517089844,198.45797729492188,31.440000534057617,37.64000005722046,-0.7201395386779644
2020-05-08,33.319026947021484,202.76531982421875,27.979999542236328,36.95550012588501,-0.7730126410872791
2020-05-11,33.11119842529297,204.60763549804688,27.56999969482422,36.275500202178954,-0.8651046291582207
2020-05-12,31.939048767089844,201.44198608398438,33.040000915527344,36.03950033187866,-0.8679946654858104
2020-05-13,30.750274658203125,199.02017211914062,35.279998779296875,35.76150026321411,-0.9009771938765039
2020-05-14,31.431941986083984,202.80856323242188,32.61000061035156,35.38650026321411,-0.9734942097472462
2020-05-15,30.999662399291992,207.00347900390625,31.889999389648438,35.07350015640259,-1.1788719583488785
2020-05-18,33.48529052734375,212.2103271484375,29.299999237060547,34.34700002670288,-1.1153580298736638
