Date,META,INTC,VIX,AvgVIX,zscore
2015-05-11,77.40259552001953,25.443281173706055,13.850000381469727,13.367500066757202,-1.7392578688961677
2015-05-12,76.85687255859375,25.1008243560791,13.859999656677246,13.377000045776366,-1.700438392269143
2015-05-13,77.82923889160156,25.404367446899414,13.760000228881836,13.423000049591064,-1.7092451684740129
2015-05-14,80.7364273071289,25.661212921142578,12.739999771118164,13.430000019073486,-1.6074904642984864
2015-05-15,79.79381561279297,25.676786422729492,12.380000114440918,13.354500007629394,-1.659941383550528
2015-05-18,80.250244140625,26.003679275512695,12.729999542236328,13.325999975204468,-1.700375484281935
2015-05-19,80.00218963623047,25.801315307617188,12.850000381469727,13.305999994277954,-1.6735371694024095
2015-05-20,79.92280578613281,25.9725399017334,12.880000114440918,13.314499998092652,-1.7114010079182127
2015-05-21,79.85336303710938,26.112640380859375,12.109999656677246,13.296000003814697,-1.7426173760991766
2015-05-22,79.91287994384766,26.034812927246094,12.130000114440918,13.288000011444092,-1.7241791954776902
2015-05-26,78.71231842041016,25.762405395507812,14.0600004196167,13.335000038146973,-1.733456919083614
2015-05-27,79.92280578613281,26.23717498779297,13.270000457763672,13.378000068664551,-1.7634931810555872
2015-05-28,79.52591705322266,26.47066879272461,13.3100004196167,13.374000072479248,-1.8302491493108934
2015-05-29,78.57339477539062,26.820913314819336,13.84000015258789,13.3385000705719,-1.949097721965796
2015-06-01,79.66483306884766,26.392839431762695,13.970000267028809,13.402000093460083,-1.8076507120278562
2015-06-02,79.81366729736328,25.894718170166016,14.239999771118164,13.471500062942505,-1.701800153712682
2015-06-03,81.798095703125,25.474414825439453,13.65999984741211,13.439000034332276,-1.5150971649445484
2015-06-04,81.41111755371094,25.147533416748047,14.710000038146973,13.41700005531311,-1.4710266699945649
2015-06-05,81.50041961669922,24.78171730041504,14.210000038146973,13.371000051498413,-1.394338769343824
2015-06-08,80.0418701171875,24.361421585083008,15.289999961853027,13.492500066757202,-1.3880219150570765
2015-06-09,80.0418701171875,24.322509765625,14.470000267028809,13.523500061035156,-1.3803623062482862
2015-06-10,81.52027130126953,24.766141891479492,13.220000267028809,13.491500091552734,-1.3902327530535432
2015-06-11,81.1928482055664,24.78949737548828,12.850000381469727,13.446000099182129,-1.4119845339281645
2015-06-12,80.89517974853516,24.376991271972656,13.779999732971191,13.49800009727478,-1.3463801032772866
2015-06-15,80.08157348632812,24.431474685668945,15.390000343322754,13.648500108718872,-1.399731398254879
2015-06-16,80.42884063720703,24.626052856445312,14.8100004196167,13.75250015258789,-1.4198391627145637
2015-06-17,81.15315246582031,24.867332458496094,14.5,13.835000133514404,-1.4293857450061371
2015-06-18,82.26444244384766,25.20200538635254,13.1899995803833,13.850500106811523,-1.4370417903214154
2015-06-19,81.8675537109375,24.96072769165039,13.960000038146973,13.94300012588501,-1.4103412198846184
2015-06-22,84.08018493652344,25.10860824584961,12.739999771118164,13.973500108718872,-1.323526550617713
2015-06-23,87.19572448730469,24.976295471191406,12.109999656677246,13.8760000705719,-1.1342519330465504
2015-06-24,88.16809844970703,24.83619499206543,13.260000228881836,13.875500059127807,-1.055729157524721
2015-06-25,87.29496002197266,24.898460388183594,14.010000228881836,13.910500049591064,-1.1137313107112945
2015-06-26,87.32471466064453,24.143491744995117,14.020000457763672,13.919500064849853,-0.9635603748023924
2015-06-29,85.1319351196289,23.653146743774414,18.850000381469727,14.1635000705719,-0.9819224567243792
2015-06-30,85.10215759277344,23.676498413085938,18.229999542236328,14.363000059127808,-0.9880792284441076
2015-07-01,86.23328399658203,23.489700317382812,16.09000015258789,14.484500074386597,-0.8920468824363639
2015-07-02,86.61033630371094,23.78546142578125,16.790000915527344,14.588500118255615,-0.93051152762793
2015-07-06,86.8683090209961,23.380739212036133,17.010000228881836,14.728500127792358,-0.837328145029065
2015-07-07,86.54087829589844,23.271774291992188,16.09000015258789,14.768500137329102,-0.8330336758756105
2015-07-08,84.98308563232422,22.96044921875,19.65999984741211,15.028000116348267,-0.8533667321390563
2015-07-09,85.21129608154297,22.516801834106445,19.969999313354492,15.36550006866455,-0.7540804184721982
2015-07-10,87.26519012451172,22.703598022460938,16.829999923706055,15.564500045776366,-0.6832426735808996
2015-07-13,89.39844512939453,23.13945770263672,13.899999618530273,15.570500040054322,-0.6572740240627861
2015-07-14,88.9817123413086,23.077199935913086,13.369999885559082,15.469500017166137,-0.6668523557240535
2015-07-15,89.06109619140625,23.108327865600586,13.229999542236328,15.39049997329712,-0.6688206606391288
2015-07-16,90.1426010131836,23.271774291992188,12.109999656677246,15.270999956130982,-0.644332078823565
2015-07-17,94.23053741455078,22.937097549438477,11.949999809265137,15.208999967575073,-0.3642772113916247
2015-07-20,97.14764404296875,22.64911651611328,12.25,15.123499965667724,-0.15475633401281774
2015-07-21,97.62390899658203,22.353357315063477,12.220000267028809,15.097499990463257,-0.07158503307422592
2015-07-22,96.28440856933594,22.267744064331055,12.119999885559082,15.098000001907348,-0.12491162559262334
2015-07-23,94.69686889648438,22.25995635986328,12.640000343322754,15.067000007629394,-0.2065530930091895
2015-07-24,96.19512176513672,21.83966636657715,13.739999771118164,15.053499984741212,-0.0453244601078606
2015-07-27,93.43675994873047,22.065378189086914,15.600000381469727,15.132499980926514,-0.2342709715673577
2015-07-28,94.54804229736328,22.54015350341797,13.4399995803833,14.861999940872192,-0.2695059130210174
2015-07-29,96.23480224609375,22.57906723022461,12.5,14.575499963760375,-0.18879310427386362
2015-07-30,94.4686508178711,22.501237869262695,12.130000114440918,14.377499961853028,-0.2660050347963968
2015-07-31,93.27799987792969,22.532371520996094,12.119999885559082,14.143999910354614,-0.3345141783136511
2015-08-03,93.40699768066406,22.610197067260742,12.5600004196167,13.921499919891357,-0.34307531347275866
2015-08-04,93.3276138305664,22.672466278076172,13.0,13.766999912261962,-0.35949179678081056
2015-08-05,95.68907928466797,22.852968215942383,12.510000228881836,13.40949993133545,-0.27130076489264554
2015-08-06,94.3793716430664,22.766639709472656,13.770000457763672,13.099499988555909,-0.3229256578929822
2015-08-07,93.56575012207031,22.66461181640625,13.390000343322754,12.927500009536743,-0.34546923703966503
2015-08-10,93.41692352294922,23.261056900024414,12.229999542236328,12.844000005722046,-0.4706739779642631
2015-08-11,92.89103698730469,22.735254287719727,13.710000038146973,12.86100001335144,-0.3947244724267584
2015-08-12,93.45661163330078,23.119796752929688,13.609999656677246,12.880000019073487,-0.44078824078264595
2015-08-13,92.7025146484375,22.656770706176758,13.489999771118164,12.949000024795533,-0.38915241793351474
2015-08-14,93.68479919433594,22.77448844909668,12.829999923706055,12.993000030517578,-0.3608607122242795
2015-08-17,93.1986312866211,22.821575164794922,13.020000457763672,13.031500053405761,-0.39560083892205816
2015-08-18,94.428955078125,22.68816566467285,13.789999961853027,13.110000038146973,-0.3048806336704364
2015-08-19,94.56787109375,22.25653076171875,15.25,13.26650004386902,-0.21263723802284218
2015-08-20,89.8548583984375,21.605161666870117,19.139999389648438,13.591499996185302,-0.3313426374821957
2015-08-21,85.389892578125,20.843915939331055,28.030000686645508,14.30600004196167,-0.41542365657300423
2015-08-24,81.4508056640625,20.600627899169922,40.7400016784668,15.563000106811524,-0.5739103443133061
2015-08-25,82.35372924804688,20.302413940429688,36.02000045776367,16.692000150680542,-0.46790232025874606
2015-08-26,86.51110076904297,21.424657821655273,30.31999969482422,17.583000135421752,-0.4709975838698686
2015-08-27,89.03134155273438,21.754261016845703,26.100000381469727,18.281500148773194,-0.40383787058120707
2015-08-28,90.30135345458984,22.30361557006836,26.049999237060547,18.978000116348266,-0.4454372198114329
2015-08-31,88.73365020751953,22.397785186767578,28.43000030517578,19.77150011062622,-0.546109235996439
2015-09-01,86.55079650878906,21.832744598388672,31.399999618530273,20.691500091552733,-0.5492478074742041
2015-09-02,89.1900863647461,22.444875717163086,26.09000015258789,21.370500087738037,-0.5314651646724898
2015-09-03,87.46363067626953,22.821575164794922,25.610000610351562,21.96250009536743,-0.6960692145341375
2015-09-04,87.57278442382812,22.382099151611328,27.799999237060547,22.68300004005432,-0.6038416390933323
2015-09-08,88.83287811279297,23.151185989379883,24.899999618530273,23.31650004386902,-0.6892138913833847
2015-09-09,89.73579406738281,22.947141647338867,26.229999542236328,23.942500019073485,-0.601743113580765
2015-09-10,91.26380920410156,22.970680236816406,24.3700008392334,24.480500078201295,-0.5263207456811975
2015-09-11,91.333251953125,23.127647399902344,23.200000762939453,24.96600012779236,-0.5535807469115492
2015-09-14,91.59123229980469,23.064857482910156,24.25,25.537000131607055,-0.5277047304262256
2015-09-15,92.1766586303711,23.33168601989746,22.540000915527344,26.013000154495238,-0.5495569949318738
2015-09-16,92.72235870361328,23.363080978393555,21.350000381469727,26.391000175476073,-0.5271466054662761
2015-09-17,93.60543823242188,23.31598663330078,21.139999389648438,26.685500144958496,-0.471609967828249
2015-09-18,93.66497802734375,22.77448844909668,22.280000686645508,26.84250020980835,-0.36189918357825435
2015-09-21,94.80601501464844,22.88435935974121,20.139999389648438,26.448000144958495,-0.32374550170820016
2015-09-22,92.2361831665039,22.499814987182617,22.440000534057617,25.53300008773804,-0.38268847939003625
2015-09-23,93.23832702636719,22.55474853515625,22.1299991607666,24.838500022888184,-0.340997529984775
2015-09-24,93.67488861083984,22.350704193115234,23.469999313354492,24.496000003814697,-0.27796000852667657
2015-09-25,92.04766082763672,22.609678268432617,23.6200008392334,24.37200002670288,-0.41419161977206365
2015-09-28,88.51537322998047,22.57044792175293,27.6299991607666,24.451000022888184,-0.5915330599333322
2015-09-29,85.99514770507812,22.947141647338867,26.829999923706055,24.371000003814697,-0.7977232036599575
2015-09-30,89.20001220703125,23.653451919555664,24.5,24.026000022888184,-0.7688476757462924
2015-10-01,90.24183654785156,23.5435791015625,22.549999237060547,23.848999977111816,-0.6926364263406167
2015-10-02,91.35309600830078,23.943815231323242,20.940000534057617,23.61549997329712,-0.7131998787391922
2015-10-05,93.27799987792969,24.493167877197266,19.540000915527344,23.20250005722046,-0.7204877270039114
2015-10-06,92.0774154663086,24.909109115600586,19.399999618530273,22.92750005722046,-0.865264870533634
2015-10-07,91.68053436279297,25.36427879333496,18.399999618530273,22.536000061035157,-0.9756562929479007
2015-10-08,91.74999237060547,25.521240234375,17.420000076293945,22.188500022888185,-1.002914368381334
2015-10-09,92.51399230957031,25.2230224609375,17.079999923706055,21.882499980926514,-0.9041840864486902
2015-10-12,93.52606201171875,25.2779541015625,16.170000076293945,21.478499984741212,-0.8619727264747543
2015-10-13,93.38713836669922,25.144540786743164,17.670000076293945,21.23499994277954,-0.8429894354056098
2015-10-14,93.3375473022461,25.740976333618164,18.030000686645508,21.06899995803833,-0.9629931470651484
2015-10-15,95.21282196044922,25.701740264892578,16.049999237060547,20.814499950408937,-0.8570202482934013
2015-10-16,96.78052520751953,25.9293270111084,15.050000190734863,20.452999925613405,-0.8196844601747272
2015-10-19,97.70326232910156,26.360960006713867,14.979999542236328,20.194999933242798,-0.8563053078063263
2015-10-20,96.2447280883789,26.24323844909668,15.75,19.860499906539918,-0.9095479551927673
2015-10-21,96.35386657714844,26.188304901123047,16.700000762939453,19.58899998664856,-0.8930165564543535
2015-10-22,98.89392852783203,26.996639251708984,14.449999809265137,19.138000011444092,-0.919054350133596
2015-10-23,101.3943099975586,27.3890323638916,14.460000038146973,18.67999997138977,-0.8652950068988068
2015-10-26,102.96199798583984,27.1457462310791,15.289999961853027,18.063000011444093,-0.7352709046731798
2015-10-27,102.89254760742188,27.05156898498535,15.430000305175781,17.493000030517578,-0.7203712032645831
2015-10-28,103.38865661621094,27.23992347717285,14.329999923706055,16.984500026702882,-0.7314557374162253
2015-10-29,104.06336212158203,26.706266403198242,14.609999656677246,16.587500047683715,-0.5910586529784979
2015-10-30,101.176025390625,26.572847366333008,15.069999694824219,16.294000005722047,-0.7160692011234462
2015-11-02,102.5055923461914,26.76905632019043,14.149999618530273,16.024499940872193,-0.685033287897724
2015-11-03,101.7812728881836,26.926010131835938,14.539999961853027,15.78149995803833,-0.7538774814630549
2015-11-04,103.13067626953125,26.989225387573242,15.510000228881836,15.636999988555909,-0.6956231129234045
2015-11-05,107.91314697265625,26.87068748474121,15.050000190734863,15.518499994277954,-0.4217260922063258
2015-11-06,106.26608276367188,26.744230270385742,14.329999923706055,15.380999994277953,-0.48312663606261735
2015-11-09,105.66082763671875,26.356977462768555,16.520000457763672,15.398500013351441,-0.43860829084573527
2015-11-10,107.06977844238281,26.2463321685791,15.289999961853027,15.279500007629395,-0.34301047906870846
2015-11-11,108.16120910644531,25.969724655151367,16.059999465942383,15.180999946594238,-0.23137931195229125
2015-11-12,107.17890930175781,25.60618019104004,18.3700008392334,15.29700002670288,-0.2112819822046565
2015-11-13,103.14060974121094,25.376985549926758,20.079999923706055,15.54850001335144,-0.377740842164254
2015-11-16,103.22991180419922,25.369083404541016,18.15999984741211,15.70750002861023,-0.37150662481185465
2015-11-17,104.31141662597656,25.795852661132812,18.84000015258789,15.862000036239625,-0.39885190473420296
2015-11-18,106.93085479736328,26.206817626953125,16.850000381469727,15.869500017166137,-0.3425107202605678
2015-11-19,105.43262481689453,27.107776641845703,16.989999771118164,15.996500015258789,-0.5983555921825148
2015-11-20,106.484375,27.392290115356445,15.470000267028809,16.047000026702882,-0.5992573958726887
2015-11-23,106.11724853515625,27.250038146972656,15.619999885559082,16.063500022888185,-0.5904902684182513
2015-11-24,104.91666412353516,27.155195236206055,15.930000305175781,16.088500022888184,-0.634721952422638
2015-11-25,104.58924102783203,27.226327896118164,15.1899995803833,16.131500005722046,-0.6658784458628872
2015-11-27,104.6289291381836,27.234224319458008,15.119999885559082,16.157000017166137,-0.6653534786658873
2015-11-30,103.42835998535156,27.47922134399414,16.1299991607666,16.209999990463256,-0.7764802575450783
2015-12-01,106.28591918945312,27.732118606567383,14.670000076293945,16.23600001335144,-0.6765485420357649
2015-12-02,105.24408721923828,27.526643753051758,15.90999984741211,16.304500007629393,-0.69068548388272
2015-12-03,103.56725311279297,26.902301788330078,18.110000610351562,16.43450002670288,-0.6556394598809352
2015-12-04,105.3532485961914,27.61357307434082,14.8100004196167,16.42250003814697,-0.7020779251686498
2015-12-07,104.78768157958984,27.653099060058594,15.84000015258789,16.498000049591063,-0.7394896389075273
2015-12-08,105.66082763671875,27.46341896057129,17.600000381469727,16.552000045776367,-0.6564061003808699
2015-12-09,103.78556060791016,27.51083755493164,19.610000610351562,16.768000078201293,-0.7639892911535704
2015-12-10,104.59915924072266,27.47922134399414,19.34000015258789,16.93200011253357,-0.7151396973027283
2015-12-11,101.3248519897461,27.08407211303711,24.389999389648438,17.23300004005432,-0.8089040612183636
2015-12-14,103.84507751464844,27.24213218688965,22.729999542236328,17.365500020980836,-0.707977690036046
2015-12-15,103.73594665527344,27.803255081176758,20.950000762939453,17.5050000667572,-0.8241496832295233
2015-12-16,105.95851135253906,27.89809226989746,17.860000610351562,17.456000089645386,-0.7263732418900024
2015-12-17,105.39293670654297,27.589866638183594,18.940000534057617,17.56050009727478,-0.6953320835854514
2015-12-18,103.22991180419922,26.767946243286133,20.700000762939453,17.746000146865846,-0.6468662011869495
2015-12-21,103.9542236328125,27.060359954833984,18.700000762939453,17.907500171661376,-0.6664782926474293
2015-12-22,104.6884536743164,27.44761085510254,16.600000381469727,17.956500196456908,-0.7042390036592158
2015-12-23,103.81531524658203,27.660991668701172,15.569999694824219,17.93850016593933,-0.791987516666525
2015-12-24,104.2022705078125,27.645187377929688,15.739999771118164,17.966000175476076,-0.7686031411589168
2015-12-28,105.10518646240234,27.605676651000977,16.90999984741211,18.055500173568724,-0.7135200323270664
2015-12-29,106.42483520507812,28.008737564086914,16.079999923706055,18.0530002117157,-0.7237215906487071
2015-12-30,105.39293670654297,27.653099060058594,17.290000915527344,18.184000253677368,-0.7077790886944664
2015-12-31,103.84507751464844,27.226327896118164,18.209999084472656,18.299000215530395,-0.7048666896640237
2016-01-04,101.42406463623047,26.86278533935547,20.700000762939453,18.42850022315979,-0.7601468468300538
2016-01-05,101.93011474609375,26.736331939697266,19.34000015258789,18.65500020980835,-0.7087420922384958
2016-01-06,102.16824340820312,26.14359474182129,20.59000015258789,18.89250020980835,-0.5795885140320386
2016-01-07,97.1575698852539,25.163599014282227,24.989999771118164,19.262000179290773,-0.649200362792768
2016-01-08,96.5721664428711,24.902801513671875,27.010000228881836,19.632000160217284,-0.6285340802987203
2016-01-11,96.75076293945312,25.33747673034668,24.299999237060547,19.880000114440918,-0.704740819494569
2016-01-12,98.59627532958984,25.827472686767578,22.469999313354492,19.78400011062622,-0.7045040638543667
2016-01-13,94.69686889648438,25.218921661376953,25.219999313354492,19.908500099182127,-0.7890115080631819
2016-01-14,97.60405731201172,25.874895095825195,23.950000762939453,20.05850009918213,-0.765823267301694
2016-01-15,94.23053741455078,23.519752502441406,27.020000457763672,20.516500091552736,-0.47897010092156883
2016-01-19,94.51825714111328,23.551361083984375,26.049999237060547,20.87200002670288,-0.4701178785320118
2016-01-20,93.6153564453125,23.385400772094727,27.59000015258789,21.216499996185302,-0.48475417946757193
2016-01-21,93.42683410644531,23.440715789794922,26.690000534057617,21.61599998474121,-0.5055197504989503
2016-01-22,97.17740631103516,23.654109954833984,22.34000015258789,21.90299997329712,-0.3510252639256992
2016-01-25,96.25465393066406,23.39330291748047,24.149999618530273,22.33199996948242,-0.3480315028824713
2016-01-26,96.58206939697266,23.662012100219727,22.5,22.669999980926512,-0.38377167892824854
2016-01-27,93.71456909179688,23.55926513671875,23.110000610351562,22.980000019073486,-0.5137806097899855
2016-01-28,108.26042175292969,23.685710906982422,22.420000076293945,23.297000026702882,0.22341601435114772
2016-01-29,111.33629608154297,24.515544891357422,20.200000762939453,23.442500019073485,0.22121842178833048
2016-02-01,114.19386291503906,24.357484817504883,19.979999542236328,23.53100004196167,0.40204555755254184
2016-02-02,113.71761322021484,23.551361083984375,21.979999542236328,23.594999980926513,0.5357755338371132
2016-02-03,111.81256103515625,23.391908645629883,21.649999618530273,23.710499954223632,0.46735342867369495
2016-02-04,109.62968444824219,23.734731674194336,21.84000015258789,23.772999954223632,0.28550497120699375
2016-02-05,103.2596664428711,23.152725219726562,23.3799991607666,23.692499923706055,0.06633197511342288
2016-02-08,98.97331237792969,22.977331161499023,26.0,23.641999912261962,-0.12371335803859344
2016-02-09,98.76495361328125,22.969350814819336,26.540000915527344,23.753999996185303,-0.1330588048176924
2016-02-10,100.21358489990234,22.506940841674805,26.290000915527344,23.945000076293944,0.03386117233093613
2016-02-11,101.11648559570312,22.498966217041016,28.139999389648438,24.091000080108643,0.08273574817905933
2016-02-12,101.2157211303711,22.833820343017578,25.399999618530273,24.163500022888183,0.022020439004080183
2016-02-16,100.8188247680664,22.9454402923584,24.110000610351562,24.018000030517577,-0.020745633198237932
2016-02-17,104.38086700439453,23.49555778503418,22.309999465942383,23.83100004196167,0.057588979186028004
2016-02-18,102.66435241699219,23.455692291259766,21.639999389648438,23.533500003814698,-0.024495384895561006
2016-02-19,103.75576782226562,22.889631271362305,20.530000686645508,23.22550001144409,0.14411254535202916
2016-02-22,106.32561492919922,23.39988136291504,19.3799991607666,23.07749996185303,0.17831174239587594
2016-02-23,104.63883972167969,22.96138572692871,20.979999542236328,22.91899995803833,0.17625395534617816
2016-02-24,106.04778289794922,23.27231788635254,20.719999313354492,22.829999923706055,0.18886582670521043
2016-02-25,107.2285385131836,23.615148544311523,19.110000610351562,22.629999923706055,0.18324341692678522
2016-02-26,107.07969665527344,23.758651733398438,19.809999465942383,22.499499893188478,0.14719736007083567
2016-02-29,106.08747863769531,23.591230392456055,20.549999237060547,22.516999816894533,0.12816913923328768
2016-03-01,108.96490478515625,24.213098526000977,17.700000762939453,22.402999877929688,0.15651154230340325
2016-03-02,109.09388732910156,24.3486328125,17.09000015258789,22.158499908447265,0.1365899133706941
2016-03-03,108.72676849365234,24.380523681640625,16.700000762939453,21.910999965667724,0.11107824129701654
2016-03-04,107.54603576660156,24.420385360717773,16.860000610351562,21.66199998855591,0.04137066200776265
2016-03-07,104.90675354003906,24.667539596557617,17.350000381469727,21.360500049591064,-0.14555786524060602
2016-03-08,105.10518646240234,24.364582061767578,18.670000076293945,20.994000053405763,-0.07552579274634466
2016-03-09,106.67288970947266,24.61173439025879,18.34000015258789,20.584000015258788,-0.04204139755745619
2016-03-10,106.484375,24.914695739746094,18.049999237060547,20.17199993133545,-0.1115545855604257
2016-03-11,108.55809783935547,25.321300506591797,16.5,19.589999961853028,-0.082946255363539
2016-03-14,109.03435516357422,25.058198928833008,16.920000076293945,19.165999984741212,-0.006203853827052942
2016-03-15,109.80829620361328,25.233606338500977,16.84000015258789,18.802499961853027,-0.00018362900946678506
2016-03-16,111.30652618408203,25.265493392944336,14.989999771118164,18.436499977111815,0.07203487772434936
2016-03-17,110.15555572509766,25.496706008911133,14.4399995803833,18.07649998664856,-0.03377992840048008
2016-03-18,110.58221435546875,26.054792404174805,14.020000457763672,17.75099997520447,-0.12128309719036363
2016-03-21,110.97909545898438,25.783716201782227,13.789999961853027,17.47150001525879,-0.04712961031880563
