Date,MS,LOW,VIX,AvgVIX,zscore
2020-01-30,44.35104751586914,106.78424835205078,15.489999771118164,13.696000051498412,0.7230703848203041
2020-01-31,43.06549835205078,103.68024444580078,18.84000015258789,14.014500045776368,0.7386686790774966
2020-02-03,43.3456916809082,104.5186767578125,17.969999313354492,14.211999988555908,0.7269176260229451
2020-02-04,44.5158576965332,106.4542007446289,16.049999237060547,14.32199993133545,0.7586235486966344
2020-02-05,45.31520462036133,108.933837890625,15.149999618530273,14.389999914169312,0.7205744989771953
2020-02-06,45.331668853759766,108.38082122802734,14.960000038146973,14.465499925613404,0.7509524979395362
2020-02-07,45.348167419433594,108.35406494140625,15.470000267028809,14.611999940872192,0.7541874624134738
2020-02-10,45.611854553222656,108.11325073242188,15.039999961853027,14.735999917984008,0.7962532220782461
2020-02-11,45.96620559692383,109.73660278320312,15.180000305175781,14.878999948501587,0.7523491973241143
2020-02-12,46.29583740234375,111.52046203613281,13.739999771118164,14.946499919891357,0.6973865693296866
2020-02-13,46.08982467651367,111.28857421875,14.149999618530273,15.032999897003174,0.6861886268660052
2020-02-14,46.01565170288086,111.86834716796875,13.680000305175781,15.100999927520752,0.6479428524381027
2020-02-18,45.751956939697266,109.91498565673828,14.829999923706055,15.237499904632568,0.7190617580970763
2020-02-19,46.40296936035156,110.10230255126953,14.380000114440918,15.313999891281128,0.7825853386267865
2020-02-20,44.293365478515625,112.89408111572266,15.5600004196167,15.446499919891357,0.40141297094253625
2020-02-21,43.197357177734375,111.7702407836914,17.079999923706055,15.651499938964843,0.3361734725437053
2020-02-24,40.93943405151367,109.62955474853516,25.030000686645508,16.174999952316284,0.19276605551692794
2020-02-25,39.57971954345703,105.71387481689453,27.850000381469727,16.655999994277956,0.24189667425081735
2020-02-26,38.92871856689453,101.05792999267578,27.559999465942383,17.219999933242796,0.40888645124182177
2020-02-27,37.42067337036133,95.99164581298828,39.15999984741211,18.35849995613098,0.5006952457706507
2020-02-28,37.1075439453125,95.05509948730469,40.11000061035156,19.589499998092652,0.5138048175991455
2020-03-02,38.30242156982422,99.0421142578125,33.41999816894531,20.318499898910524,0.44246360961619585
2020-03-03,36.58838653564453,96.830078125,36.81999969482422,21.26099991798401,0.3638801670299654
2020-03-04,37.28059768676758,101.04899597167969,31.989999771118164,22.05799994468689,0.22406703221421834
2020-03-05,35.09681701660156,95.90243530273438,39.619998931884766,23.281499910354615,0.24405127370946425
2020-03-06,34.47878646850586,93.93123626708984,41.939998626708984,24.630499839782715,0.27625620743500623
2020-03-09,30.9023494720459,84.0395278930664,54.459999084472656,26.57999978065491,0.3844554830483024
2020-03-10,32.55046081542969,92.7806167602539,47.29999923706055,28.192999744415282,0.11882972733559158
2020-03-11,30.383182525634766,88.43683624267578,53.900001525878906,30.12899980545044,0.09925811497311463
2020-03-12,25.8013973236084,80.20413970947266,75.47000122070312,33.21549987792969,0.008857697984849255
2020-03-13,30.9023494720459,86.06422424316406,57.83000183105469,35.39949998855591,0.28001247366762794
2020-03-16,26.081581115722656,64.74665832519531,82.69000244140625,38.850000095367434,0.8377226198959021
2020-03-17,27.845077514648438,65.81697082519531,75.91000366210938,41.9040002822876,0.9807617417575358
2020-03-18,25.339929580688477,57.994571685791016,76.44999694824219,45.007500123977664,1.1026500322340758
2020-03-19,25.480012893676758,62.320526123046875,72.0,47.829500102996825,0.8952457471258338
2020-03-20,24.44993782043457,59.18978500366211,66.04000091552734,50.27750015258789,0.9409434368801857
2020-03-23,22.91717529296875,60.47419357299805,61.59000015258789,52.10550012588501,0.7023760312515854
2020-03-24,27.375354766845703,68.94771575927734,61.66999816894531,53.796500015258786,0.7664579246582479
2020-03-25,28.009885787963867,74.67401885986328,63.95000076293945,55.61600008010864,0.54240268150111
2020-03-26,29.427268981933594,78.58969116210938,61.0,56.708000087738036,0.49975551845368105
2020-03-27,28.02635955810547,77.58182525634766,65.54000091552734,57.97950010299682,0.39425682205594953
2020-03-30,28.710344314575195,79.12487030029297,57.08000183105469,59.16250028610229,0.391552523868239
2020-03-31,28.018125534057617,76.75228118896484,53.540000915527344,59.99850034713745,0.43612280116707264
2020-04-01,26.056861877441406,71.73060607910156,57.060001373291016,61.252000427246095,0.47468004359152527
