Date,JPM,AMD,VIX,AvgVIX,zscore
2023-01-31,129.6957550048828,75.1500015258789,19.399999618530273,20.202999973297118,1.05565371917425
2023-02-01,129.35287475585938,84.63999938964844,17.8700008392334,19.951500034332277,0.4119532773071765
2023-02-02,128.7505340576172,88.30999755859375,18.729999542236328,19.7875,0.09466121623546313
2023-02-03,130.7428741455078,86.08999633789062,18.329999923706055,19.58100004196167,0.5235026298380371
2023-02-06,131.51202392578125,83.68000030517578,19.43000030517578,19.49600009918213,0.7862291573231329
2023-02-07,133.11514282226562,85.91000366210938,18.65999984741211,19.33050012588501,0.8799862842569336
2023-02-08,132.17921447753906,84.69000244140625,19.6299991607666,19.28300008773804,0.8201238429301719
2023-02-09,130.1220245361328,83.20999908447266,20.709999084472656,19.264000034332277,0.6133600178120533
2023-02-10,130.69656372070312,81.4800033569336,20.530000686645508,19.34900007247925,0.8052174688534612
2023-02-13,132.1143341064453,83.12999725341797,20.34000015258789,19.448500061035155,0.9082940528273759
2023-02-14,132.6981201171875,85.94999694824219,18.90999984741211,19.426000022888182,0.816797170210416
2023-02-15,133.25416564941406,85.18000030517578,18.229999542236328,19.320499992370607,0.945894789730563
2023-02-16,131.4193572998047,80.08000183105469,20.170000076293945,19.30299997329712,0.998001216668236
2023-02-17,131.80853271484375,78.5,20.020000457763672,19.311499977111815,1.1534985108705897
2023-02-21,129.38995361328125,76.7699966430664,22.8700008392334,19.46450004577637,0.909786879635444
2023-02-22,128.39840698242188,76.61000061035156,22.290000915527344,19.619000053405763,0.7755045635017925
2023-02-23,129.42703247070312,79.75,21.139999389648438,19.72200002670288,0.7287194987192126
2023-02-24,130.5946044921875,78.08999633789062,21.670000076293945,19.869000053405763,1.0024977575969107
2023-02-27,131.7344207763672,78.7699966430664,20.950000762939453,19.99100008010864,1.1258193789150492
2023-02-28,132.83712768554688,78.58000183105469,20.700000762939453,20.029000091552735,1.298177593318257
2023-03-01,132.09580993652344,78.29000091552734,20.579999923706055,20.088000106811524,1.2084441010137121
2023-03-02,130.72434997558594,80.44000244140625,19.59000015258789,20.17400007247925,0.8743354272973661
2023-03-03,133.12440490722656,81.5199966430664,18.489999771118164,20.16200008392334,1.156023390785273
2023-03-06,132.34603881835938,81.16000366210938,18.610000610351562,20.176000118255615,1.0652779954772926
2023-03-07,128.4540252685547,82.11000061035156,19.59000015258789,20.184000110626222,0.4394551786857612
2023-03-08,127.69416046142578,85.37000274658203,19.110000610351562,20.206500148773195,0.12489369127324164
2023-03-09,120.78125762939453,84.02999877929688,22.610000610351562,20.35550022125244,-0.797251266833369
2023-03-10,123.84849548339844,82.66999816894531,24.799999237060547,20.560000228881837,-0.2657982991685014
2023-03-13,121.62452697753906,82.01000213623047,26.520000457763672,20.859500217437745,-0.5481414283325692
2023-03-14,124.74737548828125,87.44999694824219,23.729999542236328,21.029000186920165,-0.4340815985043364
2023-03-15,118.85379028320312,89.68000030517578,26.139999389648438,21.390500164031984,-1.4312723701352106
2023-03-16,121.16120147705078,96.5999984741211,22.989999771118164,21.628500175476074,-1.5284839781985915
2023-03-17,116.5834732055664,97.83999633789062,25.510000228881836,21.89550018310547,-2.2722403059454055
2023-03-20,117.81593322753906,96.80999755859375,24.149999618530273,22.102000141143797,-2.0284396474973834
2023-03-21,120.9758529663086,95.93000030517578,21.3799991607666,22.027500057220458,-1.5135337941251426
2023-03-22,117.8530044555664,97.58000183105469,22.260000228881836,22.026000022888184,-2.071225216329552
2023-03-23,117.53793334960938,100.27999877929688,22.610000610351562,22.09950008392334,-2.286018336012836
2023-03-24,115.74947357177734,97.94999694824219,21.739999771118164,22.10300006866455,-2.400489895397157
2023-03-27,119.06694030761719,96.61000061035156,20.600000381469727,22.085500049591065,-1.8338743993613766
2023-03-28,119.4283218383789,94.55999755859375,19.969999313354492,22.048999977111816,-1.6530130993618795
2023-03-29,119.66925048828125,96.08999633789062,19.1200008392334,21.976000022888183,-1.7136865719957597
2023-03-30,119.307861328125,97.87999725341797,19.020000457763672,21.947500038146973,-1.878280262747118
2023-03-31,120.75344848632812,98.01000213623047,18.700000762939453,21.958000087738036,-1.6760477116987942
2023-04-03,120.61446380615234,96.55999755859375,18.549999237060547,21.955000019073488,-1.6055443342994624
2023-04-04,119.00206756591797,95.87000274658203,19.0,21.925500011444093,-1.7970121543692639
2023-04-05,119.17951202392578,92.55999755859375,19.079999923706055,21.923999977111816,-1.5640778488638076
2023-04-06,119.04875946044922,92.47000122070312,18.399999618530273,21.71349992752075,-1.5774742374306938
2023-04-10,119.44100952148438,95.4800033569336,18.969999313354492,21.42199993133545,-1.7087328692299586
2023-04-11,120.0293960571289,94.02999877929688,19.100000381469727,21.050999927520753,-1.53237976258625
2023-04-12,120.01071166992188,92.33000183105469,19.09000015258789,20.81899995803833,-1.4287274513589419
2023-04-13,120.46834564208984,92.08999633789062,17.799999237060547,20.401999950408936,-1.347113376045224
2023-04-14,129.56488037109375,91.75,17.06999969482422,20.10599994659424,-0.002078176757813313
2023-04-17,130.59217834472656,89.87000274658203,16.950000762939453,19.67799997329712,0.26505221325835077
2023-04-18,132.0584716796875,89.77999877929688,16.829999923706055,19.311999988555907,0.48406428339590124
2023-04-19,131.89036560058594,89.94000244140625,16.459999084472656,19.06599998474121,0.44958920312535655
2023-04-20,131.5074462890625,90.11000061035156,17.170000076293945,18.811499977111815,0.38322834164612674
2023-04-21,131.2552947998047,88.43000030517578,16.770000457763672,18.51949996948242,0.4516544435776482
2023-04-24,131.4327392578125,87.56999969482422,16.889999389648438,18.276999950408936,0.531288326867476
2023-04-25,128.5749053955078,83.80000305175781,18.760000228881836,18.18499994277954,0.3513001377546348
2023-04-26,126.29610443115234,85.94000244140625,18.84000015258789,18.12849998474121,-0.11422228079462593
2023-04-27,127.99585723876953,87.44000244140625,17.030000686645508,18.023999977111817,0.03927476095973864
2023-04-28,129.1072235107422,89.37000274658203,15.779999732971191,17.86199994087219,0.08024187707883461
2023-05-01,131.87168884277344,89.69000244140625,16.079999923706055,17.73099989891052,0.4625141637714021
2023-05-02,129.74232482910156,89.91000366210938,17.780000686645508,17.692499971389772,0.13887549351223552
2023-05-03,126.99655151367188,81.62000274658203,18.34000015258789,17.659499979019166,0.2580181415032081
2023-05-04,125.2594223022461,86.61000061035156,20.09000015258789,17.709999990463256,-0.30700684918480736
2023-05-05,127.70636749267578,89.83999633789062,17.190000534057617,17.649500036239623,-0.1530240291849519
2023-05-08,128.01455688476562,95.04000091552734,16.979999542236328,17.550000047683717,-0.43354718079562476
2023-05-09,127.39813232421875,95.05999755859375,17.709999084472656,17.480499982833862,-0.5245027651508998
2023-05-10,127.46351623535156,97.0199966430664,16.940000534057617,17.37300000190735,-0.6376279097450068
2023-05-11,127.06192779541016,97.0999984741211,16.93000030517578,17.32950005531311,-0.701074366903404
2023-05-12,125.24076080322266,95.26000213623047,17.030000686645508,17.327500104904175,-0.8509659710498048
2023-05-15,126.29610443115234,97.4000015258789,17.1200008392334,17.33600010871887,-0.8312914300837315
2023-05-16,125.44622802734375,101.4800033569336,17.989999771118164,17.39400010108948,-1.2102603332253323
2023-05-17,129.30335998535156,103.75,16.8700008392334,17.414500188827514,-0.7909933911702706
2023-05-18,130.28399658203125,107.93000030517578,16.049999237060547,17.358500146865843,-0.9098363762486835
2023-05-19,129.9851531982422,105.81999969482422,16.809999465942383,17.36050009727478,-0.8212992929856421
2023-05-22,128.9110870361328,108.0,17.209999084472656,17.37650008201599,-1.1140071976094361
2023-05-23,127.56624603271484,108.12000274658203,18.530000686645508,17.365000104904176,-1.317222146791633
2023-05-24,126.39881896972656,108.2699966430664,20.030000686645508,17.424500131607054,-1.4964957588958052
2023-05-25,126.70703887939453,120.3499984741211,19.139999389648438,17.530000066757204,-2.2075061074997584
2023-05-26,127.89315795898438,127.02999877929688,17.950000762939453,17.638500118255614,-2.452875237398596
2023-05-30,128.3787841796875,125.2699966430664,17.459999084472656,17.707500076293947,-2.2720791817054984
2023-05-31,126.744384765625,118.20999908447266,17.940000534057617,17.71550006866455,-2.068168459494921
2023-06-01,128.4908447265625,119.47000122070312,15.649999618530273,17.58100004196167,-1.8928573988526878
2023-06-02,131.18992614746094,117.86000061035156,14.600000381469727,17.306500053405763,-1.399337035704639
2023-06-05,129.90109252929688,117.93000030517578,14.729999542236328,17.183500003814697,-1.5912728194489845
2023-06-06,130.13455200195312,124.2300033569336,13.960000038146973,17.03250002861023,-1.9514994801595513
2023-06-07,131.3953857421875,117.83000183105469,13.9399995803833,16.84400005340576,-1.3675607331731072
2023-06-08,131.4327392578125,121.05000305175781,13.649999618530273,16.679500007629393,-1.5636051673109768
2023-06-09,131.69422912597656,124.91999816894531,13.829999923706055,16.52449998855591,-1.767703539393686
2023-06-12,131.68490600585938,129.19000244140625,15.010000228881836,16.423499965667723,-2.0362407780449674
2023-06-13,132.63754272460938,124.52999877929688,14.609999656677246,16.297999906539918,-1.6060262413884037
2023-06-14,132.14256286621094,127.33000183105469,13.880000114440918,16.092499923706054,-1.8532578734127687
2023-06-15,133.63681030273438,124.23999786376953,14.5,15.973999881744385,-1.442463367823404
2023-06-16,133.79559326171875,120.08000183105469,13.539999961853027,15.84849991798401,-1.1590595636193566
2023-06-20,133.11383056640625,118.93000030517578,13.880000114440918,15.701999950408936,-1.1863148714769707
2023-06-21,132.917724609375,112.11000061035156,13.199999809265137,15.50149998664856,-0.7881154284325933
2023-06-22,130.35874938964844,110.69999694824219,12.90999984741211,15.220499944686889,-1.0722808739095266
2023-06-23,129.67694091796875,110.01000213623047,13.4399995803833,14.890999889373779,-1.128326146046147
2023-06-26,129.9944610595703,107.51000213623047,14.25,14.646499919891358,-0.9256907395521895
2023-06-27,130.00379943847656,110.38999938964844,13.739999771118164,14.435999870300293,-1.1045374864218749
2023-06-28,129.43411254882812,110.16999816894531,13.430000305175781,14.23449993133545,-1.1736746108592977
2023-06-29,133.954345703125,111.23999786376953,13.539999961853027,14.01449990272522,-0.5828251588739992
2023-06-30,135.83160400390625,113.91000366210938,13.59000015258789,13.9114999294281,-0.4767058652796505
2023-07-03,136.92428588867188,115.81999969482422,13.569999694824219,13.859999895095825,-0.4372060727564817
2023-07-05,136.0121612548828,113.94999694824219,14.180000305175781,13.832499933242797,-0.4529329506199306
2023-07-06,134.66746520996094,113.4800033569336,15.4399995803833,13.906499910354615,-0.6192098584966518
2023-07-07,135.73001098632812,113.16999816894531,14.829999923706055,13.950999927520751,-0.4451868122378256
2023-07-10,136.49169921875,113.58000183105469,15.069999694824219,14.021999931335449,-0.3599976823534551
2023-07-11,138.62631225585938,111.31999969482422,14.84000015258789,14.07249994277954,0.09205072969794971
2023-07-12,139.31275939941406,114.58000183105469,13.539999961853027,13.9989999294281,-0.012038133759945453
2023-07-13,139.98983764648438,115.91999816894531,13.609999656677246,13.948999929428101,0.0026472186557453146
2023-07-14,140.83615112304688,115.94000244140625,13.34000015258789,13.92199993133545,0.12455416526348913
2023-07-17,144.23080444335938,118.31999969482422,13.479999542236328,13.870999908447265,0.4696366169383588
2023-07-18,144.4940948486328,117.93000030517578,13.300000190734863,13.858999919891357,0.532354443725344
2023-07-19,145.0489044189453,116.43000030517578,13.760000228881836,13.852999925613403,0.7069495948951612
2023-07-20,146.8355712890625,110.25,13.989999771118164,13.892499923706055,1.35364370622655
2023-07-21,145.70712280273438,110.94999694824219,13.600000381469727,13.926999950408936,1.145627892524408
2023-07-24,148.57521057128906,110.61000061035156,13.90999984741211,13.950499963760375,1.5842766277379108
2023-07-25,147.46560668945312,113.0,13.859999656677246,13.930999946594238,1.2732571893404132
2023-07-26,148.34951782226562,110.08999633789062,13.1899995803833,13.903499937057495,1.5839704294743606
2023-07-27,146.71331787109375,111.0999984741211,14.40999984741211,13.952499914169312,1.2826672741767253
2023-07-28,147.5502471923828,112.95999908447266,13.329999923706055,13.941999912261963,1.2880773026572714
2023-07-31,148.53759765625,114.4000015258789,13.630000114440918,13.943999910354615,1.3416570766535276
2023-08-01,147.80413818359375,117.5999984741211,13.930000305175781,13.961999940872193,1.0346928040977457
2023-08-02,146.13031005859375,109.3499984741211,16.09000015258789,14.057499933242799,1.3073259342797434
2023-08-03,147.0236358642578,113.1500015258789,15.920000076293945,14.08149995803833,1.1995541544663466
2023-08-04,146.71331787109375,115.81999969482422,17.100000381469727,14.194999980926514,0.9873297933422855
2023-08-07,147.40916442871094,116.80999755859375,15.770000457763672,14.230000019073486,1.0266463031219824
2023-08-08,146.58168029785156,113.2300033569336,15.989999771118164,14.2875,1.1302333248915741
2023-08-09,144.61634826660156,110.47000122070312,15.960000038146973,14.408500003814698,1.016928423168287
2023-08-10,144.4000701904297,110.2300033569336,15.850000381469727,14.520500040054321,1.0004718661362317
2023-08-11,145.2369842529297,107.56999969482422,14.84000015258789,14.595500040054322,1.2887030490903737
2023-08-14,145.5378875732422,111.9800033569336,14.819999694824219,14.662500047683716,1.056551131211538
2023-08-15,141.83291625976562,111.3499984741211,16.459999084472656,14.820499992370605,0.5568104464981191
2023-08-16,141.23109436035156,107.19000244140625,16.780000686645508,14.971500015258789,0.7295282398010682
2023-08-17,139.76416015625,104.44000244140625,17.889999389648438,15.166499996185303,0.68812617081659
2023-08-18,140.0838623046875,105.44999694824219,17.299999237060547,15.351499938964844,0.6714535458500073
2023-08-21,140.5634307861328,108.22000122070312,17.1299991607666,15.512499904632568,0.5679188335948826
2023-08-22,137.64834594726562,105.66000366210938,16.969999313354492,15.667999887466431,0.30388783387768314
2023-08-23,138.57931518554688,109.43000030517578,15.979999542236328,15.807499885559082,0.20347161007540587
2023-08-24,138.4476318359375,101.80000305175781,17.200000762939453,15.94699993133545,0.6617288166970381
2023-08-25,138.27838134765625,102.25,15.680000305175781,16.064499950408937,0.6089418875402294
2023-08-28,138.75796508789062,102.61000061035156,15.079999923706055,16.136999940872194,0.6562069013700508
2023-08-29,139.88636779785156,105.91999816894531,14.449999809265137,16.16299991607666,0.6133047464253762
2023-08-30,139.32217407226562,106.58999633789062,13.880000114440918,16.05249991416931,0.4892784248214109
2023-08-31,137.60134887695312,105.72000122070312,13.569999694824219,15.934999895095824,0.2932945114192134
2023-09-01,138.06211853027344,109.44999694824219,13.09000015258789,15.734499883651733,0.12695603472548408
2023-09-05,136.5387420654297,110.77999877929688,14.010000228881836,15.646499872207642,-0.17795148849011352
2023-09-06,136.3130645751953,109.27999877929688,14.449999809265137,15.56949987411499,-0.11693567925844867
2023-09-07,135.14700317382812,106.58999633789062,14.399999618530273,15.491499853134155,-0.1183077698703889
