Date,BP,AMD,VIX,AvgVIX,zscore
2020-03-31,17.659683227539062,45.47999954223633,53.540000915527344,59.99850034713745,-0.46427876658338346
2020-04-01,17.645206451416016,43.65999984741211,57.060001373291016,61.252000427246095,-0.43196300619775085
2020-04-02,18.847135543823242,44.4900016784668,50.90999984741211,61.81650047302246,-0.20803096627587994
2020-04-03,17.89862632751465,42.59000015258789,46.79999923706055,62.059500503540036,-0.36066475138429915
2020-04-06,18.137561798095703,47.52000045776367,45.2400016784668,61.598500633239745,-0.40832339243503213
2020-04-07,17.95655059814453,47.560001373291016,46.70000076293945,61.568500709533694,-0.4452394598459417
2020-04-08,18.38374137878418,48.790000915527344,43.349998474121094,61.041000556945804,-0.3837360783056424
2020-04-09,18.028955459594727,48.380001068115234,41.66999816894531,59.35100040435791,-0.44664465508620654
2020-04-13,18.036191940307617,50.939998626708984,41.16999816894531,58.51800022125244,-0.49472069524614554
2020-04-14,17.695892333984375,54.93000030517578,37.7599983215332,56.27150001525879,-0.6398510329659023
2020-04-15,16.537403106689453,54.9900016784668,40.84000015258789,54.51799983978272,-0.8723258307878281
2020-04-16,15.820587158203125,56.95000076293945,40.11000061035156,52.70100002288818,-1.0533660797183149
2020-04-17,16.9645938873291,56.599998474121094,38.150001525878906,51.00850009918213,-0.818173167567978
2020-04-20,16.182619094848633,56.970001220703125,43.83000183105469,49.898000144958495,-0.9814664985215559
2020-04-21,15.668534278869629,52.91999816894531,45.40999984741211,49.089000129699706,-1.005769375815944
2020-04-22,16.89218521118164,55.91999816894531,41.97999954223633,48.104500198364256,-0.8194769011524369
2020-04-23,16.928390502929688,55.900001525878906,41.380001068115234,46.976000213623045,-0.8118610171837514
2020-04-24,16.935632705688477,56.18000030517578,35.93000030517578,45.722500228881835,-0.8158313097390262
2020-04-27,17.60176658630371,56.4900016784668,33.290000915527344,44.11000022888184,-0.6888218833443703
2020-04-28,17.49315643310547,55.5099983215332,33.56999969482422,42.93450012207031,-0.6915506217980436
2020-04-29,18.412700653076172,53.65999984741211,31.229999542236328,41.81900005340576,-0.47215973424578356
2020-04-30,17.232494354248047,52.38999938964844,34.150001525878906,40.673500061035156,-0.6832430176072359
2020-05-01,16.53015899658203,49.880001068115234,37.189998626708984,39.9875,-0.7749237096848186
2020-05-04,16.83426284790039,52.560001373291016,35.970001220703125,39.44600009918213,-0.7660459554400851
2020-05-05,17.283174514770508,52.189998626708984,33.61000061035156,38.86450004577637,-0.6692549302769458
2020-05-06,17.073196411132812,52.15999984741211,34.119998931884766,38.235499954223634,-0.7106007002447885
2020-05-07,17.420751571655273,51.95000076293945,31.440000534057617,37.64000005722046,-0.6371425368946548
2020-05-08,17.866863250732422,53.189998626708984,27.979999542236328,36.95550012588501,-0.5720546516551996
2020-05-11,17.472795486450195,55.7400016784668,27.56999969482422,36.275500202178954,-0.7000652831223009
2020-05-12,17.145641326904297,53.7599983215332,33.040000915527344,36.03950033187866,-0.7270862998837408
2020-05-13,16.528518676757812,52.18000030517578,35.279998779296875,35.76150026321411,-0.8197427269860283
2020-05-14,16.461606979370117,54.5099983215332,32.61000061035156,35.38650026321411,-0.8781747006387859
2020-05-15,16.223676681518555,54.20000076293945,31.889999389648438,35.07350015640259,-0.9196853166444926
2020-05-18,17.4802303314209,54.59000015258789,29.299999237060547,34.34700002670288,-0.676334991522913
2020-05-19,17.034114837646484,55.470001220703125,30.530000686645508,33.60300006866455,-0.7824331848172966
2020-05-20,17.56201934814453,56.38999938964844,27.989999771118164,32.90350008010864,-0.6948237078229633
2020-05-21,17.383573532104492,54.650001525878906,29.530000686645508,32.31100006103516,-0.6967950107822841
2020-05-22,17.086166381835938,55.16999816894531,28.15999984741211,31.92250003814697,-0.7662368171773419
2020-05-26,17.294347763061523,53.189998626708984,28.010000228881836,31.658500003814698,-0.6863681168911989
2020-05-27,17.792509078979492,52.7400016784668,27.6200008392334,31.361000061035156,-0.5781960560392554
2020-05-28,17.294347763061523,51.7400016784668,28.59000015258789,31.229000091552734,-0.6583191795997604
2020-05-29,17.205129623413086,53.79999923706055,27.510000228881836,30.89700002670288,-0.715982127807864
2020-06-01,17.7255916595459,53.630001068115234,28.229999542236328,30.449000072479247,-0.6087736437999381
2020-06-02,18.550907135009766,53.540000915527344,26.84000015258789,29.992500019073486,-0.4422429399218046
2020-06-03,19.257253646850586,52.72999954223633,25.65999984741211,29.594999980926513,-0.2855388219964829
2020-06-04,19.101112365722656,52.630001068115234,25.809999465942383,29.179500007629393,-0.3147809760699819
2020-06-05,20.603029251098633,53.099998474121094,24.520000457763672,28.8335000038147,-0.02398676711798239
2020-06-08,21.10118865966797,52.970001220703125,25.809999465942383,28.725,0.07799479547245133
2020-06-09,20.327922821044922,56.38999938964844,27.56999969482422,28.725,-0.14255915375507497
2020-06-10,19.614145278930664,57.439998626708984,27.56999969482422,28.451499938964844,-0.3053895675526239
2020-06-11,17.89659881591797,52.83000183105469,40.790000915527344,28.727000045776368,-0.5591535610676414
2020-06-12,18.402202606201172,53.5,36.09000015258789,28.901000022888184,-0.4711608076777418
2020-06-15,18.112228393554688,54.68000030517578,34.400001525878906,29.026500129699706,-0.5518856887363487
2020-06-16,18.253494262695312,54.459999084472656,33.66999816894531,29.245000076293945,-0.519423572506193
2020-06-17,17.621503829956055,54.54999923706055,33.470001220703125,29.392000102996825,-0.6473533022156565
2020-06-18,17.614063262939453,54.040000915527344,32.939998626708984,29.639500045776366,-0.638973474522273
2020-06-19,17.59919548034668,54.22999954223633,35.119998931884766,29.91899995803833,-0.645617465597539
2020-06-22,17.747896194458008,54.7599983215332,31.770000457763672,30.09949998855591,-0.6261789445383238
2020-06-23,17.9709529876709,53.9900016784668,31.3700008392334,30.267500019073488,-0.5667465488970994
2020-06-24,17.205129623413086,52.38999938964844,33.84000015258789,30.57849998474121,-0.6887068998503534
2020-06-25,17.472795486450195,51.93000030517578,32.220001220703125,30.760000038146973,-0.6263641006961674
2020-06-26,16.922588348388672,50.099998474121094,34.72999954223633,31.121000003814697,-0.7008234819308085
2020-06-29,17.457927703857422,50.279998779296875,31.780000686645508,31.298500061035156,-0.5974148796900285
2020-06-30,17.338958740234375,52.61000061035156,30.43000030517578,31.47800006866455,-0.6662411376360542
2020-07-01,17.257169723510742,52.58000183105469,28.6200008392334,31.626000118255615,-0.68199154984301
2020-07-02,17.40587615966797,52.34000015258789,27.68000030517578,31.719500160217287,-0.6476568931594916
2020-07-06,17.57689094543457,53.400001525878906,27.940000534057617,31.890500164031984,-0.6340153907197259
2020-07-07,17.115907669067383,52.93000030517578,29.43000030517578,32.07150020599365,-0.7169675888685432
2020-07-08,17.219999313354492,53.43000030517578,28.079999923706055,32.097000217437746,-0.7058558056198877
2020-07-09,16.394681930541992,57.2599983215332,29.260000228881836,32.18150024414062,-0.9447339153956963
2020-07-10,16.69952964782715,55.880001068115234,27.290000915527344,31.506500244140625,-0.8571704918624604
2020-07-13,16.69952964782715,53.59000015258789,32.189998626708984,31.31150016784668,-0.8128724040941853
2020-07-14,17.309223175048828,54.720001220703125,29.520000457763672,31.067500114440918,-0.7129945389596641
2020-07-15,17.70328712463379,55.34000015258789,27.760000228881836,30.772000217437743,-0.6463056167475268
2020-07-16,17.636367797851562,54.91999816894531,28.0,30.49850015640259,-0.6515427414115115
2020-07-17,17.286914825439453,55.040000915527344,25.68000030517578,30.13550024032593,-0.723638937188641
2020-07-20,17.056419372558594,57.459999084472656,24.459999084472656,29.602500247955323,-0.8164744538034727
2020-07-21,17.911474227905273,57.0,24.84000015258789,29.256000232696532,-0.6368484149843595
2020-07-22,17.43562126159668,61.790000915527344,24.31999969482422,28.903500175476076,-0.8245198193957721
2020-07-23,17.26460838317871,59.56999969482422,26.079999923706055,28.515500164031984,-0.8157217468892131
2020-07-24,17.048992156982422,69.4000015258789,25.84000015258789,28.19650011062622,-1.0489264606902973
2020-07-27,17.205129623413086,68.97000122070312,24.739999771118164,27.697000122070314,-1.0094327001459769
2020-07-28,16.96719741821289,67.61000061035156,25.440000534057617,27.380000114440918,-1.0306322957896104
2020-07-29,17.26460838317871,76.08999633789062,24.100000381469727,27.063500118255615,-1.1352867987038928
2020-07-30,16.68465805053711,78.19999694824219,24.760000228881836,26.870500087738037,-1.2919009078099213
2020-07-31,16.387250900268555,77.43000030517578,24.459999084472656,26.70950002670288,-1.3363889094173345
2020-08-03,16.42443084716797,77.66999816894531,24.280000686645508,26.526500034332276,-1.333607786192589
2020-08-04,17.6512393951416,85.04000091552734,23.760000228881836,26.243000030517578,-1.2312187590960755
2020-08-05,17.80738067626953,85.30999755859375,22.989999771118164,25.988500022888182,-1.205265072619827
2020-08-06,17.294347763061523,86.70999908447266,22.649999618530273,25.657999992370605,-1.3347835442399207
2020-08-07,17.086166381835938,84.8499984741211,22.209999084472656,25.403999900817873,-1.3403707616514793
2020-08-10,17.472795486450195,82.23999786376953,22.1299991607666,24.90099992752075,-1.2126847973399018
2020-08-11,17.70328712463379,76.87999725341797,24.030000686645508,24.626499938964844,-1.0629782371081284
2020-08-12,18.03787612915039,82.61000061035156,22.280000686645508,24.352499961853027,-1.1070132217073971
2020-08-13,17.66498565673828,81.83999633789062,22.1299991607666,24.058999919891356,-1.1665727380832733
2020-08-14,17.31846809387207,81.30000305175781,22.049999237060547,23.877499866485596,-1.2253157716185903
2020-08-17,17.13767433166504,82.41999816894531,21.350000381469727,23.72199993133545,-1.2830799775662594
2020-08-18,16.843889236450195,81.66000366210938,21.510000228881836,23.555499935150145,-1.3270382505610272
2020-08-19,16.753490447998047,81.08999633789062,22.540000915527344,23.466499996185302,-1.3340617669208916
2020-08-20,16.542564392089844,82.7699966430664,22.719999313354492,23.298499965667723,-1.4086752671740108
2020-08-21,16.165910720825195,83.80999755859375,22.540000915527344,23.133500003814696,-1.5039991622742048
2020-08-24,16.504898071289062,83.08000183105469,22.3700008392334,23.01500005722046,-1.422192837580848
2020-08-25,16.286441802978516,86.3499984741211,22.030000686645508,22.844500064849854,-1.5290669905488146
2020-08-26,16.105648040771484,86.0199966430664,23.270000457763672,22.803000068664552,-1.558782259205045
2020-08-27,15.92485523223877,83.80000305175781,24.469999313354492,22.788500022888183,-1.5519370809335045
2020-08-28,16.105648040771484,85.55000305175781,22.959999084472656,22.713500022888184,-1.5496906395392422
2020-08-31,15.766661643981934,90.81999969482422,26.40999984741211,22.819999980926514,-1.7193191662242195
2020-09-01,15.646129608154297,92.18000030517578,26.1200008392334,22.938000011444093,-1.7696936859320975
2020-09-02,15.49547004699707,90.22000122070312,26.56999969482422,23.117000007629393,-1.761861208057967
2020-09-03,15.525605201721191,82.54000091552734,33.599998474121094,23.664499950408935,-1.6072811929256425
2020-09-04,15.472872734069824,82.01000213623047,30.75,24.091499996185302,-1.6075578519187497
2020-09-08,15.179084777832031,78.69000244140625,31.459999084472656,24.557999992370604,-1.6019956091980438
2020-09-09,15.307145118713379,81.91000366210938,28.809999465942383,24.79699993133545,-1.6387140975900671
2020-09-10,14.99828815460205,78.9800033569336,29.709999084472656,25.168499851226805,-1.6437048661873577
2020-09-11,15.111284255981445,76.33999633789062,26.8700008392334,25.405499935150146,-1.5700744199897472
2020-09-14,14.945556640625,77.9000015258789,25.850000381469727,25.595499992370605,-1.633342001259743
2020-09-15,14.809964179992676,78.93000030517578,25.59000015258789,25.807499980926515,-1.6803400174157967
2020-09-16,15.035951614379883,76.66000366210938,26.040000915527344,26.03400001525879,-1.5913062611508282
2020-09-17,14.734635353088379,76.55000305175781,26.459999084472656,26.229999923706053,-1.6493418427797373
2020-09-18,14.222387313842773,74.93000030517578,25.829999923706055,26.385499954223633,-1.7202842280336386
2020-09-21,13.800532341003418,77.94000244140625,27.780000686645508,26.64749994277954,-1.8627413819248224
2020-09-22,13.921065330505371,77.69999694824219,26.860000610351562,26.87199993133545,-1.8340320089883573
2020-09-23,13.536877632141113,74.7300033569336,28.579999923706055,27.199499893188477,-1.8532903373592713
2020-09-24,13.506746292114258,75.81999969482422,28.510000228881836,27.461499881744384,-1.8803916618084453
2020-09-25,13.454015731811523,78.05999755859375,26.3799991607666,27.55699987411499,-1.934251130075165
2020-09-28,13.695073127746582,79.4800033569336,26.190000534057617,27.71849994659424,-1.9135882799114745
2020-09-29,13.31088638305664,81.7699966430664,26.270000457763672,27.711499977111817,-2.0345963162049174
2020-09-30,13.152693748474121,81.98999786376953,26.3700008392334,27.723999977111816,-2.0704381789302673
2020-10-01,12.678112030029297,84.86000061035156,26.700000762939453,27.73050003051758,-2.220715050298618
2020-10-02,12.693180084228516,81.80000305175781,27.6299991607666,27.432000064849852,-2.158513423310879
2020-10-05,12.949300765991211,86.1500015258789,27.959999084472656,27.292500019073486,-2.1915210803723535
2020-10-06,12.753442764282227,84.4800033569336,29.479999542236328,27.19350004196167,-2.1983231366626375
2020-10-07,12.82877254486084,86.69000244140625,28.059999465942383,27.15600004196167,-2.2260326532824655
2020-10-08,13.175292015075684,86.51000213623047,26.360000610351562,26.988500118255615,-2.153361585394236
2020-10-09,13.077363014221191,83.0999984741211,25.0,26.895000076293947,-2.106951376342736
2020-10-12,12.986968994140625,84.29000091552734,25.06999969482422,26.85600004196167,-2.148019807813265
2020-10-13,12.565118789672852,85.27999877929688,26.06999969482422,26.880000019073485,-2.2514007734613695
2020-10-14,12.497320175170898,84.20999908447266,26.399999618530273,26.897999954223632,-2.2442398206933394
2020-10-15,12.384322166442871,83.12999725341797,26.969999313354492,26.923499965667723,-2.245910292856112
2020-10-16,12.241195678710938,83.16999816894531,27.40999984741211,27.002499961853026,-2.2752619662436073
2020-10-19,12.075468063354492,82.0,29.18000030517578,27.07249994277954,-2.2857199929439362
2020-10-20,12.16586685180664,81.55999755859375,29.350000381469727,27.196999931335448,-2.259158710925944
2020-10-21,11.92480754852295,79.19999694824219,28.649999618530273,27.20049991607666,-2.2616385550119507
2020-10-22,12.128199577331543,79.41999816894531,28.110000610351562,27.180499935150145,-2.225283251479694
2020-10-23,12.090535163879395,81.95999908447266,27.549999237060547,27.238999938964845,-2.2819377803359004
2020-10-26,11.90220832824707,82.2300033569336,32.459999084472656,27.552499866485597,-2.3247637678288706
2020-10-27,11.585821151733398,78.87999725341797,33.349998474121094,27.906499767303465,-2.323133435670332
2020-10-28,11.224234580993652,76.4000015258789,40.279998779296875,28.60199966430664,-2.3473576096294213
2020-10-29,11.495427131652832,78.0199966430664,37.59000015258789,29.146499633789062,-2.324546330544236
2020-10-30,11.661150932312012,75.29000091552734,38.02000045776367,29.665999698638917,-2.2386470555403655
2020-11-02,12.128199577331543,74.69999694824219,37.130001068115234,30.124499797821045,-2.133978908794345
2020-11-03,12.188465118408203,76.58000183105469,35.54999923706055,30.427999782562257,-2.158312831122313
2020-11-04,12.150800704956055,81.3499984741211,29.56999969482422,30.50349979400635,-2.258104699265852
2020-11-05,12.162322044372559,83.0,27.579999923706055,30.56449975967407,-2.2877221004766013
2020-11-06,12.016345977783203,85.87999725341797,24.860000610351562,30.55749979019165,-2.3725800194655395
2020-11-09,13.891019821166992,83.12000274658203,25.75,30.59149980545044,-1.9448764850006777
2020-11-10,14.67469310760498,77.98999786376953,24.799999237060547,30.527999782562254,-1.689165892030498
2020-11-11,14.50566577911377,81.27999877929688,23.450000762939453,30.380499839782715,-1.786557594564069
2020-11-12,14.044683456420898,81.83999633789062,25.350000381469727,30.299499893188475,-1.8894340381389456
2020-11-13,14.444198608398438,81.43000030517578,23.100000381469727,30.083999919891358,-1.8017323189779328
2020-11-16,15.181775093078613,83.7300033569336,22.450000762939453,29.74749994277954,-1.6989528973613122
2020-11-17,15.404583930969238,83.36000061035156,22.709999084472656,29.415499877929687,-1.6473075467465719
2020-11-18,15.028116226196289,82.54000091552734,23.84000015258789,29.174999904632568,-1.706614206501075
2020-11-19,15.00506591796875,85.54000091552734,23.110000610351562,28.924999904632568,-1.769249039463554
2020-11-20,14.974332809448242,84.63999938964844,23.700000762939453,28.732499980926512,-1.7579757301741084
2020-11-23,15.681177139282227,85.30999755859375,22.65999984741211,28.242500019073486,-1.6298015250725726
2020-11-24,16.79522705078125,85.06999969482422,21.639999389648438,27.657000064849854,-1.402717994448298
2020-11-25,16.44948959350586,86.70999908447266,21.25,26.70550012588501,-1.5034753387409774
2020-11-27,16.21131134033203,87.19000244140625,20.84000015258789,25.86800012588501,-1.5603173483551556
2020-11-30,15.028116226196289,92.66000366210938,20.56999969482422,24.995500087738037,-1.9023769098448156
2020-12-01,15.550562858581543,92.62999725341797,20.770000457763672,24.17750005722046,-1.79748018350202
2020-12-02,16.188261032104492,93.73999786376953,21.170000076293945,23.458500099182128,-1.6916237734251025
2020-12-03,16.411069869995117,92.30999755859375,21.280000686645508,23.044000148773193,-1.6194736865168702
2020-12-04,17.110231399536133,94.04000091552734,20.790000915527344,22.704500198364258,-1.51333838060445
2020-12-07,16.65692710876465,94.06999969482422,21.299999237060547,22.526500129699706,-1.6044293928159032
2020-12-08,16.741443634033203,92.91999816894531,20.68000030517578,22.273000144958495,-1.5653082966517209
2020-12-09,16.825956344604492,89.83000183105469,22.270000457763672,22.146500205993654,-1.4886604398512269
2020-12-10,17.217790603637695,91.66000366210938,22.520000457763672,22.100000190734864,-1.4458231771286634
2020-12-11,16.925838470458984,91.6500015258789,23.309999465942383,21.998000144958496,-1.503923418805196
2020-12-14,16.411069869995117,94.77999877929688,24.719999313354492,22.079000091552736,-1.6672537245598928
2020-12-15,16.856691360473633,97.12000274658203,22.889999389648438,22.101000022888183,-1.623542381680194
2020-12-16,16.77217674255371,96.8499984741211,22.5,22.09050006866455,-1.6351943125793862
2020-12-17,16.825956344604492,96.83999633789062,21.93000030517578,21.995000076293945,-1.6242627227208095
2020-12-18,16.703025817871094,95.91999816894531,21.56999969482422,21.91800003051758,-1.6310115410753272
2020-12-21,15.888623237609863,93.2300033569336,25.15999984741211,21.99099998474121,-1.741586681555907
2020-12-22,15.73495864868164,93.16000366210938,24.229999542236328,22.069499969482422,-1.7709146179839916
2020-12-23,16.295822143554688,91.55000305175781,23.309999465942383,22.15299997329712,-1.6277836220635988
2020-12-24,16.180578231811523,91.80999755859375,21.530000686645508,22.167000007629394,-1.6558236015179058
2020-12-28,16.12679672241211,91.5999984741211,21.700000762939453,22.210000038146973,-1.6624998388137482
2020-12-29,16.188261032104492,90.62000274658203,23.079999923706055,22.335500049591065,-1.6312701654415294
2020-12-30,16.157529830932617,92.29000091552734,22.770000457763672,22.435500049591063,-1.669710897379995
2020-12-31,15.765693664550781,91.70999908447266,22.75,22.514500045776366,-1.7367287101862574
2021-01-04,16.003864288330078,92.30000305175781,26.969999313354492,22.798999977111816,-1.7005865904789572
2021-01-05,17.194746017456055,92.7699966430664,25.34000015258789,23.026499938964843,-1.471896315900384
2021-01-06,17.986099243164062,90.33000183105469,25.06999969482422,23.214999961853028,-1.2666881979033249
2021-01-07,18.37026023864746,95.16000366210938,22.3700008392334,23.299499988555908,-1.283415452492302
2021-01-08,18.746728897094727,94.58000183105469,21.559999465942383,23.263999938964844,-1.197026783246784
2021-01-11,18.731359481811523,97.25,24.079999923706055,23.34199991226196,-1.2517443816345977
2021-01-12,19.215396881103516,95.36000061035156,23.329999923706055,23.342999935150146,-1.1185368236944717
2021-01-13,19.038686752319336,91.77999877929688,22.209999084472656,23.217499923706054,-1.0845682782348005
2021-01-14,19.568817138671875,90.79000091552734,23.25,23.235499954223634,-0.959567141474841
2021-01-15,18.6391658782959,88.20999908447266,24.34000015258789,23.32749996185303,-1.0952815636783366
2021-01-19,18.93880271911621,89.44999694824219,23.239999771118164,23.392999935150147,-1.0594401297430014
2021-01-20,19.061729431152344,88.75,21.579999923706055,23.39349994659424,-1.021354668175719
2021-01-21,18.45477294921875,91.52999877929688,21.31999969482422,23.201499938964844,-1.196321597283524
2021-01-22,18.339523315429688,92.79000091552734,21.90999984741211,23.085499954223632,-1.2437070022323478
2021-01-25,17.724872589111328,94.12999725341797,23.190000534057617,23.079500007629395,-1.392354629481526
2021-01-26,17.69414520263672,94.70999908447266,23.020000457763672,23.153999996185302,-1.4097095630021244
2021-01-27,17.463653564453125,88.83999633789062,37.209999084472656,23.929499912261964,-1.3421814177932196
2021-01-28,17.563535690307617,87.5199966430664,30.209999084472656,24.285999870300294,-1.2967038234086212
2021-01-29,17.071813583374023,85.63999938964844,33.09000015258789,24.801999855041505,-1.3585184519901279
2021-02-01,17.064132690429688,87.66000366210938,30.239999771118164,25.176499843597412,-1.3991273226119223
2021-02-02,15.942401885986328,88.86000061035156,25.559999465942383,25.105999851226805,-1.6463148399804584
2021-02-03,16.341922760009766,87.88999938964844,22.90999984741211,24.984499835968016,-1.547779162126321
2021-02-04,16.12679672241211,87.83999633789062,21.770000457763672,24.81949987411499,-1.5897658483990402
2021-02-05,15.988499641418457,87.9000015258789,20.8700008392334,24.74449987411499,-1.61854020542134
2021-02-08,16.925838470458984,91.47000122070312,21.239999771118164,24.72849988937378,-1.5004414685304486
2021-02-09,16.695343017578125,90.91000366210938,21.6299991607666,24.605999851226805,-1.5356315443105062
2021-02-10,16.580097198486328,92.3499984741211,21.989999771118164,24.538999843597413,-1.5864979902741123
2021-02-11,16.41874885559082,92.66000366210938,21.25,24.49099988937378,-1.6247109983372507
2021-02-12,16.833635330200195,93.7699966430664,19.969999313354492,24.326999855041503,-1.5633429793209832
2021-02-16,17.809391021728516,91.45999908447266,21.459999084472656,24.18299980163574,-1.3238301316135432
2021-02-17,18.11671257019043,89.94000244140625,21.5,24.095999813079835,-1.2330645940945855
2021-02-18,17.489850997924805,88.63999938964844,22.489999771118164,24.14149980545044,-1.3330818403372426
2021-02-19,17.809123992919922,89.58000183105469,22.049999237060547,24.177999782562257,-1.2875165275129123
2021-02-22,18.40094566345215,85.37000274658203,23.450000762939453,24.254999828338622,-1.087909428114367
2021-02-23,18.8681697845459,84.73999786376953,23.110000610351562,24.25099983215332,-0.9824324611498797
2021-02-24,19.701391220092773,86.94000244140625,21.34000015258789,24.16699981689453,-0.8586213454788859
2021-02-25,19.927217483520508,82.41999816894531,28.889999389648438,23.75099983215332,-0.726095317795353
2021-02-26,19.008338928222656,84.51000213623047,27.950000762939453,23.63799991607666,-0.9499959916545094
2021-03-01,19.14072036743164,86.38999938964844,23.350000381469727,23.15099992752075,-0.9599304734681274
2021-03-02,19.288673400878906,84.12999725341797,24.100000381469727,22.84399995803833,-0.8866710854235096
2021-03-03,19.919435501098633,80.86000061035156,26.670000076293945,22.89949998855591,-0.6974723326891815
2021-03-04,20.269853591918945,77.75,28.56999969482422,23.182499980926515,-0.5673445093909275
2021-03-05,20.846099853515625,78.5199966430664,24.65999984741211,23.326999950408936,-0.46718104441933805
2021-03-08,20.666994094848633,73.95999908447266,25.469999313354492,23.55699987411499,-0.4147336613985459
2021-03-09,20.332149505615234,78.52999877929688,24.030000686645508,23.69649991989136,-0.5699943627046948
2021-03-10,20.752649307250977,77.5199966430664,22.559999465942383,23.742999935150145,-0.46649606497880536
2021-03-11,20.752649307250977,81.2300033569336,21.90999984741211,23.738999938964845,-0.538262937174108
2021-03-12,20.99405288696289,81.05000305175781,20.690000534057617,23.710999965667725,-0.4865802302185096
2021-03-15,20.62805938720703,82.5,20.030000686645508,23.714000034332276,-0.5877066407170883
2021-03-16,20.30878448486328,82.75,19.790000915527344,23.63050012588501,-0.6562919027282158
2021-03-17,20.61248207092285,82.62999725341797,19.229999542236328,23.517000102996825,-0.5933316288253556
2021-03-18,19.78704833984375,78.12000274658203,21.579999923706055,23.47150011062622,-0.6709030251416599
2021-03-19,19.81041145324707,79.05999755859375,20.950000762939453,23.416500186920167,-0.6844215278588015
2021-03-22,19.740327835083008,80.30000305175781,18.8799991607666,23.188000106811522,-0.7224018720927093
