Date,INTC,XOM,VIX,AvgVIX,zscore
2020-10-22,48.37510681152344,27.4497127532959,28.110000610351562,27.180499935150145,-0.7384889701167102
2020-10-23,43.25938034057617,26.898509979248047,27.549999237060547,27.238999938964845,-1.4994152156768814
2020-10-26,41.93107223510742,26.260692596435547,32.459999084472656,27.552499866485597,-1.7187433523393456
2020-10-27,40.96177673339844,25.843358993530273,33.349998474121094,27.906499767303465,-1.8766770894698361
2020-10-28,39.71426010131836,24.859071731567383,40.279998779296875,28.60199966430664,-2.0996054111735494
2020-10-29,39.58860397338867,25.961475372314453,37.59000015258789,29.146499633789062,-2.0692269605128724
2020-10-30,39.741188049316406,25.685874938964844,38.02000045776367,29.665999698638917,-2.059372477991185
2020-11-02,39.902732849121094,26.764650344848633,37.130001068115234,30.124499797821045,-1.9886746521027483
2020-11-03,40.25275802612305,26.307941436767578,35.54999923706055,30.427999782562257,-1.9583511731244696
2020-11-04,41.015625,26.166196823120117,29.56999969482422,30.50349979400635,-1.8547272481663075
2020-11-05,41.295875549316406,26.11895751953125,27.579999923706055,30.56449975967407,-1.8164469581492517
2020-11-06,41.03371047973633,25.81186294555664,24.860000610351562,30.55749979019165,-1.8677031866368379
2020-11-09,41.22355651855469,29.07968521118164,25.75,30.59149980545044,-1.696675757501851
2020-11-10,41.078914642333984,29.724830627441406,24.799999237060547,30.527999782562254,-1.6891373453375311
2020-11-11,41.90156936645508,29.41838264465332,23.450000762939453,30.380499839782715,-1.5841458290965633
2020-11-12,40.63593673706055,28.410348892211914,25.350000381469727,30.299499893188475,-1.810727093904797
2020-11-13,41.096988677978516,29.09581756591797,23.100000381469727,30.083999919891358,-1.7141927884810109
2020-11-16,41.756927490234375,30.773176193237305,22.450000762939453,29.74749994277954,-1.545403638387737
2020-11-17,41.1602668762207,31.18445587158203,22.709999084472656,29.415499877929687,-1.6132413753707595
2020-11-18,40.73538589477539,30.007070541381836,23.84000015258789,29.174999904632568,-1.7261968438889204
2020-11-19,41.241634368896484,30.16029930114746,23.110000610351562,28.924999904632568,-1.6465570200432893
2020-11-20,41.03371047973633,29.789337158203125,23.700000762939453,28.732499980926512,-1.6928105619054559
2020-11-23,41.639408111572266,31.74088478088379,22.65999984741211,28.242500019073486,-1.5197761022640695
2020-11-24,42.498226165771484,33.85371780395508,21.639999389648438,27.657000064849854,-1.3031992296204737
2020-11-25,42.53438186645508,32.91020584106445,21.25,26.70550012588501,-1.3394795857833357
2020-11-27,42.89599609375,32.410221099853516,20.84000015258789,25.86800012588501,-1.3093900992682217
2020-11-30,43.70961380004883,30.748985290527344,20.56999969482422,24.995500087738037,-1.265271028493478
