Date,BAC,KLAC,VIX,AvgVIX,zscore
2022-01-31,41.44382095336914,372.6362609863281,24.829999923706055,23.18100004196167,2.784635767538331
2022-02-01,42.16239547729492,371.4492492675781,21.959999084472656,23.448999977111818,2.9660818247919387
2022-02-02,42.11748504638672,378.56170654296875,22.09000015258789,23.707999992370606,2.995723736128532
2022-02-03,41.70430374145508,357.71246337890625,24.350000381469727,23.939000034332274,2.76601760438425
2022-02-04,43.366004943847656,361.2543640136719,23.219999313354492,24.119499969482423,3.2222179062683316
2022-02-07,43.57259750366211,359.5504150390625,22.860000610351562,24.324499988555907,3.26644969340086
2022-02-08,44.35404968261719,368.7593078613281,21.440000534057617,24.426500034332275,3.524910555225196
2022-02-09,44.264225006103516,383.03216552734375,19.959999084472656,24.503999996185303,3.5844725393088694
2022-02-10,44.0576286315918,373.0574035644531,23.90999984741211,24.818499946594237,3.4722373989912496
2022-02-11,43.04264831542969,354.407470703125,27.360000610351562,25.171000003814697,3.0975895918923126
2022-02-14,42.593536376953125,350.5007629394531,28.329999923706055,25.62799997329712,2.9571174228405703
2022-02-15,42.92588424682617,371.9440002441406,25.700000762939453,25.773499965667725,3.169093619751627
2022-02-16,42.82707595825195,370.168212890625,24.290000915527344,25.795499992370605,3.1328533180719935
2022-02-17,41.380950927734375,351.35504150390625,28.110000610351562,25.92150001525879,2.6442403655760036
2022-02-18,41.28215026855469,343.9162292480469,27.75,25.866499996185304,2.5750276180474887
2022-02-22,40.92285919189453,341.45892333984375,28.809999465942383,25.811999988555907,2.4665394389190625
2022-02-23,40.22224807739258,329.9790954589844,31.020000457763672,25.805000019073486,2.216046084088839
2022-02-24,39.1623420715332,343.52264404296875,30.31999969482422,25.723000049591064,2.017077020884619
2022-02-25,40.43781280517578,343.2922668457031,27.59000015258789,25.57800006866455,2.3500708346868495
2022-02-28,39.70126724243164,334.5096130371094,30.149999618530273,25.70250005722046,2.1058630952232864
2022-03-01,38.14735412597656,323.2698059082031,33.31999969482422,26.127000045776366,1.633093878138071
2022-03-02,38.76712417602539,332.1772155761719,30.739999771118164,26.566000080108644,1.8474180330094887
2022-03-03,38.3519287109375,328.7792053222656,30.479999542236328,26.985500049591064,1.7187983099586401
2022-03-04,36.9619026184082,318.7680358886719,31.979999542236328,27.367000007629393,1.2961423623690196
2022-03-07,34.60609436035156,301.529052734375,36.45000076293945,28.028500080108643,0.5782430488570297
2022-03-08,34.831748962402344,308.9007568359375,35.130001068115234,28.642000102996825,0.6803168779399642
2022-03-09,37.04314041137695,325.92852783203125,32.45000076293945,29.192500114440918,1.3591308165370333
2022-03-10,36.709171295166016,315.5909118652344,30.229999542236328,29.706000137329102,1.2113950362345112
2022-03-11,36.40229034423828,310.29248046875,30.75,30.048000144958497,1.1001017659050738
2022-03-14,37.18755340576172,307.15374755859375,31.770000457763672,30.268500137329102,1.287664277888743
2022-03-15,37.45834732055664,319.84307861328125,29.829999923706055,30.3435001373291,1.4325336127634292
2022-03-16,38.63173294067383,336.83258056640625,26.670000076293945,30.392000102996825,1.839035424223881
2022-03-17,38.83934020996094,338.45465087890625,25.670000076293945,30.461000061035158,1.9028998124791956
2022-03-18,38.72199249267578,350.39520263671875,23.8700008392334,30.249000072479248,1.9416668039863278
2022-03-21,38.6678352355957,341.977294921875,23.530000686645508,30.038000106811523,1.8784552552643528
2022-03-22,39.87732696533203,346.53662109375,22.940000534057617,29.744500160217285,2.2220434967714042
2022-03-23,38.893489837646484,334.7304382324219,23.56999969482422,29.37200012207031,1.8954086853375425
2022-03-24,38.87543487548828,351.2015075683594,21.670000076293945,28.9395001411438,1.9865831084960568
2022-03-25,39.47115707397461,351.7294006347656,20.809999465942383,28.600500106811523,2.14581174340703
2022-03-28,39.308692932128906,360.28179931640625,19.6299991607666,28.07450008392334,2.1530240957365874
2022-03-29,39.209407806396484,368.9012451171875,18.899999618530273,27.353500080108642,2.1771877698867614
2022-03-30,38.812252044677734,358.813232421875,19.329999923706055,26.78300008773804,2.014342447728298
2022-03-31,37.20560836791992,351.3647155761719,20.559999465942383,26.28700008392334,1.5498269106892595
2022-04-01,36.916770935058594,345.8070983886719,19.6299991607666,25.669500064849853,1.441754155454219
2022-04-04,36.85359191894531,352.3149719238281,18.56999969482422,24.77550001144409,1.463087031206261
2022-04-05,36.23078536987305,331.64923095703125,21.030000686645508,24.070499992370607,1.1795009644681784
2022-04-06,35.83364486694336,330.4302673339844,22.100000381469727,23.55299997329712,1.068302003199829
2022-04-07,35.553829193115234,338.9057922363281,21.549999237060547,23.11899995803833,1.0443057393811463
2022-04-08,35.80656433105469,327.5123291015625,21.15999984741211,22.639499950408936,1.0442130054828556
2022-04-11,35.734352111816406,318.1632995605469,24.3700008392334,22.26949996948242,0.9708470640025088
2022-04-12,35.355255126953125,316.9922790527344,24.260000228881836,21.99099998474121,0.8646569563265212
2022-04-13,35.039337158203125,323.010498046875,21.81999969482422,21.748499965667726,0.8168890010211598
2022-04-14,33.91107940673828,308.5743713378906,22.700000762939453,21.6,0.4370841159761836
2022-04-18,35.06642532348633,314.7077941894531,22.170000076293945,21.51499996185303,0.7756448711979216
2022-04-19,35.716304779052734,324.2583923339844,21.3700008392334,21.40699996948242,1.0016066458834014
2022-04-20,35.79753494262695,331.71649169921875,20.31999969482422,21.27599992752075,1.0663259973429262
2022-04-21,35.120582580566406,322.5018310546875,22.68000030517578,21.23149995803833,0.8352237684976066
2022-04-22,33.90205383300781,311.2619323730469,28.209999084472656,21.558499908447267,0.4503672979545279
2022-04-25,33.658355712890625,317.9136962890625,27.020000457763672,21.86899995803833,0.42521909209799663
2022-04-26,32.90015411376953,302.1241455078125,33.52000045776367,22.563500022888185,0.1345352291762648
2022-04-27,32.719635009765625,302.1432800292969,31.600000381469727,23.198500061035155,0.08732772390118744
2022-04-28,33.22509765625,319.4015197753906,29.989999771118164,23.73150005340576,0.32031372374573913
2022-04-29,32.20515441894531,306.4435119628906,33.400001525878906,24.37350015640259,-0.022492274313834562
2022-05-02,32.62035369873047,313.5271911621094,32.34000015258789,25.00900020599365,0.12758922143390622
2022-05-03,33.5139274597168,320.5916748046875,29.25,25.54300022125244,0.4029537867957853
2022-05-04,34.85881805419922,335.35430908203125,25.420000076293945,25.762500190734862,0.8414451527508523
2022-05-05,33.88399887084961,320.015869140625,31.200000762939453,26.21750020980835,0.4966066955095939
2022-05-06,33.80278015136719,318.0481262207031,30.190000534057617,26.6495002746582,0.46385938225829854
2022-05-09,32.827945709228516,306.069091796875,34.75,27.3290002822876,0.13857794377834765
2022-05-10,32.27735137939453,310.2444763183594,32.9900016784668,27.76000032424927,0.018564604768612204
2022-05-11,32.105865478515625,299.1197814941406,32.560001373291016,28.175000381469726,-0.0911629196671849
2022-05-12,31.65455436706543,302.930419921875,31.770000457763672,28.6725004196167,-0.18727528172990016
2022-05-13,31.744815826416016,323.9925231933594,28.8700008392334,28.981000423431396,-0.04097570848790005
2022-05-16,31.419870376586914,318.3297424316406,27.469999313354492,29.246000385284425,-0.1591256903136625
2022-05-17,32.484954833984375,338.525146484375,26.100000381469727,29.48250036239624,0.23765467299355741
2022-05-18,31.483060836791992,321.5174865722656,30.959999084472656,30.01450033187866,-0.12400029292676117
2022-05-19,31.094942092895508,326.0149230957031,29.350000381469727,30.34800033569336,-0.1995491710141611
2022-05-20,30.562397003173828,323.087158203125,29.43000030517578,30.409000396728516,-0.3561912657513924
2022-05-23,32.37664031982422,328.57666015625,28.479999542236328,30.48200035095215,0.15133485313058093
2022-05-24,32.17806625366211,317.89630126953125,29.450000762939453,30.278500366210938,0.03709405308859951
2022-05-25,32.34955596923828,325.4949035644531,28.3700008392334,30.117000389099122,0.1262909801749063
2022-05-26,33.098731994628906,340.2296447753906,27.5,29.992500400543214,0.40846709204581483
2022-05-27,33.41464614868164,357.55511474609375,25.719999313354492,29.608500289916993,0.5921587904503243
2022-05-31,33.57711410522461,351.372314453125,26.190000534057617,29.301000308990478,0.5987450453044662
2022-06-01,33.098731994628906,343.8026428222656,25.690000534057617,29.12300033569336,0.42927180899154493
2022-06-02,33.31660842895508,358.0367126464844,24.719999313354492,29.088000297546387,0.5692646925091601
2022-06-03,32.8536262512207,349.0513000488281,24.790000915527344,28.76750030517578,0.3955846709511906
2022-06-06,32.81731033325195,349.0802917480469,25.06999969482422,28.51150026321411,0.38623410212317805
2022-06-07,32.998878479003906,353.6547546386719,24.020000457763672,27.975000286102294,0.4604640135645892
2022-06-08,32.58127975463867,348.1268005371094,23.959999084472656,27.523500156402587,0.318812175589257
