Date,KBE,LOW,VIX,AvgVIX,zscore
2020-01-30,37.882789611816406,106.78423309326172,15.489999771118164,13.696000051498412,1.5576067378631269
2020-01-31,37.1184196472168,103.68025207519531,18.84000015258789,14.014500045776368,1.504272768389579
2020-02-03,37.530006408691406,104.51866912841797,17.969999313354492,14.211999988555908,1.5546446590239762
2020-02-04,38.07598876953125,106.4542236328125,16.049999237060547,14.32199993133545,1.6000606784286262
2020-02-05,38.94956588745117,108.93383026123047,15.149999618530273,14.389999914169312,1.6887737204114208
2020-02-06,38.571563720703125,108.38082885742188,14.960000038146973,14.465499925613404,1.6368709911453823
2020-02-07,38.260780334472656,108.35406494140625,15.470000267028809,14.611999940872192,1.5830745151527568
2020-02-10,38.24397659301758,108.11325073242188,15.039999961853027,14.735999917984008,1.5863882455990987
2020-02-11,38.56317901611328,109.73658752441406,15.180000305175781,14.878999948501587,1.6001573011767483
2020-02-12,38.56317901611328,111.52049255371094,13.739999771118164,14.946499919891357,1.5537839215421427
2020-02-13,38.73116683959961,111.28858184814453,14.149999618530273,15.032999897003174,1.589267231459418
2020-02-14,38.487586975097656,111.86834716796875,13.680000305175781,15.100999927520752,1.5314871147155205
2020-02-18,37.99198532104492,109.91497802734375,14.829999923706055,15.237499904632568,1.4953678594874233
2020-02-19,38.21878433227539,110.10228729248047,14.380000114440918,15.313999891281128,1.5302652165158142
2020-02-20,38.621971130371094,112.89409637451172,15.5600004196167,15.446499919891357,1.5283850050675805
2020-02-21,38.101192474365234,111.7702407836914,17.079999923706055,15.651499938964843,1.466287696309291
2020-02-24,36.91682434082031,109.62957000732422,25.030000686645508,16.174999952316284,1.3142703176170196
2020-02-25,35.421669006347656,105.7138900756836,27.850000381469727,16.655999994277956,1.1539021821022413
2020-02-26,34.867286682128906,101.05790710449219,27.559999465942383,17.219999933242796,1.1777320375964715
2020-02-27,33.4813346862793,95.99165344238281,39.15999984741211,18.35849995613098,1.0664210842479596
2020-02-28,32.54895782470703,95.05508422851562,40.11000061035156,19.589499998092652,0.927286275790014
2020-03-02,33.993717193603516,99.04209899902344,33.41999816894531,20.318499898910524,1.07696369095805
2020-03-03,32.67496109008789,96.830078125,36.81999969482422,21.26099991798401,0.9032377371186395
2020-03-04,33.346946716308594,101.04898834228516,31.989999771118164,22.05799994468689,0.9113901334630136
2020-03-05,31.742582321166992,95.90245056152344,39.619998931884766,23.281499910354615,0.763870152176095
2020-03-06,30.474231719970703,93.93124389648438,41.939998626708984,24.630499839782715,0.5927221418855297
2020-03-09,25.988767623901367,84.0395278930664,54.459999084472656,26.57999978065491,0.06338812865132135
2020-03-10,27.685522079467773,92.78060913085938,47.29999923706055,28.192999744415282,0.13366591610668355
2020-03-11,25.79557991027832,88.43682098388672,53.900001525878906,30.12899980545044,-0.08479459523760137
2020-03-12,23.51085090637207,80.20413208007812,75.47000122070312,33.21549987792969,-0.2713826895955837
2020-03-13,26.23236846923828,86.06424713134766,57.83000183105469,35.39949998855591,0.05346722619628386
2020-03-16,22.847270965576172,64.74664306640625,82.69000244140625,38.850000095367434,0.014090448954392763
2020-03-17,24.132434844970703,65.81698608398438,75.91000366210938,41.9040002822876,0.2116048085983227
2020-03-18,21.452919006347656,57.994571685791016,76.44999694824219,45.007500123977664,-0.054869781544590025
2020-03-19,22.8388729095459,62.32053756713867,72.0,47.829500102996825,0.07568560596704976
2020-03-20,21.326921463012695,59.189788818359375,66.04000091552734,50.27750015258789,-0.10803215466658875
2020-03-23,19.553335189819336,60.474212646484375,61.59000015258789,52.10550012588501,-0.4523988212472265
2020-03-24,21.85274314880371,68.94772338867188,61.66999816894531,53.796500015258786,-0.2694972119929985
2020-03-25,22.27541732788086,74.6740493774414,63.95000076293945,55.61600008010864,-0.34424457113730234
2020-03-26,24.236671447753906,78.58970642089844,61.0,56.708000087738036,-0.1021508946047142
2020-03-27,23.3405818939209,77.5818099975586,65.54000091552734,57.97950010299682,-0.2330689684405802
2020-03-30,23.408214569091797,79.12487030029297,57.08000183105469,59.16250028610229,-0.26132289066234127
2020-03-31,22.791095733642578,76.75225830078125,53.540000915527344,59.99850034713745,-0.30785035729506566
2020-04-01,21.269432067871094,71.7305908203125,57.060001373291016,61.252000427246095,-0.44411579454421957
2020-04-02,21.624488830566406,73.9069595336914,50.90999984741211,61.81650047302246,-0.4384364047637391
2020-04-03,20.66922378540039,73.31826782226562,46.79999923706055,62.059500503540036,-0.5906276128320936
2020-04-06,22.283876419067383,79.17837524414062,45.2400016784668,61.598500633239745,-0.4598532599749926
2020-04-07,23.112337112426758,81.13175964355469,46.70000076293945,61.568500709533694,-0.3653714794782321
2020-04-08,24.219770431518555,84.15546417236328,43.349998474121094,61.041000556945804,-0.24979855937897097
2020-04-09,26.028852462768555,85.01174926757812,41.66999816894531,59.35100040435791,0.04514322080307704
2020-04-13,24.710081100463867,84.91361999511719,41.16999816894531,58.51800022125244,-0.18353693120456777
2020-04-14,24.35502815246582,88.36546325683594,37.7599983215332,56.27150001525879,-0.33552344670754436
2020-04-15,22.782642364501953,84.14653778076172,40.84000015258789,54.51799983978272,-0.5015500363479285
2020-04-16,21.996450424194336,82.45185852050781,40.11000061035156,52.70100002288818,-0.5953456391210599
2020-04-17,23.805540084838867,86.60832214355469,38.150001525878906,51.00850009918213,-0.3861920835619533
2020-04-20,23.644916534423828,84.85118103027344,43.83000183105469,49.898000144958495,-0.36867789592202865
2020-04-21,22.841815948486328,83.09282684326172,45.40999984741211,49.089000129699706,-0.4637829739057295
2020-04-22,22.892539978027344,85.18312072753906,41.97999954223633,48.104500198364256,-0.5092272011536523
2020-04-23,23.188417434692383,85.13827514648438,41.380001068115234,46.976000213623045,-0.4561827850657228
2020-04-24,23.780174255371094,88.5922622680664,35.93000030517578,45.722500228881835,-0.44221306184481063
2020-04-27,25.242658615112305,91.48102569580078,33.290000915527344,44.11000022888184,-0.2608782610598719
2020-04-28,25.918962478637695,92.87157440185547,33.56999969482422,42.93450012207031,-0.17844423676625767
2020-04-29,27.44906997680664,95.24002075195312,31.229999542236328,41.81900005340576,0.028273353421558664
2020-04-30,26.468442916870117,93.97505950927734,34.150001525878906,40.673500061035156,-0.11078486820888946
2020-05-01,25.23421287536621,93.71490478515625,37.189998626708984,39.9875,-0.32042977144640306
2020-05-04,24.96368980407715,96.3076171875,35.970001220703125,39.44600009918213,-0.43526148942203907
2020-05-05,24.574819564819336,98.81961059570312,33.61000061035156,38.86450004577637,-0.5687456678704601
2020-05-06,23.949249267578125,98.3441162109375,34.119998931884766,38.235499954223634,-0.6660713885943598
2020-05-07,24.34657096862793,100.40753936767578,31.440000534057617,37.64000005722046,-0.6500452700306902
2020-05-08,25.386371612548828,102.47991943359375,27.979999542236328,36.95550012588501,-0.5216008557502978
2020-05-11,24.48183250427246,101.72633361816406,27.56999969482422,36.275500202178954,-0.6606113734818969
2020-05-12,23.256052017211914,99.79749298095703,33.040000915527344,36.03950033187866,-0.8253965375385801
2020-05-13,22.0302677154541,99.07080841064453,35.279998779296875,35.76150026321411,-1.0214329352324178
