Date,MS,AMAT,VIX,AvgVIX,zscore
2020-01-30,44.351051330566406,56.85920715332031,15.489999771118164,13.696000051498412,-0.1311956256301459
2020-01-31,43.06550979614258,54.72639465332031,18.84000015258789,14.014500045776368,-0.16355471598114865
2020-02-03,43.34568786621094,56.359031677246094,17.969999313354492,14.211999988555908,-0.2218386301111709
2020-02-04,44.51586151123047,59.4638786315918,16.049999237060547,14.32199993133545,-0.257475954941177
2020-02-05,45.31520080566406,60.20941162109375,15.149999618530273,14.389999914169312,-0.20486992847309685
2020-02-06,45.33168029785156,59.63374328613281,14.960000038146973,14.465499925613404,-0.170717776178122
2020-02-07,45.34815979003906,58.23703384399414,15.470000267028809,14.611999940872192,-0.09062976338353682
2020-02-10,45.61186218261719,59.378936767578125,15.039999961853027,14.735999917984008,-0.12340196811319878
2020-02-11,45.966217041015625,60.82283020019531,15.180000305175781,14.878999948501587,-0.16237357295520646
2020-02-12,46.29583740234375,61.6910514831543,13.739999771118164,14.946499919891357,-0.17205582041578701
2020-02-13,46.08981704711914,63.57849884033203,14.149999618530273,15.032999897003174,-0.3019644961678249
2020-02-14,46.015655517578125,63.08776092529297,13.680000305175781,15.100999927520752,-0.2832591646141438
2020-02-18,45.751953125,61.68666458129883,14.829999923706055,15.237499904632568,-0.23598552664528014
2020-02-19,46.40296936035156,63.816715240478516,14.380000114440918,15.313999891281128,-0.2783421694129214
2020-02-20,44.29336929321289,62.86054992675781,15.5600004196167,15.446499919891357,-0.47376673889874144
2020-02-21,43.19736099243164,60.844093322753906,17.079999923706055,15.651499938964843,-0.4902719378591884
2020-02-24,40.93943405151367,57.82414627075195,25.030000686645508,16.174999952316284,-0.5877331103706488
2020-02-25,39.5797233581543,55.72247314453125,27.850000381469727,16.655999994277956,-0.6305859205286665
2020-02-26,38.928707122802734,56.62184143066406,27.559999465942383,17.219999933242796,-0.757720141068834
2020-02-27,37.420677185058594,53.96161651611328,39.15999984741211,18.35849995613098,-0.7868237224295493
2020-02-28,37.10753631591797,55.021915435791016,40.11000061035156,19.589499998092652,-0.8830944335170118
2020-03-02,38.30242156982422,56.953182220458984,33.41999816894531,20.318499898910524,-0.8501561093904701
2020-03-03,36.588375091552734,54.9461784362793,36.81999969482422,21.26099991798401,-0.9401150476812673
2020-03-04,37.280582427978516,57.293983459472656,31.989999771118164,22.05799994468689,-0.989794370941644
2020-03-05,35.09682846069336,55.978084564208984,39.619998931884766,23.281499910354615,-1.173842179410713
2020-03-06,34.47877883911133,54.70950698852539,41.939998626708984,24.630499839782715,-1.1757936312573911
2020-03-09,30.90235137939453,49.29442596435547,54.459999084472656,26.57999978065491,-1.2948264179920315
2020-03-10,32.550472259521484,53.17586898803711,47.29999923706055,28.192999744415282,-1.3175180158908004
2020-03-11,30.38319206237793,49.69204330444336,53.900001525878906,30.12899980545044,-1.3783301813439237
2020-03-12,25.801401138305664,42.705421447753906,75.47000122070312,33.21549987792969,-1.528064893936915
2020-03-13,30.90235137939453,48.17732620239258,57.83000183105469,35.39949998855591,-1.2323265767769342
2020-03-16,26.08157730102539,38.36954879760742,82.69000244140625,38.850000095367434,-1.2524210173610222
2020-03-17,27.84507942199707,42.46873474121094,75.91000366210938,41.9040002822876,-1.2736806553186357
2020-03-18,25.339933395385742,37.09151840209961,76.44999694824219,45.007500123977664,-1.2684269985557222
2020-03-19,25.48001480102539,38.04768371582031,72.0,47.829500102996825,-1.3053940477401744
2020-03-20,24.449935913085938,35.96494674682617,66.04000091552734,50.27750015258789,-1.310411689482824
2020-03-23,22.91718101501465,38.02873992919922,61.59000015258789,52.10550012588501,-1.6067334888186637
2020-03-24,27.375362396240234,42.73381805419922,61.66999816894531,53.796500015258786,-1.3439354645592103
2020-03-25,28.009891510009766,42.34567642211914,63.95000076293945,55.61600008010864,-1.2473488935454748
2020-03-26,29.42727279663086,46.57740020751953,61.0,56.708000087738036,-1.3168640222609511
2020-03-27,28.026369094848633,42.64861297607422,65.54000091552734,57.97950010299682,-1.2623534229791629
2020-03-30,28.710338592529297,44.77867889404297,57.08000183105469,59.16250028610229,-1.3008226283043631
2020-03-31,28.018125534057617,43.37757110595703,53.540000915527344,59.99850034713745,-1.3041100884212953
2020-04-01,26.05685806274414,40.99189758300781,57.060001373291016,61.252000427246095,-1.4020537188413649
2020-04-02,27.935718536376953,40.93510055541992,50.90999984741211,61.81650047302246,-1.1771815355727104
2020-04-03,27.894514083862305,40.02626419067383,46.79999923706055,62.059500503540036,-1.1311955620477698
2020-04-06,30.49856185913086,43.689979553222656,45.2400016784668,61.598500633239745,-1.0289119142600118
2020-04-07,30.440868377685547,45.024818420410156,46.70000076293945,61.568500709533694,-1.110401381428991
2020-04-08,32.44333267211914,48.7169303894043,43.349998474121094,61.041000556945804,-1.0806897883446405
2020-04-09,33.85249328613281,46.94660568237305,41.66999816894531,59.35100040435791,-0.8153704521879785
2020-04-13,32.616397857666016,47.221153259277344,41.16999816894531,58.51800022125244,-0.9765829151747776
2020-04-14,32.84713363647461,49.67308807373047,37.7599983215332,56.27150001525879,-1.0865390537703203
2020-04-15,31.64400291442871,47.68503952026367,40.84000015258789,54.51799983978272,-1.1172734507704642
2020-04-16,31.611040115356445,49.44588851928711,40.11000061035156,52.70100002288818,-1.219679388808428
2020-04-17,32.21261215209961,50.364173889160156,38.150001525878906,51.00850009918213,-1.2000739389466673
2020-04-20,31.611040115356445,47.93117904663086,43.83000183105469,49.898000144958495,-1.1349339571545238
2020-04-21,30.449111938476562,45.75376510620117,45.40999984741211,49.089000129699706,-1.150212023213056
2020-04-22,31.15781593322754,49.332279205322266,41.97999954223633,48.104500198364256,-1.2668009278838401
2020-04-23,30.87763023376465,48.186790466308594,41.380001068115234,46.976000213623045,-1.235773036117815
2020-04-24,31.289661407470703,48.98200607299805,35.93000030517578,45.722500228881835,-1.2316467483630227
2020-04-27,32.39390182495117,48.309852600097656,33.290000915527344,44.11000022888184,-1.0637470241770002
2020-04-28,33.06962585449219,47.73236846923828,33.56999969482422,42.93450012207031,-0.951706303000475
2020-04-29,33.90925598144531,51.44341278076172,31.229999542236328,41.81900005340576,-1.0602615351941982
2020-04-30,32.7786750793457,47.03181457519531,34.150001525878906,40.673500061035156,-0.9468419784655162
2020-05-01,31.922422409057617,44.390541076660156,37.189998626708984,39.9875,-0.9000999752373747
2020-05-04,31.664709091186523,45.04375457763672,35.970001220703125,39.44600009918213,-0.9670548209965658
2020-05-05,31.573259353637695,46.246055603027344,33.61000061035156,38.86450004577637,-1.0451120598992345
2020-05-06,31.00797462463379,47.80809783935547,34.119998931884766,38.235499954223634,-1.1992059529765602
