Date,MNST,GILD,VIX,AvgVIX,zscore
2022-01-31,43.36000061035156,58.771060943603516,24.829999923706055,23.18100004196167,-0.9909194059588584
2022-02-01,43.23500061035156,58.59135818481445,21.959999084472656,23.448999977111818,-0.9995372834419761
2022-02-02,43.60499954223633,56.32368469238281,22.09000015258789,23.707999992370606,-0.6079264111613233
2022-02-03,43.040000915527344,55.955726623535156,24.350000381469727,23.939000034332274,-0.704979665901728
2022-02-04,42.14500045776367,54.68069839477539,23.219999313354492,24.119499969482423,-0.7682064073205186
2022-02-07,42.27000045776367,54.56089401245117,22.860000610351562,24.324499988555907,-0.7204220487504852
2022-02-08,42.36000061035156,54.50956726074219,21.440000534057617,24.426500034332275,-0.6905853738855344
2022-02-09,43.14500045776367,54.235721588134766,19.959999084472656,24.503999996185303,-0.453076358210274
2022-02-10,41.915000915527344,52.875125885009766,23.90999984741211,24.818499946594237,-0.5911883036062998
2022-02-11,41.400001525878906,53.11472702026367,27.360000610351562,25.171000003814697,-0.7548451074125394
2022-02-14,41.28499984741211,52.293235778808594,28.329999923706055,25.62799997329712,-0.6769674761454582
2022-02-15,41.38999938964844,52.48148727416992,25.700000762939453,25.773499965667725,-0.6746064432834148
2022-02-16,41.61000061035156,52.96925735473633,24.290000915527344,25.795499992370605,-0.681864795514715
2022-02-17,41.06999969482422,52.447265625,28.110000610351562,25.92150001525879,-0.7523521780381355
2022-02-18,40.6349983215332,52.24188995361328,27.75,25.866499996185304,-0.8372647325620178
2022-02-22,40.82500076293945,52.18199920654297,28.809999465942383,25.811999988555907,-0.7806135045937177
2022-02-23,39.70500183105469,52.49861145019531,31.020000457763672,25.805000019073486,-1.1097899383319298
2022-02-24,40.17499923706055,51.86537170410156,30.31999969482422,25.723000049591064,-0.9062199360905658
2022-02-25,42.28499984741211,52.301788330078125,27.59000015258789,25.57800006866455,-0.4211453585687415
2022-02-28,42.20000076293945,51.685665130615234,30.149999618530273,25.70250005722046,-0.36241477720789467
2022-03-01,41.6150016784668,51.565860748291016,33.31999969482422,26.127000045776366,-0.4970579616694864
2022-03-02,41.875,52.404476165771484,30.739999771118164,26.566000080108644,-0.5399194028419142
2022-03-03,41.67499923706055,52.80665969848633,30.479999542236328,26.985500049591064,-0.6439011550147936
2022-03-04,40.65999984741211,52.93503189086914,31.979999542236328,27.367000007629393,-0.9214828415104297
2022-03-07,37.5,51.565860748291016,36.45000076293945,28.028500080108643,-1.5543686852900296
2022-03-08,36.244998931884766,50.94975280761719,35.130001068115234,28.642000102996825,-1.7962610323383177
2022-03-09,38.34000015258789,50.4876594543457,32.45000076293945,29.192500114440918,-1.197542459264558
2022-03-10,37.69499969482422,49.563472747802734,30.229999542236328,29.706000137329102,-1.2424135339811155
2022-03-11,36.61000061035156,49.63193893432617,30.75,30.048000144958497,-1.5301470845248226
2022-03-14,36.6150016784668,50.39457702636719,31.770000457763672,30.268500137329102,-1.6285921181860838
2022-03-15,37.540000915527344,50.541893005371094,29.829999923706055,30.3435001373291,-1.4101867986501453
2022-03-16,38.595001220703125,50.23858642578125,26.670000076293945,30.392000102996825,-1.099451125367309
2022-03-17,39.13999938964844,51.30453872680664,25.670000076293945,30.461000061035158,-1.0988133467374261
2022-03-18,40.29499816894531,51.49519348144531,23.8700008392334,30.249000072479248,-0.8269792241674788
2022-03-21,39.5,51.703189849853516,23.530000686645508,30.038000106811523,-1.0584461152910294
2022-03-22,40.650001525878906,51.98050308227539,22.940000534057617,29.744500160217285,-0.7992282992119492
2022-03-23,39.025001525878906,51.001216888427734,23.56999969482422,29.37200012207031,-1.0886956309365896
2022-03-24,39.279998779296875,51.25253677368164,21.670000076293945,28.9395001411438,-1.056041545327549
2022-03-25,39.349998474121094,51.05321502685547,20.809999465942383,28.600500106811523,-1.0119905267049913
2022-03-28,40.0099983215332,51.28719711303711,19.6299991607666,28.07450008392334,-0.8730075987588802
2022-03-29,41.290000915527344,52.4571533203125,18.899999618530273,27.353500080108642,-0.697117958859469
2022-03-30,40.029998779296875,51.703189849853516,19.329999923706055,26.78300008773804,-0.9222679465702884
2022-03-31,39.95000076293945,51.52119064331055,20.559999465942383,26.28700008392334,-0.9190226844472507
2022-04-01,41.07500076293945,51.711849212646484,19.6299991607666,25.669500064849853,-0.6548969630594331
2022-04-04,41.29999923706055,52.57847595214844,18.56999969482422,24.77550001144409,-0.7104143179166922
2022-04-05,40.95000076293945,51.78117752075195,21.030000686645508,24.070499992370607,-0.6960805768229085
2022-04-06,40.40999984741211,52.70846939086914,22.100000381469727,23.55299997329712,-0.9560904478327387
2022-04-07,40.88999938964844,52.855804443359375,21.549999237060547,23.11899995803833,-0.8520260812035457
2022-04-08,40.810001373291016,53.991092681884766,21.15999984741211,22.639499950408936,-1.021042200266697
2022-04-11,41.084999084472656,53.63576889038086,24.3700008392334,22.26949996948242,-0.9039185300134764
2022-04-12,41.345001220703125,53.41044616699219,24.260000228881836,21.99099998474121,-0.8076480410451595
2022-04-13,42.005001068115234,53.783103942871094,21.81999969482422,21.748499965667726,-0.6867997016686364
2022-04-14,41.29499816894531,53.575096130371094,22.700000762939453,21.6,-0.8420270902668741
2022-04-18,41.220001220703125,53.36711883544922,22.170000076293945,21.51499996185303,-0.834099702297506
2022-04-19,41.900001525878906,54.407066345214844,21.3700008392334,21.40699996948242,-0.7953737621892214
2022-04-20,42.67499923706055,55.117706298828125,20.31999969482422,21.27599992752075,-0.6891756633499612
2022-04-21,43.439998626708984,55.24769973754883,22.68000030517578,21.23149995803833,-0.5096155251774201
2022-04-22,42.82500076293945,53.94776153564453,28.209999084472656,21.558499908447267,-0.49764077936516343
2022-04-25,43.34000015258789,54.29440689086914,27.020000457763672,21.86899995803833,-0.4106472964942756
2022-04-26,43.130001068115234,53.53178024291992,33.52000045776367,22.563500022888185,-0.36487605891426966
2022-04-27,43.375,53.37577819824219,31.600000381469727,23.198500061035155,-0.2815255507366674
2022-04-28,43.904998779296875,53.349788665771484,29.989999771118164,23.73150005340576,-0.14194873673425468
2022-04-29,42.84000015258789,51.42586135864258,33.400001525878906,24.37350015640259,-0.1639985125718897
2022-05-02,42.375,52.2664909362793,32.34000015258789,25.00900020599365,-0.3934048392114342
2022-05-03,41.959999084472656,52.28382873535156,29.25,25.54300022125244,-0.5023026556100667
2022-05-04,43.32500076293945,53.80043029785156,25.420000076293945,25.762500190734862,-0.3499040403435057
2022-05-05,41.52000045776367,53.16778564453125,31.200000762939453,26.21750020980835,-0.7309509822142676
2022-05-06,43.334999084472656,53.02046203613281,30.190000534057617,26.6495002746582,-0.24533879314651558
2022-05-09,41.78499984741211,53.453773498535156,34.75,27.3290002822876,-0.7002604648239412
2022-05-10,42.06999969482422,53.54043960571289,32.9900016784668,27.76000032424927,-0.6383657594195588
2022-05-11,42.45500183105469,52.483154296875,32.560001373291016,28.175000381469726,-0.40118214476764824
2022-05-12,42.84000015258789,54.14707946777344,31.770000457763672,28.6725004196167,-0.5198515890911355
2022-05-13,44.44499969482422,54.0517578125,28.8700008392334,28.981000423431396,-0.09499696031523205
2022-05-16,44.55500030517578,53.939090728759766,27.469999313354492,29.246000385284425,-0.05199989583389615
2022-05-17,44.6150016784668,54.75372314453125,26.100000381469727,29.48250036239624,-0.14311240773243783
2022-05-18,43.310001373291016,54.78839111328125,30.959999084472656,30.01450033187866,-0.48295340384179014
2022-05-19,43.380001068115234,54.831722259521484,29.350000381469727,30.34800033569336,-0.470634049150998
2022-05-20,43.814998626708984,55.325706481933594,29.43000030517578,30.409000396728516,-0.42346374970413647
2022-05-23,43.525001525878906,55.169708251953125,28.479999542236328,30.48200035095215,-0.4775759060499793
2022-05-24,43.744998931884766,55.76768112182617,29.450000762939453,30.278500366210938,-0.49924643225846044
2022-05-25,43.8650016784668,56.33966064453125,28.3700008392334,30.117000389099122,-0.5432104954048264
2022-05-26,44.3650016784668,55.871681213378906,27.5,29.992500400543214,-0.35354266467669887
2022-05-27,44.834999084472656,56.15766143798828,25.719999313354492,29.608500289916993,-0.27017885005221565
2022-05-31,44.560001373291016,56.20098876953125,26.190000534057617,29.301000308990478,-0.34650281381822823
2022-06-01,44.025001525878906,56.13166809082031,25.690000534057617,29.12300033569336,-0.47490091017207237
2022-06-02,45.16999816894531,54.996376037597656,24.719999313354492,29.088000297546387,-0.032242977714386487
