Date,SHEL,INTC,VIX,AvgVIX,zscore
2022-12-22,49.831661224365234,25.042293548583984,21.969999313354492,21.743999862670897,-0.12970138445931148
2022-12-23,50.74503707885742,25.158008575439453,20.8700008392334,21.76249990463257,0.020350262363662202
2022-12-27,50.824073791503906,25.013368606567383,21.649999618530273,21.73449993133545,0.0383323663089115
2022-12-28,49.67357635498047,24.627655029296875,22.139999389648438,21.74699993133545,-0.14291974448041447
2022-12-29,49.770172119140625,25.273719787597656,21.440000534057617,21.789999961853027,-0.14753346106285894
2022-12-30,50.01609420776367,25.48586082458496,21.670000076293945,21.88149995803833,-0.11298147910707344
2023-01-03,49.1641845703125,25.775144577026367,22.899999618530273,22.073499965667725,-0.26577156516511935
2023-01-04,48.681156158447266,26.691211700439453,22.010000228881836,22.136499977111818,-0.3767057825288668
2023-01-05,48.72507095336914,26.57549285888672,22.459999084472656,22.15099992752075,-0.3655719992140265
2023-01-06,50.27956771850586,27.703702926635742,21.1299991607666,22.073499870300292,-0.14029033061600962
2023-01-09,50.999725341796875,28.262981414794922,21.969999313354492,22.05749979019165,-0.03710626771480926
2023-01-10,51.26319122314453,28.388338088989258,20.579999923706055,21.944999790191652,0.003204194518228633
2023-01-11,51.75502014160156,28.783693313598633,21.09000015258789,21.749499797821045,0.07324038704946582
2023-01-12,52.36100387573242,29.20797348022461,18.829999923706055,21.56349983215332,0.1615628385939106
2023-01-13,52.35221862792969,29.034404754638672,18.350000381469727,21.423999881744386,0.16569264238994794
2023-01-17,52.16778564453125,28.542621612548828,19.360000610351562,21.25049991607666,0.1505308772625552
2023-01-18,51.28076171875,27.780841827392578,20.34000015258789,21.136499881744385,0.025794456658179844
2023-01-19,51.930667877197266,27.404773712158203,20.520000457763672,21.041499900817872,0.14737640853212033
2023-01-20,51.72867202758789,28.176193237304688,19.850000381469727,20.95999994277954,0.08843590803915737
2023-01-23,51.491546630859375,29.188690185546875,19.809999465942383,20.946999931335448,0.015789775746968923
2023-01-24,50.92947006225586,28.8511905670166,19.200000762939453,20.808500003814697,-0.06794413181481478
2023-01-25,50.7977294921875,28.639049530029297,19.079999923706055,20.71899995803833,-0.08327062241381102
2023-01-26,51.394935607910156,29.015117645263672,18.729999542236328,20.572999954223633,0.00513190088383778
2023-01-27,51.38615417480469,27.15406036376953,18.510000228881836,20.391499996185303,0.06379509753445567
2023-01-30,51.29832458496094,26.95156478881836,19.940000534057617,20.316499996185303,0.055550484739726735
2023-01-31,51.64963150024414,27.250492095947266,19.399999618530273,20.202999973297118,0.10504222288865926
2023-02-01,51.21928787231445,28.031553268432617,17.8700008392334,19.951500034332277,0.007341730169751756
2023-02-02,50.61330032348633,29.111547470092773,18.729999542236328,19.7875,-0.12959337861560377
2023-02-03,51.20172119140625,29.236900329589844,18.329999923706055,19.58100004196167,-0.03456799017952487
2023-02-06,50.806514739990234,28.002227783203125,19.43000030517578,19.49600009918213,-0.06121190995319537
2023-02-07,52.35221862792969,28.35359764099121,18.65999984741211,19.33050012588501,0.18769355277865563
2023-02-08,52.22927474975586,27.56301498413086,19.6299991607666,19.28300008773804,0.19254109385891688
2023-02-09,52.51030349731445,27.06524085998535,20.709999084472656,19.264000034332277,0.2559457781091281
2023-02-10,54.24045181274414,27.133560180664062,20.530000686645508,19.34900007247925,0.5450543985436508
2023-02-13,54.301937103271484,27.865583419799805,20.34000015258789,19.448500061035155,0.531751073512701
2023-02-14,54.96062088012695,27.95342445373535,18.90999984741211,19.426000022888182,0.6398193181532374
2023-02-15,54.855224609375,28.15839195251465,18.229999542236328,19.320499992370607,0.6154493426577776
2023-02-16,54.86852264404297,27.523975372314453,20.170000076293945,19.30299997329712,0.6381901774686982
