Date,CVX,CL,VIX,AvgVIX,zscore
2015-01-30,63.32252883911133,51.853389739990234,20.969999313354492,19.119499969482423,-0.5209203953149776
2015-02-02,65.50265502929688,52.98234558105469,19.43000030517578,19.201499938964844,-0.49601314785255074
2015-02-03,67.64572143554688,53.13593673706055,17.329999923706055,19.071999931335448,-0.31407429380996266
2015-02-04,66.91690826416016,53.143592834472656,18.329999923706055,18.932499885559082,-0.38581007889164476
2015-02-05,67.50984191894531,53.596702575683594,16.850000381469727,18.80949993133545,-0.4030888402977467
2015-02-06,67.69509887695312,53.22039031982422,17.290000915527344,18.823499965667725,-0.3232067141640223
2015-02-09,68.2015609741211,53.043766021728516,18.549999237060547,18.873499965667726,-0.24514758694441965
2015-02-10,68.04717254638672,53.327919006347656,17.229999542236328,18.754999923706055,-0.3068687277220546
2015-02-11,67.92363739013672,53.350955963134766,16.959999084472656,18.57499990463257,-0.3226079161964981
2015-02-12,69.1397933959961,53.64277648925781,15.34000015258789,18.267999935150147,-0.253062283371109
2015-02-13,70.33722686767578,53.81942367553711,14.6899995803833,17.88299994468689,-0.1663612678467688
2015-02-17,70.1002197265625,53.903900146484375,15.800000190734863,17.62549991607666,-0.20319037748658902
2015-02-18,68.87783813476562,54.17268753051758,15.449999809265137,17.403499937057497,-0.36565442488215
2015-02-19,67.57435607910156,53.91925811767578,15.289999961853027,17.22549991607666,-0.4499662841149594
2015-02-20,67.73028564453125,53.942283630371094,14.300000190734863,17.12049994468689,-0.43867980703841364
2015-02-23,67.26878356933594,54.280189514160156,14.5600004196167,17.015499973297118,-0.5389499306571728
2015-02-24,67.33113098144531,54.53361892700195,13.6899995803833,16.9239999294281,-0.5746537593951072
2015-02-25,67.71782684326172,54.53361892700195,13.84000015258789,16.754999971389772,-0.5372609026794036
2015-02-26,66.76984405517578,54.61042404174805,13.90999984741211,16.428499937057495,-0.641576935968326
2015-02-27,66.53285217285156,54.3877067565918,13.34000015258789,16.157499933242796,-0.6278183682203465
2015-03-02,66.04638671875,54.53361892700195,13.039999961853027,15.760999965667725,-0.6988864261364348
2015-03-03,65.58485412597656,54.280189514160156,13.859999656677246,15.482499933242797,-0.7017831507985011
2015-03-04,65.58485412597656,54.280189514160156,14.229999542236328,15.327499914169312,-0.7017831507985011
2015-03-05,65.31668853759766,54.879215240478516,14.039999961853027,15.11299991607666,-0.8263570723235748
2015-03-06,64.58078002929688,53.18199157714844,15.199999809265137,15.03049988746643,-0.6180330510662105
2015-03-09,64.83021545410156,53.44309616088867,15.0600004196167,14.918999862670898,-0.636909660822746
2015-03-10,64.1816177368164,52.52920150756836,16.690000534057617,14.825999927520751,-0.5491351625525795
2015-03-11,64.57451629638672,52.13754653930664,16.8700008392334,14.807999992370606,-0.44664791878987775
2015-03-12,63.87601852416992,52.62905502319336,15.420000076293945,14.73100004196167,-0.5951291814913983
2015-03-13,63.37711715698242,52.575294494628906,16.0,14.764000034332275,-0.6345192745626096
2015-03-16,64.31884765625,53.00537109375,15.609999656677246,14.810000038146972,-0.6142770392280303
2015-03-17,64.34378051757812,52.53689193725586,15.65999984741211,14.803000020980836,-0.5347206853849542
2015-03-18,66.54531860351562,52.475467681884766,13.970000267028809,14.729000043869018,-0.3117207036491962
2015-03-19,65.32917785644531,52.444740295410156,14.069999694824219,14.668000030517579,-0.42425958339781655
2015-03-20,66.75113677978516,53.42008590698242,13.020000457763672,14.604000043869018,-0.44737056976991185
2015-03-23,66.05885314941406,53.8885498046875,13.40999984741211,14.54650001525879,-0.5914561376573467
2015-03-24,64.98616027832031,53.22807693481445,13.619999885559082,14.543000030517579,-0.5864224114686282
2015-03-25,65.90293884277344,52.90552520751953,15.4399995803833,14.623000001907348,-0.444656195987441
2015-03-26,65.64102935791016,52.79033279418945,15.800000190734863,14.717500019073487,-0.451013452390527
2015-03-27,65.03604888916016,52.79802703857422,15.069999694824219,14.803999996185302,-0.5107810996109066
2015-03-30,66.67005157470703,53.21270751953125,14.510000228881836,14.877500009536742,-0.42106196813970714
2015-03-31,65.47261810302734,53.25111770629883,15.289999961853027,14.949000024795533,-0.5431769055757953
2015-04-01,65.35411071777344,53.05913543701172,15.109999656677246,14.993000030517578,-0.5230222766521895
2015-04-02,65.65969848632812,53.243438720703125,14.670000076293945,15.024500036239624,-0.5238220251018638
2015-04-06,66.68253326416016,53.71958923339844,14.739999771118164,15.001500034332276,-0.5033242210676042
2015-04-07,67.69287109375,53.53527069091797,14.779999732971191,14.9875,-0.37527410909574027
2015-04-08,66.52037811279297,53.681182861328125,13.979999542236328,14.851999950408935,-0.5126799056528337
2015-04-09,66.70124053955078,53.72725296020508,13.09000015258789,14.66299991607666,-0.5027772591792277
2015-04-10,66.67628479003906,53.45847702026367,12.579999923706055,14.520999908447266,-0.46093057499295603
2015-04-13,66.42058563232422,53.22807693481445,13.9399995803833,14.417999887466431,-0.4477158282647301
2015-04-14,67.87996673583984,53.47381591796875,13.670000076293945,14.320999908447266,-0.347062388122777
2015-04-15,68.85911560058594,53.66579818725586,12.84000015258789,14.179999923706054,-0.2839943950739718
2015-04-16,68.70320892333984,53.81942367553711,12.600000381469727,14.111499929428101,-0.3243681277506673
2015-04-17,68.04834747314453,53.20503234863281,13.890000343322754,14.102499961853027,-0.2865191258561436
2015-04-20,68.78427124023438,52.575294494628906,13.300000190734863,14.116499948501588,-0.11165632763310222
2015-04-21,68.43504333496094,53.29350280761719,13.25,14.10849995613098,-0.2636948741669987
2015-04-22,68.29158782958984,53.50201416015625,12.710000038146973,14.062999963760376,-0.31190276246223714
2015-04-23,68.584716796875,53.4556770324707,12.479999542236328,13.914999961853027,-0.27592724501863775
2015-04-24,68.52234649658203,53.41703796386719,12.289999961853027,13.739499950408936,-0.27559557928159073
2015-04-27,68.41632843017578,53.27033996582031,13.119999885559082,13.641999959945679,-0.26169030396129805
2015-04-28,69.30191040039062,53.108150482177734,12.40999984741211,13.536999940872192,-0.14934791511094386
2015-04-29,69.68236541748047,52.907379150390625,13.390000343322754,13.44199995994568,-0.0794971265501985
2015-04-30,69.2645034790039,51.957489013671875,14.550000190734863,13.413999986648559,0.036516591023751994
2015-05-01,68.00469970703125,52.26639175415039,12.699999809265137,13.315499973297118,-0.13617199481538975
2015-05-04,67.55565643310547,52.40541076660156,12.850000381469727,13.221000003814698,-0.20248627925755397
2015-05-05,67.35610961914062,52.03472137451172,14.3100004196167,13.197500038146973,-0.1607399759199038
2015-05-06,67.32489776611328,52.35133743286133,15.149999618530273,13.25600004196167,-0.2158959019939486
2015-05-07,67.08790588378906,52.420841217041016,15.130000114440918,13.358000040054321,-0.25025795426384095
2015-05-08,67.7614974975586,52.667972564697266,12.859999656677246,13.372000026702882,-0.22581835464764097
2015-05-11,66.95694732666016,52.382232666015625,13.850000381469727,13.367500066757202,-0.2565636860557699
2015-05-12,67.0816650390625,52.420841217041016,13.859999656677246,13.377000045776366,-0.25086143373100966
2015-05-13,67.16899108886719,52.20462417602539,13.760000228881836,13.423000049591064,-0.20681226096630798
2015-05-14,67.63673400878906,53.00003433227539,12.739999771118164,13.430000019073486,-0.29256404614142734
2015-05-15,68.0461654663086,53.00003433227539,12.380000114440918,13.354500007629394,-0.2529726945453292
2015-05-18,67.17694091796875,52.9846076965332,12.729999542236328,13.325999975204468,-0.33448495067932177
2015-05-19,66.15021514892578,53.39389419555664,12.850000381469727,13.305999994277954,-0.5011656668138631
2015-05-20,66.29511260986328,53.20082473754883,12.880000114440918,13.314499998092652,-0.4553611910143741
2015-05-21,66.44625854492188,53.14677047729492,12.109999656677246,13.296000003814697,-0.4318444048784856
2015-05-22,66.06835174560547,52.899654388427734,12.130000114440918,13.288000011444092,-0.4276942797450985
2015-05-26,65.06053161621094,51.85709762573242,14.0600004196167,13.335000038146973,-0.35346895719366067
2015-05-27,64.94715881347656,52.15827941894531,13.270000457763672,13.378000068664551,-0.4140281216947663
2015-05-28,65.02903747558594,51.99610137939453,13.3100004196167,13.374000072479248,-0.379404411387532
2015-05-29,64.87784576416016,51.57908630371094,13.84000015258789,13.3385000705719,-0.32535370708977174
2015-06-01,64.64480590820312,51.66403579711914,13.970000267028809,13.402000093460083,-0.36187708029234317
2015-06-02,64.61329650878906,51.53276443481445,14.239999771118164,13.471500062942505,-0.3433072734072862
2015-06-03,64.35504150390625,51.4091911315918,13.65999984741211,13.439000034332276,-0.3479310499061164
2015-06-04,63.8637580871582,50.907222747802734,14.710000038146973,13.41700005531311,-0.3127772278419785
2015-06-05,63.98971176147461,50.567440032958984,14.210000038146973,13.371000051498413,-0.24464502373537148
2015-06-08,63.25276565551758,50.45930862426758,15.289999961853027,13.492500066757202,-0.2981002932041097
2015-06-09,63.25276565551758,50.992183685302734,14.470000267028809,13.523500061035156,-0.38584988082742405
2015-06-10,64.1408920288086,51.79531478881836,13.220000267028809,13.491500091552734,-0.4322226979581425
2015-06-11,63.69366455078125,51.393760681152344,12.850000381469727,13.446000099182129,-0.40934415570981225
2015-06-12,62.906333923339844,51.192955017089844,13.779999732971191,13.49800009727478,-0.4524106734421562
2015-06-15,62.540992736816406,50.45930862426758,15.390000343322754,13.648500108718872,-0.3669275690846757
2015-06-16,63.01341247558594,50.95357131958008,14.8100004196167,13.75250015258789,-0.402636567000395
2015-06-17,62.8370475769043,51.285640716552734,14.5,13.835000133514404,-0.47437328669517087
2015-06-18,63.145694732666016,51.87255096435547,13.1899995803833,13.850500106811523,-0.5411752805045894
2015-06-19,62.654380798339844,51.66403579711914,13.960000038146973,13.94300012588501,-0.5543479295712854
2015-06-22,63.170867919921875,51.92660903930664,12.739999771118164,13.973500108718872,-0.5476429243667686
2015-06-23,63.04490280151367,51.74899673461914,12.109999656677246,13.8760000705719,-0.5305757764504136
2015-06-24,62.528404235839844,51.347415924072266,13.260000228881836,13.875500059127807,-0.5143912377465923
2015-06-25,61.942604064941406,51.32423400878906,14.010000228881836,13.910500049591064,-0.5672197434389951
2015-06-26,62.10636901855469,51.35512161254883,14.020000457763672,13.919500064849853,-0.5564702632005694
2015-06-29,60.90328598022461,50.505653381347656,18.850000381469727,14.1635000705719,-0.5329228136772853
2015-06-30,60.764713287353516,50.51338195800781,18.229999542236328,14.363000059127808,-0.547595246164827
2015-07-01,60.52535629272461,51.09256362915039,16.09000015258789,14.484500074386597,-0.6661156641248206
2015-07-02,60.38681411743164,51.09256362915039,16.790000915527344,14.588500118255615,-0.6795124656459899
2015-07-06,59.69392776489258,50.93812561035156,17.010000228881836,14.728500127792358,-0.7210818282506458
2015-07-07,60.00886535644531,51.98066329956055,16.09000015258789,14.768500137329102,-0.8623046169134021
2015-07-08,58.93179702758789,51.316524505615234,19.65999984741211,15.028000116348267,-0.8570903153770923
2015-07-09,59.07034683227539,51.10029220581055,19.969999313354492,15.36550006866455,-0.8080853766869632
2015-07-10,59.467166900634766,51.463253021240234,16.829999923706055,15.564500045776366,-0.82948299934588
2015-07-13,59.58683395385742,52.08104705810547,13.899999618530273,15.570500040054322,-0.9196447541374569
2015-07-14,60.18524932861328,51.949771881103516,13.369999885559082,15.469500017166137,-0.8401616247675292
2015-07-15,59.36009979248047,51.6717643737793,13.229999542236328,15.39049997329712,-0.8741721892075474
2015-07-16,59.511268615722656,52.220054626464844,12.109999656677246,15.270999956130982,-0.9498424491482071
2015-07-17,58.673519134521484,52.127384185791016,11.949999809265137,15.208999967575073,-1.0155912280684372
2015-07-20,58.54124450683594,52.35906219482422,12.25,15.123499965667724,-1.0665328428284653
2015-07-21,59.14595031738281,51.986297607421875,12.220000267028809,15.097499990463257,-0.9466749009654456
2015-07-22,58.90029525756836,52.032901763916016,12.119999885559082,15.098000001907348,-0.9781037414445304
2015-07-23,58.54124450683594,52.063961029052734,12.640000343322754,15.067000007629394,-1.0179379516483382
2015-07-24,57.06733703613281,52.032901763916016,13.739999771118164,15.053499984741212,-1.155347800426861
2015-07-27,56.14768981933594,52.2658805847168,15.600000381469727,15.132499980926514,-1.2826412626599193
2015-07-28,58.20110321044922,53.112388610839844,13.4399995803833,14.861999940872192,-1.2234756964710687
2015-07-29,58.73651123046875,53.531742095947266,12.5,14.575499963760375,-1.2407583832834106
2015-07-30,58.59791564941406,52.82503890991211,12.130000114440918,14.377499961853028,-1.1377861411373396
2015-07-31,55.73196792602539,52.82503890991211,12.119999885559082,14.143999910354614,-1.4149185936854076
2015-08-03,53.91790008544922,53.13570022583008,12.5600004196167,13.921499919891357,-1.6414931955708776
2015-08-04,53.6722526550293,53.15898132324219,13.0,13.766999912261962,-1.6690806441463126
2015-08-05,52.92900085449219,53.648250579833984,12.510000228881836,13.40949993133545,-1.8215208101359115
2015-08-06,53.65964889526367,53.31430435180664,13.770000457763672,13.099499988555909,-1.6958767566344386
2015-08-07,52.75263595581055,53.19004821777344,13.390000343322754,12.927500009536743,-1.763121920123593
2015-08-10,54.10057830810547,53.38418960571289,12.229999542236328,12.844000005722046,-1.6647477469681655
2015-08-11,54.031288146972656,53.01142501831055,13.710000038146973,12.86100001335144,-1.6100641120594454
2015-08-12,54.66747283935547,52.80949401855469,13.609999656677246,12.880000019073487,-1.5152937177816685
2015-08-13,54.07537841796875,52.545467376708984,13.489999771118164,12.949000024795533,-1.5290704908992727
2015-08-14,54.1635627746582,52.64641571044922,12.829999923706055,12.993000030517578,-1.5371665692687049
2015-08-17,53.08564376831055,52.545467376708984,13.020000457763672,13.031500053405761,-1.6247762110675616
2015-08-18,53.21959686279297,52.56875991821289,13.789999961853027,13.110000038146973,-1.6156587949111412
2015-08-19,51.605918884277344,51.830970764160156,15.25,13.26650004386902,-1.6502056178213376
2015-08-20,50.540733337402344,51.24851608276367,19.139999389648438,13.591499996185302,-1.657293354692603
2015-08-21,48.32115173339844,50.46413803100586,28.030000686645508,14.30600004196167,-1.7427581804638073
2015-08-24,45.99949264526367,48.11100769042969,40.7400016784668,15.563000106811524,-1.5797641973923124
2015-08-25,44.660072326660156,46.88395690917969,36.02000045776367,16.692000150680542,-1.5072230761931156
2015-08-26,46.61815643310547,48.32845687866211,30.31999969482422,17.583000135421752,-1.555748208859149
2015-08-27,49.520240783691406,48.996341705322266,26.100000381469727,18.281500148773194,-1.3851033157191428
