Date,META,AMD,VIX,AvgVIX,zscore
2020-01-30,207.89852905273438,48.779998779296875,15.489999771118164,13.696000051498412,0.24483538185542378
2020-01-31,200.33786010742188,47.0,18.84000015258789,14.014500045776368,0.22446796837073038
2020-02-03,202.60011291503906,48.02000045776367,17.969999313354492,14.211999988555908,0.21923063785764282
2020-02-04,208.19618225097656,49.45000076293945,16.049999237060547,14.32199993133545,0.23168961274033847
2020-02-05,208.4739990234375,49.84000015258789,15.149999618530273,14.389999914169312,0.22489158078617283
2020-02-06,209.208251953125,49.31999969482422,14.960000038146973,14.465499925613404,0.24297788874705387
2020-02-07,210.67674255371094,49.72999954223633,15.470000267028809,14.611999940872192,0.24543948177292854
2020-02-10,211.4010467529297,52.2599983215332,15.039999961853027,14.735999917984008,0.19253545947423306
2020-02-11,205.5767364501953,53.79999923706055,15.180000305175781,14.878999948501587,0.10916315647930716
2020-02-12,209.11892700195312,53.88999938964844,13.739999771118164,14.946499919891357,0.13600095455517155
2020-02-13,211.48040771484375,54.529998779296875,14.149999618530273,15.032999897003174,0.14040865044460957
2020-02-14,212.51231384277344,55.310001373291016,13.680000305175781,15.100999927520752,0.130702368087542
2020-02-18,216.10411071777344,56.88999938964844,14.829999923706055,15.237499904632568,0.12330453064735836
2020-02-19,215.7965545654297,58.900001525878906,14.380000114440918,15.313999891281128,0.07406231661034089
2020-02-20,212.9092254638672,57.27000045776367,15.5600004196167,15.446499919891357,0.08837628236869877
2020-02-21,208.54345703125,53.279998779296875,17.079999923706055,15.651499938964843,0.14548274047952012
2020-02-24,199.15713500976562,49.119998931884766,25.030000686645508,16.174999952316284,0.16553700214559305
2020-02-25,195.23788452148438,47.56999969482422,27.850000381469727,16.655999994277956,0.16956298327045263
2020-02-26,195.66452026367188,47.4900016784668,27.559999465942383,17.219999933242796,0.17490731811601817
2020-02-27,188.2725372314453,44.0099983215332,39.15999984741211,18.35849995613098,0.19544082407946503
2020-02-28,190.97137451171875,45.47999954223633,40.11000061035156,19.589499998092652,0.18330720319224728
2020-03-02,194.91043090820312,47.459999084472656,33.41999816894531,20.318499898910524,0.16944595640299803
2020-03-03,184.44259643554688,46.75,36.81999969482422,21.26099991798401,0.10045849607242806
2020-03-04,190.2668914794922,50.11000061035156,31.989999771118164,22.05799994468689,0.06991111164381557
2020-03-05,183.72817993164062,48.11000061035156,39.619998931884766,23.281499910354615,0.06300513315914992
2020-03-06,179.6799774169922,48.59000015258789,41.939998626708984,24.630499839782715,0.018782717546840185
2020-03-09,168.1802215576172,43.27000045776367,54.459999084472656,26.57999978065491,0.04854459121110434
2020-03-10,176.80255126953125,45.380001068115234,47.29999923706055,28.192999744415282,0.06991075311703819
