Date,AVGO,LRCX,VIX,AvgVIX,zscore
2020-01-30,27.060230255126953,28.93083381652832,15.489999771118164,13.696000051498412,0.15200562827048691
2020-01-31,26.198280334472656,27.745500564575195,18.84000015258789,14.014500045776368,0.1287013445233102
2020-02-03,26.20429039001465,28.69729995727539,17.969999313354492,14.211999988555908,-0.1643837954304339
2020-02-04,26.751161575317383,30.275266647338867,16.049999237060547,14.32199993133545,-0.40629232148604016
2020-02-05,27.24738121032715,30.295732498168945,15.149999618530273,14.389999914169312,-0.18715231664795642
2020-02-06,27.445695877075195,30.100351333618164,14.960000038146973,14.465499925613404,-0.036306860971881745
2020-02-07,27.06279945373535,29.344858169555664,15.470000267028809,14.611999940872192,0.024495668280666526
2020-02-10,26.974374771118164,29.757028579711914,15.039999961853027,14.735999917984008,-0.1437891088390865
2020-02-11,27.486047744750977,30.300392150878906,15.180000305175781,14.878999948501587,-0.08014153855424101
2020-02-12,27.875810623168945,31.13309669494629,13.739999771118164,14.946499919891357,-0.16182075447927927
2020-02-13,27.813138961791992,31.780651092529297,14.149999618530273,15.032999897003174,-0.3915590189961672
2020-02-14,27.280866622924805,31.56852149963379,13.680000305175781,15.100999927520752,-0.5675142149946555
2020-02-18,26.67818832397461,30.26968765258789,14.829999923706055,15.237499904632568,-0.43772015689049554
2020-02-19,27.10228729248047,31.06144905090332,14.380000114440918,15.313999891281128,-0.4910707673481282
2020-02-20,26.548553466796875,30.562753677368164,15.5600004196167,15.446499919891357,-0.5877150980461731
2020-02-21,26.14162254333496,29.475120544433594,17.079999923706055,15.651499938964843,-0.4346066588046861
2020-02-24,25.034141540527344,27.954843521118164,25.030000686645508,16.174999952316284,-0.4653899358075226
2020-02-25,24.268354415893555,27.188190460205078,27.850000381469727,16.655999994277956,-0.575118774739866
2020-02-26,24.54307746887207,27.5957088470459,27.559999465942383,17.219999933242796,-0.5769298280755832
2020-02-27,23.51888084411621,26.581567764282227,39.15999984741211,18.35849995613098,-0.7271710730639821
2020-02-28,23.40468978881836,27.300765991210938,40.11000061035156,19.589499998092652,-1.002588356199888
2020-03-02,24.464942932128906,27.942750930786133,33.41999816894531,20.318499898910524,-0.720296694523101
2020-03-03,23.544626235961914,27.117481231689453,36.81999969482422,21.26099991798401,-0.8820316686690008
2020-03-04,24.506160736083984,28.49261474609375,31.989999771118164,22.05799994468689,-0.8724617737657909
2020-03-05,23.52659797668457,27.83110237121582,39.619998931884766,23.281499910354615,-1.1120156453807186
2020-03-06,23.132543563842773,27.391952514648438,41.939998626708984,24.630499839782715,-1.1546022533836455
2020-03-09,21.267000198364258,24.897546768188477,54.459999084472656,26.57999978065491,-1.2271211492587835
2020-03-10,22.570220947265625,26.75555419921875,47.29999923706055,28.192999744415282,-1.2123519991045286
2020-03-11,21.116764068603516,25.737695693969727,53.900001525878906,30.12899980545044,-1.556509766413327
2020-03-12,18.782480239868164,22.12959861755371,75.47000122070312,33.21549987792969,-1.4959099778380873
2020-03-13,20.108016967773438,24.356048583984375,57.83000183105469,35.39949998855591,-1.5855104242240219
2020-03-16,16.10392951965332,19.8677921295166,82.69000244140625,38.850000095367434,-2.010180905887038
2020-03-17,17.12812614440918,21.3341064453125,75.91000366210938,41.9040002822876,-2.000473715620144
2020-03-18,14.411802291870117,18.06281280517578,76.44999694824219,45.007500123977664,-2.2181646528980354
2020-03-19,16.69371795654297,18.143753051757812,72.0,47.829500102996825,-1.2063329599281416
2020-03-20,16.78277015686035,17.481311798095703,66.04000091552734,50.27750015258789,-0.959979604362871
2020-03-23,16.89191436767578,17.942790985107422,61.59000015258789,52.10550012588501,-1.053806716754012
2020-03-24,18.576128005981445,21.587505340576172,61.66999816894531,53.796500015258786,-1.4212032083535318
2020-03-25,18.994342803955078,21.85987663269043,63.95000076293945,55.61600008010864,-1.3158029527330177
2020-03-26,21.231233596801758,24.367380142211914,61.0,56.708000087738036,-1.0786006661916827
2020-03-27,20.141605377197266,22.577777862548828,65.54000091552734,57.97950010299682,-1.0175655078968258
2020-03-30,20.964067459106445,23.89564323425293,57.08000183105469,59.16250028610229,-1.053396548907162
2020-03-31,20.70125961303711,22.463586807250977,53.540000915527344,59.99850034713745,-0.7277474984633909
2020-04-01,19.525192260742188,20.903305053710938,57.060001373291016,61.252000427246095,-0.7772656258267433
2020-04-02,20.69776725769043,20.644968032836914,50.90999984741211,61.81650047302246,-0.16411341487894546
2020-04-03,20.45330047607422,20.418466567993164,46.79999923706055,62.059500503540036,-0.2048122866785973
2020-04-06,22.040599822998047,23.469772338867188,45.2400016784668,61.598500633239745,-0.43182068154294023
2020-04-07,22.113067626953125,23.98175811767578,46.70000076293945,61.568500709533694,-0.5580122164334639
2020-04-08,22.796709060668945,24.96734046936035,43.349998474121094,61.041000556945804,-0.5536559988283348
2020-04-09,22.202999114990234,24.174562454223633,41.66999816894531,59.35100040435791,-0.5770669874427664
2020-04-13,22.693681716918945,24.22136688232422,41.16999816894531,58.51800022125244,-0.36862916623882536
2020-04-14,23.36684799194336,25.506467819213867,37.7599983215332,56.27150001525879,-0.4621227099625757
2020-04-15,22.477149963378906,24.598567962646484,40.84000015258789,54.51799983978272,-0.5842622187549991
2020-04-16,22.551368713378906,25.337993621826172,40.11000061035156,52.70100002288818,-0.7803456760095763
2020-04-17,23.21404457092285,26.115798950195312,38.150001525878906,51.00850009918213,-0.7209405370473043
2020-04-20,22.550493240356445,24.965469360351562,43.83000183105469,49.898000144958495,-0.6649641251171633
2020-04-21,21.62238311767578,22.803346633911133,45.40999984741211,49.089000129699706,-0.4147509003684528
2020-04-22,22.698047637939453,25.438148498535156,41.97999954223633,48.104500198364256,-0.7448171250859615
2020-04-23,22.607242584228516,24.706205368041992,41.380001068115234,46.976000213623045,-0.5585966504669294
2020-04-24,23.120628356933594,24.959857940673828,35.93000030517578,45.722500228881835,-0.4041294300799371
2020-04-27,23.438438415527344,24.748321533203125,33.290000915527344,44.11000022888184,-0.19395980700450538
2020-04-28,23.1136417388916,24.50871467590332,33.56999969482422,42.93450012207031,-0.2670904664209812
2020-04-29,24.099374771118164,26.206586837768555,31.229999542236328,41.81900005340576,-0.34683003737425544
2020-04-30,23.7152099609375,23.89377212524414,34.150001525878906,40.673500061035156,0.19740685294595342
2020-05-01,22.67447280883789,21.99747085571289,37.189998626708984,39.9875,0.3138216566389381
2020-05-04,22.897991180419922,21.950668334960938,35.970001220703125,39.44600009918213,0.42994282973806375
2020-05-05,23.125869750976562,22.726598739624023,33.61000061035156,38.86450004577637,0.29234256884987225
2020-05-06,23.06562614440918,22.890396118164062,34.119998931884766,38.235499954223634,0.21405790168582345
2020-05-07,23.377321243286133,23.17774772644043,31.440000534057617,37.64000005722046,0.2663957927751081
2020-05-08,24.0129451751709,24.840986251831055,27.979999542236328,36.95550012588501,0.03831760333077982
2020-05-11,24.04524803161621,24.544281005859375,27.56999969482422,36.275500202178954,0.14521230824784262
2020-05-12,23.438438415527344,23.959291458129883,33.040000915527344,36.03950033187866,0.051268321612637974
2020-05-13,22.975696563720703,23.23015785217285,35.279998779296875,35.76150026321411,0.06759363727999335
2020-05-14,23.27691078186035,25.177942276000977,32.61000061035156,35.38650026321411,-0.40088880427678075
2020-05-15,22.73646354675293,23.571792602539062,31.889999389648438,35.07350015640259,-0.14730181056654235
2020-05-18,23.881975173950195,24.098752975463867,29.299999237060547,34.34700002670288,0.20948377203448956
2020-05-19,23.74402618408203,24.490934371948242,30.530000686645508,33.60300006866455,0.024905824881111444
2020-05-20,24.33162498474121,25.381053924560547,27.989999771118164,32.90350008010864,0.01528622958484117
2020-05-21,23.992856979370117,24.401073455810547,29.530000686645508,32.31100006103516,0.16591232564662267
2020-05-22,24.154386520385742,24.442258834838867,28.15999984741211,31.92250003814697,0.2265170902484631
2020-05-26,24.623241424560547,24.930835723876953,28.010000228881836,31.658500003814698,0.28773406401727997
2020-05-27,25.109556198120117,25.843425750732422,27.6200008392334,31.361000061035156,0.22510347084834512
2020-05-28,24.721025466918945,24.97389030456543,28.59000015258789,31.229000091552734,0.3187895519410357
2020-05-29,25.430862426757812,25.61504364013672,27.510000228881836,30.89700002670288,0.4420974770134154
2020-06-01,25.31909942626953,25.36232566833496,28.229999542236328,30.449000072479247,0.46985216785995065
2020-06-02,26.02369499206543,25.40818977355957,26.84000015258789,29.992500019073486,0.7757922757663493
2020-06-03,27.02513885498047,26.8524112701416,25.65999984741211,29.594999980926513,0.7820261420646957
2020-06-04,26.969266891479492,27.315723419189453,25.809999465942383,29.179500007629393,0.6126398401930041
2020-06-05,27.684335708618164,28.53999137878418,24.520000457763672,28.8335000038147,0.5570950789040887
2020-06-08,27.72275161743164,27.85391616821289,25.809999465942383,28.725,0.7877827744600406
2020-06-09,27.53066635131836,28.297574996948242,27.56999969482422,28.725,0.5626042540564374
2020-06-10,27.506221771240234,28.20116424560547,27.56999969482422,28.451499938964844,0.5814598902060426
2020-06-11,25.647388458251953,26.434965133666992,40.790000915527344,28.727000045776368,0.2856659029591049
2020-06-12,26.21490478515625,26.630586624145508,36.09000015258789,28.901000022888184,0.4827679505849344
2020-06-15,26.550174713134766,27.250205993652344,34.400001525878906,29.026500129699706,0.4425513225384634
2020-06-16,27.129043579101562,28.70579719543457,33.66999816894531,29.245000076293945,0.25321766383646066
2020-06-17,27.36652374267578,29.485742568969727,33.470001220703125,29.392000102996825,0.11873288527369259
2020-06-18,27.82665252685547,29.581586837768555,32.939998626708984,29.639500045776366,0.2980444788029191
2020-06-19,26.707271575927734,29.623876571655273,35.119998931884766,29.91899995803833,-0.22378753711208416
2020-06-22,27.657291412353516,29.34666633605957,31.770000457763672,30.09949998855591,0.29409303706450773
2020-06-23,27.459697723388672,29.692468643188477,31.3700008392334,30.267500019073488,0.0968247906029136
2020-06-24,27.0777530670166,28.733985900878906,33.84000015258789,30.57849998474121,0.22114837696895942
