Date,MS,NEE,VIX,AvgVIX,zscore
2020-01-30,44.35104751586914,57.78909683227539,15.489999771118164,13.696000051498412,-0.157522263131016
2020-01-31,43.06549835205078,57.41873550415039,18.84000015258789,14.014500045776368,-0.20954280162889707
2020-02-03,43.3456916809082,57.12114334106445,17.969999313354492,14.211999988555908,-0.12449818418849068
2020-02-04,44.5158576965332,56.63515853881836,16.049999237060547,14.32199993133545,0.08321743070762586
2020-02-05,45.31520462036133,57.099727630615234,15.149999618530273,14.389999914169312,0.06991899775134106
2020-02-06,45.331668853759766,57.44655227661133,14.960000038146973,14.465499925613404,0.003938088351163688
2020-02-07,45.348167419433594,57.70560073852539,15.470000267028809,14.611999940872192,-0.044938216643258595
2020-02-10,45.611854553222656,58.176605224609375,15.039999961853027,14.735999917984008,-0.11123242049933521
2020-02-11,45.96620559692383,58.264366149902344,15.180000305175781,14.878999948501587,-0.09410225203904679
2020-02-12,46.29583740234375,57.85976028442383,13.739999771118164,14.946499919891357,0.01656716913039093
2020-02-13,46.08982467651367,58.975154876708984,14.149999618530273,15.032999897003174,-0.22064307287051935
2020-02-14,46.01565170288086,59.62812423706055,13.680000305175781,15.100999927520752,-0.35502473509236454
2020-02-18,45.751956939697266,60.381717681884766,14.829999923706055,15.237499904632568,-0.5273176481324696
2020-02-19,46.40296936035156,58.80387496948242,14.380000114440918,15.313999891281128,-0.15702473135732878
2020-02-20,44.293365478515625,59.309139251708984,15.5600004196167,15.446499919891357,-0.45924138920509117
2020-02-21,43.197357177734375,59.42901611328125,17.079999923706055,15.651499938964843,-0.5884655495112349
2020-02-24,40.93943405151367,58.647605895996094,25.030000686645508,16.174999952316284,-0.6543284269532524
2020-02-25,39.57971954345703,57.874732971191406,27.850000381469727,16.655999994277956,-0.635092289771638
2020-02-26,38.92871856689453,57.69062042236328,27.559999465942383,17.219999933242796,-0.6621052854429855
2020-02-27,37.42067337036133,55.060787200927734,39.15999984741211,18.35849995613098,-0.2954086391003233
2020-02-28,37.1075439453125,54.39580154418945,40.11000061035156,19.589499998092652,-0.19609727650781736
2020-03-02,38.30242156982422,57.75087356567383,33.41999816894531,20.318499898910524,-0.7343413658063856
2020-03-03,36.58838653564453,57.062217712402344,36.81999969482422,21.26099991798401,-0.7657386365861774
2020-03-04,37.28059768676758,60.73581314086914,31.989999771118164,22.05799994468689,-1.4145951014272582
2020-03-05,35.09681701660156,59.431644439697266,39.619998931884766,23.281499910354615,-1.3714480331753274
2020-03-06,34.47878646850586,58.497642517089844,41.939998626708984,24.630499839782715,-1.249176554875564
2020-03-09,30.9023494720459,56.22936248779297,54.459999084472656,26.57999978065491,-1.1527166988940614
2020-03-10,32.55046081542969,55.03495407104492,47.29999923706055,28.192999744415282,-0.7608130341301996
2020-03-11,30.383182525634766,51.9209098815918,53.900001525878906,30.12899980545044,-0.3634568871550548
2020-03-12,25.8013973236084,44.954647064208984,75.47000122070312,33.21549987792969,0.5511916958459792
2020-03-13,30.9023494720459,47.68132781982422,57.83000183105469,35.39949998855591,0.5126826909984634
2020-03-16,26.081581115722656,43.3363037109375,82.69000244140625,38.850000095367434,0.8935551517470788
2020-03-17,27.845077514648438,47.72437286376953,75.91000366210938,41.9040002822876,0.20897958957408916
2020-03-18,25.339929580688477,45.33125305175781,76.44999694824219,45.007500123977664,0.4332427725814229
2020-03-19,25.480012893676758,44.569435119628906,72.0,47.829500102996825,0.5951978200983297
2020-03-20,24.44993782043457,41.2659912109375,66.04000091552734,50.27750015258789,1.139302366663389
2020-03-23,22.91717529296875,39.09455871582031,61.59000015258789,52.10550012588501,1.4143019945131052
2020-03-24,27.375354766845703,44.44676208496094,61.66999816894531,53.796500015258786,0.8021782556951872
2020-03-25,28.009885787963867,45.251644134521484,63.95000076293945,55.61600008010864,0.7066568483131426
2020-03-26,29.427268981933594,49.73440933227539,61.0,56.708000087738036,-0.02980093788764307
2020-03-27,28.02635955810547,49.917327880859375,65.54000091552734,57.97950010299682,-0.2007592816578933
2020-03-30,28.710344314575195,52.943153381347656,57.08000183105469,59.16250028610229,-0.7242064351514638
2020-03-31,28.018125534057617,51.78316879272461,53.540000915527344,59.99850034713745,-0.5650733302717768
2020-04-01,26.056861877441406,46.964691162109375,57.060001373291016,61.252000427246095,0.18425470305147823
2020-04-02,27.935720443725586,48.73368453979492,50.90999984741211,61.81650047302246,0.02109271250243177
2020-04-03,27.894514083862305,47.69854736328125,46.79999923706055,62.059500503540036,0.21878644659838534
2020-04-06,30.498552322387695,50.46826171875,45.2400016784668,61.598500633239745,-0.06929573199639302
2020-04-07,30.440876007080078,49.17271423339844,46.70000076293945,61.568500709533694,0.1775423970677871
2020-04-08,32.44334411621094,50.25090408325195,43.349998474121094,61.041000556945804,0.16090855439988777
2020-04-09,33.85248947143555,52.786041259765625,41.66999816894531,59.35100040435791,-0.19689183358786308
2020-04-13,32.616397857666016,50.83412170410156,41.16999816894531,58.51800022125244,0.0639973335931091
2020-04-14,32.84714126586914,52.16194152832031,37.7599983215332,56.27150001525879,-0.17241097282749016
2020-04-15,31.644001007080078,51.051475524902344,40.84000015258789,54.51799983978272,-0.07227787198185016
2020-04-16,31.61103630065918,51.107421875,40.11000061035156,52.70100002288818,-0.08636202707018417
2020-04-17,32.21259307861328,52.996944427490234,38.150001525878906,51.00850009918213,-0.3963872831320676
2020-04-20,31.61103630065918,51.135406494140625,43.83000183105469,49.898000144958495,-0.09181422391466004
2020-04-21,30.44911003112793,50.664100646972656,45.40999984741211,49.089000129699706,-0.1122265753510437
2020-04-22,31.157806396484375,53.19279098510742,41.97999954223633,48.104500198364256,-0.5364306972649823
