Date,XOM,BP,VIX,AvgVIX,zscore
2020-03-27,28.179819107055664,16.182619094848633,65.54000091552734,57.97950010299682,-0.6590744027332708
2020-03-30,28.599275588989258,17.319377899169922,57.08000183105469,59.16250028610229,-1.1030342282637522
2020-03-31,28.957727432250977,17.659683227539062,53.540000915527344,59.99850034713745,-1.2136671831883161
2020-04-01,28.622154235839844,17.645206451416016,57.060001373291016,61.252000427246095,-1.2395967850246477
2020-04-02,30.81095314025879,18.847135543823242,50.90999984741211,61.81650047302246,-1.542087916669289
2020-04-03,29.90340232849121,17.89862632751465,46.79999923706055,62.059500503540036,-1.2249737914637848
2020-04-06,30.864337921142578,18.137561798095703,45.2400016784668,61.598500633239745,-1.234817610330234
2020-04-07,31.45157241821289,17.95655059814453,46.70000076293945,61.568500709533694,-1.1015724875105521
2020-04-08,33.44208908081055,18.38374137878418,43.349998474121094,61.041000556945804,-1.09311322163159
2020-04-09,32.89298629760742,18.028955459594727,41.66999816894531,59.35100040435791,-0.9945478082018031
2020-04-13,32.61079788208008,18.036191940307617,41.16999816894531,58.51800022125244,-1.0246180267047038
2020-04-14,32.359127044677734,17.695892333984375,37.7599983215332,56.27150001525879,-0.9037749205300948
2020-04-15,30.871965408325195,16.537403106689453,40.84000015258789,54.51799983978272,-0.5526772677580379
2020-04-16,29.857650756835938,15.820587158203125,40.11000061035156,52.70100002288818,-0.3444382439939331
2020-04-17,32.96162033081055,16.9645938873291,38.150001525878906,51.00850009918213,-0.5347363699396394
2020-04-20,31.405813217163086,16.182619094848633,43.83000183105469,49.898000144958495,-0.35053873925200746
2020-04-21,31.238035202026367,15.668534278869629,45.40999984741211,49.089000129699706,-0.14766746802340056
2020-04-22,32.13033676147461,16.89218521118164,41.97999954223633,48.104500198364256,-0.5834062618367019
2020-04-23,33.137027740478516,16.928390502929688,41.380001068115234,46.976000213623045,-0.5025434863309264
2020-04-24,33.35056686401367,16.935632705688477,35.93000030517578,45.722500228881835,-0.4852045158345881
2020-04-27,33.510711669921875,17.60176658630371,33.290000915527344,44.11000022888184,-0.7535543351533625
2020-04-28,34.2962532043457,17.49315643310547,33.56999969482422,42.93450012207031,-0.6321742584037968
2020-04-29,36.19523620605469,18.412700653076172,31.229999542236328,41.81900005340576,-0.8421328804963415
2020-04-30,35.44022750854492,17.232494354248047,34.150001525878906,40.673500061035156,-0.41176377270660836
2020-05-01,32.900604248046875,16.53015899658203,37.189998626708984,39.9875,-0.35557242274944434
2020-05-04,34.22761535644531,16.83426284790039,35.970001220703125,39.44600009918213,-0.35815587270000104
2020-05-05,34.18947219848633,17.283174514770508,33.61000061035156,38.86450004577637,-0.552968242175996
2020-05-06,33.548858642578125,17.073196411132812,34.119998931884766,38.235499954223634,-0.5248198580634751
2020-05-07,33.73952102661133,17.420751571655273,31.440000534057617,37.64000005722046,-0.6545875446116562
2020-05-08,35.219051361083984,17.866863250732422,27.979999542236328,36.95550012588501,-0.7030565292413262
2020-05-11,34.88349533081055,17.472795486450195,27.56999969482422,36.275500202178954,-0.5673396363584908
2020-05-12,34.3004150390625,17.145641326904297,33.040000915527344,36.03950033187866,-0.48379054445879127
2020-05-13,32.59782791137695,16.528518676757812,35.279998779296875,35.76150026321411,-0.38383158747271967
2020-05-14,32.88548278808594,16.461606979370117,32.61000061035156,35.38650026321411,-0.32782648693373473
2020-05-15,32.652259826660156,16.223676681518555,31.889999389648438,35.07350015640259,-0.2488119163679586
2020-05-18,35.24888229370117,17.4802303314209,29.299999237060547,34.34700002670288,-0.5355598984873108
2020-05-19,34.16047286987305,17.034114837646484,30.530000686645508,33.60300006866455,-0.449682293131485
2020-05-20,35.27220916748047,17.56201934814453,27.989999771118164,32.90350008010864,-0.5681579023127248
2020-05-21,34.64249038696289,17.383573532104492,29.530000686645508,32.31100006103516,-0.5523952314646787
2020-05-22,34.673583984375,17.086166381835938,28.15999984741211,31.92250003814697,-0.4227736995456051
2020-05-26,35.69202423095703,17.294347763061523,28.010000228881836,31.658500003814698,-0.41402143766707394
2020-05-27,35.948577880859375,17.792509078979492,27.6200008392334,31.361000061035156,-0.6016213075303989
2020-05-28,35.015647888183594,17.294347763061523,28.59000015258789,31.229000091552734,-0.4787104037835322
2020-05-29,35.34995651245117,17.205129623413086,27.510000228881836,30.89700002670288,-0.4087443507009123
2020-06-01,35.97967529296875,17.7255916595459,28.229999542236328,30.449000072479247,-0.5701510524268906
2020-06-02,36.780426025390625,18.550907135009766,26.84000015258789,29.992500019073486,-0.8450188234462673
2020-06-03,38.280879974365234,19.257253646850586,25.65999984741211,29.594999980926513,-1.0023049455613413
2020-06-04,38.17203903198242,19.101112365722656,25.809999465942383,29.179500007629393,-0.9462234150213151
2020-06-05,41.266231536865234,20.603029251098633,24.520000457763672,28.8335000038147,-1.2898689220523643
2020-06-08,42.55677032470703,21.10118865966797,25.809999465942383,28.725,-1.3785771325057332
2020-06-09,41.60830307006836,20.327922821044922,27.56999969482422,28.725,-1.14000183589735
2020-06-10,39.3770637512207,19.614145278930664,27.56999969482422,28.451499938964844,-1.049443959477075
2020-06-11,35.90193557739258,17.89659881591797,40.790000915527344,28.727000045776368,-0.6504077263896633
2020-06-12,36.67158508300781,18.402202606201172,36.09000015258789,28.901000022888184,-0.7921041561156381
2020-06-15,36.648258209228516,18.112228393554688,34.400001525878906,29.026500129699706,-0.6708526635899175
2020-06-16,37.47234344482422,18.253494262695312,33.66999816894531,29.245000076293945,-0.6521933394719617
2020-06-17,36.25177764892578,17.621503829956055,33.470001220703125,29.392000102996825,-0.4998023354734361
2020-06-18,36.47722625732422,17.614063262939453,32.939998626708984,29.639500045776366,-0.4750718320150079
2020-06-19,35.74644088745117,17.59919548034668,35.119998931884766,29.91899995803833,-0.5386332145004085
2020-06-22,36.08851623535156,17.747896194458008,31.770000457763672,30.09949998855591,-0.5692396041158801
2020-06-23,36.30619430541992,17.9709529876709,31.3700008392334,30.267500019073488,-0.6434071693184523
2020-06-24,34.59583282470703,17.205129623413086,33.84000015258789,30.57849998474121,-0.48086911113245806
2020-06-25,35.11671829223633,17.472795486450195,32.220001220703125,30.760000038146973,-0.5450340776108425
2020-06-26,33.91169738769531,16.922588348388672,34.72999954223633,31.121000003814697,-0.4259829133909249
2020-06-29,34.45591354370117,17.457927703857422,31.780000686645508,31.298500061035156,-0.6019024790496678
2020-06-30,34.76687240600586,17.338958740234375,30.43000030517578,31.47800006866455,-0.5215005313998483
2020-07-01,33.9816780090332,17.257169723510742,28.6200008392334,31.626000118255615,-0.5617679122373523
2020-07-02,34.26932144165039,17.40587615966797,27.68000030517578,31.719500160217287,-0.5975826336776989
2020-07-06,34.51032638549805,17.57689094543457,27.940000534057617,31.890500164031984,-0.6473576605280608
2020-07-07,33.616268157958984,17.115907669067383,29.43000030517578,32.07150020599365,-0.536560921416986
2020-07-08,33.538536071777344,17.219999313354492,28.079999923706055,32.097000217437746,-0.5883215946118995
2020-07-09,32.15468978881836,16.394681930541992,29.260000228881836,32.18150024414062,-0.36922055663240155
2020-07-10,33.1575927734375,16.69952964782715,27.290000915527344,31.506500244140625,-0.4031186345057558
2020-07-13,33.16535949707031,16.69952964782715,32.189998626708984,31.31150016784668,-0.402375821237245
2020-07-14,34.261539459228516,17.309223175048828,29.520000457763672,31.067500114440918,-0.557168243500251
2020-07-15,34.6969108581543,17.70328712463379,27.760000228881836,30.772000217437743,-0.6833371209794031
2020-07-16,34.424800872802734,17.636367797851562,28.0,30.49850015640259,-0.6808649582851724
2020-07-17,33.83395004272461,17.286914825439453,25.68000030517578,30.13550024032593,-0.5885633282121359
2020-07-20,33.04096984863281,17.056419372558594,24.459999084472656,29.602500247955323,-0.5662502656948748
2020-07-21,34.71246337890625,17.911474227905273,24.84000015258789,29.256000232696532,-0.7705039711695443
2020-07-22,33.90392303466797,17.43562126159668,24.31999969482422,28.903500175476076,-0.6451961576654949
2020-07-23,33.97389602661133,17.26460838317871,26.079999923706055,28.515500164031984,-0.5656798602978219
2020-07-24,33.76397705078125,17.048992156982422,25.84000015258789,28.19650011062622,-0.4939386991641224
2020-07-27,34.261539459228516,17.205129623413086,24.739999771118164,27.697000122070314,-0.5128410930378632
2020-07-28,33.85727310180664,16.96719741821289,25.440000534057617,27.380000114440918,-0.45018438477290473
2020-07-29,34.230438232421875,17.26460838317871,24.100000381469727,27.063500118255615,-0.541144037547027
2020-07-30,32.55118942260742,16.68465805053711,24.760000228881836,26.870500087738037,-0.45478243506035926
2020-07-31,32.714454650878906,16.387250900268555,24.459999084472656,26.70950002670288,-0.3125199433537814
2020-08-03,32.84661102294922,16.42443084716797,24.280000686645508,26.526500034332276,-0.3157131345224118
2020-08-04,33.795082092285156,17.6512393951416,23.760000228881836,26.243000030517578,-0.747424486392047
2020-08-05,34.09050750732422,17.80738067626953,22.989999771118164,25.988500022888182,-0.7856609861907194
2020-08-06,33.927242279052734,17.294347763061523,22.649999618530273,25.657999992370605,-0.5828060516019146
2020-08-07,33.77175521850586,17.086166381835938,22.209999084472656,25.403999900817873,-0.509025046301678
2020-08-10,34.603599548339844,17.472795486450195,22.1299991607666,24.90099992752075,-0.5941090066681379
2020-08-11,34.961246490478516,17.70328712463379,24.030000686645508,24.626499938964844,-0.6580559310834376
2020-08-12,34.95329666137695,18.03787612915039,22.280000686645508,24.352499961853027,-0.8012974854399304
2020-08-13,34.097110748291016,17.66498565673828,22.1299991607666,24.058999919891356,-0.724392018927752
2020-08-14,34.24774169921875,17.31846809387207,22.049999237060547,23.877499866485596,-0.5624247200615464
2020-08-17,33.803794860839844,17.13767433166504,21.350000381469727,23.72199993133545,-0.5278948809676658
2020-08-18,33.637298583984375,16.843889236450195,21.510000228881836,23.555499935150145,-0.4187133560823071
2020-08-19,33.26470184326172,16.753490447998047,22.540000915527344,23.466499996185302,-0.4158533128703994
2020-08-20,32.75733947753906,16.542564392089844,22.719999313354492,23.298499965667723,-0.3745570438237069
2020-08-21,32.51157760620117,16.165910720825195,22.540000915527344,23.133500003814696,-0.2376678028257742
2020-08-24,33.4708251953125,16.504898071289062,22.3700008392334,23.01500005722046,-0.2902791099910681
2020-08-25,32.408512115478516,16.286441802978516,22.030000686645508,22.844500064849854,-0.2988519380007438
2020-08-26,31.718793869018555,16.105648040771484,23.270000457763672,22.803000068664552,-0.28782779726490737
2020-08-27,31.504749298095703,15.92485523223877,24.469999313354492,22.788500022888183,-0.23131039834025016
2020-08-28,32.25788497924805,16.105648040771484,22.959999084472656,22.713500022888184,-0.23626885831632738
2020-08-31,31.663297653198242,15.766661643981934,26.40999984741211,22.819999980926514,-0.1487816703362616
2020-09-01,31.258987426757812,15.646129608154297,26.1200008392334,22.938000011444093,-0.13612279220471096
2020-09-02,31.068721771240234,15.49547004699707,26.56999969482422,23.117000007629393,-0.09016309440721264
2020-09-03,31.00530433654785,15.525605201721191,33.599998474121094,23.664499950408935,-0.10906110957201445
2020-09-04,30.981521606445312,15.472872734069824,30.75,24.091499996185302,-0.08888013164894744
2020-09-08,30.268022537231445,15.179084777832031,31.459999084472656,24.557999992370604,-0.032013004545841404
2020-09-09,30.0856876373291,15.307145118713379,28.809999465942383,24.79699993133545,-0.10398476110171673
2020-09-10,29.332563400268555,14.99828815460205,29.709999084472656,25.168499851226805,-0.04449042511516173
2020-09-11,29.25328254699707,15.111284255981445,26.8700008392334,25.405499935150146,-0.10019109309558465
2020-09-14,29.063011169433594,14.945556640625,25.850000381469727,25.595499992370605,-0.04781536924261341
2020-09-15,28.75383949279785,14.809964179992676,25.59000015258789,25.807499980926515,-0.019644068994452715
2020-09-16,29.974700927734375,15.035951614379883,26.040000915527344,26.03400001525879,0.0008853333627609902
2020-09-17,29.96677017211914,14.734635353088379,26.459999084472656,26.229999923706053,0.12843921101485806
2020-09-18,29.48318099975586,14.222387313842773,25.829999923706055,26.385499954223633,0.30032397566141666
2020-09-21,28.88067626953125,13.800532341003418,27.780000686645508,26.64749994277954,0.42234265576957214
2020-09-22,28.167179107666016,13.921065330505371,26.860000610351562,26.87199993133545,0.30277572308508227
2020-09-23,27.26342010498047,13.536877632141113,28.579999923706055,27.199499893188477,0.3799420814449993
2020-09-24,27.207923889160156,13.506746292114258,28.510000228881836,27.461499881744384,0.3874655121350005
2020-09-25,27.46161651611328,13.454015731811523,26.3799991607666,27.55699987411499,0.4341835574659989
2020-09-28,27.992767333984375,13.695073127746582,26.190000534057617,27.71849994659424,0.38233131161542494
2020-09-29,27.17621612548828,13.31088638305664,26.270000457763672,27.711499977111817,0.46783786019484797
2020-09-30,27.215856552124023,13.152693748474121,26.3700008392334,27.723999977111816,0.5389937693200243
2020-10-01,26.264530181884766,12.678112030029297,26.700000762939453,27.73050003051758,0.6501041094548513
2020-10-02,26.145610809326172,12.693180084228516,27.6299991607666,27.432000064849852,0.6323140288549491
2020-10-05,26.74811553955078,12.949300765991211,27.959999084472656,27.292500019073486,0.5808715635255945
2020-10-06,26.47064781188965,12.753442764282227,29.479999542236328,27.19350004196167,0.6377384955214959
2020-10-07,26.55785369873047,12.82877254486084,28.059999465942383,27.15600004196167,0.6140005100942765
2020-10-08,27.9531307220459,13.175292015075684,26.360000610351562,26.988500118255615,0.5998837980559721
2020-10-09,27.540895462036133,13.077363014221191,25.0,26.895000076293947,0.6021594559944438
2020-10-12,27.453691482543945,12.986968994140625,25.06999969482422,26.85600004196167,0.6323125727072411
2020-10-13,27.128650665283203,12.565118789672852,26.06999969482422,26.880000019073485,0.7808660073680552
2020-10-14,27.073156356811523,12.497320175170898,26.399999618530273,26.897999954223632,0.8044298354280046
2020-10-15,27.310985565185547,12.384322166442871,26.969999313354492,26.923499965667723,0.8752949583011089
2020-10-16,27.03351402282715,12.241195678710938,27.40999984741211,27.002499961853026,0.9097063616414842
2020-10-19,26.494428634643555,12.075468063354492,29.18000030517578,27.07249994277954,0.9287213419453431
2020-10-20,26.71640968322754,12.16586685180664,29.350000381469727,27.196999931335448,0.9114563398529781
2020-10-21,26.288307189941406,11.92480754852295,28.649999618530273,27.20049991607666,0.9731649903783747
2020-10-22,27.63602638244629,12.128199577331543,28.110000610351562,27.180499935150145,1.015449148254261
2020-10-23,27.08108139038086,12.090535163879395,27.549999237060547,27.238999938964845,0.9784129328622225
2020-10-26,26.43893814086914,11.90220832824707,32.459999084472656,27.552499866485597,0.997195050252353
2020-10-27,26.01876449584961,11.585821151733398,33.349998474121094,27.906499767303465,1.0917396068407093
2020-10-28,25.027807235717773,11.224234580993652,40.279998779296875,28.60199966430664,1.1509418271077918
2020-10-29,26.13768768310547,11.495427131652832,37.59000015258789,29.146499633789062,1.1416068271703925
2020-10-30,25.860210418701172,11.661150932312012,38.02000045776367,29.665999698638917,1.0444970175740147
2020-11-02,26.946311950683594,12.128199577331543,37.130001068115234,30.124499797821045,0.9494845207461781
2020-11-03,26.48650550842285,12.188465118408203,35.54999923706055,30.427999782562257,0.8798449559670092
2020-11-04,26.34380340576172,12.150800704956055,29.56999969482422,30.50349979400635,0.8822358532901742
2020-11-05,26.29623794555664,12.162322044372559,27.579999923706055,30.56449975967407,0.8727804273674514
2020-11-06,25.98705291748047,12.016345977783203,24.860000610351562,30.55749979019165,0.9053722006931737
2020-11-09,29.277069091796875,13.891019821166992,25.75,30.59149980545044,0.4217207130633015
2020-11-10,29.926576614379883,14.67469310760498,24.799999237060547,30.527999782562254,0.15012085780809037
2020-11-11,29.618059158325195,14.50566577911377,23.450000762939453,30.380499839782715,0.19259261688518298
2020-11-12,28.603193283081055,14.044683456420898,25.350000381469727,30.299499893188475,0.29183484703506984
2020-11-13,29.293302536010742,14.444198608398438,23.100000381469727,30.083999919891358,0.18770788567651053
2020-11-16,30.98204803466797,15.181775093078613,22.450000762939453,29.74749994277954,0.0351311026260787
2020-11-17,31.3961181640625,15.404583930969238,22.709999084472656,29.415499877929687,-0.02014784024077612
2020-11-18,30.210739135742188,15.028116226196289,23.84000015258789,29.174999904632568,0.02679676180194182
2020-11-19,30.364999771118164,15.00506591796875,23.110000610351562,28.924999904632568,0.05136605756911491
2020-11-20,29.991527557373047,14.974332809448242,23.700000762939453,28.732499980926512,0.028734364233031637
2020-11-23,31.956323623657227,15.681177139282227,22.65999984741211,28.242500019073486,-0.0843538399703214
2020-11-24,34.0835075378418,16.79522705078125,21.639999389648438,27.657000064849854,-0.3553154293469137
2020-11-25,33.133583068847656,16.44948959350586,21.25,26.70550012588501,-0.29893799198767196
2020-11-27,32.63019561767578,16.21131134033203,20.84000015258789,25.86800012588501,-0.2456564969276376
2020-11-30,30.957691192626953,15.028116226196289,20.56999969482422,24.995500087738037,0.09823562393054049
2020-12-01,31.258094787597656,15.550562858581543,20.770000457763672,24.17750005722046,-0.09551206368479782
2020-12-02,32.42722702026367,16.188261032104492,21.170000076293945,23.458500099182128,-0.25525278069697044
2020-12-03,32.64643478393555,16.411069869995117,21.280000686645508,23.044000148773193,-0.3291684560697537
2020-12-04,33.83993148803711,17.110231399536133,20.790000915527344,22.704500198364258,-0.5127524704902034
2020-12-07,33.2066535949707,16.65692710876465,21.299999237060547,22.526500129699706,-0.38028458763556966
2020-12-08,34.294593811035156,16.741443634033203,20.68000030517578,22.273000144958495,-0.31222392873899885
2020-12-09,34.74925994873047,16.825956344604492,22.270000457763672,22.146500205993654,-0.3047282897413304
2020-12-10,35.73165512084961,17.217790603637695,22.520000457763672,22.100000190734864,-0.377630054078458
2020-12-11,35.5611572265625,16.925838470458984,23.309999465942383,21.998000144958496,-0.2696117935684454
2020-12-14,34.27836227416992,16.411069869995117,24.719999313354492,22.079000091552736,-0.17309010819700776
2020-12-15,34.944122314453125,16.856691360473633,22.889999389648438,22.101000022888183,-0.29917974234856687
2020-12-16,35.47997283935547,16.77217674255371,22.5,22.09050006866455,-0.21194106829908874
2020-12-17,35.30134582519531,16.825956344604492,21.93000030517578,21.995000076293945,-0.2519265249581817
2020-12-18,34.69242477416992,16.703025817871094,21.56999969482422,21.91800003051758,-0.2578153544618808
2020-12-21,34.059139251708984,15.888623237609863,25.15999984741211,21.99099998474121,0.028421729303977822
2020-12-22,33.48269271850586,15.73495864868164,24.229999542236328,22.069499969482422,0.038726557659180386
2020-12-23,33.91299819946289,16.295822143554688,23.309999465942383,22.15299997329712,-0.15895666885173007
2020-12-24,33.77497863769531,16.180578231811523,21.530000686645508,22.167000007629394,-0.12308151291244765
2020-12-28,33.88864517211914,16.12679672241211,21.700000762939453,22.210000038146973,-0.08930809626339815
2020-12-29,33.507049560546875,16.188261032104492,23.079999923706055,22.335500049591065,-0.15197802180498746
2020-12-30,33.77497863769531,16.157529830932617,22.770000457763672,22.435500049591063,-0.1132665924142798
2020-12-31,33.46645736694336,15.765693664550781,22.75,22.514500045776366,0.02408561553679059
2021-01-04,33.69378662109375,16.003864288330078,26.969999313354492,22.798999977111816,-0.055594972375026815
2021-01-05,35.31759262084961,17.194746017456055,25.34000015258789,23.026499938964843,-0.40741789919683097
2021-01-06,36.21879959106445,17.986099243164062,25.06999969482422,23.214999961853028,-0.6582155173048495
2021-01-07,36.50295639038086,18.37026023864746,22.3700008392334,23.299499988555908,-0.7946295640201507
2021-01-08,36.90890884399414,18.746728897094727,21.559999465942383,23.263999938964844,-0.9161193131616758
2021-01-11,38.029327392578125,18.731359481811523,24.079999923706055,23.34199991226196,-0.8024170272865327
2021-01-12,38.87369918823242,19.215396881103516,23.329999923706055,23.342999935150146,-0.9277831583542306
2021-01-13,39.31212615966797,19.038686752319336,22.209999084472656,23.217499923706054,-0.81060162666153
2021-01-14,40.846614837646484,19.568817138671875,23.25,23.235499954223634,-0.88959285619888
2021-01-15,38.8818244934082,18.6391658782959,24.34000015258789,23.32749996185303,-0.6816241032472109
2021-01-19,39.65312576293945,18.93880271911621,23.239999771118164,23.392999935150147,-0.735453685818357
2021-01-20,40.21332931518555,19.061729431152344,21.579999923706055,23.39349994659424,-0.7342225974119604
2021-01-21,39.06044006347656,18.45477294921875,21.31999969482422,23.201499938964844,-0.5860194216103263
2021-01-22,38.50834655761719,18.339523315429688,21.90999984741211,23.085499954223632,-0.5897440646838015
2021-01-25,38.078041076660156,17.724872589111328,23.190000534057617,23.079500007629395,-0.36915610811261895
2021-01-26,37.241783142089844,17.69414520263672,23.020000457763672,23.153999996185302,-0.43605129209524085
2021-01-27,36.819602966308594,17.463653564453125,37.209999084472656,23.929499912261964,-0.3782763578878964
2021-01-28,37.396053314208984,17.563535690307617,30.209999084472656,24.285999870300294,-0.3656781219044792
2021-01-29,36.40553283691406,17.071813583374023,33.09000015258789,24.801999855041505,-0.2510172702454613
2021-02-01,36.47047805786133,17.064132690429688,30.239999771118164,25.176499843597412,-0.24153504942745285
2021-02-02,37.04692840576172,15.942401885986328,25.559999465942383,25.105999851226805,0.2912742785706034
2021-02-03,38.50022888183594,16.341922760009766,22.90999984741211,24.984499835968016,0.26013686451598017
2021-02-04,39.23906326293945,16.12679672241211,21.770000457763672,24.81949987411499,0.42240852168741067
2021-02-05,40.55434036254883,15.988499641418457,20.8700008392334,24.74449987411499,0.607094636222557
2021-02-08,42.2999153137207,16.925838470458984,21.239999771118164,24.72849988937378,0.3748863445238934
2021-02-09,41.804508209228516,16.695343017578125,21.6299991607666,24.605999851226805,0.42565944369966
2021-02-10,42.20908737182617,16.580097198486328,21.989999771118164,24.538999843597413,0.5134298207532481
2021-02-11,41.15220260620117,16.41874885559082,21.25,24.49099988937378,0.4810573465216524
2021-02-12,41.71367263793945,16.833635330200195,19.969999313354492,24.326999855041503,0.35808154976821804
2021-02-16,42.968719482421875,17.809391021728516,21.459999084472656,24.18299980163574,0.06259948949955702
2021-02-17,43.63752365112305,18.11671257019043,21.5,24.095999813079835,-0.004305418601416402
2021-02-18,42.952205657958984,17.489850997924805,22.489999771118164,24.14149980545044,0.19709287692599478
2021-02-19,43.2411994934082,17.809123992919922,22.049999237060547,24.177999782562257,0.08877332320262657
2021-02-22,44.834774017333984,18.40094566345215,23.450000762939453,24.254999828338622,-0.01083749523026308
2021-02-23,45.45404052734375,18.8681697845459,23.110000610351562,24.25099983215332,-0.150573047835987
2021-02-24,46.8164176940918,19.701391220092773,21.34000015258789,24.16699981689453,-0.37509326085465344
2021-02-25,46.04026794433594,19.927217483520508,28.889999389648438,23.75099983215332,-0.5454903575164949
2021-02-26,44.89256286621094,19.008338928222656,27.950000762939453,23.63799991607666,-0.263962611616553
2021-03-01,46.5687141418457,19.14072036743164,23.350000381469727,23.15099992752075,-0.16002793073573124
2021-03-02,46.296226501464844,19.288673400878906,24.100000381469727,22.84399995803833,-0.24909303484716694
2021-03-03,46.66779708862305,19.919435501098633,26.670000076293945,22.89949998855591,-0.4821592856515496
2021-03-04,48.476051330566406,20.269853591918945,28.56999969482422,23.182499980926515,-0.4584388401836371
2021-03-05,50.3090705871582,20.846099853515625,24.65999984741211,23.326999950408936,-0.5285164215832838
2021-03-08,50.259525299072266,20.666994094848633,25.469999313354492,23.55699987411499,-0.45698464287868873
2021-03-09,49.4833869934082,20.332149505615234,24.030000686645508,23.69649991989136,-0.3886248253266732
2021-03-10,51.00265121459961,20.752649307250977,22.559999465942383,23.742999935150145,-0.42238709130025087
2021-03-11,50.622833251953125,20.752649307250977,21.90999984741211,23.738999938964845,-0.45871306807127865
2021-03-12,51.167789459228516,20.99405288696289,20.690000534057617,23.710999965667725,-0.5093923784300252
2021-03-15,49.863189697265625,20.62805938720703,20.030000686645508,23.714000034332276,-0.4783104366729816
2021-03-16,48.80632400512695,20.30878448486328,19.790000915527344,23.63050012588501,-0.4434297127970193
2021-03-17,49.02100372314453,20.61248207092285,19.229999542236328,23.517000102996825,-0.5522240802410794
2021-03-18,46.90724563598633,19.78704833984375,21.579999923706055,23.47150011062622,-0.40288262054895163
2021-03-19,46.64301681518555,19.81041145324707,20.950000762939453,23.416500186920167,-0.43810253247403264
2021-03-22,46.164119720458984,19.740327835083008,18.8799991607666,23.188000106811522,-0.4540601102380397
