Date,GOOGL,XLF,VIX,AvgVIX,zscore
2023-04-21,104.54592895507812,31.650104522705078,16.770000457763672,18.51949996948242,-0.9427834398906357
2023-04-24,105.1013412475586,31.573883056640625,16.889999389648438,18.276999950408936,-0.8912513549508402
2023-04-25,102.99872589111328,31.03082275390625,18.760000228881836,18.18499994277954,-0.9504949308125175
2023-04-26,102.85987091064453,30.7354736328125,18.84000015258789,18.12849998474121,-0.9120212463842104
2023-04-27,106.70804595947266,31.23089599609375,17.030000686645508,18.023999977111817,-0.7221698858068155
2023-04-28,106.46009826660156,31.60247039794922,15.779999732971191,17.86199994087219,-0.8003120632864966
2023-05-01,106.32125091552734,31.516725540161133,16.079999923706055,17.73099989891052,-0.7960759429707863
2023-05-02,104.4566650390625,30.802169799804688,17.780000686645508,17.692499971389772,-0.8105574140356557
2023-05-03,104.54592895507812,30.449647903442383,18.34000015258789,17.659499979019166,-0.7466931778220505
2023-05-04,103.83183288574219,30.05902862548828,20.09000015258789,17.709999990463256,-0.7331342929775325
2023-05-05,104.7046127319336,30.802169799804688,17.190000534057617,17.649500036239623,-0.7931105758699173
2023-05-08,106.88658142089844,30.849807739257812,16.979999542236328,17.550000047683717,-0.6473578457235674
2023-05-09,106.47002410888672,30.7354736328125,17.709999084472656,17.480499982833862,-0.6579928346901344
2023-05-10,110.83394622802734,30.563980102539062,16.940000534057617,17.37300000190735,-0.3229126265833473
2023-05-11,115.61445617675781,30.516340255737305,16.93000030517578,17.32950005531311,0.021249729262458855
2023-05-12,116.54674530029297,30.392484664916992,17.030000686645508,17.327500104904175,0.10708161312573768
2023-05-15,115.55494689941406,30.640199661254883,17.1200008392334,17.33600010871887,-0.0031696282164695214
2023-05-16,118.53034973144531,30.354373931884766,17.989999771118164,17.39400010108948,0.25288317986060793
2023-05-17,119.84943389892578,30.96413230895996,16.8700008392334,17.414500188827514,0.2460986974889168
2023-05-18,121.8231430053711,31.192790985107422,16.049999237060547,17.358500146865843,0.3476281582516879
2023-05-19,121.75370025634766,31.05940818786621,16.809999465942383,17.36050009727478,0.3645294187556451
2023-05-22,124.02494049072266,31.11656951904297,17.209999084472656,17.37650008201599,0.5150081290333709
2023-05-23,121.55534362792969,30.754528045654297,18.530000686645508,17.365000104904176,0.40037312797225777
2023-05-24,119.90895080566406,30.354373931884766,20.030000686645508,17.424500131607054,0.3498884375361141
2023-05-25,122.46780395507812,30.344846725463867,19.139999389648438,17.530000066757204,0.5314983613961841
2023-05-26,123.58854675292969,30.59256362915039,17.950000762939453,17.638500118255614,0.569895759352469
2023-05-30,122.65624237060547,30.583032608032227,17.459999084472656,17.707500076293947,0.5058510241124503
2023-05-31,121.86280822753906,30.25910186767578,17.940000534057617,17.71550006866455,0.5029339535390751
2023-06-01,122.7058334350586,30.583032608032227,15.649999618530273,17.58100004196167,0.5093404991140595
2023-06-02,123.6480484008789,31.249950408935547,14.600000381469727,17.306500053405763,0.4667008313888389
2023-06-05,124.97708129882812,31.087989807128906,14.729999542236328,17.183500003814697,0.586673905156072
2023-06-06,126.26641845703125,31.478618621826172,13.960000038146973,17.03250002861023,0.6135902988529832
2023-06-07,121.4958267211914,31.60247039794922,13.9399995803833,16.84400005340576,0.2576768940360429
2023-06-08,121.13877868652344,31.573883056640625,13.649999618530273,16.679500007629393,0.23722285003497506
2023-06-09,121.22805786132812,31.58341407775879,13.829999923706055,16.52449998855591,0.24194812077455877
2023-06-12,122.6264877319336,31.573883056640625,15.010000228881836,16.423499965667723,0.3419054895563296
2023-06-13,122.81493377685547,31.764436721801758,14.609999656677246,16.297999906539918,0.32403924015224683
2023-06-14,122.65624237060547,31.640583038330078,13.880000114440918,16.092499923706054,0.3331039729485208
2023-06-15,124.0645980834961,32.059791564941406,14.5,15.973999881744385,0.3637267137151813
2023-06-16,122.51739501953125,31.99309539794922,13.539999961853027,15.84849991798401,0.2657523563682368
2023-06-20,122.09091186523438,31.753833770751953,13.880000114440918,15.701999950408936,0.2748253958098697
2023-06-21,119.56182098388672,31.71555519104004,13.199999809265137,15.50149998664856,0.10311859665616481
2023-06-22,122.14051818847656,31.466739654541016,12.90999984741211,15.220499944686889,0.3252117336340044
2023-06-23,121.33715057373047,31.332754135131836,13.4399995803833,14.890999889373779,0.2905688271348741
2023-06-26,117.36992645263672,31.265756607055664,14.25,14.646499919891358,0.02235892648322215
2023-06-27,117.36001586914062,31.51458740234375,13.739999771118164,14.435999870300293,-0.01898404524868574
2023-06-28,119.19485473632812,31.438020706176758,13.430000305175781,14.23449993133545,0.12263127629867496
2023-06-29,118.12371063232422,31.983524322509766,13.539999961853027,14.01449990272522,-0.041845822832011104
2023-06-30,118.71878051757812,32.261051177978516,13.59000015258789,13.9114999294281,-0.04530674491763636
2023-07-03,118.91715240478516,32.44289016723633,13.569999694824219,13.859999895095825,-0.06105105157973201
2023-07-05,120.75199127197266,32.37590026855469,14.180000305175781,13.832499933242797,0.07899993461510829
2023-07-06,119.12542724609375,32.098365783691406,15.4399995803833,13.906499910354615,0.009881022901358633
2023-07-07,118.50059509277344,32.14621353149414,14.829999923706055,13.950999927520751,-0.04190104558493748
2023-07-10,115.49543762207031,32.289772033691406,15.069999694824219,14.021999931335449,-0.27680869986409967
2023-07-11,116.17977142333984,32.67257308959961,14.84000015258789,14.07249994277954,-0.2911847281591433
2023-07-12,117.95509338378906,32.88312530517578,13.539999961853027,13.9989999294281,-0.20065715285475202
2023-07-13,123.51911163330078,32.997955322265625,13.609999656677246,13.948999929428101,0.1720978939547401
2023-07-14,124.39190673828125,32.77784729003906,13.34000015258789,13.92199993133545,0.26946597089118635
2023-07-17,123.62821960449219,33.09366226196289,13.479999542236328,13.870999908447265,0.16414189214817015
2023-07-18,122.7455062866211,33.46690368652344,13.300000190734863,13.858999919891357,0.04106213249730278
2023-07-19,121.02967834472656,33.61044692993164,13.760000228881836,13.852999925613403,-0.10311936348335969
2023-07-20,118.22289276123047,33.859283447265625,13.989999771118164,13.892499923706055,-0.34126536524314194
2023-07-21,119.0361557006836,33.74443435668945,13.600000381469727,13.926999950408936,-0.26527993757966956
2023-07-24,120.5337905883789,34.069820404052734,13.90999984741211,13.950499963760375,-0.21304950429548122
2023-07-25,121.20820617675781,33.84970474243164,13.859999656677246,13.930999946594238,-0.1296391548159899
2023-07-26,128.21034240722656,34.050682067871094,13.1899995803833,13.903499937057495,0.3302372041866279
2023-07-27,128.3392791748047,33.62002182006836,14.40999984741211,13.952499914169312,0.40965663848292405
2023-07-28,131.4932098388672,33.687015533447266,13.329999923706055,13.941999912261963,0.6206397722252329
2023-07-31,131.63206481933594,33.811424255371094,13.630000114440918,13.943999910354615,0.6100885858976283
2023-08-01,130.4716796875,33.811424255371094,13.930000305175781,13.961999940872193,0.5284380919138187
2023-08-02,127.32762908935547,33.524314880371094,16.09000015258789,14.057499933242799,0.354105268944822
2023-08-03,127.39705657958984,33.54345703125,15.920000076293945,14.08149995803833,0.3558637325931813
2023-08-04,127.05986022949219,33.409481048583984,17.100000381469727,14.194999980926514,0.3540214070011695
2023-08-07,130.45179748535156,33.87841796875,15.770000457763672,14.230000019073486,0.5160958992377486
2023-08-08,130.3228759765625,33.572174072265625,15.989999771118164,14.2875,0.5570481746440826
2023-08-09,128.5971221923828,33.32334518432617,15.960000038146973,14.408500003814698,0.4762608202880661
2023-08-10,128.6269073486328,33.35205841064453,15.850000381469727,14.520500040054321,0.4736664506274229
2023-08-11,128.4979705810547,33.419044494628906,14.84000015258789,14.595500040054322,0.4536518802357591
2023-08-14,130.2534637451172,33.35205841064453,14.819999694824219,14.662500047683716,0.5881190833109755
2023-08-15,128.71615600585938,32.73956298828125,16.459999084472656,14.820499992370605,0.5799953516316075
2023-08-16,127.6449966430664,32.69171905517578,16.780000686645508,14.971500015258789,0.51243836247274
2023-08-17,128.85501098632812,32.52902603149414,17.889999389648438,15.166499996185303,0.6241563347095965
2023-08-18,126.41517639160156,32.51945877075195,17.299999237060547,15.351499938964844,0.4540401632441654
2023-08-21,127.31770324707031,32.481170654296875,17.1299991607666,15.512499904632568,0.5238006867290589
2023-08-22,128.0219268798828,32.1749267578125,16.969999313354492,15.667999887466431,0.6233772158470448
2023-08-23,131.284912109375,32.49073791503906,15.979999542236328,15.807499885559082,0.801390540874825
2023-08-24,128.71615600585938,32.37590026855469,17.200000762939453,15.94699993133545,0.6393983461850917
2023-08-25,128.81533813476562,32.52902603149414,15.680000305175781,16.064499950408937,0.6213647547083091
2023-08-28,129.93605041503906,32.71085739135742,15.079999923706055,16.136999940872194,0.6705221714140895
2023-08-29,133.46688842773438,33.007537841796875,14.449999809265137,16.16299991607666,0.8705078881917679
2023-08-30,134.76617431640625,33.026668548583984,13.880000114440918,16.05249991416931,0.9588072012311855
2023-08-31,135.0537872314453,32.902259826660156,13.569999694824219,15.934999895095824,0.999366798888014
2023-09-01,134.54795837402344,33.198936462402344,13.09000015258789,15.734499883651733,0.915313094705595
2023-09-05,134.6570587158203,32.863983154296875,14.010000228881836,15.646499872207642,0.9777033553488281
2023-09-06,133.35781860351562,32.84483337402344,14.449999809265137,15.56949987411499,0.8894103789485054
2023-09-07,134.15122985839844,32.75870895385742,14.399999618530273,15.491499853134155,0.9593068715447296
2023-09-08,135.26206970214844,32.82569885253906,13.84000015258789,15.390999841690064,1.0265285530762487
2023-09-11,135.79763793945312,32.97882080078125,13.800000190734863,15.338999843597412,1.0392018910460619
2023-09-12,134.23057556152344,33.198936462402344,14.229999542236328,15.309499835968017,0.8929804546952955
2023-09-13,135.58937072753906,33.198936462402344,13.479999542236328,15.160499858856202,0.9885920697393897
2023-09-14,136.96795654296875,33.50518035888672,12.819999694824219,14.962499809265136,1.0355724170043779
2023-09-15,136.27371215820312,33.332916259765625,13.789999961853027,14.757499837875367,1.0148606340679245
2023-09-18,137.0770721435547,33.42423629760742,14.0,14.59249987602234,1.056472256363771
2023-09-19,136.908447265625,33.38579177856445,14.109999656677246,14.44149990081787,1.0508867412975456
2023-09-20,132.64370727539062,33.15508270263672,15.140000343322754,14.349999952316285,0.7884838292975587
2023-09-21,129.37075805664062,32.60713577270508,17.540000915527344,14.428000020980836,0.6476879300228013
2023-09-22,129.18231201171875,32.357208251953125,17.200000762939453,14.428000020980836,0.6752526847422834
2023-09-25,130.03526306152344,32.434112548828125,16.899999618530273,14.48899998664856,0.7227085413694254
2023-09-26,127.51608276367188,32.001529693603516,18.940000534057617,14.682000017166137,0.6161072826265312
2023-09-27,129.4699249267578,31.953460693359375,18.219999313354492,14.870499992370606,0.7614412745755899
2023-09-28,131.2254180908203,32.18416976928711,17.34000015258789,15.043499994277955,0.8472810462326109
2023-09-29,129.7873077392578,31.886165618896484,17.520000457763672,15.241000032424926,0.7947663224543696
2023-10-02,133.07017517089844,31.617006301879883,17.610000610351562,15.467000055313111,1.0697314771525928
2023-10-03,131.34442138671875,31.117130279541016,19.780000686645508,15.755500078201294,1.0299517673761722
2023-10-04,134.13140869140625,31.34783935546875,18.579999923706055,15.96200008392334,1.1883726190666661
2023-10-05,133.9628143310547,31.492033004760742,18.489999771118164,16.166500091552734,1.152955964836982
2023-10-06,136.45220947265625,31.761201858520508,17.450000762939453,16.347000122070312,1.2841544793719124
2023-10-09,137.2853240966797,31.780427932739258,17.700000762939453,16.542000150680543,1.3396360757853527
2023-10-10,136.9282684326172,32.011138916015625,17.030000686645508,16.682000207901,1.2768260481845257
2023-10-11,139.39785766601562,32.05919647216797,16.09000015258789,16.81250023841858,1.4427486536224676
2023-10-12,137.83084106445312,31.85732650756836,16.690000534057617,17.00600028038025,1.3654602694473226
2023-10-13,136.2340087890625,31.924617767333984,19.31999969482422,17.28250026702881,1.2421073896440726
2023-10-16,137.9597930908203,32.26107406616211,17.209999084472656,17.44300022125244,1.3085832696275341
2023-10-17,138.5746612548828,32.414878845214844,17.8799991607666,17.63150019645691,1.3267250085942315
2023-10-18,136.82911682128906,31.85732650756836,19.219999313354492,17.835500144958495,1.2949739480994311
2023-10-19,136.62086486816406,31.434362411499023,21.399999618530273,18.028500080108643,1.3494099611068495
2023-10-20,134.48846435546875,30.95371437072754,21.709999084472656,18.253999996185303,1.2778757348297276
2023-10-23,135.38107299804688,30.761455535888672,20.3700008392334,18.42750005722046,1.3720889252207429
2023-10-24,137.67213439941406,30.972936630249023,18.969999313354492,18.428999996185304,1.4987547746980332
2023-10-25,124.58035278320312,30.857582092285156,20.190000534057617,18.527500057220458,0.596394374927011
2023-10-26,121.27763366699219,30.79029083251953,20.68000030517578,18.694500064849855,0.37499034562511196
2023-10-27,121.16853332519531,30.232742309570312,21.270000457763672,18.882000064849855,0.4583870423279052
2023-10-30,123.43977355957031,30.77106475830078,19.75,18.989000034332275,0.5302698182550254
2023-10-31,123.06288146972656,31.10751724243164,18.139999389648438,18.90699996948242,0.4487915076026866
2023-11-01,125.41346740722656,31.309391021728516,16.8700008392334,18.82150001525879,0.5812151210554408
2023-11-02,126.44493103027344,32.049583435058594,15.65999984741211,18.680000019073486,0.5328862908050842
2023-11-03,128.04173278808594,32.472564697265625,14.90999984741211,18.55299997329712,0.5761527738160029
2023-11-06,129.18231201171875,32.37643814086914,14.890000343322754,18.412499952316285,0.6721115516962537
2023-11-07,129.89639282226562,32.328365325927734,14.8100004196167,18.301499938964845,0.7302103654067452
2023-11-08,130.75927734375,32.36681365966797,14.449999809265137,18.219499921798707,0.7846468336938354
2023-11-09,129.17239379882812,32.23223876953125,15.289999961853027,18.149499893188477,0.6949681042803337
2023-11-10,131.5031280517578,32.5975227355957,14.170000076293945,17.891999912261962,0.7993023890026429
2023-11-13,131.0072021484375,32.54946517944336,14.760000228881836,17.76949996948242,0.7722565938902859
2023-11-14,132.52468872070312,33.16468811035156,14.15999984741211,17.5835000038147,0.7785400805633051
2023-11-15,133.5164794921875,33.34733963012695,14.180000305175781,17.33150005340576,0.8184919657838958
2023-11-16,135.8075408935547,33.48191833496094,14.319999694824219,16.97750005722046,0.9577195434185833
2023-11-17,134.20083618164062,33.65494918823242,13.800000190734863,16.58200011253357,0.8163998081765156
2023-11-20,135.1331329345703,33.78953552246094,13.40999984741211,16.234000062942506,0.8600166719022415
2023-11-21,135.84722900390625,33.77030563354492,13.350000381469727,15.953000116348267,0.913405171286829
2023-11-22,137.35476684570312,33.90489196777344,12.850000381469727,15.586000108718872,0.9974988713466076
2023-11-24,135.56951904296875,34.01063537597656,12.460000038146973,15.175000095367432,0.8546071140485129
2023-11-27,135.2918243408203,33.8952751159668,12.6899995803833,14.746000051498413,0.8539108104150487
2023-11-28,136.07534790039062,33.88566207885742,12.6899995803833,14.393000030517578,0.9106136967203498
2023-11-29,133.8834686279297,34.1259880065918,12.979999542236328,14.135000038146973,0.7171257485908121
2023-11-30,131.44363403320312,34.5105094909668,12.920000076293945,13.9375,0.48263660098587435
2023-12-01,130.7790985107422,34.770057678222656,12.630000114440918,13.78600001335144,0.39348030135550843
2023-12-04,128.21034240722656,34.73160171508789,13.079999923706055,13.694500017166138,0.21901143398562065
2023-12-05,129.91624450683594,34.55857467651367,12.850000381469727,13.592500019073487,0.3673105697984738
2023-12-06,128.95419311523438,34.38554000854492,12.970000267028809,13.500500011444093,0.3278804178126935
2023-12-07,135.8075408935547,34.5489501953125,13.0600004196167,13.43100004196167,0.7834237348283676
2023-12-08,133.8834686279297,34.73160171508789,12.350000381469727,13.284000062942505,0.6182009320620269
2023-12-11,132.1973876953125,34.943084716796875,12.630000114440918,13.207000064849854,0.46501486959019217
2023-12-12,131.43370056152344,35.193023681640625,12.069999694824219,13.072500038146973,0.37045139917327974
2023-12-13,131.48329162597656,35.760189056396484,12.1899995803833,12.974000024795533,0.28129645438701595
2023-12-14,130.85845947265625,36.11586380004883,12.479999542236328,12.88899998664856,0.179231955599316
2023-12-15,131.51304626464844,35.90438461303711,12.279999732971191,12.786999988555909,0.25983631492062864
2023-12-18,134.68682861328125,36.02417755126953,12.5600004196167,12.725,0.4635917492674391
2023-12-19,135.52984619140625,36.2946662902832,12.529999732971191,12.680999994277954,0.4787273163036976
2023-12-20,137.20596313476562,35.64741516113281,13.670000076293945,12.696999979019164,0.7023934157426225
2023-12-21,139.2689666748047,35.99518585205078,13.649999618530273,12.736999940872192,0.7907495605685039
2023-12-22,140.33016967773438,36.07247543334961,13.029999732971191,12.765499925613403,0.8527961300111837
2023-12-26,140.35995483398438,36.217384338378906,12.989999771118164,12.780499935150146,0.8312216150257898
2023-12-27,139.2193603515625,36.333309173583984,12.430000305175781,12.767499971389771,0.7320277859745329
2023-12-28,139.08050537109375,36.43958282470703,12.470000267028809,12.742000007629395,0.7048978380907681
2023-12-29,138.54495239257812,36.32365417480469,12.449999809265137,12.718499994277954,0.6861501825739122
